method,source_index,image_id,snr_db,seed,N,E,diagnostic_only,header_ok,normalized_latent,psnr_db,lpips_alex,dino_cosine
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2003,4084,8168,False,True,0.46746379137039185,24.318893432617188,0.17590680718421936,0.9081675410270691
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2003,4084,8168,True,True,0.39512741565704346,25.405149459838867,0.16752442717552185,0.9203770160675049
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2003,4084,8168,True,True,0.43812698125839233,25.638887405395508,0.142379492521286,0.9406121969223022
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2003,4084,8168,True,True,0.3656705617904663,26.860050201416016,0.14037172496318817,0.9419512748718262
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.05548481643199921,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2001,4084,8168,False,True,0.41135597229003906,26.099689483642578,0.1343030035495758,0.9398925304412842
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2001,4084,8168,True,True,0.35416755080223083,27.06447982788086,0.12981575727462769,0.948076605796814
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2001,4084,8168,True,True,0.41135597229003906,26.099689483642578,0.1343030035495758,0.9398925304412842
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2001,4084,8168,True,True,0.35416755080223083,27.06447982788086,0.12981578707695007,0.948076605796814
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2002,4084,8168,False,True,0.4081227779388428,26.25302505493164,0.13170281052589417,0.938133180141449
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2002,4084,8168,True,True,0.35416755080223083,27.06447982788086,0.12981578707695007,0.948076605796814
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2002,4084,8168,True,True,0.4081227779388428,26.25302505493164,0.13170281052589417,0.938133180141449
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2002,4084,8168,True,True,0.35416755080223083,27.06447982788086,0.12981578707695007,0.948076605796814
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2003,4084,8168,False,True,0.4046277403831482,26.387195587158203,0.1325744092464447,0.9432936906814575
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2003,4084,8168,True,True,0.35416755080223083,27.06447982788086,0.12981578707695007,0.948076605796814
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2003,4084,8168,True,True,0.4046277403831482,26.387195587158203,0.1325744092464447,0.9432936906814575
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2003,4084,8168,True,True,0.35416755080223083,27.06447982788086,0.12981575727462769,0.948076605796814
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2001,4084,8168,False,True,0.3884713649749756,26.51910972595215,0.12964534759521484,0.9432554244995117
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2001,4084,8168,True,True,0.3521772027015686,27.185382843017578,0.12571324408054352,0.9487918615341187
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2001,4084,8168,True,True,0.3884713649749756,26.51910972595215,0.12964534759521484,0.9432554244995117
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2001,4084,8168,True,True,0.3521772027015686,27.185382843017578,0.12571324408054352,0.9487918615341187
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.05548481643199921,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2002,4084,8168,False,True,0.38622522354125977,26.614818572998047,0.12621939182281494,0.9442580938339233
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2002,4084,8168,True,True,0.3521772027015686,27.185382843017578,0.1257132589817047,0.9487918615341187
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2002,4084,8168,True,True,0.38622522354125977,26.614818572998047,0.12621939182281494,0.9442580938339233
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2002,4084,8168,True,True,0.3521772027015686,27.185382843017578,0.1257132589817047,0.9487918615341187
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2003,4084,8168,False,True,0.3831230401992798,26.72134780883789,0.1266321837902069,0.9463306665420532
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2003,4084,8168,True,True,0.3521772027015686,27.185382843017578,0.12571324408054352,0.9487918615341187
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2003,4084,8168,True,True,0.3831230401992798,26.72134780883789,0.1266321837902069,0.9463306665420532
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2003,4084,8168,True,True,0.3521772027015686,27.185382843017578,0.12571324408054352,0.9487918615341187
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2001,4084,8168,False,True,0.3655678629875183,27.004974365234375,0.12446710467338562,0.9448682069778442
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2001,4084,8168,True,True,0.35358375310897827,27.2557430267334,0.12240014970302582,0.9482579827308655
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2001,4084,8168,True,True,0.3655678629875183,27.004974365234375,0.12446710467338562,0.9448682069778442
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2001,4084,8168,True,True,0.35358375310897827,27.2557430267334,0.12240014970302582,0.9482579827308655
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2002,4084,8168,False,True,0.3646426200866699,27.00979232788086,0.11950913816690445,0.9495689868927002
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2002,4084,8168,True,True,0.35358375310897827,27.2557430267334,0.12240014970302582,0.9482579827308655
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2002,4084,8168,True,True,0.3646426200866699,27.00979232788086,0.11950913816690445,0.9495689868927002
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2002,4084,8168,True,True,0.35358375310897827,27.2557430267334,0.12240014970302582,0.9482579827308655
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.05548481643199921,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2003,4084,8168,False,True,0.3627742528915405,27.085111618041992,0.12363012880086899,0.9480767250061035
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2003,4084,8168,True,True,0.35358375310897827,27.2557430267334,0.12240014970302582,0.9482579827308655
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2003,4084,8168,True,True,0.3627742528915405,27.085111618041992,0.12363012135028839,0.9480767250061035
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2003,4084,8168,True,True,0.35358375310897827,27.2557430267334,0.12240014970302582,0.9482579827308655
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2001,4084,8168,False,True,0.35826224088668823,27.177677154541016,0.12300759553909302,0.9464686512947083
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2001,4084,8168,True,True,0.3547241985797882,27.258193969726562,0.12214105576276779,0.9477641582489014
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2001,4084,8168,True,True,0.35826224088668823,27.177677154541016,0.12300761044025421,0.9464686512947083
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2001,4084,8168,True,True,0.3547241985797882,27.258193969726562,0.12214105576276779,0.9477641582489014
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2002,4084,8168,False,True,0.35781770944595337,27.157970428466797,0.12062960118055344,0.9494584798812866
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2002,4084,8168,True,True,0.3547241985797882,27.258193969726562,0.1221410408616066,0.9477641582489014
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2002,4084,8168,True,True,0.35781770944595337,27.157970428466797,0.12062960118055344,0.9494584798812866
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2002,4084,8168,True,True,0.3547241985797882,27.258193969726562,0.12214105576276779,0.9477641582489014
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848238825798,0.9798262715339661
actual_RX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2003,4084,8168,False,True,0.35691750049591064,27.206527709960938,0.1232018768787384,0.9477821588516235
actual_RX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2003,4084,8168,True,True,0.3547241985797882,27.258193969726562,0.12214105576276779,0.9477641582489014
oracle_TX_AWGN,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2003,4084,8168,True,True,0.35691750049591064,27.206527709960938,0.123201884329319,0.9477821588516235
oracle_TX_zero_noise,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2003,4084,8168,True,True,0.3547241985797882,27.258193969726562,0.12214107066392899,0.9477641582489014
Dc_F_representation_reference,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,30.294626235961914,0.0554848313331604,0.9798262119293213
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2001,4084,8168,False,True,1.0190081596374512,17.976505279541016,0.24905303120613098,0.6846952438354492
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2001,4084,8168,True,True,0.923028826713562,19.210407257080078,0.22485977411270142,0.7137563228607178
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2001,4084,8168,True,True,0.8845818042755127,20.2139949798584,0.15675751864910126,0.8815448880195618
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2001,4084,8168,True,True,0.790858268737793,20.913660049438477,0.14790865778923035,0.9084939360618591
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2002,4084,8168,False,True,0.9875490069389343,18.250661849975586,0.22592993080615997,0.720279335975647
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2002,4084,8168,True,True,0.889175295829773,18.237655639648438,0.19949239492416382,0.8188344836235046
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2002,4084,8168,True,True,0.8810074925422668,20.055988311767578,0.16506469249725342,0.8691436052322388
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2002,4084,8168,True,True,0.790858268737793,20.913660049438477,0.14790865778923035,0.9084939360618591
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2003,4084,8168,False,True,1.0411392450332642,16.288856506347656,0.2889268100261688,0.7258034944534302
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2003,4084,8168,True,True,0.9269402027130127,18.55229377746582,0.24138140678405762,0.7839134335517883
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2003,4084,8168,True,True,0.8875479698181152,19.788496017456055,0.1624685823917389,0.9013724327087402
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2003,4084,8168,True,True,0.790858268737793,20.913660049438477,0.14790865778923035,0.9084939360618591
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2001,4084,8168,False,True,0.8302338123321533,20.790102005004883,0.14235906302928925,0.8967236280441284
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2001,4084,8168,True,True,0.7537641525268555,21.45631980895996,0.13155454397201538,0.9188268184661865
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2001,4084,8168,True,True,0.8302338123321533,20.790102005004883,0.14235904812812805,0.8967236280441284
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2001,4084,8168,True,True,0.7537641525268555,21.45631980895996,0.13155454397201538,0.9188268184661865
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2002,4084,8168,False,True,0.827354907989502,20.80120849609375,0.14332956075668335,0.8919088840484619
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2002,4084,8168,True,True,0.7537641525268555,21.45631980895996,0.13155454397201538,0.9188268184661865
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2002,4084,8168,True,True,0.827354907989502,20.80120849609375,0.14332956075668335,0.8919088840484619
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2002,4084,8168,True,True,0.7537641525268555,21.45631980895996,0.13155454397201538,0.9188268184661865
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2003,4084,8168,False,True,0.8321173787117004,20.67685890197754,0.14264050126075745,0.90292888879776
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2003,4084,8168,True,True,0.7537641525268555,21.45631980895996,0.13155454397201538,0.9188268184661865
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2003,4084,8168,True,True,0.8321173787117004,20.67685890197754,0.14264050126075745,0.90292888879776
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2003,4084,8168,True,True,0.7537641525268555,21.45631980895996,0.13155454397201538,0.9188268184661865
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2001,4084,8168,False,True,0.7924399971961975,21.22787857055664,0.13447979092597961,0.9096096754074097
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2001,4084,8168,True,True,0.7424068450927734,21.678165435791016,0.12602920830249786,0.9177466034889221
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2001,4084,8168,True,True,0.7924399971961975,21.22787857055664,0.13447979092597961,0.9096096754074097
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2001,4084,8168,True,True,0.7424068450927734,21.678165435791016,0.12602920830249786,0.9177466034889221
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2002,4084,8168,False,True,0.7899906635284424,21.193647384643555,0.13432274758815765,0.9009831547737122
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2002,4084,8168,True,True,0.7424068450927734,21.678165435791016,0.12602920830249786,0.9177466034889221
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2002,4084,8168,True,True,0.7899906635284424,21.193647384643555,0.13432274758815765,0.9009831547737122
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2002,4084,8168,True,True,0.7424068450927734,21.678165435791016,0.12602919340133667,0.9177466034889221
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2003,4084,8168,False,True,0.7940964102745056,21.17587661743164,0.1335982084274292,0.9002720713615417
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2003,4084,8168,True,True,0.7424068450927734,21.678165435791016,0.12602920830249786,0.9177466034889221
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2003,4084,8168,True,True,0.7940964102745056,21.17587661743164,0.1335982084274292,0.9002720713615417
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2003,4084,8168,True,True,0.7424068450927734,21.678165435791016,0.12602920830249786,0.9177466034889221
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2001,4084,8168,False,True,0.7536187171936035,21.634929656982422,0.1261565387248993,0.9144679307937622
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2001,4084,8168,True,True,0.7375965118408203,21.769617080688477,0.12285316735506058,0.9189370274543762
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2001,4084,8168,True,True,0.7536187171936035,21.634929656982422,0.1261565387248993,0.9144679307937622
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2001,4084,8168,True,True,0.7375965118408203,21.769617080688477,0.12285316735506058,0.9189370274543762
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2002,4084,8168,False,True,0.7520387172698975,21.59002685546875,0.12512293457984924,0.908977210521698
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2002,4084,8168,True,True,0.7375965118408203,21.769617080688477,0.12285316735506058,0.9189370274543762
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2002,4084,8168,True,True,0.7520387172698975,21.59002685546875,0.12512293457984924,0.908977210521698
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2002,4084,8168,True,True,0.7375965118408203,21.769617080688477,0.12285316735506058,0.9189370274543762
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2003,4084,8168,False,True,0.7542587518692017,21.64994239807129,0.12495054304599762,0.9088386297225952
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2003,4084,8168,True,True,0.7375965118408203,21.769617080688477,0.12285316735506058,0.9189370274543762
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2003,4084,8168,True,True,0.7542587518692017,21.64994239807129,0.12495054304599762,0.9088386297225952
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2003,4084,8168,True,True,0.7375965118408203,21.769617080688477,0.12285316735506058,0.9189370274543762
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2001,4084,8168,False,True,0.7419857382774353,21.742305755615234,0.12353849411010742,0.91733717918396
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2001,4084,8168,True,True,0.7376570701599121,21.773550033569336,0.1225263774394989,0.919093906879425
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2001,4084,8168,True,True,0.7419857382774353,21.742305755615234,0.12353849411010742,0.91733717918396
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2001,4084,8168,True,True,0.7376570701599121,21.773550033569336,0.1225263923406601,0.919093906879425
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2002,4084,8168,False,True,0.7411391139030457,21.715593338012695,0.12321144342422485,0.915096640586853
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2002,4084,8168,True,True,0.7376570701599121,21.773550033569336,0.1225263848900795,0.919093906879425
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2002,4084,8168,True,True,0.7411391139030457,21.715593338012695,0.12321144342422485,0.915096640586853
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2002,4084,8168,True,True,0.7376570701599121,21.773550033569336,0.1225263774394989,0.919093906879425
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2002,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481731414794922,0.03760101646184921,0.9657168388366699
actual_RX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2003,4084,8168,False,True,0.7421587109565735,21.767131805419922,0.12259417027235031,0.9145784974098206
actual_RX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2003,4084,8168,True,True,0.7376570701599121,21.773550033569336,0.1225263923406601,0.919093906879425
oracle_TX_AWGN,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2003,4084,8168,True,True,0.7421587109565735,21.767131805419922,0.12259416282176971,0.9145784378051758
oracle_TX_zero_noise,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2003,4084,8168,True,True,0.7376570701599121,21.773550033569336,0.1225263774394989,0.9190939664840698
Dc_F_representation_reference,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2003,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.481727600097656,0.03760099783539772,0.9657168984413147
actual_RX_AWGN,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2001,4084,8168,False,True,0.648291826248169,20.24013328552246,0.22693146765232086,0.6383399367332458
actual_RX_zero_noise,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2001,4084,8168,True,True,0.5726395845413208,20.690265655517578,0.22311271727085114,0.6352031230926514
oracle_TX_AWGN,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2001,4084,8168,True,True,0.5744849443435669,21.553733825683594,0.1591562032699585,0.7836663126945496
oracle_TX_zero_noise,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2001,4084,8168,True,True,0.49860018491744995,22.028417587280273,0.14089077711105347,0.7807612419128418
Dc_F_representation_reference,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2001,not_a_wireless_method,not_a_wireless_method,True,True,0.0,26.203567504882812,0.058067306876182556,0.9505022168159485
actual_RX_AWGN,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2002,4084,8168,False,True,0.6369410753250122,19.743558883666992,0.19641965627670288,0.7208755016326904
actual_RX_zero_noise,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2002,4084,8168,True,True,0.5481756925582886,21.024932861328125,0.17556816339492798,0.7390391826629639
oracle_TX_AWGN,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2002,4084,8168,True,True,0.5849080085754395,20.896427154541016,0.15825428068637848,0.7682790756225586
oracle_TX_zero_noise,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2002,4084,8168,True,True,0.49860018491744995,22.028417587280273,0.14089077711105347,0.7807612419128418
