step,method,mse,lpips_alex,normalized_latent,utility,U_image,header_failures,body_crc_failures
0,H8-V,0.014681751725745077,0.18398849664578834,0.7705838173598051,0.04078643967832128,0.033080601677888385,0,3055
2500,H8-V,0.009128306790284113,0.14403405057676136,0.6150746376852194,0.029682458334385108,0.023531712090332682,0,3055
5000,H8-V,0.008737473256144828,0.1396994699763755,0.5978266964018345,0.028685687331172327,0.02270742049484203,0,3055
7500,H8-V,0.008537452875446373,0.13701325510566434,0.59107001076142,0.028149478612591823,0.022238778632087633,0,3055
10000,H8-V,0.008500246173711881,0.13481773495140176,0.5845089685415228,0.027827109475651136,0.02198201990866413,0,3055
12500,H8-V,0.008393450494186255,0.1343308815413465,0.5826984721238414,0.02765352347648392,0.02182653887490742,0,3055
15000,H8-V,0.008342594631757431,0.13369556900548438,0.5805078855991364,0.02751723050692429,0.02171215176473682,0,3055
17500,H8-V,0.008261767395570253,0.13358739620521665,0.578974260994792,0.027410249731130897,0.021620507248754924,0,3055
20000,H8-V,0.008212028413807275,0.1326020578891039,0.5765425524324179,0.027237659834418445,0.021472234430691847,0,3055
