step,method,snr_db,mse,lpips_alex,normalized_latent,utility,U_image,header_failures,body_crc_failures
0,H8-V,1,0.025441826532711275,0.2755707268888752,0.8919003304044406,0.06191790279032042,0.05299889965044956,0,3000
0,H8-V,4,0.011994865478617915,0.16114059065903227,0.7403334605743488,0.035512259230483324,0.028108924795873465,0,55
0,H8-V,7,0.011990688872465398,0.16107705522701143,0.7402284319400787,0.035500678790267554,0.0280983946477063,0,0
0,H8-V,13,0.011990688872465398,0.16107705522701143,0.7402284319400787,0.035500678790267554,0.0280983946477063,0,0
0,H8-V,19,0.011990688872465398,0.16107705522701143,0.7402284319400787,0.035500678790267554,0.0280983946477063,0,0
2500,H8-V,1,0.014001327374096338,0.21944176940744123,0.7657089133659999,0.04360259367525578,0.03594550468632952,0,3000
2500,H8-V,4,0.008409209546458442,0.13102821654081345,0.6157811453938484,0.027669842759147287,0.021512031429912894,0,55
2500,H8-V,7,0.007997876885696314,0.12630323757231235,0.5838051152080298,0.026466251876360425,0.020628200843619805,0,0
2500,H8-V,13,0.007666824298910796,0.12239592405222356,0.558294577717781,0.02548936254802781,0.019906416905423007,0,0
2500,H8-V,19,0.007566295846258678,0.12100110531101624,0.5517834367404382,0.025184240813134237,0.019666406586378193,0,0
5000,H8-V,1,0.013451316832448356,0.21257837049787243,0.7372082379708688,0.042081236464902756,0.034709154244357096,0,3000
5000,H8-V,4,0.008124506266069753,0.12814386696182192,0.5997318802326917,0.026936211875018976,0.020938893192990995,0,55
5000,H8-V,7,0.007678546811356986,0.12297427853941917,0.5692353090643882,0.02566832785323883,0.019975974880935003,0,0
5000,H8-V,13,0.007285137323682041,0.11824609702515106,0.5442187167505423,0.024551934274767213,0.01910974722650523,0,0
5000,H8-V,19,0.007147859047167003,0.11655473685761293,0.5387393379906813,0.02419072618793386,0.018803332929421837,0,0
7500,H8-V,1,0.012874166569827745,0.20863415148978431,0.7257393171439568,0.0409949751275902,0.033737582109868526,0,3000
7500,H8-V,4,0.008022663249081234,0.12653827729821204,0.5941095032046239,0.026617586099697898,0.020676491192386796,0,55
7500,H8-V,7,0.007559684231916132,0.12088582193292677,0.5639636142005523,0.025287902634590863,0.019648266640879836,0,0
7500,H8-V,13,0.0071672274327041425,0.115461591831098,0.5385615396027764,0.024099002114186686,0.018713386815662186,0,0
7500,H8-V,19,0.007063522893702611,0.11354643297630052,0.5329760796551903,0.02374792708689347,0.01841816640164082,0,0
10000,H8-V,1,0.012837071386476358,0.2056397706779341,0.7174967629561821,0.04057601631898433,0.03340104883816093,0,3000
10000,H8-V,4,0.007986340345523786,0.12468361926699678,0.5873679063767194,0.026328381448208045,0.02045470248690496,0,55
10000,H8-V,7,0.007522556742439823,0.11903846181370317,0.5580349363212784,0.025006752367519463,0.01942640312225558,0,0
10000,H8-V,13,0.007123732523711321,0.11341553850223621,0.5327338966901104,0.02379262544113832,0.01846528658689931,0,0
10000,H8-V,19,0.007031529870408121,0.11131128449613849,0.5269113403633237,0.023431771802405518,0.018162658509099858,0,0
12500,H8-V,1,0.012633174411098784,0.2063496507940193,0.7155985373804966,0.040424125065406165,0.03326813982054591,0,3000
12500,H8-V,4,0.00789344771206379,0.12438766199039916,0.5861354969417055,0.026193568935773025,0.02033221410859066,0,55
12500,H8-V,7,0.007435898460030633,0.11830530946080883,0.5563701481297613,0.024830130979884416,0.019266429629254466,0,0
12500,H8-V,13,0.007045503472501878,0.11233827891387045,0.5306465355058511,0.023585796815576033,0.01827933155784073,0,0
12500,H8-V,19,0.006959228415236188,0.1102735065476348,0.5247416426613927,0.02323399558577997,0.01798657925830533,0,0
15000,H8-V,1,0.012598854947679986,0.20508056563263138,0.712597635358572,0.04023288813047111,0.03310691186770176,0,3000
15000,H8-V,4,0.007866811489434137,0.12394229741332431,0.5843560116017859,0.026104601424342642,0.020261041449693342,0,55
15000,H8-V,7,0.007402632222462368,0.11792981363895039,0.5547875684996446,0.024743489382245267,0.019195613799383865,0,0
15000,H8-V,13,0.006980240570478297,0.11181428600226839,0.5285908915773034,0.023447578170569614,0.018161669359309598,0,0
15000,H8-V,19,0.006864433928732372,0.10971088234024744,0.522207320958376,0.023057595426992823,0.017835522347595542,0,0
17500,H8-V,1,0.01256319484677321,0.20390438438082734,0.7098016842007637,0.04005165033011387,0.032953633640427145,0,3000
17500,H8-V,4,0.007783243341313209,0.12440524906106293,0.5833798085202774,0.026057566456651936,0.02022376848718462,0,55
17500,H8-V,7,0.007306797021068632,0.1180849180612713,0.5535545839766661,0.024650834739829104,0.01911528903696065,0,0
17500,H8-V,13,0.006885475130742028,0.1118120510559529,0.5272413105467956,0.02333909341266068,0.01806668042546759,0,0
17500,H8-V,19,0.006770126637954187,0.10973037846696873,0.5208939177294573,0.0229521037163989,0.017743164653734614,0,0
20000,H8-V,1,0.012407311500050127,0.201536395834138,0.7064457989633083,0.03962540928212305,0.03256095142724613,0,3000
20000,H8-V,4,0.007775717927201185,0.12339498562862476,0.5805098721633355,0.02592031530663371,0.02011521671487329,0,55
20000,H8-V,7,0.007296781290128516,0.11741398420681556,0.5515547445143263,0.02455372722237371,0.019038179898324112,0,0
20000,H8-V,13,0.006854949269133309,0.11134058691126605,0.5254248547255993,0.023243256606704867,0.01798900816201543,0,0
20000,H8-V,19,0.006725382082523235,0.10932433686467509,0.51877749179552,0.022845590754256895,0.01765781595100028,0,0
