step,method,source_index,image_id,snr_db,noise_count,mse,lpips_alex,normalized_latent,utility,U_image
15000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,3,0.005532840111603339,0.13249774277210236,0.4798849920431773,0.02358146570622921,0.018782615661621094
15000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,4,3,0.003798476109902064,0.09230262041091919,0.30770914753278095,0.0161058297380805,0.01302873839934667
15000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,7,3,0.003004025435075164,0.07280052204926808,0.20804143448670706,0.012364492130776247,0.010284077686568102
15000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,13,3,0.0023657968267798424,0.05641928190986315,0.11082921177148819,0.009116016949216524,0.008007724769413471
15000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,19,3,0.0021918582109113536,0.052064232528209686,0.08196120957533519,0.008217893851300081,0.007398281556864579
15000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,3,0.008733982841173807,0.16310067971547446,0.491799255212148,0.02996204358836015,0.025044051930308342
15000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,4,3,0.0072506411621967954,0.12804973125457764,0.32247910896937054,0.02328040512899558,0.020055614411830902
15000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,7,3,0.006351368812223275,0.10701688627401988,0.2225033094485601,0.01927809106806914,0.01705305775006612
15000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,13,3,0.00554552689815561,0.08704480280478795,0.12097166975339253,0.015459724081059298,0.014250007458031178
15000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,19,3,0.005315782657514016,0.0826341484983762,0.09189777821302414,0.014498175432284674,0.01357919784883658
15000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,3,0.004444389759252469,0.10677529374758403,0.42051281531651813,0.019327047591408093,0.015121919413407644
15000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,4,3,0.0027892648552854857,0.07220086703697841,0.25719715158144635,0.012581323273479939,0.010009351496895155
15000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,7,3,0.0020037657814100385,0.05401760712265968,0.16909809907277426,0.00909650760392348,0.0074055267808338
15000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,13,3,0.0013834635804717739,0.039841827005147934,0.08558004597822826,0.006223446689546108,0.005367646304269631
15000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,19,3,0.001220322175261875,0.036242411782344185,0.05940903226534525,0.005438653752207756,0.0048445633923014
