step,method,source_index,image_id,snr_db,noise_count,mse,lpips_alex,normalized_latent,utility,U_image
17500,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,3,0.005385247990489006,0.13351187109947205,0.47021810213724774,0.023438616345326107,0.01873643510043621
17500,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,4,3,0.0036702772291998067,0.09178701043128967,0.3028510312239329,0.01587748931099971,0.012848978862166405
17500,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,7,3,0.0028778824489563704,0.07209730645020802,0.2015253702799479,0.012102866545319557,0.010087613016366959
17500,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,13,3,0.002235495795806249,0.05497009058793386,0.10038056969642639,0.008736310837169489,0.0077325051339964075
17500,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,19,3,0.002060151736562451,0.05060561870535215,0.07024463017781575,0.00782315976296862,0.0071207135915756226
17500,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,3,0.008684465972085794,0.16791538894176483,0.48304371039072674,0.03030644233028094,0.025476005549232166
17500,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,4,3,0.007218656595796347,0.13335066537062326,0.3177236517270406,0.023730960364143055,0.020553723598519962
17500,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,7,3,0.006322348956018686,0.11131500452756882,0.21439233918984732,0.019597773129741352,0.017453849936525028
17500,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,13,3,0.005508059480537971,0.09027404834826787,0.1085483580827713,0.015620947194596132,0.014535464035967985
17500,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,19,3,0.005264324756960074,0.08597018321355183,0.07851092517375946,0.01464645192027092,0.013861342643698057
17500,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,3,0.004152448692669471,0.10516474644343059,0.4114549358685811,0.018783473099271458,0.014668923492232958
17500,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,4,3,0.002709191137303909,0.07199495037396748,0.2527782768011093,0.012436469085514545,0.009908686392009258
17500,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,7,3,0.0019910564878955483,0.05358373870452245,0.16478155056635538,0.00899724600215753,0.007349430428196986
17500,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,13,3,0.0013831309818973143,0.0388116662700971,0.07903557022412618,0.0060546536309023695,0.005264297903825839
17500,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,19,3,0.0012302306713536382,0.03492147972186407,0.05239744236071905,0.005246353180458148,0.004722378682345152
17500,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,3,0.001757632785787185,0.0873754695057869,0.37352074186007184,0.014230386974910894,0.010495179643233618
17500,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,4,3,0.0011373729600260656,0.05692595988512039,0.21968848506609598,0.00902685367812713,0.006829969119280577
17500,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,7,3,0.0008564481589322289,0.04301406815648079,0.13788304726282755,0.006536685395985842,0.005157855028907458
17500,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,13,3,0.0006307751561204592,0.031077551345030468,0.06185090293486913,0.004357039307554563,0.003738530290623506
17500,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,19,3,0.000583889486733824,0.027933890620867412,0.038189858198165894,0.0037591770912210145,0.0033772785682231188
17500,P4084,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,3,0.004223553153375785,0.1072854350010554,0.4252789318561554,0.01920488600929578,0.014952096777657667
17500,P4084,4,n01494475/ILSVRC2012_val_00027283_n01494475,4,3,0.0030886641082664332,0.07281955828269322,0.26369836926460266,0.013007603275279203,0.010370619595050812
17500,P4084,4,n01494475/ILSVRC2012_val_00027283_n01494475,7,3,0.0025172884731243053,0.05749057854215304,0.1719444046417872,0.009985790277520815,0.008266346218685309
17500,P4084,4,n01494475/ILSVRC2012_val_00027283_n01494475,13,3,0.0020363690176357827,0.044196328769127526,0.08153669287761052,0.007271368832637866,0.00645600197215875
17500,P4084,4,n01494475/ILSVRC2012_val_00027283_n01494475,19,3,0.001929137467717131,0.04037221521139145,0.05400396635135015,0.006506398785859346,0.005966359128554662
17500,P4084,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,3,0.0019337901224692662,0.07694686949253082,0.3418191969394684,0.013046669152875742,0.009628477195898691
17500,P4084,5,n01496331/ILSVRC2012_val_00041248_n01496331,4,3,0.001167689566500485,0.0501614473760128,0.18778135379155478,0.00806164788082242,0.00618383443603913
17500,P4084,5,n01496331/ILSVRC2012_val_00041248_n01496331,7,3,0.0008405997068621218,0.03806909918785095,0.10945301751295726,0.0057420396866897745,0.004647509660571814
17500,P4084,5,n01496331/ILSVRC2012_val_00041248_n01496331,13,3,0.0005934058184114596,0.028899884472290676,0.04497249176104864,0.003933119199549158,0.003483394238476952
17500,P4084,5,n01496331/ILSVRC2012_val_00041248_n01496331,19,3,0.0005366693949326873,0.02713291347026825,0.02649286078910033,0.0035148893172542253,0.003249960718676448
17500,P4084,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,3,0.007132034748792648,0.15354138116041818,0.4489576021830241,0.026975749681393307,0.022486173858245213
17500,P4084,6,n01498041/ILSVRC2012_val_00030470_n01498041,4,3,0.005623383913189173,0.1207163358728091,0.28989489873250324,0.02059396666785081,0.017695017779866856
17500,P4084,6,n01498041/ILSVRC2012_val_00030470_n01498041,7,3,0.004756024107336998,0.10053758323192596,0.19348004957040152,0.0167445819824934,0.014809781995912394
17500,P4084,6,n01498041/ILSVRC2012_val_00030470_n01498041,13,3,0.003984768098841111,0.08410352965195973,0.09755951166152954,0.013370716013014317,0.012395120846728483
17500,P4084,6,n01498041/ILSVRC2012_val_00030470_n01498041,19,3,0.00377678987570107,0.08060229569673538,0.06957945227622986,0.012532814405858517,0.011837019585072994
17500,P4084,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,3,0.010523358980814615,0.13390996555487314,0.6469268401463827,0.030383622894684475,0.023914354542891186
17500,P4084,7,n01514668/ILSVRC2012_val_00016052_n01514668,4,3,0.007192288525402546,0.0962822288274765,0.44841720660527545,0.021304683138926823,0.01682051147023837
17500,P4084,7,n01514668/ILSVRC2012_val_00016052_n01514668,7,3,0.005517752996335427,0.07217676689227422,0.3076374332110087,0.015811804371575516,0.012735429840783278
17500,P4084,7,n01514668/ILSVRC2012_val_00016052_n01514668,13,3,0.004329293966293335,0.053696610033512115,0.1748937020699183,0.01144789190342029,0.009698955031732718
17500,P4084,7,n01514668/ILSVRC2012_val_00016052_n01514668,19,3,0.004059954701612393,0.04939266790946325,0.13845365742842355,0.010383758073051771,0.008999221647779146
17500,P4084,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,3,0.010307438671588898,0.16007635494073233,0.5582149823506674,0.03189722386499246,0.0263150737931331
17500,P4084,8,n01514859/ILSVRC2012_val_00006195_n01514859,4,3,0.007681537419557571,0.11937816937764485,0.3779149651527405,0.0233985036611557,0.019619354357322056
17500,P4084,8,n01514859/ILSVRC2012_val_00006195_n01514859,7,3,0.006297343565771977,0.09650702774524689,0.255308339993159,0.01850112962226073,0.01594804661969344
17500,P4084,8,n01514859/ILSVRC2012_val_00006195_n01514859,13,3,0.00518437863017122,0.07573372373978297,0.1352640837430954,0.014110391649107138,0.012757750848929087
17500,P4084,8,n01514859/ILSVRC2012_val_00006195_n01514859,19,3,0.004891376166294019,0.06871883322795232,0.10173625499010086,0.012780622268716494,0.011763259458045164
17500,P4084,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,3,0.004647731315344572,0.10867596914370854,0.40155717730522156,0.019530899822711945,0.015515328695376715
17500,P4084,9,n01518878/ILSVRC2012_val_00033181_n01518878,4,3,0.0034260896500200033,0.07589007665713628,0.24178172647953033,0.013432914391160011,0.011015097300211588
17500,P4084,9,n01518878/ILSVRC2012_val_00033181_n01518878,7,3,0.0027894332694510617,0.05784298976262411,0.1541250745455424,0.010114982724189758,0.008573732028404871
17500,P4084,9,n01518878/ILSVRC2012_val_00033181_n01518878,13,3,0.0022475367101530233,0.04499397799372673,0.07189021756251653,0.007465836747239034,0.006746934726834297
17500,P4084,9,n01518878/ILSVRC2012_val_00033181_n01518878,19,3,0.002109894994646311,0.04135612274209658,0.04719987759987513,0.006717506020019452,0.006245507237811883
17500,P4084,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,3,0.007322754555692275,0.1272729461391767,0.7338101665178934,0.027388150493303936,0.020050048828125
17500,P4084,10,n01530575/ILSVRC2012_val_00027374_n01530575,4,3,0.00514878969018658,0.093123493095239,0.5133130153020223,0.01959426949421565,0.01446113952745994
17500,P4084,10,n01530575/ILSVRC2012_val_00027374_n01530575,7,3,0.004042177305867274,0.07456222921609879,0.3566933274269104,0.01506533349553744,0.011498400320609411
17500,P4084,10,n01530575/ILSVRC2012_val_00027374_n01530575,13,3,0.003077983700980743,0.0568381113310655,0.2111672262350718,0.010873467040558657,0.00876179492721955
17500,P4084,10,n01530575/ILSVRC2012_val_00027374_n01530575,19,3,0.0027951226414491734,0.051613882184028625,0.1722711722056071,0.009679222789903482,0.007956511030594507
17500,P4084,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,3,0.004250999772921205,0.0844311813513438,0.37807472546895343,0.01647486537694931,0.012694118234018484
17500,P4084,11,n01531178/ILSVRC2012_val_00025888_n01531178,4,3,0.003349454142153263,0.06101979315280914,0.2200781653324763,0.011652215073506037,0.009451433395346006
17500,P4084,11,n01531178/ILSVRC2012_val_00025888_n01531178,7,3,0.0028947776493926844,0.050813328474760056,0.13687272369861603,0.009344837628304958,0.007976110403736433
17500,P4084,11,n01531178/ILSVRC2012_val_00025888_n01531178,13,3,0.0025095252009729543,0.041823361068964005,0.06274852404991786,0.007319346535950899,0.006691861276825269
