step,method,source_index,image_id,snr_db,noise_count,mse,lpips_alex,normalized_latent,utility,U_image
20000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,3,0.005472516330579917,0.13329114019870758,0.4639791051546733,0.02344142148892085,0.018801630785067875
20000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,4,3,0.0037419453728944063,0.09250839799642563,0.3006992042064667,0.01599977786342303,0.012992785622676214
20000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,7,3,0.0029530973794559636,0.07272681097189586,0.19785661002000174,0.012204344384372234,0.010225778445601463
20000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,13,3,0.0022885960837205253,0.0564479815463225,0.09413765122493108,0.008874770874778429,0.00793339436252912
20000,P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,19,3,0.0021019900062431893,0.05243609597285589,0.063042052090168,0.007976020375887552,0.007345599743227164
20000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,3,0.008708309071759382,0.1654730588197708,0.4761292139689128,0.030016908422112465,0.025255616133411724
20000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,4,3,0.007217761905242999,0.12951699395974478,0.3135509192943573,0.02330497031410535,0.020169461145997047
20000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,7,3,0.00629688473418355,0.10693311442931493,0.20699003338813782,0.019060096393028896,0.01699019658068816
20000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,13,3,0.00547176677112778,0.08681153257687886,0.10000995546579361,0.01515302030990521,0.014152920494476954
20000,P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,19,3,0.005238754364351432,0.08167453606923421,0.06930738190809886,0.014099280970791975,0.013406207474569479
20000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,3,0.004243502548585336,0.105645718673865,0.4000169336795807,0.018808243796229362,0.014808074571192265
20000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,4,3,0.0026922080821047225,0.07288592060407002,0.24805853764216104,0.01246138537923495,0.009980800251166025
20000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,7,3,0.0019999246578663588,0.05517613266905149,0.16112650434176126,0.009128802766402563,0.0075175378782053786
20000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,13,3,0.0014635469221199553,0.04007687419652939,0.07404473175605138,0.006211681601901849,0.005471234365055959
20000,P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,19,3,0.0013027186893547575,0.03652471179763476,0.04690253362059593,0.005424215303113063,0.0049551900786658125
20000,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,3,0.0017793256944666307,0.09308459609746933,0.3624133765697479,0.014711918930212656,0.011087785474956036
20000,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,4,3,0.0011636781273409724,0.05908489724000295,0.2153517852226893,0.009225686080753803,0.007072168091932933
20000,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,7,3,0.0009022927454983195,0.04377328480283419,0.13554997742176056,0.006635120914628108,0.005279621264586846
20000,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,13,3,0.0006961209389070669,0.03210133624573549,0.05806523561477661,0.004486906963090102,0.003906254656612873
20000,P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,19,3,0.0006402879177282254,0.02889491617679596,0.03362936650713285,0.0038660732097923756,0.003529779613018036
