new_step,arm,region,weight,psnr_db,lpips,mse,dino,frames,registered_selection_score
20000,lpips_0p01__conditioned,high,0.01,21.92774728488922,0.18863944510929287,0.008327865579063655,0.8058506176099182,6000,0.010214260030156583
20000,lpips_0p01__conditioned,snr_1,0.01,17.83345534324646,0.30495502569774785,0.0202310377121903,0.6985819324192901,3000,0.02328058796916778
20000,lpips_0p01__conditioned,snr_4,0.01,21.105255407015484,0.20983002547423044,0.009923857202549697,0.7959549766431252,3000,0.012022157457292001
20000,lpips_0p01__conditioned,snr_7,0.01,21.46134063498179,0.2006136731877923,0.00919434731163589,0.7988574631810188,3000,0.011200484043513812
20000,lpips_0p01__conditioned,snr_13,0.01,21.860472947120666,0.1903397647961974,0.008446257066621912,0.8041027999172609,3000,0.010349654714583885
20000,lpips_0p01__conditioned,snr_19,0.01,21.995021622657777,0.1869391254223883,0.008209474091505398,0.8075984353025755,3000,0.010078865345729281
20000,lpips_0p01__unconditioned,mechanism,0.01,21.419066342459786,0.18636925915421712,0.009375863617185839,0.8076175773640474,9000,0.01123955620872801
20000,lpips_0p01__unconditioned,primary,0.01,19.523018881638844,0.2298311137755712,0.015589596163371525,0.7784768442639874,9000,0.017887907301127236
20000,lpips_0p01__unconditioned,high,0.01,21.59294376341502,0.18250291159686943,0.009022477760576294,0.8098586809833844,6000,0.01084750687654499
20000,lpips_0p01__unconditioned,snr_1,0.01,16.81954230260849,0.2928073295975725,0.025710606192587873,0.731876140901198,3000,0.0286386794885636
20000,lpips_0p01__unconditioned,snr_4,0.01,20.67820284175873,0.2025840574602286,0.010975546967121773,0.800419021765391,3000,0.013001387541724058
20000,lpips_0p01__unconditioned,snr_7,0.01,21.071311500549317,0.19410195426891247,0.01008263533040493,0.8031353701253732,3000,0.012023654873094055
20000,lpips_0p01__unconditioned,snr_13,0.01,21.51658408133189,0.18423593194844823,0.00916791569851921,0.8083402310609817,3000,0.011010275018003692
20000,lpips_0p01__unconditioned,snr_19,0.01,21.669303445498148,0.18076989124529064,0.008877039822633378,0.8113771309057871,3000,0.010684738735086284
20000,lpips_0p03__conditioned,mechanism,0.03,21.643079216533238,0.1801960928760883,0.008851119037180777,0.8125778016017543,9000,0.014257001823463424
20000,lpips_0p03__conditioned,primary,0.03,20.018762729644774,0.22452174346169665,0.013441021966770576,0.7749078406629463,9000,0.020176674270621475
20000,lpips_0p03__conditioned,high,0.03,21.795766789913177,0.17632791951609156,0.008557518300008572,0.8146485109900434,6000,0.013847355885491318
20000,lpips_0p03__conditioned,snr_1,0.03,17.73306609884898,0.2886909575015306,0.020702360197009207,0.7115996422283352,3000,0.029363088922055126
20000,lpips_0p03__conditioned,snr_4,0.03,20.985518020311993,0.1969418332874775,0.010182385191777332,0.8046874969353278,3000,0.016090640190401656
20000,lpips_0p03__conditioned,snr_7,0.03,21.337704069773356,0.18793243959608177,0.009438320511525187,0.8084363828251759,3000,0.01507629369940764
20000,lpips_0p03__conditioned,snr_13,0.03,21.72877795346578,0.17798098555393518,0.00867902316871914,0.8131870481123527,3000,0.014018452735337195
20000,lpips_0p03__conditioned,snr_19,0.03,21.862755626360574,0.17467485347824793,0.008436013431298003,0.8161099738677343,3000,0.013676259035645441
20000,lpips_0p03__unconditioned,mechanism,0.03,21.355191267755295,0.18148053986931012,0.009495464753796114,0.8101323156456153,9000,0.014939880949875417
20000,lpips_0p03__unconditioned,primary,0.03,19.482530981328754,0.2251390112048636,0.015688450216719906,0.7809800237884952,9000,0.022442620552865812
20000,lpips_0p03__unconditioned,high,0.03,21.52565579954783,0.1775892068998267,0.009144407648554382,0.8123855421294769,6000,0.014472083855549184
20000,lpips_0p03__unconditioned,snr_1,0.03,16.805273526032767,0.2882637532576919,0.02578078226244543,0.7338902831586699,3000,0.03442869486017618
20000,lpips_0p03__unconditioned,snr_4,0.03,20.628057213783265,0.19789007454862198,0.011086989423434716,0.8034239255289237,3000,0.017023691659893377
20000,lpips_0p03__unconditioned,snr_7,0.03,21.014262204170226,0.18926320580827694,0.010197578964279577,0.805625862677892,3000,0.015875475138527884
20000,lpips_0p03__unconditioned,snr_13,0.03,21.450297325134276,0.17932624493104715,0.009289206887517745,0.8108037329117457,3000,0.014668994235449158
20000,lpips_0p03__unconditioned,snr_19,0.03,21.601014273961386,0.1758521688686063,0.008999608409591018,0.813967351347208,3000,0.014275173475649206
20000,lpips_0p1__conditioned,mechanism,0.1,21.30561165385776,0.17252528170496226,0.009485007370026628,0.8152986509187354,9000,0.026737535540522855
20000,lpips_0p1__conditioned,primary,0.1,19.734993382030062,0.21511941636912524,0.014242722900891546,0.7790966283455492,9000,0.03575466453780407
20000,lpips_0p1__conditioned,high,0.1,21.448188617070517,0.16894088034549107,0.00918545841111821,0.8168642533943057,6000,0.026079546445667318
20000,lpips_0p1__conditioned,snr_1,0.1,17.501579071362812,0.27736692103246846,0.021794063970446587,0.7162506926183899,3000,0.049530756073693435
20000,lpips_0p1__conditioned,snr_4,0.1,20.682943347295126,0.18829724365100264,0.010849999444384594,0.8088717464506626,3000,0.02967972380948486
20000,lpips_0p1__conditioned,snr_7,0.1,21.02045772743225,0.1796940844239046,0.010084105287843462,0.8121674459675948,3000,0.028053513730233924
20000,lpips_0p1__conditioned,snr_13,0.1,21.38644741312663,0.17047326558455825,0.00930807467266762,0.8154568189730247,3000,0.026355401231123447
20000,lpips_0p1__conditioned,snr_19,0.1,21.509929821014403,0.1674084951064239,0.0090628421495688,0.8182716878155867,3000,0.025803691660211188
20000,lpips_0p1__unconditioned,mechanism,0.1,21.123813159200882,0.1769407891633196,0.009948872646100225,0.8146851613819599,9000,0.027642951562432183
20000,lpips_0p1__unconditioned,primary,0.1,19.32463462135527,0.21983302164533072,0.016102417699517296,0.7837772166522012,9000,0.03808571986405037
20000,lpips_0p1__unconditioned,high,0.1,21.282742904345195,0.17328438022794823,0.00960526163232862,0.8164666737169027,6000,0.026933699655123444
20000,lpips_0p1__unconditioned,snr_1,0.1,16.731434905846914,0.28244735405718285,0.026150418417605882,0.7322111330802242,3000,0.05439515382332417
20000,lpips_0p1__unconditioned,snr_4,0.1,20.43651528930664,0.19279810384474694,0.011520740007302568,0.8079983801643054,3000,0.030800550391777266
20000,lpips_0p1__unconditioned,snr_7,0.1,20.805953668912252,0.18425360703406235,0.010636094673643431,0.8111221367120742,3000,0.029061455377049666
20000,lpips_0p1__unconditioned,snr_13,0.1,21.214265060106914,0.17487539515954753,0.009743654987580765,0.8149546780387561,3000,0.02723119450353552
20000,lpips_0p1__unconditioned,snr_19,0.1,21.351220748583476,0.17169336529634893,0.009466868277076476,0.8179786693950494,3000,0.02663620480671137
