new_step,arm,region,weight,psnr_db,lpips,mse,dino,frames,registered_selection_score
0,lpips_0p1__unconditioned,snr_4,0.1,20.54945148817698,0.20689644420892,0.011271083380328492,0.7960840200781822,3000,0.031960727801220494
0,lpips_0p1__unconditioned,snr_7,0.1,20.90521740468343,0.20004285869374872,0.010432451360897783,0.7964875741799673,3000,0.030436737230272657
0,lpips_0p1__unconditioned,snr_13,0.1,21.280532943725586,0.1924965324414273,0.009617831096062825,0.7970647935569286,3000,0.028867484340205557
0,lpips_0p1__unconditioned,snr_19,0.1,21.406079156239826,0.18969984064996243,0.009364305787040696,0.8005264874696731,3000,0.02833428985203694
5000,lpips_0p01__conditioned,mechanism,0.01,21.550184657626684,0.20007050743119584,0.008990650014220995,0.7829755379193359,9000,0.010991355088532953
5000,lpips_0p01__conditioned,primary,0.01,19.933034811814625,0.24559054475774367,0.013702784566920147,0.740678216026475,9000,0.016158690014497584
5000,lpips_0p01__conditioned,high,0.01,21.692484060605366,0.19620788808353246,0.008711601073814867,0.7863296005452672,6000,0.01067367995465019
5000,lpips_0p01__conditioned,snr_1,0.01,17.604676752885183,0.31215502827614544,0.021288773569782884,0.6734269458092749,3000,0.02441032385254434
5000,lpips_0p01__conditioned,snr_4,0.01,20.928841830889382,0.21682085987056296,0.010270832235944303,0.772340289602677,3000,0.012439040834649933
5000,lpips_0p01__conditioned,snr_7,0.01,21.26558585166931,0.20779574612652263,0.009548747895033254,0.7762674126674731,3000,0.01162670535629848
5000,lpips_0p01__conditioned,snr_13,0.01,21.632783514022826,0.1977823874404033,0.008823489684980207,0.78448047336936,3000,0.01080131355938424
5000,lpips_0p01__conditioned,snr_19,0.01,21.752184607187907,0.1946333887266616,0.008599712462649525,0.7881787277211746,3000,0.010546046349916141
5000,lpips_0p01__unconditioned,mechanism,0.01,21.285359382311505,0.1904221658921904,0.00961904472963781,0.8045550896806849,9000,0.011523266388559715
5000,lpips_0p01__unconditioned,primary,0.01,19.455255114237467,0.23199763765724168,0.01575766989374016,0.7765127343821029,9000,0.018077646270312577
5000,lpips_0p01__unconditioned,high,0.01,21.441711126645405,0.1870170788858086,0.009289850517903687,0.8066616417517265,6000,0.011160021306761773
5000,lpips_0p01__unconditioned,snr_1,0.01,16.790713235219318,0.29409370496496556,0.025857934756805964,0.7293210352621973,3000,0.02879887180645562
5000,lpips_0p01__unconditioned,snr_4,0.01,20.602396213849385,0.20466686810180545,0.011137641771308457,0.7998751823455096,3000,0.01318431045232651
5000,lpips_0p01__unconditioned,snr_7,0.01,20.972655893643697,0.19723233990495403,0.010277433153106055,0.8003419855386019,3000,0.012249756552155596
5000,lpips_0p01__unconditioned,snr_13,0.01,21.37490837605794,0.18850795459002256,0.009422660766906727,0.8055779903630416,3000,0.011307740312806952
5000,lpips_0p01__unconditioned,snr_19,0.01,21.50851387723287,0.1855262031815946,0.009157040268900648,0.8077452931404113,3000,0.011012302300716594
5000,lpips_0p03__conditioned,mechanism,0.03,21.459398789511788,0.18770777111500503,0.009174088589287647,0.7992222458488412,9000,0.014805321722737796
5000,lpips_0p03__conditioned,primary,0.03,19.844905404143862,0.23081652995902632,0.013973210369133286,0.7622362250230379,9000,0.020897706267904076
5000,lpips_0p03__conditioned,high,0.03,21.60173967583974,0.18416612967786689,0.00888890788925831,0.8019163288772106,6000,0.014413891779594318
5000,lpips_0p03__conditioned,snr_1,0.03,17.520253122488658,0.2948043050790827,0.021694776096226026,0.7003266371960442,3000,0.030538905248598508
5000,lpips_0p03__conditioned,snr_4,0.03,20.839746073087056,0.20285423080871504,0.010480405021827512,0.7925479580809672,3000,0.016566031946088963
5000,lpips_0p03__conditioned,snr_7,0.03,21.174717016855876,0.19479105398928126,0.009744449989346322,0.7938340797921022,3000,0.01558818160902476
5000,lpips_0p03__conditioned,snr_13,0.03,21.542454793612162,0.18561832226688663,0.009002978602191434,0.8005627930064996,3000,0.014571528270198033
5000,lpips_0p03__conditioned,snr_19,0.03,21.66102455806732,0.18271393708884717,0.008774837176325188,0.8032698647479216,3000,0.014256255288990603
5000,lpips_0p03__unconditioned,mechanism,0.03,21.23289452870687,0.18644506990826792,0.00971850401293745,0.8078377305186457,9000,0.015311856110185488
5000,lpips_0p03__unconditioned,primary,0.03,19.418197598669263,0.22836426568486623,0.015846880855491487,0.7793569999751118,9000,0.022697808826037474
5000,lpips_0p03__unconditioned,high,0.03,21.388061720053354,0.18299429031585654,0.00938925364104216,0.8098905549794435,6000,0.014879082350517856
5000,lpips_0p03__unconditioned,snr_1,0.03,16.776431806564332,0.2906576456303398,0.025923876053246205,0.7311178228308757,3000,0.0346436054221564
5000,lpips_0p03__unconditioned,snr_4,0.03,20.555600843429566,0.20108852233116825,0.01123976175650023,0.8032210954974095,3000,0.017272417426435278
5000,lpips_0p03__unconditioned,snr_7,0.03,20.922560146013897,0.1933466290930907,0.010377004756728031,0.80373208159705,3000,0.01617740362952075
5000,lpips_0p03__unconditioned,snr_13,0.03,21.322127657572427,0.18451145762826004,0.009521131447147732,0.8090998474558194,3000,0.015056475175995534
5000,lpips_0p03__unconditioned,snr_19,0.03,21.45399578253428,0.181477123003453,0.009257375834936587,0.8106812625030676,3000,0.014701689525040177
5000,lpips_0p1__conditioned,mechanism,0.1,21.141427130699157,0.1821005099651714,0.009789828367528066,0.8026038364784586,9000,0.02799987936404521
5000,lpips_0p1__conditioned,primary,0.1,19.585503725687662,0.22343280726588435,0.01474664001918346,0.7703227597458495,9000,0.037089920745771894
5000,lpips_0p1__conditioned,high,0.1,21.27281346432368,0.17873154655595622,0.009503364765827428,0.8047793477997184,6000,0.02737651942142305
5000,lpips_0p1__conditioned,snr_1,0.1,17.308405298550923,0.2849222177527845,0.022776798974683817,0.7150420919706424,3000,0.05126902074996227
5000,lpips_0p1__conditioned,snr_4,0.1,20.569451415061952,0.1965377672612667,0.011100365511937223,0.7976733734309673,3000,0.030754142238063893
5000,lpips_0p1__conditioned,snr_7,0.1,20.878654463450115,0.18883843678360185,0.010362755570929342,0.7982528138359388,3000,0.029246599249289525
5000,lpips_0p1__conditioned,snr_13,0.1,21.222181827545167,0.1800825863989691,0.009611859598497783,0.8040061570554972,3000,0.027620118238394692
5000,lpips_0p1__conditioned,snr_19,0.1,21.323445101102195,0.1773805067129433,0.009394869933157073,0.8055525385439396,3000,0.027132920604451403
5000,lpips_0p1__unconditioned,mechanism,0.1,21.0426929792828,0.1833332275967631,0.010102781590219819,0.8073948512706491,9000,0.02843610434989613
5000,lpips_0p1__unconditioned,primary,0.1,19.293505070580377,0.22460906855803398,0.016180742889409884,0.7794607425907419,9000,0.03864164974521328
5000,lpips_0p1__unconditioned,high,0.1,21.18776910495758,0.1800310377664864,0.009780536752422147,0.808789921666185,6000,0.027783640529070786
5000,lpips_0p1__unconditioned,snr_1,0.1,16.72339317512512,0.2862293277233839,0.026196942288040495,0.7299998808441063,3000,0.054819875060378886
5000,lpips_0p1__unconditioned,snr_4,0.1,20.404581308682758,0.1976602706934015,0.011598015114373993,0.8037776364485423,3000,0.03136404218371414
5000,lpips_0p1__unconditioned,snr_7,0.1,20.752540727933248,0.1899376072573165,0.010747271265815168,0.8046047104795774,3000,0.02974103199154682
5000,lpips_0p1__unconditioned,snr_13,0.1,21.128747665405275,0.18138739445557198,0.00990678843560939,0.8083002374370892,3000,0.02804552788116659
5000,lpips_0p1__unconditioned,snr_19,0.1,21.24679054450989,0.17867468107740084,0.009654285069234903,0.8092796058952808,3000,0.027521753176974986
10000,lpips_0p01__conditioned,mechanism,0.01,21.66439644135369,0.19439818932364383,0.008796712128933805,0.7941461521834136,9000,0.010740694022170243
10000,lpips_0p01__conditioned,primary,0.01,20.03036387104458,0.24050962188053462,0.01342070424140224,0.7552020745796876,9000,0.01582580046020759
10000,lpips_0p01__conditioned,high,0.01,21.814183593273164,0.19050632420058053,0.008512050197304537,0.7973720077251395,6000,0.010417113439310344
10000,lpips_0p01__conditioned,snr_1,0.01,17.705220342318217,0.30830872781574725,0.02081234175467398,0.6914838411975652,3000,0.023895429032831456
10000,lpips_0p01__conditioned,snr_4,0.01,21.02104913330078,0.21103821825608612,0.010083734977340403,0.7864279414415359,3000,0.012194117159901265
10000,lpips_0p01__conditioned,snr_7,0.01,21.36482213751475,0.2021819195697705,0.009366035992192337,0.7876944410999616,3000,0.011387855187890043
10000,lpips_0p01__conditioned,snr_13,0.01,21.749548612594605,0.19213819818074504,0.008628728027795053,0.7953498028715451,3000,0.010550110009602504
10000,lpips_0p01__conditioned,snr_19,0.01,21.878818573951722,0.188874450220416,0.00839537236681402,0.7993942125787338,3000,0.01028411686901818
10000,lpips_0p01__unconditioned,mechanism,0.01,21.33705626159244,0.18897857040208246,0.009523650452083934,0.8047302062494888,9000,0.011413436156104758
10000,lpips_0p01__unconditioned,primary,0.01,19.4797726559639,0.2313737991058992,0.015700648338301107,0.7784038990487655,9000,0.0180143863293601
10000,lpips_0p01__unconditioned,high,0.01,21.50077083651225,0.18533083396839597,0.009184048099972036,0.8060601011092464,6000,0.011037356439655996
10000,lpips_0p01__unconditioned,snr_1,0.01,16.80224146191279,0.29346727462609606,0.025816849125685014,0.7328271409124136,3000,0.028751521871945976
10000,lpips_0p01__unconditioned,snr_4,0.01,20.627449394226073,0.2043800794221461,0.011082240732910578,0.8003141397039095,3000,0.01312604152713204
10000,lpips_0p01__unconditioned,snr_7,0.01,21.009627111752827,0.19627404326945544,0.01020285515630773,0.8020704165299734,3000,0.012165595589002284
10000,lpips_0p01__unconditioned,snr_13,0.01,21.429985815684002,0.18697799885086716,0.009322296476428165,0.8049709907025099,3000,0.011192076464936836
10000,lpips_0p01__unconditioned,snr_19,0.01,21.571555857340496,0.18368366908592482,0.009045799723515907,0.807149211515983,3000,0.010882636414375155
10000,lpips_0p03__conditioned,mechanism,0.03,21.544108369191488,0.18403862130352192,0.009024505089567456,0.8040838335570362,9000,0.014545663728673114
10000,lpips_0p03__conditioned,primary,0.03,19.92625102525287,0.22812117127991385,0.013717819629376108,0.7685076029780838,9000,0.020561454767773525
10000,lpips_0p03__conditioned,high,0.03,21.6912160727183,0.18034636707728108,0.008735072093035949,0.8067672173207004,6000,0.014145463105354382
10000,lpips_0p03__conditioned,snr_1,0.03,17.620612010478972,0.29304541102051734,0.02121492239763029,0.709420644596219,3000,0.030006284728245812
10000,lpips_0p03__conditioned,snr_4,0.03,20.908248103141784,0.19989497306322057,0.01033516540786756,0.7973850983083248,3000,0.016332014599764175
10000,lpips_0p03__conditioned,snr_7,0.03,21.249892962137857,0.19142312975600362,0.009603371082630475,0.7987170660297076,3000,0.015346064975310584
10000,lpips_0p03__conditioned,snr_13,0.03,21.627787724812826,0.18190482802937427,0.008853412767881916,0.8051258322298527,3000,0.014310557608763144
10000,lpips_0p03__conditioned,snr_19,0.03,21.75464442062378,0.17878790612518788,0.00861673141818998,0.8084086024115483,3000,0.013980368601945617
10000,lpips_0p03__unconditioned,mechanism,0.03,21.288139235072666,0.18416233497030204,0.009618038383755549,0.8123634342915482,9000,0.015142908432864609
10000,lpips_0p03__unconditioned,primary,0.03,19.44513912932078,0.22696643478630318,0.01578492495620028,0.7842206284184423,9000,0.022593917999789374
10000,lpips_0p03__unconditioned,high,0.03,21.451731679121654,0.18053199447443088,0.009275866046067676,0.813772716909647,6000,0.014691825880300602
10000,lpips_0p03__unconditioned,snr_1,0.03,16.79118561077118,0.28983397119864823,0.025871159566411128,0.7355091186252734,3000,0.034566178702370574
10000,lpips_0p03__unconditioned,snr_4,0.03,20.583277430216473,0.19964231719821693,0.011181232243058427,0.8076078975747029,3000,0.017170501759004933
10000,lpips_0p03__unconditioned,snr_7,0.03,20.96095434697469,0.1914230159620444,0.010302383059131292,0.8095448690553506,3000,0.016045073537992623
10000,lpips_0p03__unconditioned,snr_13,0.03,21.38146332613627,0.18210288298937183,0.009414235653161691,0.8126162895460923,3000,0.014877322142842847
10000,lpips_0p03__unconditioned,snr_19,0.03,21.522000032107034,0.17896110595948994,0.009137496438973661,0.8149291442732016,3000,0.01450632961775836
10000,lpips_0p1__conditioned,mechanism,0.1,21.25694191837311,0.17578043538021546,0.009615193534561615,0.8127329709927241,9000,0.02719323707258316
10000,lpips_0p1__conditioned,primary,0.1,19.66782344590293,0.21807317841653195,0.014517039129245353,0.7777473981020351,9000,0.03632435697089855
10000,lpips_0p1__conditioned,high,0.1,21.398454810460407,0.17233624656374255,0.009318379993652343,0.8146551768978437,6000,0.0265520046500266
10000,lpips_0p1__conditioned,snr_1,0.1,17.389488846937816,0.280648951942722,0.02237215991640308,0.7177939339789251,3000,0.05043705511067528
10000,lpips_0p1__conditioned,snr_4,0.1,20.640065356572467,0.1909017702937126,0.010970136854952822,0.8065597011446953,3000,0.030060313884324084
10000,lpips_0p1__conditioned,snr_7,0.1,20.973916134198507,0.18266881301316124,0.010208820616380156,0.8088885591824849,3000,0.02847570191769628
10000,lpips_0p1__conditioned,snr_13,0.1,21.337679155349733,0.17379159429793556,0.00943905751959149,0.8132320719460646,3000,0.02681821694938505
10000,lpips_0p1__conditioned,snr_19,0.1,21.459230465571085,0.17088089882954954,0.009197702467713195,0.8160782818496227,3000,0.02628579235066815
10000,lpips_0p1__unconditioned,mechanism,0.1,21.118179013994006,0.18012133542944989,0.009977940013421983,0.8112650890019205,9000,0.027990073556366974
10000,lpips_0p1__unconditioned,primary,0.1,19.33716772614585,0.22235453683013717,0.016078881796358878,0.782780235769848,9000,0.038314335479372595
10000,lpips_0p1__unconditioned,high,0.1,21.271162101109823,0.17667796118743717,0.00964576069561008,0.8126795714348555,6000,0.0273135568143538
10000,lpips_0p1__unconditioned,snr_1,0.1,16.74774974044164,0.28496604987233876,0.026090134604659396,0.7327343549008171,3000,0.05458673959189327
10000,lpips_0p1__unconditioned,snr_4,0.1,20.451540598233542,0.19508947670459748,0.011504212135371441,0.8071702282726765,3000,0.031013159805831192
10000,lpips_0p1__unconditioned,snr_7,0.1,20.81221283976237,0.1870080839134753,0.010642298649045794,0.8084361241360506,3000,0.029343107040393324
10000,lpips_0p1__unconditioned,snr_13,0.1,21.20526529979706,0.17817076963248352,0.00978038889018353,0.8114185037314892,3000,0.027597465853431882
10000,lpips_0p1__unconditioned,snr_19,0.1,21.337058902422587,0.17518515274239083,0.009511132501036627,0.8139406391382218,3000,0.027029647775275712
15000,lpips_0p01__conditioned,mechanism,0.01,21.733453733762104,0.19399671145901085,0.008684451732677796,0.8003020068175263,9000,0.010624418847267905
15000,lpips_0p01__conditioned,primary,0.01,20.08870898856057,0.24247605121342672,0.013239906974230609,0.7491499860799975,9000,0.015664667486364876
15000,lpips_0p01__conditioned,high,0.01,21.884874670505525,0.18995048462909958,0.00840192233141958,0.8036223816399773,6000,0.010301427177710576
15000,lpips_0p01__conditioned,snr_1,0.01,17.753669172128042,0.3135493572304646,0.020506786965066567,0.6663302606145541,3000,0.023642280537371215
15000,lpips_0p01__conditioned,snr_4,0.01,21.0818459332784,0.21178963129098216,0.00996342342243103,0.7874584404528141,3000,0.01208131973534085
15000,lpips_0p01__conditioned,snr_7,0.01,21.430611860275267,0.20208916511883337,0.009249510535194228,0.7936612571726243,3000,0.011270402186382561
15000,lpips_0p01__conditioned,snr_13,0.01,21.818542580922443,0.19161381434525052,0.008519116542030436,0.8019087486813465,3000,0.010435254685482941
15000,lpips_0p01__conditioned,snr_19,0.01,21.951206760088603,0.18828715491294862,0.008284728120808722,0.805336014598608,3000,0.010167599669938208
15000,lpips_0p01__unconditioned,mechanism,0.01,21.35725328710344,0.18814092726881304,0.009475583672423252,0.8046897422803773,9000,0.011356992945111381
15000,lpips_0p01__unconditioned,primary,0.01,19.48296758418613,0.23157292155921458,0.015669815602327514,0.7727783320715857,9000,0.01798554481791966
15000,lpips_0p01__unconditioned,high,0.01,21.52610965045293,0.18433808471014101,0.009129510199874251,0.8072726386735837,6000,0.010972891046975661
15000,lpips_0p01__unconditioned,snr_1,0.01,16.795132191975913,0.294717177733779,0.025794167737612346,0.7238181464336813,3000,0.028741339514950136
15000,lpips_0p01__unconditioned,snr_4,0.01,20.634230000178018,0.20425497455770772,0.01104754845184895,0.7949929002871116,3000,0.013090098197426027
15000,lpips_0p01__unconditioned,snr_7,0.01,21.019540560404458,0.19574661238615712,0.010167730617521253,0.7995239494939645,3000,0.012125196741382824
15000,lpips_0p01__unconditioned,snr_13,0.01,21.450109212557475,0.1860663118213415,0.009273054310518395,0.8054150176048279,3000,0.01113371742873181
15000,lpips_0p01__unconditioned,snr_19,0.01,21.60211008834839,0.18260985759894052,0.00898596608923011,0.8091302597423394,3000,0.010812064665219515
15000,lpips_0p03__conditioned,mechanism,0.03,21.62223763095008,0.1826098056592875,0.008892967535697,0.8101261011080609,9000,0.014371261705475626
15000,lpips_0p03__conditioned,primary,0.03,19.9895122373369,0.22775745327480965,0.013516875462406056,0.7653784088210928,9000,0.020349599060650345
15000,lpips_0p03__conditioned,high,0.03,21.774016658147175,0.17884790117107333,0.008602270461749868,0.8128962213074168,6000,0.013967707496882068
15000,lpips_0p03__conditioned,snr_1,0.03,17.68217029984792,0.2940836820478241,0.020864945095924972,0.6925017344504595,3000,0.029687455557359695
15000,lpips_0p03__conditioned,snr_4,0.03,20.967686835606894,0.199055063140889,0.010211319607701929,0.7990476313034693,3000,0.0161829715019286
15000,lpips_0p03__conditioned,snr_7,0.03,21.318679576555887,0.19013361463571588,0.00947436168359127,0.8045858607093493,3000,0.015178370122662745
15000,lpips_0p03__conditioned,snr_13,0.03,21.708396693547567,0.1804442848538359,0.008721520728751785,0.8114632010807593,3000,0.01413484927436686
15000,lpips_0p03__conditioned,snr_19,0.03,21.839636622746784,0.17725151748831072,0.008483020194747951,0.8143292415340742,3000,0.013800565719397272
15000,lpips_0p03__unconditioned,mechanism,0.03,21.29515204524994,0.18376515833040077,0.009578206646094461,0.8058202910986212,9000,0.015091161396006483
15000,lpips_0p03__unconditioned,primary,0.03,19.44330503516727,0.22719027185647023,0.015756955001991528,0.7751706735384133,9000,0.022572663157685635
15000,lpips_0p03__unconditioned,high,0.03,21.460626767635347,0.17998093859044215,0.009233225923172238,0.8081578948646784,6000,0.014632654080885502
15000,lpips_0p03__unconditioned,snr_1,0.03,16.782178926785786,0.29035297671208776,0.025851756664148223,0.7268650745227933,3000,0.03456234596551085
15000,lpips_0p03__unconditioned,snr_4,0.03,20.5835335782369,0.19988424104700486,0.01115094024988745,0.7975018625259399,3000,0.0171474674812976
15000,lpips_0p03__unconditioned,snr_7,0.03,20.964202600479126,0.19133359781031808,0.010268168091938909,0.8011450835665067,3000,0.01600817602624845
15000,lpips_0p03__unconditioned,snr_13,0.03,21.386803634325663,0.1816849148919185,0.009375691433553584,0.8065130140384038,3000,0.014826238880311138
15000,lpips_0p03__unconditioned,snr_19,0.03,21.534449900945027,0.17827696228896578,0.00909076041279089,0.8098027756909529,3000,0.014439069281459863
15000,lpips_0p1__conditioned,mechanism,0.1,21.32547938495212,0.1753149897934248,0.009475782801342172,0.8212891376912593,9000,0.027007281780684653
15000,lpips_0p1__conditioned,primary,0.1,19.739651160293157,0.21741502331383528,0.014266336216824129,0.7812534573500355,9000,0.03600783854820766
15000,lpips_0p1__conditioned,high,0.1,21.467719546953838,0.17190690040774642,0.009184440811106469,0.8239161812464396,6000,0.02637513085188111
15000,lpips_0p1__conditioned,snr_1,0.1,17.47607113949458,0.27984177264819543,0.021922174845686336,0.7160529299204548,3000,0.04990635211050588
15000,lpips_0p1__conditioned,snr_4,0.1,20.7018832804362,0.1902721287285288,0.010818367022972477,0.8116723915487528,3000,0.02984557989582536
15000,lpips_0p1__conditioned,snr_7,0.1,21.04099906094869,0.18213116856478154,0.010058466781813574,0.8160350505808989,3000,0.028271583638291728
15000,lpips_0p1__conditioned,snr_13,0.1,21.40839824517568,0.17334939067127805,0.00930002658200101,0.8225597639083863,3000,0.026634965649128817
15000,lpips_0p1__conditioned,snr_19,0.1,21.527040848731996,0.17046441014421482,0.009068855040211928,0.825272598584493,3000,0.026115296054633412
15000,lpips_0p1__unconditioned,mechanism,0.1,21.11099647447798,0.17845521094939776,0.00997796009568588,0.8135958867702219,9000,0.027823481190625658
15000,lpips_0p1__unconditioned,primary,0.1,19.319715802881454,0.2210895903226402,0.016109036310663214,0.783558633375499,9000,0.03821799534292723
15000,lpips_0p1__unconditioned,high,0.1,21.26923052040736,0.17488251225650311,0.00963566422641937,0.8156890444904565,6000,0.02712391545206968
15000,lpips_0p1__unconditioned,snr_1,0.1,16.736496414661406,0.28374407190208634,0.026123011814566173,0.7349697257528702,3000,0.05449741900477481
15000,lpips_0p1__unconditioned,snr_4,0.1,20.42812261136373,0.19392409073064726,0.011541545283204566,0.8062966030438741,3000,0.03093395435626929
15000,lpips_0p1__unconditioned,snr_7,0.1,20.794528382619223,0.18560060833518705,0.010662551834218903,0.8094095713297526,3000,0.02922261266773761
15000,lpips_0p1__unconditioned,snr_13,0.1,21.201598257700603,0.17644599171727895,0.009773097619365824,0.8145986007948717,3000,0.02741769679109372
15000,lpips_0p1__unconditioned,snr_19,0.1,21.336862783114114,0.17331903279572725,0.009498230833472917,0.8167794881860415,3000,0.02683013411304564
20000,lpips_0p01__conditioned,mechanism,0.01,21.772278401586746,0.1926308544687927,0.008616692823254399,0.8035195661336183,9000,0.010543001367942326
20000,lpips_0p01__conditioned,primary,0.01,20.133350461747913,0.23846624145325687,0.013116414075458629,0.7644647907478114,9000,0.015501076489991198
