new_step,arm,region,mse,psnr_db,lpips
10000,lpips_0p03__unconditioned,mechanism,0.0093242273271446,21.222855157852173,0.19092358758880032
10000,lpips_0p03__conditioned,primary,0.013684766809262025,19.84977155473497,0.23534088213824564
10000,lpips_0p03__conditioned,mechanism,0.008770056002799214,21.4691201210022,0.1909915081328816
10000,lpips_0p1__unconditioned,primary,0.01611656086499958,19.26245171970791,0.22921882472518418
10000,lpips_0p1__unconditioned,mechanism,0.009669816186263537,21.058346779081557,0.18654795615623396
10000,lpips_0p1__conditioned,primary,0.014490747946029944,19.591263683107165,0.22504550955775712
10000,lpips_0p1__conditioned,mechanism,0.00932865181679113,21.190058317184448,0.18243483145617775
11000,lpips_0p01__unconditioned,primary,0.01576707675425698,19.3972543419732,0.23805308365159564
11000,lpips_0p01__unconditioned,mechanism,0.00921552393941157,21.27561174498664,0.1955242554884818
11000,lpips_0p01__conditioned,primary,0.013414891789693179,19.960754738383823,0.24955829936597082
11000,lpips_0p01__conditioned,mechanism,0.00851586177971007,21.604851103888617,0.2046089273567001
11000,lpips_0p03__unconditioned,primary,0.01587455491904014,19.35595673084259,0.23424963374104765
11000,lpips_0p03__unconditioned,mechanism,0.00932703535078973,21.22111254586114,0.1911650482689341
11000,lpips_0p03__conditioned,primary,0.013745022778166457,19.85397903283437,0.23491437533663379
11000,lpips_0p03__conditioned,mechanism,0.008724339070872196,21.496634482277763,0.19116380831433666
11000,lpips_0p1__unconditioned,primary,0.0162183166110319,19.223418241077,0.22916683695382542
11000,lpips_0p1__unconditioned,mechanism,0.009700322269345633,21.037008838653563,0.18647659591502613
11000,lpips_0p1__conditioned,primary,0.014498319289802263,19.589912236531575,0.22512004596905577
11000,lpips_0p1__conditioned,mechanism,0.009309039414317037,21.19403923564487,0.18208694597913158
12000,lpips_0p01__unconditioned,primary,0.01569054681723679,19.42315334055159,0.23898688932673798
12000,lpips_0p01__unconditioned,mechanism,0.009196054868516513,21.294018712573582,0.19623165114886232
12000,lpips_0p01__conditioned,primary,0.013192472621901995,20.014796084298027,0.25039920176896785
12000,lpips_0p01__conditioned,mechanism,0.008479518913017172,21.629916456010605,0.20316846525089607
12000,lpips_0p03__unconditioned,primary,0.015774980425032684,19.389509297476874,0.2344675772305992
12000,lpips_0p03__unconditioned,mechanism,0.009284612227088979,21.249527911080254,0.1914975964402159
12000,lpips_0p03__conditioned,primary,0.013483291337292435,19.907129117647806,0.2366474664832155
12000,lpips_0p03__conditioned,mechanism,0.008691121169120178,21.515539018842908,0.1913848410339819
12000,lpips_0p1__unconditioned,primary,0.016109428513833943,19.258079007996454,0.22902769530398978
12000,lpips_0p1__unconditioned,mechanism,0.009688710797345266,21.04594442791409,0.186972039565444
12000,lpips_0p1__conditioned,primary,0.014242950895827057,19.653610767788358,0.22505266773204008
12000,lpips_0p1__conditioned,mechanism,0.00922274674845135,21.246428628497654,0.18207504229413138
13000,lpips_0p01__unconditioned,primary,0.01571074393804237,19.42100597169664,0.23870456493563122
13000,lpips_0p01__unconditioned,mechanism,0.009195418315357529,21.294706235461764,0.19526926699611877
13000,lpips_0p01__conditioned,primary,0.013236183407005025,20.00199455473158,0.24939328979286882
13000,lpips_0p01__conditioned,mechanism,0.008467420258481677,21.630056652492947,0.2021325187302298
13000,lpips_0p03__unconditioned,primary,0.015792747390482368,19.385886413786146,0.23369350985934337
13000,lpips_0p03__unconditioned,mechanism,0.00930457752249721,21.236283577813044,0.189952864204016
13000,lpips_0p03__conditioned,primary,0.013544521712917939,19.886747301419575,0.2358532258702649
13000,lpips_0p03__conditioned,mechanism,0.00870656744195407,21.502184502283733,0.19070661841995187
13000,lpips_0p1__unconditioned,primary,0.016161721591553133,19.24278098318312,0.22849748655739757
13000,lpips_0p1__unconditioned,mechanism,0.009785726008574582,20.999480199813842,0.1861597123535143
13000,lpips_0p1__conditioned,primary,0.014269239098066464,19.641696276134915,0.22547619795633686
13000,lpips_0p1__conditioned,mechanism,0.00926384120021895,21.207618627548218,0.1826967746557461
14000,lpips_0p01__unconditioned,primary,0.015695858848436425,19.42617457018958,0.23880231881307232
14000,lpips_0p01__unconditioned,mechanism,0.009160701409564353,21.313455401526557,0.1952925557643175
14000,lpips_0p01__conditioned,primary,0.013232563602957978,20.006655988693236,0.24810626475347414
14000,lpips_0p01__conditioned,mechanism,0.00847937328449916,21.62430321375529,0.20075961930470335
14000,lpips_0p03__unconditioned,primary,0.015778853640594104,19.3934325726827,0.2336662666623791
14000,lpips_0p03__unconditioned,mechanism,0.009272641489579757,21.25759389559428,0.18954456373221346
14000,lpips_0p03__conditioned,primary,0.013543824298087403,19.899038840929666,0.23427308085064094
14000,lpips_0p03__conditioned,mechanism,0.008711173353626186,21.50502876387702,0.18937929106255372
14000,lpips_0p1__unconditioned,primary,0.016187135317854377,19.240451315773857,0.22833000513828464
14000,lpips_0p1__unconditioned,mechanism,0.009754309171953031,21.023657921685114,0.18527597052355607
14000,lpips_0p1__conditioned,primary,0.014255694910275956,19.669918264812893,0.22497018578565783
14000,lpips_0p1__conditioned,mechanism,0.009181471360756808,21.269562464820012,0.1819273461567031
15000,lpips_0p01__unconditioned,primary,0.015708742854508777,19.40767146640354,0.23911314548303683
15000,lpips_0p01__unconditioned,mechanism,0.009182586761695954,21.287975719239977,0.1953828595081965
15000,lpips_0p01__conditioned,primary,0.013166110184910294,20.020192855199177,0.24955868045075072
15000,lpips_0p01__conditioned,mechanism,0.008415570688666775,21.65934736887614,0.20071731896450123
15000,lpips_0p03__unconditioned,primary,0.01579480170026525,19.369198954900106,0.23422382244633302
15000,lpips_0p03__unconditioned,mechanism,0.00928614657482184,21.226947608523897,0.19047027287383875
15000,lpips_0p03__conditioned,primary,0.01343212769793657,19.923920124901667,0.23480413619842794
15000,lpips_0p03__conditioned,mechanism,0.008619770815518374,21.551633439593846,0.18901489045884873
15000,lpips_0p1__unconditioned,primary,0.016141439869081498,19.24368035051558,0.2273719477529327
15000,lpips_0p1__unconditioned,mechanism,0.00968328616465442,21.04359680811564,0.18434409480128022
15000,lpips_0p1__conditioned,primary,0.014185872120368813,19.675767244762845,0.2236547456102239
15000,lpips_0p1__conditioned,mechanism,0.009182139496034426,21.263282930586072,0.18080085396766662
16000,lpips_0p01__unconditioned,primary,0.01566770066785264,19.43444352467855,0.23731603757374817
16000,lpips_0p01__unconditioned,mechanism,0.009132909900444146,21.325674799813164,0.19375161490920517
16000,lpips_0p01__conditioned,primary,0.013158801354454934,20.021221166186862,0.2476860380752219
16000,lpips_0p01__conditioned,mechanism,0.008444437550691268,21.642394642300076,0.20058122110035684
16000,lpips_0p03__unconditioned,primary,0.015750535989257818,19.400049834251405,0.2327519269535939
16000,lpips_0p03__unconditioned,mechanism,0.009230075413231842,21.276200520197552,0.18881566216134363
16000,lpips_0p03__conditioned,primary,0.013446810279791761,19.915645537906222,0.23357170838448738
16000,lpips_0p03__conditioned,mechanism,0.008666193643390822,21.524356390635173,0.18843651069121228
16000,lpips_0p1__unconditioned,primary,0.01606204028933361,19.276978783077663,0.22773306002219518
16000,lpips_0p1__unconditioned,mechanism,0.009613178339463452,21.084611416922677,0.18442736189812423
16000,lpips_0p1__conditioned,primary,0.014155828510669785,19.677410000695122,0.2233709636165036
16000,lpips_0p1__conditioned,mechanism,0.009189072645903152,21.259968718422783,0.18001169888923566
17000,lpips_0p01__unconditioned,primary,0.015648452717448687,19.439828334384494,0.2389179258959161
17000,lpips_0p01__unconditioned,mechanism,0.009117465637132732,21.33143529362149,0.19498486559424136
17000,lpips_0p01__conditioned,primary,0.013296843727196877,19.98781415409512,0.24836008259819614
17000,lpips_0p01__conditioned,mechanism,0.008440154396877106,21.650058623419866,0.20061153786049948
17000,lpips_0p03__unconditioned,primary,0.015736796264342653,19.40345704343584,0.23330929641094472
17000,lpips_0p03__unconditioned,mechanism,0.009218474402376968,21.28035009384155,0.18893192309886217
17000,lpips_0p03__conditioned,primary,0.013512619856305214,19.897835577858817,0.23331941136883363
17000,lpips_0p03__conditioned,mechanism,0.00866789023437175,21.529344305462306,0.18740955601963732
17000,lpips_0p1__unconditioned,primary,0.016071319071666545,19.27228552394443,0.22726700846105813
17000,lpips_0p1__unconditioned,mechanism,0.009633553621307429,21.070628754297893,0.18487844227916664
17000,lpips_0p1__conditioned,primary,0.014274919326417147,19.625095935397677,0.22336517808338005
17000,lpips_0p1__conditioned,mechanism,0.009273657634621487,21.217184636857773,0.17950219832774666
18000,lpips_0p01__unconditioned,primary,0.015668881641403357,19.430020466910467,0.23872067196087704
18000,lpips_0p01__unconditioned,mechanism,0.009150235587407627,21.308890213436552,0.19511014305882984
18000,lpips_0p01__conditioned,primary,0.0131932845597233,20.00764905134837,0.2514030535601907
18000,lpips_0p01__conditioned,mechanism,0.008456041083296036,21.637155248853894,0.20308855703721443
18000,lpips_0p03__unconditioned,primary,0.01576109065409077,19.394077750311958,0.23324040434426732
18000,lpips_0p03__unconditioned,mechanism,0.009263930520327347,21.25545264667935,0.18944674413237306
18000,lpips_0p03__conditioned,primary,0.013425310516807561,19.92426645649804,0.235093352066146
18000,lpips_0p03__conditioned,mechanism,0.008625672390335239,21.55279974831475,0.18949278925028112
18000,lpips_0p1__unconditioned,primary,0.016087283097957778,19.27070411099328,0.22689638665980763
18000,lpips_0p1__unconditioned,mechanism,0.009640264733267638,21.07017640431722,0.18378052602211634
18000,lpips_0p1__conditioned,primary,0.014157024119243336,19.674216741455925,0.22248104199767113
18000,lpips_0p1__conditioned,mechanism,0.009174776090140868,21.267616160710652,0.17930676769051287
19000,lpips_0p01__unconditioned,primary,0.01566533466283646,19.430246712896558,0.23810423583620124
19000,lpips_0p01__unconditioned,mechanism,0.009114709170017806,21.32716970761617,0.19383856256388957
19000,lpips_0p01__conditioned,primary,0.013163727974557938,20.031645731925963,0.2495015903769268
19000,lpips_0p01__conditioned,mechanism,0.008373557745686008,21.68369095908271,0.2013062857091427
19000,lpips_0p03__unconditioned,primary,0.015747104328604312,19.397546446588304,0.23254621700280242
19000,lpips_0p03__unconditioned,mechanism,0.009223016149092777,21.273373823165894,0.18828271304981575
19000,lpips_0p03__conditioned,primary,0.013388036450681587,19.942017843458387,0.2332908826114403
19000,lpips_0p03__conditioned,mechanism,0.008592125122086146,21.572501787609525,0.18777755037364033
19000,lpips_0p1__unconditioned,primary,0.016151618263878238,19.242619650628832,0.227252187281847
19000,lpips_0p1__unconditioned,mechanism,0.00966263112379238,21.053431498209637,0.18401767012973627
19000,lpips_0p1__conditioned,primary,0.014101752822041616,19.6952033106486,0.22306096135328213
19000,lpips_0p1__conditioned,mechanism,0.00911419196798104,21.300949324501886,0.18012567518071995
20000,lpips_0p01__unconditioned,primary,0.015626603553343252,19.44665838983324,0.23737266218910616
20000,lpips_0p01__unconditioned,mechanism,0.00908398786184585,21.349248594707912,0.19357219477494558
20000,lpips_0p01__conditioned,primary,0.01307896206026069,20.055119174851313,0.24565311142967808
20000,lpips_0p01__conditioned,mechanism,0.008362853360271805,21.688802382151287,0.1996321626794007
20000,lpips_0p03__unconditioned,primary,0.01572506543889176,19.40743524922265,0.2322318747308519
20000,lpips_0p03__unconditioned,mechanism,0.00920193439284857,21.28952040248447,0.18818093004739947
20000,lpips_0p03__conditioned,primary,0.013406369088722083,19.941138111750284,0.2315713573495547
20000,lpips_0p03__conditioned,mechanism,0.00859287447270213,21.565459884007772,0.18674573268741368
20000,lpips_0p1__unconditioned,primary,0.016132140122677406,19.250892670419482,0.22631384438524643
20000,lpips_0p1__unconditioned,mechanism,0.00964421746663801,21.06287038697137,0.18297756320900388
20000,lpips_0p1__conditioned,primary,0.01420364054514923,19.661279679934182,0.22153854169365433
20000,lpips_0p1__conditioned,mechanism,0.009201957363208446,21.242606009377372,0.1784289543579022
