region,arm,source_images,expected_not_deployed,psnr_db,lpips,dino,mse
snr_19,lpips_0p01__conditioned,100,False,22.303982114791875,0.18832740785554056,0.8169508214791615,0.007720930853975004
snr_19,lpips_0p01__unconditioned,100,False,21.966167933146167,0.1830209999717772,0.8208724715312323,0.008373258119293799
snr_19,lpips_0p03__conditioned,100,False,22.162806266148888,0.17573756162077184,0.826803958217303,0.007938479071211382
snr_19,lpips_0p03__unconditioned,100,False,21.902486562728885,0.17795618949458003,0.8223777691523234,0.008485327604187963
snr_19,lpips_0p1__conditioned,100,False,21.806671044031777,0.1699762843425075,0.8259210167328517,0.008548483416282882
snr_19,lpips_0p1__unconditioned,100,False,21.6609234714508,0.17438762490327162,0.8217672455310822,0.008916504347968536
snr_19,perceptual_deepjscc,100,False,26.883247063954673,0.1303712017151217,0.7727641484141351,0.002891859007731621
snr_19,raw_adaptive,100,False,21.24372802734375,0.1358956206962466,0.9238587516546249,0.009799295991781858
snr_19,raw_m7,100,False,18.10169948577881,0.23380434565246105,0.8499016469717026,0.019176631795329472
snr_19,raw_m8,100,False,19.691623792648315,0.17714132828637957,0.8897296416759491,0.013651503398386073
snr_19,raw_m9,100,False,21.24372802734375,0.1358956206962466,0.9238587516546249,0.009799295991781858
