region,arm,control,metric,difference,ci_low,ci_high,source_images,involves_expected_reference
high,lpips_0p01__conditioned,lpips_0p03__unconditioned,psnr_db,0.4092215855916342,0.37332310537497215,0.4455895450115203,100,False
high,lpips_0p01__conditioned,lpips_0p03__unconditioned,lpips,0.01033942496093611,0.008585834749819088,0.012187940589152277,100,False
high,lpips_0p01__conditioned,lpips_0p03__unconditioned,dino,-0.005781979362169905,-0.012041315975288552,0.00029534174501895545,100,False
high,lpips_0p01__conditioned,lpips_0p03__unconditioned,mse,-0.0007904064645602679,-0.0009253608266299125,-0.0006683389240909795,100,False
high,lpips_0p01__conditioned,lpips_0p1__unconditioned,psnr_db,0.644160941441854,0.5995914632479349,0.6884099731445312,100,False
high,lpips_0p01__conditioned,lpips_0p1__unconditioned,lpips,0.014088833378627898,0.011924565870004395,0.016363817432507255,100,False
high,lpips_0p01__conditioned,lpips_0p1__unconditioned,dino,-0.00548894157012304,-0.012539331873257958,0.0014138803804914148,100,False
high,lpips_0p01__conditioned,lpips_0p1__unconditioned,mse,-0.0012162384314190907,-0.0014004886223046924,-0.0010493757153114227,100,False
high,lpips_0p01__conditioned,perceptual_deepjscc,psnr_db,-4.43906624952952,-4.614102168242137,-4.262611341953277,100,False
high,lpips_0p01__conditioned,perceptual_deepjscc,lpips,0.055580098303034904,0.047016239327766614,0.06393300248224598,100,False
high,lpips_0p01__conditioned,perceptual_deepjscc,dino,0.056250291739900905,0.03274583443502584,0.08157750357687472,100,False
high,lpips_0p01__conditioned,perceptual_deepjscc,mse,0.00482456542087594,0.004226692289222678,0.0054765457161501906,100,False
high,lpips_0p01__conditioned,raw_adaptive,psnr_db,0.9924654785792033,0.8515571165482205,1.1404461567401887,100,False
high,lpips_0p01__conditioned,raw_adaptive,lpips,0.054193988858411715,0.04959955810848623,0.05888200326465692,100,False
high,lpips_0p01__conditioned,raw_adaptive,dino,-0.10864975015322367,-0.12243344778319203,-0.09516674591849247,100,False
high,lpips_0p01__conditioned,raw_adaptive,mse,-0.0019663305079510806,-0.002346622502783995,-0.001618121945418544,100,False
high,lpips_0p01__conditioned,raw_m7,psnr_db,4.134494020144145,3.858551134586335,4.410021034479141,100,False
high,lpips_0p01__conditioned,raw_m7,lpips,-0.043714736097802714,-0.047419899632999064,-0.04006622166077917,100,False
high,lpips_0p01__conditioned,raw_m7,dino,-0.03469264547030131,-0.04705442735552789,-0.02302736681203048,100,False
high,lpips_0p01__conditioned,raw_m7,mse,-0.011343666311498697,-0.012730728334608522,-0.010048980348420335,100,False
high,lpips_0p01__conditioned,raw_m8,psnr_db,2.544569713274638,2.3627560997009276,2.7332881026268008,100,False
high,lpips_0p01__conditioned,raw_m8,lpips,0.01294828126827876,0.009254132081909726,0.016688070210162543,100,False
high,lpips_0p01__conditioned,raw_m8,dino,-0.07452064017454783,-0.08850824856261413,-0.06071031721184651,100,False
high,lpips_0p01__conditioned,raw_m8,mse,-0.005818537914555297,-0.006608398988233994,-0.005100447550483782,100,False
high,lpips_0p01__conditioned,raw_m9,psnr_db,0.9924654785792033,0.8515571165482205,1.1404461567401887,100,False
high,lpips_0p01__conditioned,raw_m9,lpips,0.054193988858411715,0.04959955810848623,0.05888200326465692,100,False
high,lpips_0p01__conditioned,raw_m9,dino,-0.10864975015322367,-0.12243344778319203,-0.09516674591849247,100,False
high,lpips_0p01__conditioned,raw_m9,mse,-0.0019663305079510806,-0.002346622502783995,-0.001618121945418544,100,False
high,lpips_0p01__unconditioned,arithmetic_adaptive,psnr_db,0.6461069440841678,0.5140956265926363,0.7873277862866721,100,False
high,lpips_0p01__unconditioned,arithmetic_adaptive,lpips,0.048976837983354934,0.04461582681761744,0.053456159172346814,100,False
high,lpips_0p01__unconditioned,arithmetic_adaptive,dino,-0.10442962040503818,-0.11744826159874598,-0.09168293789029121,100,False
high,lpips_0p01__unconditioned,arithmetic_adaptive,mse,-0.0012877266385926923,-0.0015795959678555729,-0.001020248422075553,100,False
high,lpips_0p01__unconditioned,expected_mix_01,psnr_db,0.47641151020479894,0.34821703099839607,0.6133751294944357,100,True
high,lpips_0p01__unconditioned,expected_mix_01,lpips,0.049020143712822054,0.0446042619863663,0.05356349417818815,100,True
high,lpips_0p01__unconditioned,expected_mix_01,dino,-0.09927770644107,-0.11217405892959394,-0.08653058249346467,100,True
high,lpips_0p01__unconditioned,expected_mix_01,mse,-0.0010755610674871728,-0.001345554192209199,-0.0008292734141283788,100,True
high,lpips_0p01__unconditioned,expected_mix_12,psnr_db,-0.4851439841522074,-0.5998007709874075,-0.3633057920545767,100,True
high,lpips_0p01__unconditioned,expected_mix_12,lpips,0.0492655295853486,0.04433186027832974,0.054232471383356975,100,True
high,lpips_0p01__unconditioned,expected_mix_12,dino,-0.07008510493577684,-0.08357989671997178,-0.05687559680630308,100,True
high,lpips_0p01__unconditioned,expected_mix_12,mse,0.00012664553257331335,-6.075320950311979e-05,0.00030814792241725867,100,True
high,lpips_0p01__unconditioned,perceptual_deepjscc,psnr_db,-4.785424784024555,-4.978285292863845,-4.592332502921422,100,False
high,lpips_0p01__unconditioned,perceptual_deepjscc,lpips,0.050362947427978116,0.041365198876863976,0.05913023814077799,100,False
high,lpips_0p01__unconditioned,perceptual_deepjscc,dino,0.06047042148808637,0.03582239740714432,0.08669447506032883,100,False
high,lpips_0p01__unconditioned,perceptual_deepjscc,mse,0.005503169290234328,0.004801562529098928,0.006267359495663932,100,False
high,lpips_0p01__unconditioned,raw_adaptive,psnr_db,0.6461069440841678,0.5140956265926363,0.7873277862866721,100,False
high,lpips_0p01__unconditioned,raw_adaptive,lpips,0.048976837983354934,0.04461582681761744,0.053456159172346814,100,False
high,lpips_0p01__unconditioned,raw_adaptive,dino,-0.10442962040503818,-0.11744826159874598,-0.09168293789029121,100,False
high,lpips_0p01__unconditioned,raw_adaptive,mse,-0.0012877266385926923,-0.0015795959678555729,-0.001020248422075553,100,False
high,lpips_0p01__unconditioned,raw_m7,psnr_db,3.7881354856491094,3.524068255265555,4.048599979877473,100,False
high,lpips_0p01__unconditioned,raw_m7,lpips,-0.048931886972859495,-0.05221961947577072,-0.04573129032637614,100,False
high,lpips_0p01__unconditioned,raw_m7,dino,-0.03047251572211583,-0.040735224766035874,-0.020217253672579916,100,False
high,lpips_0p01__unconditioned,raw_m7,mse,-0.010665062442140305,-0.011953162241412666,-0.009458098634194124,100,False
high,lpips_0p01__unconditioned,raw_m8,psnr_db,2.198211178779602,2.031485281229019,2.3689112274249395,100,False
high,lpips_0p01__unconditioned,raw_m8,lpips,0.007731130393221973,0.004445347312061737,0.011074014672000582,100,False
high,lpips_0p01__unconditioned,raw_m8,dino,-0.07030051042636236,-0.0829586438064774,-0.05772555092473824,100,False
high,lpips_0p01__unconditioned,raw_m8,mse,-0.00513993404519691,-0.005824752448282451,-0.00451122266582696,100,False
high,lpips_0p01__unconditioned,raw_m9,psnr_db,0.6461069440841678,0.5140956265926363,0.7873277862866721,100,False
high,lpips_0p01__unconditioned,raw_m9,lpips,0.048976837983354934,0.04461582681761744,0.053456159172346814,100,False
high,lpips_0p01__unconditioned,raw_m9,dino,-0.10442962040503818,-0.11744826159874598,-0.09168293789029121,100,False
high,lpips_0p01__unconditioned,raw_m9,mse,-0.0012877266385926923,-0.0015795959678555729,-0.001020248422075553,100,False
high,lpips_0p03__conditioned,arithmetic_adaptive,psnr_db,0.8524225139617918,0.717867351770401,0.9939445957342785,100,False
high,lpips_0p03__conditioned,arithmetic_adaptive,lpips,0.041536464092011255,0.03759250705378751,0.045583954720680296,100,False
high,lpips_0p03__conditioned,arithmetic_adaptive,dino,-0.09857494960228602,-0.11162133402625718,-0.08599706910798945,100,False
high,lpips_0p03__conditioned,arithmetic_adaptive,mse,-0.0017465750627127224,-0.0021070830256182524,-0.0014194233798288545,100,False
high,lpips_0p03__conditioned,expected_mix_07,psnr_db,0.10994961650034973,-0.009387123745810206,0.2339543801463859,100,True
high,lpips_0p03__conditioned,expected_mix_07,lpips,0.04172594078975789,0.03761454858949948,0.04595815133031392,100,True
high,lpips_0p03__conditioned,expected_mix_07,dino,-0.07603364486088235,-0.08886713608591616,-0.06349918931976227,100,True
high,lpips_0p03__conditioned,expected_mix_07,mse,-0.0008182814562255936,-0.0010710053488156227,-0.0005831934778037089,100,True
high,lpips_0p03__conditioned,expected_mix_12,psnr_db,-0.2788284142745831,-0.3914365943345142,-0.16242528999256672,100,True
high,lpips_0p03__conditioned,expected_mix_12,lpips,0.04182515569400493,0.03757985903056082,0.046217183714357096,100,True
high,lpips_0p03__conditioned,expected_mix_12,dino,-0.06423043413302465,-0.07719279099890318,-0.05144955070567311,100,True
high,lpips_0p03__conditioned,expected_mix_12,mse,-0.00033220289154671685,-0.0005423338228371975,-0.0001328760007763783,100,True
high,lpips_0p03__conditioned,lpips_0p01__unconditioned,psnr_db,0.20631556987762434,0.17383280730247472,0.23899596925576533,100,False
high,lpips_0p03__conditioned,lpips_0p01__unconditioned,lpips,-0.007440373891343673,-0.00897392674473425,-0.005939560325971493,100,False
high,lpips_0p03__conditioned,lpips_0p01__unconditioned,dino,0.005854670802752179,0.0010463338941335658,0.010640290059149269,100,False
high,lpips_0p03__conditioned,lpips_0p01__unconditioned,mse,-0.00045884842412003026,-0.0005581289791710637,-0.00036681041008220454,100,False
high,lpips_0p03__conditioned,lpips_0p03__unconditioned,psnr_db,0.26917862097422274,0.2351253270705544,0.3032767821947734,100,False
high,lpips_0p03__conditioned,lpips_0p03__unconditioned,lpips,-0.0023180998054643464,-0.0035490612522698895,-0.0011082306322641657,100,False
high,lpips_0p03__conditioned,lpips_0p03__unconditioned,dino,0.004292821188767754,-0.0006888962363203289,0.009161640291412672,100,False
high,lpips_0p03__conditioned,lpips_0p03__unconditioned,mse,-0.0005706510193219099,-0.000681003746816714,-0.00046914614750373106,100,False
high,lpips_0p03__conditioned,lpips_0p1__unconditioned,psnr_db,0.5041179768244425,0.4647722994089124,0.5435867233673729,100,False
high,lpips_0p03__conditioned,lpips_0p1__unconditioned,lpips,0.0014313086122274418,9.681117720906134e-06,0.0028940545623190716,100,False
high,lpips_0p03__conditioned,lpips_0p1__unconditioned,dino,0.004585858980814619,-0.0011397318765521028,0.01004002789904674,100,False
high,lpips_0p03__conditioned,lpips_0p1__unconditioned,mse,-0.0009964829861807327,-0.0011533348946783616,-0.0008521320825141931,100,False
high,lpips_0p03__conditioned,perceptual_deepjscc,psnr_db,-4.579109214146931,-4.756395457426706,-4.399679053942363,100,False
high,lpips_0p03__conditioned,perceptual_deepjscc,lpips,0.04292257353663444,0.034646690062092,0.05092100739944726,100,False
high,lpips_0p03__conditioned,perceptual_deepjscc,dino,0.06632509229083855,0.042465397198374076,0.09143822359852488,100,False
high,lpips_0p03__conditioned,perceptual_deepjscc,mse,0.005044320866114299,0.004424563490842804,0.00571845073095803,100,False
high,lpips_0p03__conditioned,raw_adaptive,psnr_db,0.8524225139617918,0.717867351770401,0.9939445957342785,100,False
high,lpips_0p03__conditioned,raw_adaptive,lpips,0.041536464092011255,0.03759250705378751,0.045583954720680296,100,False
high,lpips_0p03__conditioned,raw_adaptive,dino,-0.09857494960228602,-0.11162133402625718,-0.08599706910798945,100,False
high,lpips_0p03__conditioned,raw_adaptive,mse,-0.0017465750627127224,-0.0021070830256182524,-0.0014194233798288545,100,False
high,lpips_0p03__conditioned,raw_m7,psnr_db,3.9944510555267327,3.7241362439791366,4.2620946331818885,100,False
high,lpips_0p03__conditioned,raw_m7,lpips,-0.05637226086420318,-0.06015188084410814,-0.052591558939389264,100,False
high,lpips_0p03__conditioned,raw_m7,dino,-0.024617844919363654,-0.03532256124168634,-0.014096794766684372,100,False
high,lpips_0p03__conditioned,raw_m7,mse,-0.011123910866260339,-0.012493552682559918,-0.009847500172925877,100,False
high,lpips_0p03__conditioned,raw_m8,psnr_db,2.4045267486572266,2.227786382834117,2.5866571583747864,100,False
high,lpips_0p03__conditioned,raw_m8,lpips,0.0002907565018783024,-0.0030055649774149065,0.0035711094128588836,100,False
high,lpips_0p03__conditioned,raw_m8,dino,-0.06444583962361018,-0.07716465736180544,-0.05154476996759575,100,False
high,lpips_0p03__conditioned,raw_m8,mse,-0.0055987824693169395,-0.006366597749057561,-0.004900362478878748,100,False
high,lpips_0p03__conditioned,raw_m9,psnr_db,0.8524225139617918,0.717867351770401,0.9939445957342785,100,False
high,lpips_0p03__conditioned,raw_m9,lpips,0.041536464092011255,0.03759250705378751,0.045583954720680296,100,False
high,lpips_0p03__conditioned,raw_m9,dino,-0.09857494960228602,-0.11162133402625718,-0.08599706910798945,100,False
high,lpips_0p03__conditioned,raw_m9,mse,-0.0017465750627127224,-0.0021070830256182524,-0.0014194233798288545,100,False
high,lpips_0p03__unconditioned,arithmetic_adaptive,psnr_db,0.5832438929875693,0.4511326216459276,0.7230919660727183,100,False
high,lpips_0p03__unconditioned,arithmetic_adaptive,lpips,0.04385456389747559,0.03980922917144684,0.048082241413183506,100,False
high,lpips_0p03__unconditioned,arithmetic_adaptive,dino,-0.10286777079105378,-0.11578320739418269,-0.09029375530779361,100,False
high,lpips_0p03__unconditioned,arithmetic_adaptive,mse,-0.0011759240433908127,-0.0014617433594648936,-0.0009129945805402368,100,False
high,lpips_0p03__unconditioned,expected_mix_05,psnr_db,0.46032777253520396,0.33143925134524366,0.5972687232854207,100,True
high,lpips_0p03__unconditioned,expected_mix_05,lpips,0.04388593169646567,0.03979842927476528,0.04814395153893186,100,True
high,lpips_0p03__unconditioned,expected_mix_05,dino,-0.0991360659191035,-0.11198008453128667,-0.08660004187523564,100,True
high,lpips_0p03__unconditioned,expected_mix_05,mse,-0.0010222453715628497,-0.0012929734010595554,-0.0007746994004168647,100,True
high,lpips_0p03__unconditioned,expected_mix_12,psnr_db,-0.5480070352488059,-0.6646461215933754,-0.4259482303184797,100,True
high,lpips_0p03__unconditioned,expected_mix_12,lpips,0.044143255499469285,0.039618557426166726,0.04877031897261906,100,True
high,lpips_0p03__unconditioned,expected_mix_12,dino,-0.06852325532179242,-0.08182686305917494,-0.0553792577498062,100,True
high,lpips_0p03__unconditioned,expected_mix_12,mse,0.0002384481277751931,5.016937503704867e-05,0.00042245042469675183,100,True
high,lpips_0p03__unconditioned,perceptual_deepjscc,psnr_db,-4.8482878351211545,-5.045708822449048,-4.650769076188404,100,False
high,lpips_0p03__unconditioned,perceptual_deepjscc,lpips,0.045240673342098796,0.036514362964003046,0.05383030487891907,100,False
high,lpips_0p03__unconditioned,perceptual_deepjscc,dino,0.062032271102070796,0.037296037437394264,0.08807855139113964,100,False
high,lpips_0p03__unconditioned,perceptual_deepjscc,mse,0.005614971885436209,0.0049014737089966825,0.006389737844456325,100,False
high,lpips_0p03__unconditioned,raw_adaptive,psnr_db,0.5832438929875693,0.4511326216459276,0.7230919660727183,100,False
high,lpips_0p03__unconditioned,raw_adaptive,lpips,0.04385456389747559,0.03980922917144684,0.048082241413183506,100,False
high,lpips_0p03__unconditioned,raw_adaptive,dino,-0.10286777079105378,-0.11578320739418269,-0.09029375530779361,100,False
high,lpips_0p03__unconditioned,raw_adaptive,mse,-0.0011759240433908127,-0.0014617433594648936,-0.0009129945805402368,100,False
high,lpips_0p03__unconditioned,raw_m7,psnr_db,3.725272434552511,3.463364339629809,3.9824999506870906,100,False
high,lpips_0p03__unconditioned,raw_m7,lpips,-0.05405416105873883,-0.05742153866658918,-0.05065014877193608,100,False
high,lpips_0p03__unconditioned,raw_m7,dino,-0.028910666108131408,-0.039275512278079995,-0.018579152291019765,100,False
high,lpips_0p03__unconditioned,raw_m7,mse,-0.010553259846938428,-0.011833402731497834,-0.009355172782151415,100,False
high,lpips_0p03__unconditioned,raw_m8,psnr_db,2.1353481276830037,1.9718740660349525,2.3027852054437,100,False
high,lpips_0p03__unconditioned,raw_m8,lpips,0.0026088563073426484,-0.0004999754322537529,0.00573577038578999,100,False
high,lpips_0p03__unconditioned,raw_m8,dino,-0.06873866081237794,-0.08113713499158622,-0.056135554619133464,100,False
high,lpips_0p03__unconditioned,raw_m8,mse,-0.00502813144999503,-0.005702202674664169,-0.004410462251810104,100,False
high,lpips_0p03__unconditioned,raw_m9,psnr_db,0.5832438929875693,0.4511326216459276,0.7230919660727183,100,False
high,lpips_0p03__unconditioned,raw_m9,lpips,0.04385456389747559,0.03980922917144684,0.048082241413183506,100,False
high,lpips_0p03__unconditioned,raw_m9,dino,-0.10286777079105378,-0.11578320739418269,-0.09029375530779361,100,False
high,lpips_0p03__unconditioned,raw_m9,mse,-0.0011759240433908127,-0.0014617433594648936,-0.0009129945805402368,100,False
high,lpips_0p1__conditioned,arithmetic_adaptive,psnr_db,0.5014865207672119,0.37359633807341275,0.6337909545898438,100,False
high,lpips_0p1__conditioned,arithmetic_adaptive,lpips,0.035591994881009066,0.03211376070052696,0.039149397150690976,100,False
high,lpips_0p1__conditioned,arithmetic_adaptive,dino,-0.09936195443073909,-0.1114142528673013,-0.08760536491125821,100,False
high,lpips_0p1__conditioned,arithmetic_adaptive,mse,-0.0011355124667621276,-0.0014420990115894285,-0.0008549870426247339,100,False
high,lpips_0p1__conditioned,expected_mix_11,psnr_db,0.08687787784544573,-0.03243349751750082,0.2118704017693761,100,True
high,lpips_0p1__conditioned,expected_mix_11,lpips,0.03569780167447806,0.03219670164698209,0.039327789934125716,100,True
high,lpips_0p1__conditioned,expected_mix_11,dino,-0.0867745323167828,-0.0984685405962183,-0.07516956764801783,100,True
high,lpips_0p1__conditioned,expected_mix_11,mse,-0.0006171385924638163,-0.0008700166703106454,-0.00038420550908676643,100,True
high,lpips_0p1__conditioned,expected_mix_12,psnr_db,-0.6297644074691631,-0.742132201079554,-0.5161047463152612,100,True
high,lpips_0p1__conditioned,expected_mix_12,lpips,0.03588068648300273,0.03210757139997829,0.039788677977736206,100,True
high,lpips_0p1__conditioned,expected_mix_12,dino,-0.06501743896147773,-0.07669721461938883,-0.05330389124671402,100,True
high,lpips_0p1__conditioned,expected_mix_12,mse,0.000278859704403878,8.768308132331757e-05,0.0004681882884550591,100,True
high,lpips_0p1__conditioned,lpips_0p01__unconditioned,psnr_db,-0.14462042331695563,-0.17829306900501266,-0.11176275169849391,100,False
high,lpips_0p1__conditioned,lpips_0p01__unconditioned,lpips,-0.013384843102345865,-0.015442673659883442,-0.0113084501568228,100,False
high,lpips_0p1__conditioned,lpips_0p01__unconditioned,dino,0.005067665974299117,-0.0006847229500611598,0.010944604314863686,100,False
high,lpips_0p1__conditioned,lpips_0p01__unconditioned,mse,0.00015221417183056463,0.0001043193467824796,0.00020092272541175272,100,False
high,lpips_0p1__conditioned,lpips_0p03__unconditioned,psnr_db,-0.0817573722203572,-0.11492275953292837,-0.049144933541615976,100,False
high,lpips_0p1__conditioned,lpips_0p03__unconditioned,lpips,-0.008262569016466539,-0.009840226608173299,-0.006676450411633898,100,False
high,lpips_0p1__conditioned,lpips_0p03__unconditioned,dino,0.003505816360314692,-0.0019527115200956644,0.009178147070109851,100,False
high,lpips_0p1__conditioned,lpips_0p03__unconditioned,mse,4.0411576628684895e-05,-1.1698098009219564e-05,9.16862069619431e-05,100,False
high,lpips_0p1__conditioned,lpips_0p1__unconditioned,psnr_db,0.15318198362986243,0.12317545433839122,0.18278196132183056,100,False
high,lpips_0p1__conditioned,lpips_0p1__unconditioned,lpips,-0.004513160598774751,-0.005753941397803524,-0.0033006878073016796,100,False
high,lpips_0p1__conditioned,lpips_0p1__unconditioned,dino,0.003798854152361557,-0.001277669712901115,0.00880019958068928,100,False
high,lpips_0p1__conditioned,lpips_0p1__unconditioned,mse,-0.00038542039023013784,-0.0004742409709603332,-0.00030286469846517634,100,False
high,lpips_0p1__conditioned,perceptual_deepjscc,psnr_db,-4.930045207341512,-5.1224574549198145,-4.736842571695646,100,False
high,lpips_0p1__conditioned,perceptual_deepjscc,lpips,0.036978104325632255,0.029003836267472556,0.044669523490437624,100,False
high,lpips_0p1__conditioned,perceptual_deepjscc,dino,0.06553808746238549,0.04234682217550775,0.08991164179084203,100,False
high,lpips_0p1__conditioned,perceptual_deepjscc,mse,0.005655383462064895,0.004967534460051031,0.006398102788644669,100,False
high,lpips_0p1__conditioned,raw_adaptive,psnr_db,0.5014865207672119,0.37359633807341275,0.6337909545898438,100,False
high,lpips_0p1__conditioned,raw_adaptive,lpips,0.035591994881009066,0.03211376070052696,0.039149397150690976,100,False
high,lpips_0p1__conditioned,raw_adaptive,dino,-0.09936195443073909,-0.1114142528673013,-0.08760536491125821,100,False
high,lpips_0p1__conditioned,raw_adaptive,mse,-0.0011355124667621276,-0.0014420990115894285,-0.0008549870426247339,100,False
high,lpips_0p1__conditioned,raw_m7,psnr_db,3.6435150623321535,3.386449153502782,3.8971223682165146,100,False
high,lpips_0p1__conditioned,raw_m7,lpips,-0.06231673007520538,-0.06642952280895163,-0.05811089702625759,100,False
high,lpips_0p1__conditioned,raw_m7,dino,-0.025404849747816715,-0.03555089407414198,-0.015460297572116052,100,False
high,lpips_0p1__conditioned,raw_m7,mse,-0.010512848270309743,-0.011823413965679222,-0.009292026786059211,100,False
high,lpips_0p1__conditioned,raw_m8,psnr_db,2.053590755462647,1.8897527576287585,2.2198231627543765,100,False
high,lpips_0p1__conditioned,raw_m8,lpips,-0.005653712709123889,-0.00867364347438949,-0.002641646000634259,100,False
high,lpips_0p1__conditioned,raw_m8,dino,-0.06523284445206325,-0.07704830260574817,-0.053246406952540085,100,False
high,lpips_0p1__conditioned,raw_m8,mse,-0.004987719873366344,-0.005694519292028429,-0.0043451719177853235,100,False
high,lpips_0p1__conditioned,raw_m9,psnr_db,0.5014865207672119,0.37359633807341275,0.6337909545898438,100,False
high,lpips_0p1__conditioned,raw_m9,lpips,0.035591994881009066,0.03211376070052696,0.039149397150690976,100,False
high,lpips_0p1__conditioned,raw_m9,dino,-0.09936195443073909,-0.1114142528673013,-0.08760536491125821,100,False
high,lpips_0p1__conditioned,raw_m9,mse,-0.0011355124667621276,-0.0014420990115894285,-0.0008549870426247339,100,False
high,lpips_0p1__unconditioned,arithmetic_adaptive,psnr_db,0.34830453713734955,0.22289550971984856,0.48029851504166915,100,False
high,lpips_0p1__unconditioned,arithmetic_adaptive,lpips,0.04010515547978381,0.03638970618089661,0.04393202591066559,100,False
high,lpips_0p1__unconditioned,arithmetic_adaptive,dino,-0.10316080858310064,-0.1150928089916706,-0.09141974223901829,100,False
high,lpips_0p1__unconditioned,arithmetic_adaptive,mse,-0.0007500920765319899,-0.0010057669341129833,-0.0005161839988032389,100,False
high,lpips_0p1__unconditioned,expected_mix_12,psnr_db,-0.7829463910990253,-0.8986095840654709,-0.6645987645498334,100,True
high,lpips_0p1__unconditioned,expected_mix_12,lpips,0.040393847081777484,0.036172473744930926,0.044745176462285846,100,True
high,lpips_0p1__unconditioned,expected_mix_12,dino,-0.06881629311383929,-0.08088589668727562,-0.05653486830030687,100,True
high,lpips_0p1__unconditioned,expected_mix_12,mse,0.000664280094634016,0.0004705711960740644,0.0008605395427693159,100,True
high,lpips_0p1__unconditioned,perceptual_deepjscc,psnr_db,-5.083227190971374,-5.289020687023799,-4.874961542526881,100,False
high,lpips_0p1__unconditioned,perceptual_deepjscc,lpips,0.041491264924407016,0.03294550779570515,0.049753248039633026,100,False
high,lpips_0p1__unconditioned,perceptual_deepjscc,dino,0.06173923331002395,0.03748462308508654,0.08726961518699922,100,False
high,lpips_0p1__unconditioned,perceptual_deepjscc,mse,0.006040803852295032,0.005283553537725902,0.006862750797341402,100,False
high,lpips_0p1__unconditioned,raw_adaptive,psnr_db,0.34830453713734955,0.22289550971984856,0.48029851504166915,100,False
high,lpips_0p1__unconditioned,raw_adaptive,lpips,0.04010515547978381,0.03638970618089661,0.04393202591066559,100,False
high,lpips_0p1__unconditioned,raw_adaptive,dino,-0.10316080858310064,-0.1150928089916706,-0.09141974223901829,100,False
high,lpips_0p1__unconditioned,raw_adaptive,mse,-0.0007500920765319899,-0.0010057669341129833,-0.0005161839988032389,100,False
high,lpips_0p1__unconditioned,raw_m7,psnr_db,3.4903330787022906,3.2419446501334512,3.7340340137481682,100,False
high,lpips_0p1__unconditioned,raw_m7,lpips,-0.05780356947643061,-0.061419543417170645,-0.05417188976464482,100,False
high,lpips_0p1__unconditioned,raw_m7,dino,-0.029203703900178277,-0.03900515021383762,-0.019404580200711896,100,False
high,lpips_0p1__unconditioned,raw_m7,mse,-0.010127427880079604,-0.011369573967329804,-0.00897065284491302,100,False
high,lpips_0p1__unconditioned,raw_m8,psnr_db,1.9004087718327844,1.7470292303164803,2.057014508008957,100,False
high,lpips_0p1__unconditioned,raw_m8,lpips,-0.0011405521103491395,-0.003994746331668771,0.0017484165979549256,100,False
high,lpips_0p1__unconditioned,raw_m8,dino,-0.06903169860442479,-0.08059052135795354,-0.05729056489467623,100,False
high,lpips_0p1__unconditioned,raw_m8,mse,-0.004602299483136207,-0.005229984409158938,-0.004023994412527142,100,False
high,lpips_0p1__unconditioned,raw_m9,psnr_db,0.34830453713734955,0.22289550971984856,0.48029851504166915,100,False
high,lpips_0p1__unconditioned,raw_m9,lpips,0.04010515547978381,0.03638970618089661,0.04393202591066559,100,False
high,lpips_0p1__unconditioned,raw_m9,dino,-0.10316080858310064,-0.1150928089916706,-0.09141974223901829,100,False
high,lpips_0p1__unconditioned,raw_m9,mse,-0.0007500920765319899,-0.0010057669341129833,-0.0005161839988032389,100,False
snr_1,expected_mix_12,arithmetic_adaptive,psnr_db,1.0905669960162487,1.038193198071939,1.1422562515515267,100,True
snr_1,expected_mix_12,arithmetic_adaptive,lpips,0.003406485296870612,0.0015155809757094673,0.00535487070045447,100,True
snr_1,expected_mix_12,arithmetic_adaptive,dino,-0.08989106110708453,-0.09603483693085746,-0.08390391317572751,100,True
snr_1,expected_mix_12,arithmetic_adaptive,mse,-0.0027887204096921636,-0.0031346018144921012,-0.002469454744992957,100,True
snr_1,expected_mix_12,raw_adaptive,psnr_db,1.1629037333311087,1.0860183331154099,1.2559918135199324,100,True
snr_1,expected_mix_12,raw_adaptive,lpips,0.001222205524728045,-0.0019364900060778085,0.004291819858000301,100,True
snr_1,expected_mix_12,raw_adaptive,dino,-0.09039023321843682,-0.09751869970122382,-0.08362024431456765,100,True
snr_1,expected_mix_12,raw_adaptive,mse,-0.00297458494891855,-0.003449202416768486,-0.002550867057269259,100,True
snr_1,lpips_0p01__conditioned,arithmetic_adaptive,psnr_db,0.013156258265177403,-0.27623061172167457,0.28098983844121306,100,False
snr_1,lpips_0p01__conditioned,arithmetic_adaptive,lpips,0.07117567195246617,0.06517099985511354,0.07725773996456216,100,False
snr_1,lpips_0p01__conditioned,arithmetic_adaptive,dino,-0.14950281701982018,-0.1681327395817886,-0.13126853700230523,100,False
snr_1,lpips_0p01__conditioned,arithmetic_adaptive,mse,3.4126049126454417e-07,-0.001641594786639794,0.0018175590022066665,100,False
snr_1,lpips_0p01__conditioned,expected_mix_03,psnr_db,-0.8302467493990889,-1.1094814817007663,-0.5748547231968915,100,True
snr_1,lpips_0p01__conditioned,expected_mix_03,lpips,0.0685412258749306,0.062245949443878575,0.0748753796081732,100,True
snr_1,lpips_0p01__conditioned,expected_mix_03,dino,-0.07998449161955477,-0.09854384344554139,-0.06180169482279954,100,True
snr_1,lpips_0p01__conditioned,expected_mix_03,mse,0.002157031486457039,0.0006537979643723461,0.003866187420817916,100,True
snr_1,lpips_0p01__conditioned,expected_mix_12,psnr_db,-1.077410737751071,-1.3531461073092894,-0.8228097772995758,100,True
snr_1,lpips_0p01__conditioned,expected_mix_12,lpips,0.06776918665559556,0.061364658648709686,0.07422241794555086,100,True
snr_1,lpips_0p01__conditioned,expected_mix_12,dino,-0.0596117559127357,-0.07828579733546111,-0.04122174984417434,100,True
