arm,image_id,snr_db,seed,psnr_db,lpips,dino,mse,p_deep,digital,actual_deployment,complex_uses_each_selected_frame,energy_each_selected_frame
expected_mix_01,n01775062/ILSVRC2012_val_00036589_n01775062,19.0,2002,15.244025964258602,0.23056823183046224,0.846646839006144,0.03019993459596928,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01775062/ILSVRC2012_val_00036589_n01775062,19.0,2003,15.24443719914066,0.2306004098352103,0.8436999114278134,0.030198797885940456,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2001,13.818201197479626,0.2854450453748231,0.8954554174950443,0.042041300629741436,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2002,13.816807074879168,0.2855262673925372,0.8980389689095684,0.04204605905714778,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,1.0,2003,13.823455302616717,0.28538808418906925,0.8997321153887492,0.04202380027731154,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2001,14.949815376653646,0.21575156856503194,0.9308527186213046,0.032386129174073144,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2002,14.947988983681585,0.21586890575850826,0.9336737051445635,0.032391024252770774,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,4.0,2003,14.953265137348795,0.2157954118995779,0.9349936225230401,0.032377061017567536,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2001,16.1701338412152,0.1855453296416534,0.9034508704995744,0.02441423915474933,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2002,16.168130166142845,0.18547601783394924,0.9061163981256215,0.02441862438932718,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,7.0,2003,16.17210492021735,0.18544248041813802,0.9061279531196584,0.024409987986086117,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2001,16.203657796994698,0.1843161794880924,0.9079976014344263,0.02434970890636762,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2002,16.202179830389163,0.1843373811796088,0.9085356116402634,0.024352230558199916,0.031242647999491068,arithmetic_adaptive,False,3060,6120
expected_mix_01,n01843383/ILSVRC2012_val_00005901_n01843383,13.0,2003,16.20424381117093,0.1843912175821243,0.9083921658399947,0.024348716650518347,0.031242647999491068,arithmetic_adaptive,False,3060,6120
