arm,last_step,updates_in_window,mse,lpips,loss,gradient_norm
lpips_0p01__unconditioned,2300,100,0.012089857421815396,0.20612492188811302,0.014151106625795364,0.01934937693178654
lpips_0p01__unconditioned,2400,100,0.01271686902269721,0.20752483367919922,0.014792117336764932,0.020304832514375447
lpips_0p01__unconditioned,2500,100,0.013003715253435076,0.2121611776947975,0.01512532701715827,0.018234163401648403
lpips_0p01__unconditioned,2600,100,0.01265003168489784,0.20651064246892928,0.014715138068422675,0.02043508779257536
lpips_0p01__unconditioned,2700,100,0.012745165810920299,0.20753130868077277,0.0148204789403826,0.018871858129277826
lpips_0p01__unconditioned,2800,100,0.012881384682841598,0.21086169824004172,0.0149900016002357,0.019555357871577143
lpips_0p01__unconditioned,2900,100,0.013079435275867581,0.21034288689494132,0.01518286420032382,0.01915420905686915
lpips_0p01__unconditioned,3000,100,0.01345670604147017,0.21037331461906433,0.015560439210385085,0.02203796686604619
lpips_0p01__unconditioned,3100,100,0.013175795311108232,0.2121218641102314,0.015297013921663166,0.02048030888661742
lpips_0p01__unconditioned,3200,100,0.012623027721419931,0.20766856595873834,0.014699713364243507,0.019278515707701446
lpips_0p01__unconditioned,3300,100,0.013241253802552819,0.21118496507406234,0.015353103326633573,0.01941133748739958
lpips_0p01__unconditioned,3400,100,0.012678462932817637,0.20959491267800331,0.014774412102997302,0.02083481310866773
lpips_0p01__unconditioned,3500,100,0.012393942270427942,0.20788443669676782,0.014472786551341415,0.019504981264472008
lpips_0p01__unconditioned,3600,100,0.01272908921353519,0.21149192944169046,0.014844008507207036,0.02030975267291069
lpips_0p01__unconditioned,3700,100,0.012158626862801612,0.20336390271782875,0.014192265858873725,0.018848488992080092
lpips_0p01__unconditioned,3800,100,0.012863658796995879,0.20926144421100618,0.014956273180432618,0.017222343771718444
lpips_0p01__unconditioned,3900,100,0.01300751735921949,0.20927974760532378,0.015100314849987626,0.01834105490706861
lpips_0p01__unconditioned,4000,100,0.013043555589392781,0.21033089786767958,0.015146864503622055,0.018067395533435046
lpips_0p01__unconditioned,4100,100,0.012776196328923106,0.2099088728427887,0.014875284964218735,0.017597736846655606
lpips_0p01__unconditioned,4200,100,0.012489050859585404,0.20757163122296332,0.014564767107367515,0.01821753356140107
lpips_0p01__unconditioned,4300,100,0.012647182666696608,0.20916423156857492,0.014738824972882867,0.017968267528340222
lpips_0p01__unconditioned,4400,100,0.013207717286422848,0.21207626312971115,0.01532847983762622,0.018656065063551067
lpips_0p01__unconditioned,4500,100,0.01344230739865452,0.21082791462540626,0.01555058647878468,0.01830946169793606
lpips_0p01__unconditioned,4600,100,0.013088244050741195,0.21139561504125595,0.015202200100757181,0.01871026709675789
lpips_0p01__unconditioned,4700,100,0.012886492637917399,0.20883263558149337,0.014974818993359805,0.01752857686486095
lpips_0p01__unconditioned,4800,100,0.012609856785275042,0.20712645828723908,0.014681121353060007,0.018520596739836036
lpips_0p01__unconditioned,4900,100,0.012826892682351172,0.20802908554673194,0.014907183423638344,0.017828675033524633
lpips_0p01__unconditioned,5000,100,0.012461828738451005,0.206656264513731,0.01452839134261012,0.016865900168195367
lpips_0p01__unconditioned,5100,100,0.012268607360310853,0.20761314049363136,0.014344738805666566,0.017871715081855654
lpips_0p01__unconditioned,5200,100,0.012539424235001206,0.20635863289237022,0.01460301055572927,0.017305133743211628
lpips_0p01__unconditioned,5300,100,0.012734615476801991,0.2098751524090767,0.01483336690813303,0.01644306806847453
lpips_0p01__unconditioned,5400,100,0.012455260646529496,0.20728927314281465,0.014528153287246824,0.01565332337282598
lpips_0p01__unconditioned,5500,100,0.012529028598219156,0.20633580952882766,0.01459238660056144,0.018163324892520906
lpips_0p01__unconditioned,5600,100,0.012454066392965615,0.20574763894081116,0.014511542692780495,0.01753467827104032
lpips_0p01__unconditioned,5700,100,0.013264889339916408,0.21292204067111015,0.015394109645858406,0.017767917327582837
lpips_0p01__unconditioned,5800,100,0.012993189631961286,0.20821571126580238,0.01507534665055573,0.019110316736623646
lpips_0p01__unconditioned,5900,100,0.012609832445159555,0.2066913838684559,0.01467674626968801,0.017568596350029112
lpips_0p01__unconditioned,6000,100,0.012841306189075112,0.20865582093596458,0.014927864382043481,0.018669261988252403
lpips_0p01__unconditioned,6100,100,0.012406221330165864,0.2057560557126999,0.014463781863451004,0.016701494604349137
lpips_0p01__unconditioned,6200,100,0.012495891847647727,0.2072339391708374,0.014568231217563152,0.017164336955174803
lpips_0p01__unconditioned,6300,100,0.012839521383866667,0.21030219361186028,0.014942543245851994,0.017075361255556344
lpips_0p01__unconditioned,6400,100,0.012497649025171996,0.20696513310074807,0.014567300360649824,0.016724488073959945
lpips_0p01__unconditioned,6500,100,0.012830489394254983,0.20829135403037072,0.014913402851670981,0.016910347947850825
lpips_0p01__unconditioned,6600,100,0.012785513163544237,0.20747437596321106,0.014860256910324096,0.017175302589312196
lpips_0p01__unconditioned,6700,100,0.012340158354490996,0.20573174983263015,0.014397475868463516,0.015751516968011855
lpips_0p01__unconditioned,6800,100,0.013349229693412781,0.21147991403937338,0.015464028734713793,0.015447911005467177
lpips_0p01__unconditioned,6900,100,0.01251802736427635,0.20921174496412276,0.014610144756734372,0.015674260323867203
lpips_0p01__unconditioned,7000,100,0.012846176270395518,0.2093329346179962,0.014939505578950048,0.018019340680912137
lpips_0p01__unconditioned,7100,100,0.013006573715247214,0.21109427854418755,0.015117516405880452,0.01600375267677009
lpips_0p01__unconditioned,7200,100,0.012667656601406634,0.20647719100117684,0.014732428500428796,0.01792722400743514
lpips_0p01__unconditioned,7300,100,0.012679489064030349,0.20579321667551995,0.014737421171739698,0.01689740700647235
lpips_0p01__unconditioned,7400,100,0.012514075632207095,0.2082183240354061,0.014596258839592337,0.014450521408580243
lpips_0p01__unconditioned,7500,100,0.0127700590249151,0.20729100286960603,0.014842969011515378,0.016230941112153233
lpips_0p01__unconditioned,7600,100,0.01254037545993924,0.20789460673928262,0.01461932148784399,0.01491938515100628
lpips_0p01__unconditioned,7700,100,0.01218462758231908,0.20545269563794136,0.014239154504612089,0.016415057349950076
lpips_0p01__unconditioned,7800,100,0.013056703358888627,0.20983286678791047,0.01515503198839724,0.016331934067420662
lpips_0p01__unconditioned,7900,100,0.01236531104426831,0.20644716396927834,0.014429782712832094,0.016251432173885406
lpips_0p01__unconditioned,8000,100,0.013471165234223008,0.212699513733387,0.01559816031716764,0.017169344532303513
lpips_0p01__unconditioned,8100,100,0.01310985766351223,0.20934818536043168,0.015203339466825127,0.017083440702408553
lpips_0p01__unconditioned,8200,100,0.012634836253710091,0.20769720673561096,0.014711808264255524,0.01632159889675677
lpips_0p01__unconditioned,8300,100,0.013210843191482127,0.20881941214203834,0.01529903725720942,0.016678364742547275
lpips_0p01__unconditioned,8400,100,0.012319591073319315,0.20487559348344803,0.0143683469761163,0.01589337645564228
lpips_0p01__unconditioned,8500,100,0.012363637234084308,0.20628374844789504,0.014426474682986737,0.016097080069594084
lpips_0p01__unconditioned,8600,100,0.012691043643280863,0.2072978973388672,0.01476402253843844,0.01645389321260154
lpips_0p01__unconditioned,8700,100,0.012080268356949092,0.2050750344991684,0.014131018659099936,0.015262927832081915
lpips_0p01__unconditioned,8800,100,0.01257807389833033,0.20706500098109246,0.014648723844438792,0.014180454164743424
lpips_0p01__unconditioned,8900,100,0.013222461468540132,0.2102840931713581,0.015325302435085177,0.016377134760841728
lpips_0p01__unconditioned,9000,100,0.012428255630657076,0.2061537604033947,0.014489793181419373,0.01712003760971129
lpips_0p01__unconditioned,9100,100,0.012246845122426749,0.2048243351280689,0.01429508843459189,0.013762757312506438
lpips_0p01__unconditioned,9200,100,0.012667177356779575,0.20810122594237326,0.014748189616948366,0.016720734974369406
lpips_0p01__unconditioned,9300,100,0.012797655137255788,0.20929320707917212,0.014890587143599986,0.015844857515767218
lpips_0p01__unconditioned,9400,100,0.01258751972578466,0.20502121463418008,0.014637731844559312,0.015136186676099896
lpips_0p01__unconditioned,9500,100,0.012192736007273197,0.2061315183341503,0.014254051186144352,0.013901936635375024
lpips_0p01__unconditioned,9600,100,0.01215886874590069,0.20321223124861718,0.014190990990027786,0.015186449969187379
lpips_0p01__unconditioned,9700,100,0.013085040464065969,0.20821912169456483,0.015167231662198901,0.015404014051891863
lpips_0p01__unconditioned,9800,100,0.012806330653838814,0.20818082764744758,0.014888138826936483,0.015115526346489787
lpips_0p01__unconditioned,9900,100,0.012902696095407009,0.21214014917612076,0.015024097580462694,0.014267314807511866
lpips_0p01__unconditioned,10000,100,0.012432257160544396,0.20704328760504723,0.014502689940854907,0.01431314290035516
lpips_0p01__unconditioned,10100,100,0.012501189168542624,0.20752497047185897,0.014576438795775176,0.014490399691276253
lpips_0p01__unconditioned,10200,100,0.012446710937656463,0.20383546084165574,0.014485065490007401,0.0148328454233706
lpips_0p01__unconditioned,10300,100,0.012393567538820207,0.2052786774933338,0.014446354256942868,0.01390031425282359
lpips_0p01__unconditioned,10400,100,0.012538985316641629,0.20414629608392715,0.014580448167398572,0.014521721368655562
lpips_0p01__unconditioned,10500,100,0.012919497871771456,0.20655876114964486,0.014985085409134626,0.01562633878085762
lpips_0p01__unconditioned,10600,100,0.012134353164583445,0.20361497312784194,0.014170502852648497,0.015245416220277547
lpips_0p01__unconditioned,10700,100,0.0126524563645944,0.20934538424015045,0.014745910158380867,0.015716430637985467
lpips_0p01__unconditioned,10800,100,0.01277392202988267,0.2069065572321415,0.014842987554147839,0.014303382919169962
lpips_0p01__unconditioned,10900,100,0.013419938441365957,0.2117768295109272,0.015537706725299359,0.015745801609009503
lpips_0p01__unconditioned,11000,100,0.012700876435264945,0.20627946212887763,0.01476367101073265,0.01433203055523336
lpips_0p01__unconditioned,11100,100,0.012476641605608164,0.20752571523189545,0.014551898650825023,0.014249696326442064
lpips_0p01__unconditioned,11200,100,0.013725118823349475,0.21243314668536187,0.015849450277164577,0.015407092249952258
lpips_0p01__unconditioned,11300,100,0.012630879045464099,0.20823474124073982,0.014713226370513439,0.014204336921684444
lpips_0p01__unconditioned,11400,100,0.012492682640440763,0.20883788019418717,0.014581061396747828,0.014134938064962625
lpips_0p01__unconditioned,11500,100,0.012990914690308273,0.20980672106146814,0.015088981846347452,0.015182856586761773
lpips_0p01__unconditioned,11600,100,0.012811004449613392,0.20599776595830918,0.014870982132852078,0.014141598669812083
lpips_0p01__unconditioned,11700,100,0.012828277726657688,0.20672519236803055,0.014895529607310892,0.01429599879309535
lpips_0p01__unconditioned,11800,100,0.013340161368250846,0.20808997452259065,0.015421061031520366,0.014433995597064495
lpips_0p01__unconditioned,11900,100,0.012568118493072688,0.2061553581058979,0.014629672039300204,0.015351308058016003
lpips_0p01__unconditioned,12000,100,0.013155892118811607,0.2090332669019699,0.015246224766597151,0.014598176218569278
lpips_0p01__unconditioned,12100,100,0.013137875013053418,0.21112602412700654,0.015249135196208954,0.014549356983043254
lpips_0p01__unconditioned,12200,100,0.012671973500400781,0.20679500803351403,0.014739923551678658,0.0148344760062173
lpips_0p01__unconditioned,12300,100,0.012416045414283872,0.2054957565665245,0.014471003022044897,0.013496407917700707
lpips_0p01__unconditioned,12400,100,0.01223497140686959,0.20520408555865288,0.014287012238055468,0.014745271122083068
lpips_0p01__unconditioned,12500,100,0.012816389640793204,0.20619308665394784,0.014878320442512631,0.013924008966423571
lpips_0p01__unconditioned,12600,100,0.012460940801538527,0.20427486941218376,0.014503689454868436,0.014698037598282098
lpips_0p01__unconditioned,12700,100,0.012509958012960851,0.20613972306251527,0.014571355208754539,0.01424143266864121
lpips_0p01__unconditioned,12800,100,0.011952854520641267,0.2006414918601513,0.013959269416518509,0.012222164128907025
lpips_0p01__unconditioned,12900,100,0.01314058271702379,0.20660543590784072,0.015206637093797326,0.015557451164349914
lpips_0p01__unconditioned,13000,100,0.012759804278612136,0.20536548584699632,0.014813459115102887,0.013625297634862364
lpips_0p01__unconditioned,13100,100,0.012933718375861644,0.20990335389971734,0.015032751923426986,0.01572990382090211
lpips_0p01__unconditioned,13200,100,0.012696457179263234,0.2080286592245102,0.01477674367837608,0.01275927031878382
lpips_0p01__unconditioned,13300,100,0.013030615895986556,0.2099742552638054,0.01513035842217505,0.013944565518759191
lpips_0p01__unconditioned,13400,100,0.01198470932431519,0.20167504191398622,0.014001459712162614,0.012886114362627267
lpips_0p01__unconditioned,13500,100,0.012884015529416502,0.20716227382421493,0.014955638255923987,0.013843526295386255
lpips_0p01__unconditioned,13600,100,0.012678785943426191,0.20896886840462683,0.014768474567681551,0.012925154198892414
lpips_0p01__unconditioned,13700,100,0.013297686390578746,0.2124522291123867,0.015422208672389389,0.015906634069979192
lpips_0p01__unconditioned,13800,100,0.012539582024328411,0.20806406751275064,0.014620222700759768,0.013153062034398318
lpips_0p01__unconditioned,13900,100,0.013219979023560882,0.20881791159510613,0.015308158127591015,0.013953153570182621
lpips_0p01__unconditioned,14000,100,0.012749579707160593,0.20697151035070419,0.014819294810295106,0.0128802455868572
lpips_0p01__unconditioned,14100,100,0.012708926415070891,0.2074608701467514,0.014783535050228239,0.013656081296503544
lpips_0p01__unconditioned,14200,100,0.012558940150775015,0.20396023854613304,0.014598542507737875,0.014080613278783858
lpips_0p01__unconditioned,14300,100,0.012333237119019031,0.2041653300821781,0.01437489035539329,0.01344823204446584
lpips_0p01__unconditioned,14400,100,0.013255228325724601,0.20995245784521102,0.015354752857238054,0.013887177030555904
lpips_0p01__unconditioned,14500,100,0.012964167413301766,0.20684624835848808,0.01503262983635068,0.012717860550619662
lpips_0p01__unconditioned,14600,100,0.012300876397639514,0.20324088484048844,0.014333285242319107,0.013710467419587076
lpips_0p01__unconditioned,14700,100,0.012670562425628305,0.20675087943673134,0.014738071244210005,0.013123683910816909
lpips_0p01__unconditioned,14800,100,0.01226501252502203,0.20302919596433638,0.01429530445486307,0.013476906213909387
lpips_0p01__unconditioned,14900,100,0.011960456538945436,0.20275517761707307,0.013988008247688413,0.012838971051387489
lpips_0p01__unconditioned,15000,100,0.012660498535260557,0.2069666440784931,0.014730164995417,0.013179544820450246
lpips_0p01__unconditioned,15100,100,0.012838954962790012,0.20678722128272056,0.014906827108934522,0.014991422183811665
lpips_0p01__unconditioned,15200,100,0.012549579231999815,0.2048638080060482,0.014598217252641916,0.01370740877930075
lpips_0p01__unconditioned,15300,100,0.013161734435707331,0.20992115050554275,0.015260945912450552,0.01307341389823705
lpips_0p01__unconditioned,15400,100,0.012726844400167464,0.20870293602347373,0.014813873684033751,0.012602769015356898
lpips_0p01__unconditioned,15500,100,0.01282237381208688,0.20841256767511368,0.01490649943239987,0.013505262997932732
lpips_0p01__unconditioned,15600,100,0.013069268777035176,0.2078360264003277,0.015147628970444202,0.011962799364700913
lpips_0p01__unconditioned,15700,100,0.012659984491765499,0.2080140307545662,0.01474012470804155,0.012859099991619587
lpips_0p01__unconditioned,15800,100,0.012909093289636075,0.20731183752417565,0.01498221155256033,0.013226893069222569
lpips_0p01__unconditioned,15900,100,0.01238845232874155,0.20563585817813873,0.014444810776039959,0.012043785583227874
lpips_0p01__unconditioned,16000,100,0.012470510574057698,0.2042223735153675,0.01451273426413536,0.012344576404429972
lpips_0p01__unconditioned,16100,100,0.012950117429718376,0.20872143313288688,0.015037331692874432,0.014608333678916096
lpips_0p01__unconditioned,16200,100,0.012473421404138207,0.20378666639328002,0.01451128804590553,0.012361968182958663
lpips_0p01__unconditioned,16300,100,0.012598808025941252,0.20742629289627076,0.014673070861026644,0.013033246384002268
lpips_0p01__unconditioned,16400,100,0.012923961449414491,0.20941604658961296,0.015018121851608158,0.01196718396153301
lpips_0p01__unconditioned,16500,100,0.012999654575251042,0.20672687411308288,0.015066923247650266,0.013794262283481658
lpips_0p01__unconditioned,16600,100,0.01216247138567269,0.20377904072403907,0.01420026178471744,0.013093693112023175
lpips_0p01__unconditioned,16700,100,0.012638002056628466,0.20656388908624648,0.014703640853986144,0.011914591579698026
lpips_0p01__unconditioned,16800,100,0.013158014742657542,0.2061155417561531,0.01521917008794844,0.014328300328925252
lpips_0p01__unconditioned,16900,100,0.012669271915219724,0.20714717134833335,0.014740743581205607,0.013466353500261903
lpips_0p01__unconditioned,17000,100,0.012768255933187901,0.204112885594368,0.014809384774416685,0.012902214736677707
lpips_0p01__unconditioned,17100,100,0.0119223019387573,0.20169196680188178,0.013939221594482661,0.012929365341551601
lpips_0p01__unconditioned,17200,100,0.013134084451012313,0.21020398691296577,0.015236124331131577,0.01251658586319536
lpips_0p01__unconditioned,17300,100,0.012852187994867563,0.20952947214245796,0.014947482636198401,0.014314239313825965
lpips_0p01__unconditioned,17400,100,0.012697289390489459,0.20641588985919954,0.014761448269709945,0.01324452587403357
lpips_0p01__unconditioned,17500,100,0.012397523457184433,0.2052751687169075,0.014450275069102646,0.010651414287276567
lpips_0p01__unconditioned,17600,100,0.012331623518839478,0.2075481404364109,0.014407104859128595,0.012537438375875353
lpips_0p01__unconditioned,17700,100,0.012789045665413142,0.20858512416481972,0.014874896835535764,0.012493514963425696
lpips_0p01__unconditioned,17800,100,0.012894302806816995,0.20831258729100227,0.01497742866165936,0.01163235486485064
lpips_0p01__unconditioned,17900,100,0.012149924989789724,0.20522858783602715,0.01420221084728837,0.01120395957492292
lpips_0p01__unconditioned,18000,100,0.012672148202545941,0.20575905904173852,0.01472973874770105,0.012836093436926604
lpips_0p01__unconditioned,18100,100,0.012775919623672962,0.2043748278915882,0.014819667879492045,0.012238162006251514
lpips_0p01__unconditioned,18200,100,0.012315581226721406,0.205027437210083,0.014365855613723397,0.011541029247455299
lpips_0p01__unconditioned,18300,100,0.012558299326337874,0.20534154161810875,0.014611714631319045,0.011623461772687733
lpips_0p01__unconditioned,18400,100,0.012799184476025403,0.20704925268888474,0.014869676968082786,0.011597015070728958
lpips_0p01__unconditioned,18500,100,0.012366744540631771,0.20483259677886964,0.014415070461109281,0.011970443786121904
lpips_0p01__unconditioned,18600,100,0.01282494186423719,0.20606472358107567,0.014885589042678475,0.011781364222988486
lpips_0p01__unconditioned,18700,100,0.012850362556055189,0.20652388468384741,0.014915601341053844,0.011799062192440033
lpips_0p01__unconditioned,18800,100,0.012585925366729499,0.2053024438023567,0.014638949744403362,0.013612897619605064
lpips_0p01__unconditioned,18900,100,0.012348823668435215,0.20453578338027,0.0143941814545542,0.012365563735365868
lpips_0p01__unconditioned,19000,100,0.012167400512844324,0.20528469264507293,0.014220247399061919,0.012470254423096776
lpips_0p01__unconditioned,19100,100,0.01226161398459226,0.20691166803240776,0.01433073059655726,0.012345152054913343
lpips_0p01__unconditioned,19200,100,0.012404656652361155,0.20447019264101982,0.01444935856387019,0.012996630165725947
lpips_0p01__unconditioned,19300,100,0.01249231052584946,0.20289197087287902,0.01452123018912971,0.011885945778340101
lpips_0p01__unconditioned,19400,100,0.012714888034388423,0.20587435871362686,0.014773631584830582,0.013254446978680789
lpips_0p01__unconditioned,19500,100,0.012286674291826784,0.20239755854010583,0.01431064985692501,0.01207190623972565
lpips_0p01__unconditioned,19600,100,0.013001048797741532,0.20817799121141434,0.015082828672602773,0.011408926555886864
lpips_0p01__unconditioned,19700,100,0.01299119217786938,0.20612319186329842,0.015052424017339945,0.012638633265160024
lpips_0p01__unconditioned,19800,100,0.012751172073185444,0.20615409046411515,0.01481271293014288,0.011586975534446537
lpips_0p01__unconditioned,19900,100,0.012786351698450745,0.20702909275889397,0.014856642549857498,0.011393184224143624
lpips_0p01__unconditioned,20000,100,0.012610570918768644,0.2057067136466503,0.01466763804666698,0.01165103081613779
lpips_0p01__conditioned,100,100,0.012907337993383408,0.2103456974029541,0.01501079491339624,0.02282118578441441
lpips_0p01__conditioned,200,100,0.012755476897582411,0.21028802171349525,0.014858357077464461,0.02292971670627594
lpips_0p01__conditioned,300,100,0.01298969310708344,0.2153511181473732,0.015143204238265753,0.020911528514698147
lpips_0p01__conditioned,400,100,0.012210098723880947,0.22190117284655572,0.014429110419005155,0.02522536433301866
lpips_0p01__conditioned,500,100,0.011680563022382557,0.2186859855055809,0.013867422798648476,0.02546164541505277
lpips_0p01__conditioned,600,100,0.012685202565044164,0.22305673226714134,0.014915769854560494,0.026717499252408742
lpips_0p01__conditioned,700,100,0.011828027190640569,0.2208703151345253,0.01403673023916781,0.021595928957685827
lpips_0p01__conditioned,800,100,0.012340462431311608,0.2237808057665825,0.014578270437195897,0.02486304902471602
lpips_0p01__conditioned,900,100,0.011449028383940458,0.21762611016631125,0.013625289425253867,0.02141837131232023
lpips_0p01__conditioned,1000,100,0.011871596784330904,0.22247212424874305,0.01409631796181202,0.023557043708860873
lpips_0p01__conditioned,1100,100,0.011769726662896574,0.21973884165287016,0.013967114994302391,0.020368816629052162
lpips_0p01__conditioned,1200,100,0.011958541017957031,0.22139608651399612,0.014172501787543297,0.022684460077434777
lpips_0p01__conditioned,1300,100,0.01219600328244269,0.22088553354144097,0.014404858583584429,0.02379146244376898
lpips_0p01__conditioned,1400,100,0.012272727484814823,0.22565727546811104,0.01452930023893714,0.024633563701063396
lpips_0p01__conditioned,1500,100,0.012048374386504293,0.2210465206205845,0.014258839525282382,0.024298452166840435
lpips_0p01__conditioned,1600,100,0.011865972867235541,0.22209290370345117,0.01408690189011395,0.0245857915841043
lpips_0p01__conditioned,1700,100,0.011746542430482804,0.2193278419971466,0.013939820835366845,0.021436547767370938
lpips_0p01__conditioned,1800,100,0.011826713234186173,0.2198512051999569,0.014025225285440684,0.02316859759390354
lpips_0p01__conditioned,1900,100,0.011634183893911541,0.21854158490896225,0.013819599789567292,0.019002491515129803
lpips_0p01__conditioned,2000,100,0.012017238992266357,0.2187167748808861,0.014204406691715122,0.022209912706166506
lpips_0p01__conditioned,2100,100,0.011643357519060373,0.22118039399385453,0.013855161471292376,0.020091610783711075
lpips_0p01__conditioned,2200,100,0.011635299301706254,0.21938402011990546,0.01382913941051811,0.020957062132656575
lpips_0p01__conditioned,2300,100,0.01102760695386678,0.21540912732481957,0.013181698150001466,0.021746671684086324
lpips_0p01__conditioned,2400,100,0.01147216374054551,0.21712672740221023,0.013643430965021252,0.021210345877334474
lpips_0p01__conditioned,2500,100,0.011760103013366462,0.22225113242864608,0.013982614241540433,0.020939955674111842
lpips_0p01__conditioned,2600,100,0.011479800012893974,0.21640196621417998,0.013643819652497769,0.02288087014108896
lpips_0p01__conditioned,2700,100,0.011495368895120919,0.2170396065711975,0.013665764853358268,0.02024118235334754
lpips_0p01__conditioned,2800,100,0.011594450301490724,0.22025206685066223,0.013796970900148153,0.020579123813658954
lpips_0p01__conditioned,2900,100,0.01175868449267,0.22044021248817444,0.013963086595758796,0.021199251813814043
lpips_0p01__conditioned,3000,100,0.012152941953390837,0.21975237593054772,0.01435046567581594,0.024642501063644885
lpips_0p01__conditioned,3100,100,0.011823199978098274,0.22187955528497696,0.014041995564475655,0.02106670337729156
lpips_0p01__conditioned,3200,100,0.01135636675171554,0.21681348994374275,0.013524501584470272,0.019620837215334176
lpips_0p01__conditioned,3300,100,0.011849476261995734,0.2211011329293251,0.014060487523674964,0.02201040506362915
lpips_0p01__conditioned,3400,100,0.011477886121720076,0.21908857122063638,0.01366877174936235,0.022450563525781037
lpips_0p01__conditioned,3500,100,0.011144145708531141,0.2171489317715168,0.013315634960308671,0.02023309400305152
lpips_0p01__conditioned,3600,100,0.011395541378296912,0.22136158213019372,0.013609157111495733,0.022503108689561485
lpips_0p01__conditioned,3700,100,0.010956480922177434,0.21241450622677804,0.013080625971779227,0.019544770289212466
lpips_0p01__conditioned,3800,100,0.01151032064575702,0.21863287910819054,0.01369664944242686,0.01841086381115019
lpips_0p01__conditioned,3900,100,0.01167058618273586,0.21883683905005455,0.013858954459428786,0.020797541039064525
lpips_0p01__conditioned,4000,100,0.011629731622524559,0.22003145664930343,0.013830046188086271,0.020494656693190335
lpips_0p01__conditioned,4100,100,0.011413337010890246,0.219864185154438,0.013611978832632304,0.019442017255350948
lpips_0p01__conditioned,4200,100,0.011146660265512764,0.21683182820677757,0.013314978526905179,0.019530260246247055
lpips_0p01__conditioned,4300,100,0.011321596587076783,0.21834741726517679,0.013505070675164462,0.020416767029091717
lpips_0p01__conditioned,4400,100,0.011716913911513985,0.22134429708123207,0.01393035687506199,0.02061138560064137
lpips_0p01__conditioned,4500,100,0.012009069416671991,0.22052982956171036,0.014214367642998695,0.020881199846044182
lpips_0p01__conditioned,4600,100,0.011688166833482682,0.22080055832862855,0.01389617232605815,0.020209517013281584
lpips_0p01__conditioned,4700,100,0.011514626746065914,0.21860954478383066,0.013700722251087427,0.019225830230861902
lpips_0p01__conditioned,4800,100,0.011299203410744666,0.2165727971494198,0.013464931352064013,0.0218038569111377
lpips_0p01__conditioned,4900,100,0.011374111003242433,0.21755519062280654,0.01354966290295124,0.0188531144708395
lpips_0p01__conditioned,5000,100,0.011135152727365493,0.21581408128142357,0.01329329346306622,0.01774660909548402
lpips_0p01__conditioned,5100,100,0.010927480240352451,0.2166978631913662,0.013094458868727088,0.01956232792697847
lpips_0p01__conditioned,5200,100,0.011232291227206587,0.21606767177581787,0.01339296787045896,0.02267034980468452
lpips_0p01__conditioned,5300,100,0.011333204801194369,0.21931843236088752,0.013526389095932245,0.01883316774852574
lpips_0p01__conditioned,5400,100,0.011097496557049454,0.2167687639594078,0.013265184154734015,0.017360310712829233
