source_index,image_id,snr_db,noise_seed,method,tx_ms,rx_ms,total_ms,header_ok,tx_extra
11,n01943899/ILSVRC2012_val_00005706_n01943899,19,2001,raw_N3572_m8_Dc,56.647296994924545,70.95754996407777,127.60484695900232,1,raw
11,n01943899/ILSVRC2012_val_00005706_n01943899,19,2001,arithmetic_N3572_m8_Dc,119.2278679809533,133.33996897563338,252.5678369565867,1,arithmetic
11,n01943899/ILSVRC2012_val_00005706_n01943899,19,2001,raw_N4084_m8_Dc,56.04333302471787,70.73531800415367,126.77865102887154,1,raw
11,n01943899/ILSVRC2012_val_00005706_n01943899,19,2001,arithmetic_N4084_m8_Dc,118.26223798561841,134.01593500748277,252.27817299310118,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,m8_D0,55.93897099606693,59.568526048678905,115.50749704474583,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,m8_Dc_only,55.13852898729965,59.38511498970911,114.52364397700876,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,m8_receiver_only_refiner,55.267201038077474,59.83989895321429,115.10709999129176,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,m8_plus_latent_512,55.2995249745436,60.23532699327916,115.53485196782276,1,enhancement512
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,m8_plus_latent_1024,55.52395002450794,60.28711801627651,115.81106804078445,1,enhancement1024
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,raw_N3060_m8_Dc,55.421411991119385,71.13534101517871,126.5567530062981,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,arithmetic_N3060_m8_Dc,117.90188896702603,132.92356202146038,250.8254509884864,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,raw_N3060_m9_Dc,55.552296980749816,71.31430297158659,126.8665999523364,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,arithmetic_N3060_m9_Dc,117.53661901457235,138.9996639918536,256.53628300642595,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,raw_N3572_m8_Dc,55.794259009417146,70.66744699841365,126.4617060078308,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,arithmetic_N3572_m8_Dc,118.06893796892837,134.37989400699735,252.4488319759257,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,raw_N4084_m8_Dc,55.731251020915806,70.82932599587366,126.56057701678947,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,1,2001,arithmetic_N4084_m8_Dc,117.58931999793276,131.14249001955613,248.7318100174889,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,m8_D0,55.78039702959359,59.88721299218014,115.66761002177373,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,m8_Dc_only,56.92113999975845,61.742338992189616,118.66347899194807,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,m8_receiver_only_refiner,56.057668989524245,60.72248995769769,116.78015894722193,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,m8_plus_latent_512,55.82001595757902,60.3786829742603,116.19869893183932,1,enhancement512
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,m8_plus_latent_1024,55.571990029420704,60.14340399997309,115.71539402939379,1,enhancement1024
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,raw_N3060_m8_Dc,55.31291902298108,70.09014597861096,125.40306500159204,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,arithmetic_N3060_m8_Dc,117.3088009818457,131.33086799643934,248.63966897828504,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,raw_N3060_m9_Dc,55.7518070563674,71.34273496922106,127.09454202558845,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,arithmetic_N3060_m9_Dc,118.62180702155456,139.22486500814557,257.84667202970013,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,raw_N3572_m8_Dc,55.51413295324892,70.81757101695985,126.33170397020876,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,arithmetic_N3572_m8_Dc,117.63321602484211,132.08695099456236,249.72016701940447,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,raw_N4084_m8_Dc,56.0238390462473,70.34782494883984,126.37166399508715,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,4,2001,arithmetic_N4084_m8_Dc,117.59328900370747,133.29963700380176,250.89292600750923,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,m8_D0,55.79872999805957,59.89422899438068,115.69295899244025,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,m8_Dc_only,55.501936993096024,59.4691900187172,114.97112701181322,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,m8_receiver_only_refiner,55.39335898356512,60.02485199132934,115.41821097489446,1,base
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,m8_plus_latent_512,55.59615296078846,60.21114799659699,115.80730095738545,1,enhancement512
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,m8_plus_latent_1024,55.58446899522096,60.284236969891936,115.8687059651129,1,enhancement1024
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,raw_N3060_m8_Dc,55.53463404066861,70.07752102799714,125.61215506866574,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,arithmetic_N3060_m8_Dc,117.32065002433956,131.39434100594372,248.71499103028327,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,raw_N3060_m9_Dc,55.848168034572154,71.98253303067759,127.83070106524974,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,arithmetic_N3060_m9_Dc,120.46976003330201,140.8605629694648,261.3303230027668,1,arithmetic
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,raw_N3572_m8_Dc,56.29782401956618,70.79523598076776,127.09306000033394,1,raw
22,n02106550/ILSVRC2012_val_00014315_n02106550,7,2001,arithmetic_N3572_m8_Dc,117.08259297301993,131.82146899634972,248.90406196936965,1,arithmetic
