method,source_index,snr_db,psnr_db,lpips_alex,dino_cosine
arithmetic_N3060_m9_D0,8,19,16.03847312927246,0.18463578820228577,0.9089347124099731
arithmetic_N3060_m9_Dc,8,1,8.020061175028482,0.6748793919881185,0.11728748803337415
arithmetic_N3060_m9_Dc,8,4,10.231963157653809,0.556473433971405,0.20973576108614603
arithmetic_N3060_m9_Dc,8,7,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N3060_m9_Dc,8,13,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N3060_m9_Dc,8,19,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N3572_m7_D0,8,1,13.673247337341309,0.28471553325653076,0.9095737338066101
arithmetic_N3572_m7_D0,8,4,13.673247337341309,0.2847155233224233,0.9095737338066101
arithmetic_N3572_m7_D0,8,7,13.673247337341309,0.2847155233224233,0.9095737338066101
arithmetic_N3572_m7_D0,8,13,13.673247337341309,0.2847155233224233,0.9095737338066101
arithmetic_N3572_m7_D0,8,19,13.673247337341309,0.28471553325653076,0.9095737338066101
arithmetic_N3572_m7_Dc,8,1,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N3572_m7_Dc,8,4,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N3572_m7_Dc,8,7,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N3572_m7_Dc,8,13,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N3572_m7_Dc,8,19,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N3572_m8_D0,8,1,10.967928568522135,0.4534086088339488,0.7483142217000326
arithmetic_N3572_m8_D0,8,4,14.807271003723145,0.21465633312861124,0.9425040483474731
arithmetic_N3572_m8_D0,8,7,14.807271003723145,0.21465633312861124,0.9425040483474731
arithmetic_N3572_m8_D0,8,13,14.807271003723145,0.21465633809566498,0.9425040483474731
arithmetic_N3572_m8_D0,8,19,14.807271003723145,0.21465633312861124,0.9425040483474731
arithmetic_N3572_m8_Dc,8,1,11.599334398905436,0.4274302621682485,0.7254907886187235
arithmetic_N3572_m8_Dc,8,4,15.645303726196289,0.20512576897939047,0.928842306137085
arithmetic_N3572_m8_Dc,8,7,15.645303726196289,0.20512576401233673,0.928842306137085
arithmetic_N3572_m8_Dc,8,13,15.645303726196289,0.20512576897939047,0.928842306137085
arithmetic_N3572_m8_Dc,8,19,15.645303726196289,0.20512576897939047,0.928842306137085
arithmetic_N3572_m9_D0,8,1,9.969060897827148,0.6011383930842081,0.280892272790273
arithmetic_N3572_m9_D0,8,4,15.25265375773112,0.21748942136764526,0.908765971660614
arithmetic_N3572_m9_D0,8,7,16.03847312927246,0.18463578820228577,0.9089347124099731
arithmetic_N3572_m9_D0,8,13,16.03847312927246,0.18463578820228577,0.9089347124099731
arithmetic_N3572_m9_D0,8,19,16.03847312927246,0.18463578820228577,0.9089347124099731
arithmetic_N3572_m9_Dc,8,1,10.38338311513265,0.5808619459470113,0.29938197632630664
arithmetic_N3572_m9_Dc,8,4,16.040796915690105,0.20105241735776266,0.9086015025774637
arithmetic_N3572_m9_Dc,8,7,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N3572_m9_Dc,8,13,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N3572_m9_Dc,8,19,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N4084_m7_D0,8,1,13.673247337341309,0.2847155233224233,0.9095737338066101
arithmetic_N4084_m7_D0,8,4,13.673247337341309,0.2847155233224233,0.9095737338066101
arithmetic_N4084_m7_D0,8,7,13.673247337341309,0.28471553325653076,0.9095737338066101
arithmetic_N4084_m7_D0,8,13,13.673247337341309,0.2847155233224233,0.9095737338066101
arithmetic_N4084_m7_D0,8,19,13.673247337341309,0.2847155233224233,0.9095737338066101
arithmetic_N4084_m7_Dc,8,1,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N4084_m7_Dc,8,4,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N4084_m7_Dc,8,7,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N4084_m7_Dc,8,13,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N4084_m7_Dc,8,19,14.632978439331055,0.26145243644714355,0.90613853931427
arithmetic_N4084_m8_D0,8,1,13.46625836690267,0.3013523817062378,0.8673624595006307
arithmetic_N4084_m8_D0,8,4,14.807271003723145,0.21465633809566498,0.9425040483474731
arithmetic_N4084_m8_D0,8,7,14.807271003723145,0.21465633312861124,0.9425040483474731
arithmetic_N4084_m8_D0,8,13,14.807271003723145,0.21465633312861124,0.9425040483474731
arithmetic_N4084_m8_D0,8,19,14.807271003723145,0.21465633312861124,0.9425040483474731
arithmetic_N4084_m8_Dc,8,1,14.271229108174643,0.28008096913496655,0.8744920690854391
arithmetic_N4084_m8_Dc,8,4,15.645303726196289,0.20512576897939047,0.928842306137085
arithmetic_N4084_m8_Dc,8,7,15.645303726196289,0.20512576897939047,0.928842306137085
arithmetic_N4084_m8_Dc,8,13,15.645303726196289,0.20512576897939047,0.928842306137085
arithmetic_N4084_m8_Dc,8,19,15.645303726196289,0.20512576401233673,0.928842306137085
arithmetic_N4084_m9_D0,8,1,9.244094212849935,0.583518405755361,0.5758653084437052
arithmetic_N4084_m9_D0,8,4,16.03847312927246,0.18463578820228577,0.9089347124099731
arithmetic_N4084_m9_D0,8,7,16.03847312927246,0.18463578820228577,0.9089347124099731
arithmetic_N4084_m9_D0,8,13,16.03847312927246,0.18463578820228577,0.9089347124099731
arithmetic_N4084_m9_D0,8,19,16.03847312927246,0.18463578820228577,0.9089347124099731
arithmetic_N4084_m9_Dc,8,1,9.673968315124512,0.5692545970280966,0.5250069051980972
arithmetic_N4084_m9_Dc,8,4,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N4084_m9_Dc,8,7,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N4084_m9_Dc,8,13,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N4084_m9_Dc,8,19,16.849454879760742,0.17073343694210052,0.9254805445671082
m8_D0,8,1,12.777663230895996,0.35968201359113056,0.7402118047078451
m8_D0,8,4,14.807271003723145,0.21465633312861124,0.9425040483474731
m8_D0,8,7,14.807271003723145,0.21465633809566498,0.9425040483474731
m8_D0,8,13,14.807271003723145,0.21465633312861124,0.9425040483474731
m8_D0,8,19,14.807271003723145,0.21465633312861124,0.9425040483474731
m8_Dc_only,8,1,13.399444262186686,0.3440711895624797,0.7515580852826437
m8_Dc_only,8,4,15.645303726196289,0.20512576401233673,0.928842306137085
m8_Dc_only,8,7,15.645303726196289,0.20512576897939047,0.928842306137085
m8_Dc_only,8,13,15.645303726196289,0.20512576897939047,0.928842306137085
m8_Dc_only,8,19,15.645303726196289,0.20512576897939047,0.928842306137085
m8_plus_latent_1024,8,1,15.805331865946451,0.27649863064289093,0.8054399490356445
m8_plus_latent_1024,8,4,17.440250396728516,0.17093929648399353,0.9386889934539795
m8_plus_latent_1024,8,7,17.690682729085285,0.1603302558263143,0.940845251083374
m8_plus_latent_1024,8,13,17.926472981770832,0.15020286540190378,0.9455723365147909
m8_plus_latent_1024,8,19,17.992080688476562,0.14674035211404166,0.9448133707046509
m8_plus_latent_512,8,1,15.054821014404297,0.3120696395635605,0.7397117416063944
m8_plus_latent_512,8,4,16.867512385050457,0.18807334701220194,0.9293730060259501
m8_plus_latent_512,8,7,17.03823725382487,0.18251504500706991,0.93118288119634
m8_plus_latent_512,8,13,17.211549758911133,0.17703009148438772,0.9326579968134562
m8_plus_latent_512,8,19,17.267271041870117,0.1744172920783361,0.9330899119377136
m8_receiver_only_refiner,8,1,13.807195981343588,0.3412330398956935,0.737718403339386
m8_receiver_only_refiner,8,4,15.947026252746582,0.20505782961845398,0.9194658398628235
m8_receiver_only_refiner,8,7,15.945086479187012,0.20500699679056802,0.9195590019226074
m8_receiver_only_refiner,8,13,15.942604064941406,0.2049400806427002,0.9197210669517517
m8_receiver_only_refiner,8,19,15.941635131835938,0.20491532484690347,0.9198558330535889
raw_N3060_m7_D0,8,1,13.673247337341309,0.28471553325653076,0.9095737338066101
raw_N3060_m7_D0,8,4,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N3060_m7_D0,8,7,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N3060_m7_D0,8,13,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N3060_m7_D0,8,19,13.673247337341309,0.28471553325653076,0.9095737338066101
raw_N3060_m7_Dc,8,1,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3060_m7_Dc,8,4,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3060_m7_Dc,8,7,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3060_m7_Dc,8,13,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3060_m7_Dc,8,19,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3060_m8_D0,8,1,12.777663230895996,0.35968199372291565,0.7402118047078451
raw_N3060_m8_D0,8,4,14.807271003723145,0.21465633312861124,0.9425040483474731
raw_N3060_m8_D0,8,7,14.807271003723145,0.21465633312861124,0.9425040483474731
raw_N3060_m8_D0,8,13,14.807271003723145,0.21465633809566498,0.9425040483474731
raw_N3060_m8_D0,8,19,14.807271003723145,0.21465633312861124,0.9425040483474731
raw_N3060_m8_Dc,8,1,13.399444262186686,0.3440711895624797,0.7515580852826437
raw_N3060_m8_Dc,8,4,15.645303726196289,0.20512576897939047,0.928842306137085
raw_N3060_m8_Dc,8,7,15.645303726196289,0.20512576401233673,0.928842306137085
raw_N3060_m8_Dc,8,13,15.645303726196289,0.20512576897939047,0.928842306137085
raw_N3060_m8_Dc,8,19,15.645303726196289,0.20512576897939047,0.928842306137085
raw_N3060_m9_D0,8,1,8.840666135152182,0.6969088514645895,-0.04655719300111135
raw_N3060_m9_D0,8,4,10.76365852355957,0.5630396405855814,0.03866522014141083
raw_N3060_m9_D0,8,7,16.03546969095866,0.18547281622886658,0.9063020348548889
raw_N3060_m9_D0,8,13,16.03847312927246,0.18463578820228577,0.9089347124099731
raw_N3060_m9_D0,8,19,16.03847312927246,0.18463578820228577,0.9089347124099731
raw_N3060_m9_Dc,8,1,8.880160967508951,0.6917527318000793,0.006145817848543326
raw_N3060_m9_Dc,8,4,10.952651659647623,0.5528747737407684,0.0873084304233392
raw_N3060_m9_Dc,8,7,16.836568196614582,0.17116246620814005,0.9207114974657694
raw_N3060_m9_Dc,8,13,16.849454879760742,0.17073343694210052,0.9254805445671082
raw_N3060_m9_Dc,8,19,16.849454879760742,0.17073343694210052,0.9254805445671082
raw_N3572_m7_D0,8,1,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N3572_m7_D0,8,4,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N3572_m7_D0,8,7,13.673247337341309,0.28471553325653076,0.9095737338066101
raw_N3572_m7_D0,8,13,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N3572_m7_D0,8,19,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N3572_m7_Dc,8,1,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3572_m7_Dc,8,4,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3572_m7_Dc,8,7,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3572_m7_Dc,8,13,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3572_m7_Dc,8,19,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N3572_m8_D0,8,1,14.290096600850424,0.23542808492978415,0.939015527566274
raw_N3572_m8_D0,8,4,14.807271003723145,0.21465633809566498,0.9425040483474731
raw_N3572_m8_D0,8,7,14.807271003723145,0.21465633312861124,0.9425040483474731
raw_N3572_m8_D0,8,13,14.807271003723145,0.21465633312861124,0.9425040483474731
raw_N3572_m8_D0,8,19,14.807271003723145,0.21465633312861124,0.9425040483474731
raw_N3572_m8_Dc,8,1,15.141342480977377,0.21992482741673788,0.9205362995465597
raw_N3572_m8_Dc,8,4,15.645303726196289,0.20512576897939047,0.928842306137085
raw_N3572_m8_Dc,8,7,15.645303726196289,0.20512576897939047,0.928842306137085
raw_N3572_m8_Dc,8,13,15.645303726196289,0.20512576897939047,0.928842306137085
raw_N3572_m8_Dc,8,19,15.645303726196289,0.20512576401233673,0.928842306137085
raw_N3572_m9_D0,8,1,10.004182497660318,0.6773059566815695,0.007542603338758151
raw_N3572_m9_D0,8,4,15.136512438456217,0.2187821368376414,0.8284555673599243
raw_N3572_m9_D0,8,7,16.03847312927246,0.18463578820228577,0.9089347124099731
raw_N3572_m9_D0,8,13,16.03847312927246,0.18463578820228577,0.9089347124099731
raw_N3572_m9_D0,8,19,16.03847312927246,0.18463578820228577,0.9089347124099731
raw_N3572_m9_Dc,8,1,9.982667287190756,0.6709041794141134,0.03247989589969317
raw_N3572_m9_Dc,8,4,15.928881645202637,0.20669003824392954,0.8476759394009908
raw_N3572_m9_Dc,8,7,16.849454879760742,0.17073343694210052,0.9254805445671082
raw_N3572_m9_Dc,8,13,16.849454879760742,0.17073343694210052,0.9254805445671082
raw_N3572_m9_Dc,8,19,16.849454879760742,0.17073343694210052,0.9254805445671082
raw_N4084_m7_D0,8,1,13.673247337341309,0.28471553325653076,0.9095737338066101
raw_N4084_m7_D0,8,4,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N4084_m7_D0,8,7,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N4084_m7_D0,8,13,13.673247337341309,0.2847155233224233,0.9095737338066101
raw_N4084_m7_D0,8,19,13.673247337341309,0.28471553325653076,0.9095737338066101
raw_N4084_m7_Dc,8,1,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N4084_m7_Dc,8,4,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N4084_m7_Dc,8,7,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N4084_m7_Dc,8,13,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N4084_m7_Dc,8,19,14.632978439331055,0.26145243644714355,0.90613853931427
raw_N4084_m8_D0,8,1,14.362009048461914,0.22616072495778403,0.9285909334818522
raw_N4084_m8_D0,8,4,14.807271003723145,0.21465633312861124,0.9425040483474731
raw_N4084_m8_D0,8,7,14.807271003723145,0.21465633312861124,0.9425040483474731
raw_N4084_m8_D0,8,13,14.807271003723145,0.21465633809566498,0.9425040483474731
raw_N4084_m8_D0,8,19,14.807271003723145,0.21465633312861124,0.9425040483474731
raw_N4084_m8_Dc,8,1,15.165712038675943,0.2134688546260198,0.9188428322474161
raw_N4084_m8_Dc,8,4,15.645303726196289,0.20512576897939047,0.928842306137085
raw_N4084_m8_Dc,8,7,15.645303726196289,0.20512576401233673,0.928842306137085
raw_N4084_m8_Dc,8,13,15.645303726196289,0.20512576897939047,0.928842306137085
raw_N4084_m8_Dc,8,19,15.645303726196289,0.20512576897939047,0.928842306137085
raw_N4084_m9_D0,8,1,10.777552604675293,0.6234867970148722,-0.04894668236374855
raw_N4084_m9_D0,8,4,15.934279441833496,0.18798841536045074,0.8260369102160136
raw_N4084_m9_D0,8,7,16.03847312927246,0.18463578820228577,0.9089347124099731
raw_N4084_m9_D0,8,13,16.03847312927246,0.18463578820228577,0.9089347124099731
raw_N4084_m9_D0,8,19,16.03847312927246,0.18463578820228577,0.9089347124099731
raw_N4084_m9_Dc,8,1,10.859896659851074,0.6161656975746155,-0.03310676788290342
raw_N4084_m9_Dc,8,4,16.7331059773763,0.17395130296548209,0.8864644567171732
raw_N4084_m9_Dc,8,7,16.849454879760742,0.17073343694210052,0.9254805445671082
raw_N4084_m9_Dc,8,13,16.849454879760742,0.17073343694210052,0.9254805445671082
raw_N4084_m9_Dc,8,19,16.849454879760742,0.17073343694210052,0.9254805445671082
arithmetic_N3060_m7_D0,9,1,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3060_m7_D0,9,4,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3060_m7_D0,9,7,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3060_m7_D0,9,13,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3060_m7_D0,9,19,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3060_m7_Dc,9,1,16.16651725769043,0.22022672990957895,0.8659842610359192
arithmetic_N3060_m7_Dc,9,4,16.16651725769043,0.22022672494252524,0.8659842610359192
arithmetic_N3060_m7_Dc,9,7,16.16651725769043,0.22022672990957895,0.8659842610359192
arithmetic_N3060_m7_Dc,9,13,16.16651725769043,0.22022672494252524,0.8659842610359192
arithmetic_N3060_m7_Dc,9,19,16.16651725769043,0.22022672990957895,0.8659842610359192
arithmetic_N3060_m8_D0,9,1,13.757174173990885,0.322544793287913,0.836588978767395
arithmetic_N3060_m8_D0,9,4,15.542779922485352,0.20889662702878317,0.8997793793678284
arithmetic_N3060_m8_D0,9,7,15.542779922485352,0.20889662702878317,0.8997793793678284
arithmetic_N3060_m8_D0,9,13,15.542779922485352,0.20889662206172943,0.8997793793678284
arithmetic_N3060_m8_D0,9,19,15.542779922485352,0.20889662702878317,0.8997793793678284
arithmetic_N3060_m8_Dc,9,1,14.85545539855957,0.3041217426458995,0.821783979733785
arithmetic_N3060_m8_Dc,9,4,16.757455825805664,0.19309734801451364,0.8951649069786072
arithmetic_N3060_m8_Dc,9,7,16.757455825805664,0.19309735298156738,0.8951649069786072
arithmetic_N3060_m8_Dc,9,13,16.757455825805664,0.19309734801451364,0.8951649069786072
arithmetic_N3060_m8_Dc,9,19,16.757455825805664,0.19309734801451364,0.8951649069786072
arithmetic_N3060_m9_D0,9,1,11.06628672281901,0.6056523323059082,0.5614752570788065
arithmetic_N3060_m9_D0,9,4,12.40838877360026,0.4646315375963847,0.7265652020772299
arithmetic_N3060_m9_D0,9,7,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N3060_m9_D0,9,13,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N3060_m9_D0,9,19,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N3060_m9_Dc,9,1,11.340133349100748,0.5952126185099283,0.5071974396705627
arithmetic_N3060_m9_Dc,9,4,12.997989654541016,0.45041845242182416,0.7008727788925171
arithmetic_N3060_m9_Dc,9,7,17.59404754638672,0.14481858909130096,0.8789893388748169
arithmetic_N3060_m9_Dc,9,13,17.59404754638672,0.14481858909130096,0.8789893388748169
arithmetic_N3060_m9_Dc,9,19,17.59404754638672,0.14481858909130096,0.8789893388748169
arithmetic_N3572_m7_D0,9,1,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3572_m7_D0,9,4,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3572_m7_D0,9,7,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3572_m7_D0,9,13,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3572_m7_D0,9,19,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N3572_m7_Dc,9,1,16.16651725769043,0.22022672990957895,0.8659842610359192
arithmetic_N3572_m7_Dc,9,4,16.16651725769043,0.22022672494252524,0.8659842610359192
arithmetic_N3572_m7_Dc,9,7,16.16651725769043,0.22022672990957895,0.8659842610359192
arithmetic_N3572_m7_Dc,9,13,16.16651725769043,0.22022672494252524,0.8659842610359192
arithmetic_N3572_m7_Dc,9,19,16.16651725769043,0.22022672990957895,0.8659842610359192
arithmetic_N3572_m8_D0,9,1,13.930965105692545,0.31389952699343365,0.8609334826469421
arithmetic_N3572_m8_D0,9,4,15.542779922485352,0.20889662206172943,0.8997793793678284
arithmetic_N3572_m8_D0,9,7,15.542779922485352,0.20889662702878317,0.8997793793678284
arithmetic_N3572_m8_D0,9,13,15.542779922485352,0.20889662702878317,0.8997793793678284
arithmetic_N3572_m8_D0,9,19,15.542779922485352,0.20889662702878317,0.8997793793678284
arithmetic_N3572_m8_Dc,9,1,14.977196057637533,0.29257174332936603,0.8453378677368164
arithmetic_N3572_m8_Dc,9,4,16.757455825805664,0.19309734801451364,0.8951649069786072
arithmetic_N3572_m8_Dc,9,7,16.757455825805664,0.19309734801451364,0.8951649069786072
arithmetic_N3572_m8_Dc,9,13,16.757455825805664,0.19309734801451364,0.8951649069786072
arithmetic_N3572_m8_Dc,9,19,16.757455825805664,0.19309735298156738,0.8951649069786072
arithmetic_N3572_m9_D0,9,1,10.79686196645101,0.5936328172683716,0.5722603797912598
arithmetic_N3572_m9_D0,9,4,15.52823289235433,0.20055747528870901,0.8995093107223511
arithmetic_N3572_m9_D0,9,7,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N3572_m9_D0,9,13,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N3572_m9_D0,9,19,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N3572_m9_Dc,9,1,11.151739756266275,0.5833255350589752,0.5403077304363251
arithmetic_N3572_m9_Dc,9,4,16.659714380900066,0.18521014352639517,0.8836414019266764
arithmetic_N3572_m9_Dc,9,7,17.59404754638672,0.14481858909130096,0.8789893388748169
arithmetic_N3572_m9_Dc,9,13,17.59404754638672,0.14481858909130096,0.8789893388748169
arithmetic_N3572_m9_Dc,9,19,17.59404754638672,0.14481858909130096,0.8789893388748169
arithmetic_N4084_m7_D0,9,1,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N4084_m7_D0,9,4,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N4084_m7_D0,9,7,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N4084_m7_D0,9,13,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N4084_m7_D0,9,19,14.987019538879395,0.24326059222221375,0.8603636026382446
arithmetic_N4084_m7_Dc,9,1,16.16651725769043,0.22022672990957895,0.8659842610359192
arithmetic_N4084_m7_Dc,9,4,16.16651725769043,0.22022672494252524,0.8659842610359192
arithmetic_N4084_m7_Dc,9,7,16.16651725769043,0.22022672990957895,0.8659842610359192
arithmetic_N4084_m7_Dc,9,13,16.16651725769043,0.22022672494252524,0.8659842610359192
arithmetic_N4084_m7_Dc,9,19,16.16651725769043,0.22022672990957895,0.8659842610359192
arithmetic_N4084_m8_D0,9,1,15.311488151550293,0.22075599431991577,0.8847167293230692
arithmetic_N4084_m8_D0,9,4,15.542779922485352,0.20889662702878317,0.8997793793678284
arithmetic_N4084_m8_D0,9,7,15.542779922485352,0.20889662702878317,0.8997793793678284
arithmetic_N4084_m8_D0,9,13,15.542779922485352,0.20889662206172943,0.8997793793678284
arithmetic_N4084_m8_D0,9,19,15.542779922485352,0.20889662702878317,0.8997793793678284
arithmetic_N4084_m8_Dc,9,1,16.496402740478516,0.20145259300867716,0.8751710851987203
arithmetic_N4084_m8_Dc,9,4,16.757455825805664,0.19309734801451364,0.8951649069786072
arithmetic_N4084_m8_Dc,9,7,16.757455825805664,0.19309735298156738,0.8951649069786072
arithmetic_N4084_m8_Dc,9,13,16.757455825805664,0.19309734801451364,0.8951649069786072
arithmetic_N4084_m8_Dc,9,19,16.757455825805664,0.19309734801451364,0.8951649069786072
arithmetic_N4084_m9_D0,9,1,12.8146759668986,0.47140128413836163,0.5596491793791453
arithmetic_N4084_m9_D0,9,4,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N4084_m9_D0,9,7,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N4084_m9_D0,9,13,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N4084_m9_D0,9,19,16.46030616760254,0.15909311175346375,0.9155489206314087
arithmetic_N4084_m9_Dc,9,1,13.443151473999023,0.46068336566289264,0.5572352011998495
arithmetic_N4084_m9_Dc,9,4,17.59404754638672,0.14481858909130096,0.8789893388748169
arithmetic_N4084_m9_Dc,9,7,17.59404754638672,0.14481858909130096,0.8789893786112467
arithmetic_N4084_m9_Dc,9,13,17.59404754638672,0.14481858909130096,0.8789894580841064
arithmetic_N4084_m9_Dc,9,19,17.59404754638672,0.14481858909130096,0.8789894580841064
m8_D0,9,1,14.864157994588217,0.26926590005556744,0.8459873795509338
m8_D0,9,4,15.542779922485352,0.20889662702878317,0.8997793793678284
m8_D0,9,7,15.542779922485352,0.20889662702878317,0.8997793793678284
m8_D0,9,13,15.542779922485352,0.20889662702878317,0.8997793793678284
m8_D0,9,19,15.542779922485352,0.20889662206172943,0.8997793793678284
m8_Dc_only,9,1,15.903651555379232,0.2595154841740926,0.8361617128054301
m8_Dc_only,9,4,16.757455825805664,0.19309734801451364,0.8951649069786072
m8_Dc_only,9,7,16.757455825805664,0.19309734801451364,0.8951649069786072
m8_Dc_only,9,13,16.757455825805664,0.19309735298156738,0.8951649069786072
m8_Dc_only,9,19,16.757455825805664,0.19309734801451364,0.8951649069786072
m8_plus_latent_1024,9,1,17.308814366658527,0.21251417696475983,0.8609590729077657
m8_plus_latent_1024,9,4,17.9323247273763,0.15610680480798086,0.9019225041071574
m8_plus_latent_1024,9,7,18.08198356628418,0.1491018831729889,0.9074700077374777
m8_plus_latent_1024,9,13,18.23040835062663,0.14156152307987213,0.9109792709350586
m8_plus_latent_1024,9,19,18.27804692586263,0.13920210798581442,0.9108551144599915
m8_plus_latent_512,9,1,16.974631627400715,0.2325443277756373,0.8334736824035645
m8_plus_latent_512,9,4,17.58211390177409,0.17113974193731943,0.8928494850794474
m8_plus_latent_512,9,7,17.686251322428387,0.16548009713490805,0.8965534369150797
m8_plus_latent_512,9,13,17.788593928019207,0.15927631159623465,0.9001827836036682
m8_plus_latent_512,9,19,17.81859525044759,0.1582233061393102,0.9010326663653055
m8_receiver_only_refiner,9,1,16.258044242858887,0.2573016534248988,0.8321910301844279
m8_receiver_only_refiner,9,4,16.984935760498047,0.19884467124938965,0.8752655982971191
m8_receiver_only_refiner,9,7,16.984418869018555,0.19879324734210968,0.8752472996711731
m8_receiver_only_refiner,9,13,16.983793258666992,0.19870609045028687,0.8751729130744934
m8_receiver_only_refiner,9,19,16.983566284179688,0.19864025712013245,0.8750523328781128
raw_N3060_m7_D0,9,1,14.998239517211914,0.24513514836629233,0.8598731756210327
raw_N3060_m7_D0,9,4,14.987019538879395,0.24326059222221375,0.8603636026382446
raw_N3060_m7_D0,9,7,14.987019538879395,0.24326059222221375,0.8603636026382446
raw_N3060_m7_D0,9,13,14.987019538879395,0.24326059222221375,0.8603636026382446
raw_N3060_m7_D0,9,19,14.987019538879395,0.24326059222221375,0.8603636026382446
raw_N3060_m7_Dc,9,1,16.17559560139974,0.22146645188331604,0.8554403781890869
raw_N3060_m7_Dc,9,4,16.16651725769043,0.22022672494252524,0.8659842610359192
raw_N3060_m7_Dc,9,7,16.16651725769043,0.22022672990957895,0.8659842610359192
raw_N3060_m7_Dc,9,13,16.16651725769043,0.22022672494252524,0.8659842610359192
raw_N3060_m7_Dc,9,19,16.16651725769043,0.22022672990957895,0.8659842610359192
raw_N3060_m8_D0,9,1,14.864157994588217,0.26926590005556744,0.8459873795509338
raw_N3060_m8_D0,9,4,15.542779922485352,0.20889662206172943,0.8997793793678284
raw_N3060_m8_D0,9,7,15.542779922485352,0.20889662702878317,0.8997793793678284
raw_N3060_m8_D0,9,13,15.542779922485352,0.20889662702878317,0.8997793793678284
raw_N3060_m8_D0,9,19,15.542779922485352,0.20889662702878317,0.8997793793678284
raw_N3060_m8_Dc,9,1,15.903651555379232,0.25951547423998517,0.8361617128054301
raw_N3060_m8_Dc,9,4,16.757455825805664,0.19309734801451364,0.8951649069786072
raw_N3060_m8_Dc,9,7,16.757455825805664,0.19309734801451364,0.8951649069786072
raw_N3060_m8_Dc,9,13,16.757455825805664,0.19309734801451364,0.8951649069786072
