method,source_index,snr_db,psnr_db,lpips_alex,dino_cosine
arithmetic_N4084_m7_Dc,58,13,19.597272872924805,0.07771459966897964,0.9154051542282104
arithmetic_N4084_m7_Dc,58,19,19.597272872924805,0.07771459966897964,0.9154051542282104
arithmetic_N4084_m8_D0,58,1,24.153383255004883,0.04422170668840408,0.972514271736145
arithmetic_N4084_m8_D0,58,4,24.153383255004883,0.04422170668840408,0.972514271736145
arithmetic_N4084_m8_D0,58,7,24.153383255004883,0.04422170668840408,0.972514271736145
arithmetic_N4084_m8_D0,58,13,24.153383255004883,0.04422170668840408,0.972514271736145
arithmetic_N4084_m8_D0,58,19,24.153383255004883,0.04422170668840408,0.972514271736145
arithmetic_N4084_m8_Dc,58,1,24.7502498626709,0.042232513427734375,0.9559275507926941
arithmetic_N4084_m8_Dc,58,4,24.7502498626709,0.042232513427734375,0.9559275507926941
arithmetic_N4084_m8_Dc,58,7,24.7502498626709,0.042232513427734375,0.9559275507926941
arithmetic_N4084_m8_Dc,58,13,24.7502498626709,0.042232513427734375,0.9559275507926941
arithmetic_N4084_m8_Dc,58,19,24.7502498626709,0.042232513427734375,0.9559275507926941
arithmetic_N4084_m9_D0,58,1,26.144495010375977,0.03328992798924446,0.9749063849449158
arithmetic_N4084_m9_D0,58,4,26.144495010375977,0.03328992798924446,0.9749063849449158
arithmetic_N4084_m9_D0,58,7,26.144495010375977,0.03328992798924446,0.9749063849449158
arithmetic_N4084_m9_D0,58,13,26.144495010375977,0.03328992798924446,0.9749063849449158
arithmetic_N4084_m9_D0,58,19,26.144495010375977,0.03328992798924446,0.9749063849449158
arithmetic_N4084_m9_Dc,58,1,26.614654541015625,0.034109633415937424,0.9440407752990723
arithmetic_N4084_m9_Dc,58,4,26.614654541015625,0.034109633415937424,0.9440407752990723
arithmetic_N4084_m9_Dc,58,7,26.614654541015625,0.034109633415937424,0.944040834903717
arithmetic_N4084_m9_Dc,58,13,26.614654541015625,0.034109633415937424,0.9440409541130066
arithmetic_N4084_m9_Dc,58,19,26.614654541015625,0.034109633415937424,0.9440409541130066
m8_D0,58,1,10.336522102355957,0.4226307272911072,0.36943936347961426
m8_D0,58,4,24.153383255004883,0.04422170668840408,0.972514271736145
m8_D0,58,7,24.153383255004883,0.04422170668840408,0.972514271736145
m8_D0,58,13,24.153383255004883,0.04422170668840408,0.972514271736145
m8_D0,58,19,24.153383255004883,0.04422170668840408,0.972514271736145
m8_Dc_only,58,1,10.45881207784017,0.4220302402973175,0.32162101566791534
m8_Dc_only,58,4,24.7502498626709,0.042232513427734375,0.9559275507926941
m8_Dc_only,58,7,24.7502498626709,0.042232513427734375,0.9559275507926941
m8_Dc_only,58,13,24.7502498626709,0.042232513427734375,0.9559275507926941
m8_Dc_only,58,19,24.7502498626709,0.042232513427734375,0.9559275507926941
m8_plus_latent_1024,58,1,19.255690892537434,0.1462071811159452,0.5459560553232828
m8_plus_latent_1024,58,4,26.538523356119793,0.029093295335769653,0.9666346311569214
m8_plus_latent_1024,58,7,26.899586359659832,0.02728930301964283,0.9672558705012003
m8_plus_latent_1024,58,13,27.2984135945638,0.02564155062039693,0.9678621490796407
m8_plus_latent_1024,58,19,27.430476506551106,0.024992042531569798,0.9681525230407715
m8_plus_latent_512,58,1,17.87384605407715,0.17864032089710236,0.3907504379749298
m8_plus_latent_512,58,4,25.581624348958332,0.04039485131700834,0.9554203351338705
m8_plus_latent_512,58,7,25.800066630045574,0.0389949269592762,0.9550593495368958
m8_plus_latent_512,58,13,26.048343658447266,0.037358444184064865,0.9553214112917582
m8_plus_latent_512,58,19,26.16103235880534,0.036601658910512924,0.9559348821640015
m8_receiver_only_refiner,58,1,11.221203486124674,0.3808746933937073,0.38179940233627957
m8_receiver_only_refiner,58,4,24.88530158996582,0.043941933661699295,0.947617769241333
m8_receiver_only_refiner,58,7,24.88175392150879,0.043958635379870735,0.9477431178092957
m8_receiver_only_refiner,58,13,24.87729263305664,0.04398186132311821,0.9479552507400513
m8_receiver_only_refiner,58,19,24.87591552734375,0.043992236256599426,0.9481600522994995
raw_N3060_m7_D0,58,1,19.586920420328777,0.07809966802597046,0.9339558283487955
raw_N3060_m7_D0,58,4,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N3060_m7_D0,58,7,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N3060_m7_D0,58,13,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N3060_m7_D0,58,19,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N3060_m7_Dc,58,1,19.88812828063965,0.07504846652348836,0.9196791251500448
raw_N3060_m7_Dc,58,4,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N3060_m7_Dc,58,7,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N3060_m7_Dc,58,13,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N3060_m7_Dc,58,19,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N3060_m8_D0,58,1,10.336522102355957,0.42263070742289227,0.36943936347961426
raw_N3060_m8_D0,58,4,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N3060_m8_D0,58,7,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N3060_m8_D0,58,13,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N3060_m8_D0,58,19,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N3060_m8_Dc,58,1,10.45881207784017,0.4220302601655324,0.32162101566791534
raw_N3060_m8_Dc,58,4,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N3060_m8_Dc,58,7,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N3060_m8_Dc,58,13,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N3060_m8_Dc,58,19,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N3060_m9_D0,58,1,7.233031590779622,0.7795198162396749,-0.00891482395430406
raw_N3060_m9_D0,58,4,9.117224057515463,0.6632049481074015,0.013172235960761705
raw_N3060_m9_D0,58,7,26.085933685302734,0.03435735156138738,0.9757518966992696
raw_N3060_m9_D0,58,13,26.144495010375977,0.03328992798924446,0.9749063849449158
raw_N3060_m9_D0,58,19,26.144495010375977,0.03328992798924446,0.9749063849449158
raw_N3060_m9_Dc,58,1,7.227318127950032,0.7652500867843628,-0.017261129493514698
raw_N3060_m9_Dc,58,4,9.16229740778605,0.6475207308928171,0.02367204986512661
raw_N3060_m9_Dc,58,7,26.611100514729817,0.034666123489538826,0.9446221987406412
raw_N3060_m9_Dc,58,13,26.614654541015625,0.034109633415937424,0.9440407752990723
raw_N3060_m9_Dc,58,19,26.614654541015625,0.034109633415937424,0.9440407752990723
raw_N3572_m7_D0,58,1,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N3572_m7_D0,58,4,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N3572_m7_D0,58,7,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N3572_m7_D0,58,13,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N3572_m7_D0,58,19,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N3572_m7_Dc,58,1,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N3572_m7_Dc,58,4,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N3572_m7_Dc,58,7,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N3572_m7_Dc,58,13,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N3572_m7_Dc,58,19,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N3572_m8_D0,58,1,22.530607223510742,0.08345251282056172,0.9385843873023987
raw_N3572_m8_D0,58,4,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N3572_m8_D0,58,7,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N3572_m8_D0,58,13,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N3572_m8_D0,58,19,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N3572_m8_Dc,58,1,22.706031163533527,0.08249381308754285,0.9093844493230184
raw_N3572_m8_Dc,58,4,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N3572_m8_Dc,58,7,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N3572_m8_Dc,58,13,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N3572_m8_Dc,58,19,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N3572_m9_D0,58,1,6.444231669108073,0.7539287209510803,-0.01819123172511657
raw_N3572_m9_D0,58,4,22.250420252482098,0.1005080242951711,0.9016304810841879
raw_N3572_m9_D0,58,7,26.144495010375977,0.03328992798924446,0.9749063849449158
raw_N3572_m9_D0,58,13,26.144495010375977,0.03328992798924446,0.9749063849449158
raw_N3572_m9_D0,58,19,26.144495010375977,0.03328992798924446,0.9749063849449158
raw_N3572_m9_Dc,58,1,6.490343411763509,0.7433708707491556,-0.02854444521168868
raw_N3572_m9_Dc,58,4,22.44930585225423,0.10562254736820857,0.8676852782567342
raw_N3572_m9_Dc,58,7,26.614654541015625,0.034109633415937424,0.9440407752990723
raw_N3572_m9_Dc,58,13,26.614654541015625,0.034109633415937424,0.9440407752990723
raw_N3572_m9_Dc,58,19,26.614654541015625,0.034109633415937424,0.9440407752990723
raw_N4084_m7_D0,58,1,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N4084_m7_D0,58,4,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N4084_m7_D0,58,7,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N4084_m7_D0,58,13,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N4084_m7_D0,58,19,19.303895950317383,0.08118873834609985,0.9281736016273499
raw_N4084_m7_Dc,58,1,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N4084_m7_Dc,58,4,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N4084_m7_Dc,58,7,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N4084_m7_Dc,58,13,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N4084_m7_Dc,58,19,19.597272872924805,0.07771459966897964,0.9154051542282104
raw_N4084_m8_D0,58,1,22.888418833414715,0.053424677501122154,0.9450528224309286
raw_N4084_m8_D0,58,4,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N4084_m8_D0,58,7,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N4084_m8_D0,58,13,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N4084_m8_D0,58,19,24.153383255004883,0.04422170668840408,0.972514271736145
raw_N4084_m8_Dc,58,1,23.42708905537923,0.049656350165605545,0.9267234802246094
raw_N4084_m8_Dc,58,4,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N4084_m8_Dc,58,7,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N4084_m8_Dc,58,13,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N4084_m8_Dc,58,19,24.7502498626709,0.042232513427734375,0.9559275507926941
raw_N4084_m9_D0,58,1,7.561441898345947,0.748400866985321,0.013917004379133383
raw_N4084_m9_D0,58,4,25.04223887125651,0.04274276395638784,0.9622725447018942
raw_N4084_m9_D0,58,7,26.144495010375977,0.03328992798924446,0.9749063849449158
raw_N4084_m9_D0,58,13,26.144495010375977,0.03328992798924446,0.9749063849449158
raw_N4084_m9_D0,58,19,26.144495010375977,0.03328992798924446,0.9749063849449158
raw_N4084_m9_Dc,58,1,7.5420331954956055,0.7391051451365153,0.0011580909291903179
raw_N4084_m9_Dc,58,4,25.460257212320965,0.04394256075223287,0.9385433197021484
raw_N4084_m9_Dc,58,7,26.614654541015625,0.034109633415937424,0.9440407752990723
raw_N4084_m9_Dc,58,13,26.614654541015625,0.034109633415937424,0.9440407752990723
raw_N4084_m9_Dc,58,19,26.614654541015625,0.034109633415937424,0.9440407752990723
arithmetic_N3060_m7_D0,59,1,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3060_m7_D0,59,4,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3060_m7_D0,59,7,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3060_m7_D0,59,13,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3060_m7_D0,59,19,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3060_m7_Dc,59,1,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N3060_m7_Dc,59,4,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N3060_m7_Dc,59,7,20.203828811645508,0.10719747096300125,0.8180778622627258
arithmetic_N3060_m7_Dc,59,13,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N3060_m7_Dc,59,19,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N3060_m8_D0,59,1,18.720468521118164,0.1619315892457962,0.8044083913167318
arithmetic_N3060_m8_D0,59,4,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N3060_m8_D0,59,7,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N3060_m8_D0,59,13,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N3060_m8_D0,59,19,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N3060_m8_Dc,59,1,18.842185338338215,0.1622426137328148,0.770586093266805
arithmetic_N3060_m8_Dc,59,4,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N3060_m8_Dc,59,7,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N3060_m8_Dc,59,13,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N3060_m8_Dc,59,19,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N3060_m9_D0,59,1,8.912688255310059,0.6103705366452535,0.25163939595222473
arithmetic_N3060_m9_D0,59,4,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N3060_m9_D0,59,7,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N3060_m9_D0,59,13,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N3060_m9_D0,59,19,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N3060_m9_Dc,59,1,9.079861323038736,0.603561927874883,0.22605853527784348
arithmetic_N3060_m9_Dc,59,4,24.74249267578125,0.044739012916882835,0.9502999782562256
arithmetic_N3060_m9_Dc,59,7,24.74249267578125,0.04473901415864626,0.9502999782562256
arithmetic_N3060_m9_Dc,59,13,24.74249267578125,0.0447390116751194,0.9502999782562256
arithmetic_N3060_m9_Dc,59,19,24.74249267578125,0.0447390116751194,0.9502999782562256
arithmetic_N3572_m7_D0,59,1,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3572_m7_D0,59,4,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3572_m7_D0,59,7,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3572_m7_D0,59,13,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3572_m7_D0,59,19,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N3572_m7_Dc,59,1,20.203828811645508,0.10719747096300125,0.8180778622627258
arithmetic_N3572_m7_Dc,59,4,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N3572_m7_Dc,59,7,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N3572_m7_Dc,59,13,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N3572_m7_Dc,59,19,20.203828811645508,0.10719747096300125,0.8180778622627258
arithmetic_N3572_m8_D0,59,1,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N3572_m8_D0,59,4,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N3572_m8_D0,59,7,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N3572_m8_D0,59,13,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N3572_m8_D0,59,19,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N3572_m8_Dc,59,1,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N3572_m8_Dc,59,4,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N3572_m8_Dc,59,7,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N3572_m8_Dc,59,13,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N3572_m8_Dc,59,19,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N3572_m9_D0,59,1,12.49615446726481,0.35642263293266296,0.5660979151725769
arithmetic_N3572_m9_D0,59,4,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N3572_m9_D0,59,7,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N3572_m9_D0,59,13,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N3572_m9_D0,59,19,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N3572_m9_Dc,59,1,12.573344230651855,0.3537213206291199,0.5413935482501984
arithmetic_N3572_m9_Dc,59,4,24.74249267578125,0.0447390116751194,0.9502999782562256
arithmetic_N3572_m9_Dc,59,7,24.74249267578125,0.0447390116751194,0.9502999782562256
arithmetic_N3572_m9_Dc,59,13,24.74249267578125,0.044739012916882835,0.9502999782562256
arithmetic_N3572_m9_Dc,59,19,24.74249267578125,0.04473901415864626,0.9502999782562256
arithmetic_N4084_m7_D0,59,1,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N4084_m7_D0,59,4,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N4084_m7_D0,59,7,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N4084_m7_D0,59,13,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N4084_m7_D0,59,19,19.98065757751465,0.110565684735775,0.881992757320404
arithmetic_N4084_m7_Dc,59,1,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N4084_m7_Dc,59,4,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N4084_m7_Dc,59,7,20.203828811645508,0.10719747096300125,0.8180778622627258
arithmetic_N4084_m7_Dc,59,13,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N4084_m7_Dc,59,19,20.203828811645508,0.10719746847947438,0.8180778622627258
arithmetic_N4084_m8_D0,59,1,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N4084_m8_D0,59,4,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N4084_m8_D0,59,7,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N4084_m8_D0,59,13,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N4084_m8_D0,59,19,22.168834686279297,0.06465142965316772,0.9391287565231323
arithmetic_N4084_m8_Dc,59,1,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N4084_m8_Dc,59,4,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N4084_m8_Dc,59,7,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N4084_m8_Dc,59,13,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N4084_m8_Dc,59,19,22.335779190063477,0.0655493438243866,0.8906079530715942
arithmetic_N4084_m9_D0,59,1,14.780289967854818,0.33998049795627594,0.5579791019360224
arithmetic_N4084_m9_D0,59,4,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N4084_m9_D0,59,7,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N4084_m9_D0,59,13,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N4084_m9_D0,59,19,24.59390640258789,0.04265740513801575,0.9577947854995728
arithmetic_N4084_m9_Dc,59,1,14.948007583618164,0.33561879644791287,0.5154790555437406
arithmetic_N4084_m9_Dc,59,4,24.74249267578125,0.044739012916882835,0.9502999782562256
arithmetic_N4084_m9_Dc,59,7,24.74249267578125,0.04473901415864626,0.9502999782562256
arithmetic_N4084_m9_Dc,59,13,24.74249267578125,0.0447390116751194,0.9502999782562256
arithmetic_N4084_m9_Dc,59,19,24.74249267578125,0.0447390116751194,0.9502999782562256
m8_D0,59,1,12.50867493947347,0.3371914327144623,0.4714575558900833
m8_D0,59,4,22.168834686279297,0.06465142965316772,0.9391287565231323
m8_D0,59,7,22.168834686279297,0.06465142965316772,0.9391287565231323
m8_D0,59,13,22.168834686279297,0.06465142965316772,0.9391287565231323
m8_D0,59,19,22.168834686279297,0.06465142965316772,0.9391287565231323
m8_Dc_only,59,1,12.586084683736166,0.3374495555957158,0.44444827487071353
m8_Dc_only,59,4,22.335779190063477,0.0655493438243866,0.8906079530715942
m8_Dc_only,59,7,22.335779190063477,0.0655493438243866,0.8906079530715942
m8_Dc_only,59,13,22.335779190063477,0.0655493438243866,0.8906079530715942
m8_Dc_only,59,19,22.335779190063477,0.0655493438243866,0.8906079530715942
m8_plus_latent_1024,59,1,18.535303115844727,0.17411352694034576,0.6198083162307739
m8_plus_latent_1024,59,4,23.775469462076824,0.04916873574256897,0.9233213067054749
m8_plus_latent_1024,59,7,24.274819056193035,0.04461760073900223,0.9295662840207418
m8_plus_latent_1024,59,13,25.020596186319988,0.03464920570453008,0.940163234869639
m8_plus_latent_1024,59,19,25.245256423950195,0.03257132197419802,0.944787601629893
m8_plus_latent_512,59,1,16.694067637125652,0.25856781502564746,0.4784267693758011
m8_plus_latent_512,59,4,23.170571009318035,0.058935653418302536,0.9028663833936056
m8_plus_latent_512,59,7,23.360123952229817,0.055992754797140755,0.9108889102935791
m8_plus_latent_512,59,13,23.586483001708984,0.05458908279736837,0.9175854126612345
m8_plus_latent_512,59,19,23.671119054158527,0.054188442726929985,0.921493411064148
m8_receiver_only_refiner,59,1,13.31166140238444,0.3201222022374471,0.4485761374235153
m8_receiver_only_refiner,59,4,22.29391860961914,0.06831328570842743,0.8983370065689087
m8_receiver_only_refiner,59,7,22.297439575195312,0.06828991572062175,0.8982926607131958
m8_receiver_only_refiner,59,13,22.303621292114258,0.06825965146223704,0.8981431722640991
m8_receiver_only_refiner,59,19,22.308887481689453,0.06823563327391942,0.8979114294052124
raw_N3060_m7_D0,59,1,19.848617553710938,0.11116990943749745,0.8813188473383585
raw_N3060_m7_D0,59,4,19.98065757751465,0.110565684735775,0.881992757320404
raw_N3060_m7_D0,59,7,19.98065757751465,0.110565684735775,0.881992757320404
raw_N3060_m7_D0,59,13,19.98065757751465,0.110565684735775,0.881992757320404
raw_N3060_m7_D0,59,19,19.98065757751465,0.110565684735775,0.881992757320404
raw_N3060_m7_Dc,59,1,20.061606725056965,0.10873925934235255,0.814896841843923
raw_N3060_m7_Dc,59,4,20.203828811645508,0.10719746847947438,0.8180778622627258
raw_N3060_m7_Dc,59,7,20.203828811645508,0.10719746847947438,0.8180778622627258
raw_N3060_m7_Dc,59,13,20.203828811645508,0.10719746847947438,0.8180778622627258
raw_N3060_m7_Dc,59,19,20.203828811645508,0.10719747096300125,0.8180778622627258
raw_N3060_m8_D0,59,1,12.50867493947347,0.33719142774740857,0.4714575558900833
raw_N3060_m8_D0,59,4,22.168834686279297,0.06465142965316772,0.9391287565231323
raw_N3060_m8_D0,59,7,22.168834686279297,0.06465142965316772,0.9391287565231323
raw_N3060_m8_D0,59,13,22.168834686279297,0.06465142965316772,0.9391287565231323
raw_N3060_m8_D0,59,19,22.168834686279297,0.06465142965316772,0.9391287565231323
raw_N3060_m8_Dc,59,1,12.586084683736166,0.3374495655298233,0.44444827487071353
raw_N3060_m8_Dc,59,4,22.335779190063477,0.0655493438243866,0.8906079530715942
raw_N3060_m8_Dc,59,7,22.335779190063477,0.0655493438243866,0.8906079530715942
raw_N3060_m8_Dc,59,13,22.335779190063477,0.0655493438243866,0.8906079530715942
raw_N3060_m8_Dc,59,19,22.335779190063477,0.0655493438243866,0.8906079530715942
raw_N3060_m9_D0,59,1,7.999755064646403,0.7325445214907328,-0.03465352579951286
raw_N3060_m9_D0,59,4,11.537672678629557,0.510143001874288,0.2222306045393149
raw_N3060_m9_D0,59,7,24.487303415934246,0.04340868443250656,0.9575326840082804
raw_N3060_m9_D0,59,13,24.59390640258789,0.04265740513801575,0.9577947854995728
raw_N3060_m9_D0,59,19,24.59390640258789,0.04265740513801575,0.9577947854995728
raw_N3060_m9_Dc,59,1,8.068841934204102,0.7320389350255331,-0.03623830589155356
raw_N3060_m9_Dc,59,4,11.602385520935059,0.5090339183807373,0.2204779051244259
raw_N3060_m9_Dc,59,7,24.63089370727539,0.04484877114494642,0.94783616065979
raw_N3060_m9_Dc,59,13,24.74249267578125,0.044739012916882835,0.9502999782562256
raw_N3060_m9_Dc,59,19,24.74249267578125,0.04473901415864626,0.9502999782562256
raw_N3572_m7_D0,59,1,19.98065757751465,0.110565684735775,0.881992757320404
raw_N3572_m7_D0,59,4,19.98065757751465,0.110565684735775,0.881992757320404
raw_N3572_m7_D0,59,7,19.98065757751465,0.110565684735775,0.881992757320404
raw_N3572_m7_D0,59,13,19.98065757751465,0.110565684735775,0.881992757320404
raw_N3572_m7_D0,59,19,19.98065757751465,0.110565684735775,0.881992757320404
raw_N3572_m7_Dc,59,1,20.203828811645508,0.10719746847947438,0.8180778622627258
raw_N3572_m7_Dc,59,4,20.203828811645508,0.10719746847947438,0.8180778622627258
raw_N3572_m7_Dc,59,7,20.203828811645508,0.10719747096300125,0.8180778622627258
raw_N3572_m7_Dc,59,13,20.203828811645508,0.10719746847947438,0.8180778622627258
raw_N3572_m7_Dc,59,19,20.203828811645508,0.10719746847947438,0.8180778622627258
raw_N3572_m8_D0,59,1,21.147628784179688,0.08463887125253677,0.9137285153071085
raw_N3572_m8_D0,59,4,22.168834686279297,0.06465142965316772,0.9391287565231323
raw_N3572_m8_D0,59,7,22.168834686279297,0.06465142965316772,0.9391287565231323
raw_N3572_m8_D0,59,13,22.168834686279297,0.06465142965316772,0.9391287565231323
raw_N3572_m8_D0,59,19,22.168834686279297,0.06465142965316772,0.9391287565231323
raw_N3572_m8_Dc,59,1,21.438975652058918,0.08463978270689647,0.8616934816042582
raw_N3572_m8_Dc,59,4,22.335779190063477,0.0655493438243866,0.8906079530715942
raw_N3572_m8_Dc,59,7,22.335779190063477,0.0655493438243866,0.8906079530715942
raw_N3572_m8_Dc,59,13,22.335779190063477,0.0655493438243866,0.8906079530715942
raw_N3572_m8_Dc,59,19,22.335779190063477,0.0655493438243866,0.8906079530715942
raw_N3572_m9_D0,59,1,8.606563568115234,0.7163572907447815,-0.0010901717469096184
raw_N3572_m9_D0,59,4,20.56976826985677,0.08673364917437236,0.86843874057134
raw_N3572_m9_D0,59,7,24.59390640258789,0.04265740513801575,0.9577947854995728
raw_N3572_m9_D0,59,13,24.59390640258789,0.04265740513801575,0.9577947854995728
raw_N3572_m9_D0,59,19,24.59390640258789,0.04265740513801575,0.9577947854995728
raw_N3572_m9_Dc,59,1,8.702218373616537,0.708638072013855,0.001085627203186353
raw_N3572_m9_Dc,59,4,20.641546885172527,0.08894127731521924,0.8403416673342387
raw_N3572_m9_Dc,59,7,24.74249267578125,0.04473901415864626,0.9502999782562256
raw_N3572_m9_Dc,59,13,24.74249267578125,0.0447390116751194,0.9502999782562256
raw_N3572_m9_Dc,59,19,24.74249267578125,0.0447390116751194,0.9502999782562256
raw_N4084_m7_D0,59,1,19.98065757751465,0.110565684735775,0.881992757320404
raw_N4084_m7_D0,59,4,19.98065757751465,0.110565684735775,0.881992757320404
raw_N4084_m7_D0,59,7,19.98065757751465,0.110565684735775,0.881992757320404
raw_N4084_m7_D0,59,13,19.98065757751465,0.110565684735775,0.881992757320404
raw_N4084_m7_D0,59,19,19.98065757751465,0.110565684735775,0.881992757320404
raw_N4084_m7_Dc,59,1,20.203828811645508,0.10719747096300125,0.8180778622627258
raw_N4084_m7_Dc,59,4,20.203828811645508,0.10719746847947438,0.8180778622627258
