source_index,method_index,waveform_sha256,observation_sha256,snr_db,noise_seed,mse,psnr_db,lpips_alex,dino_cosine,E,header_ok,body_crc_ok,source_overflow_erasure,source_complete,m_actual,payload_bits,mother_bits,coded_slots,length_field,overflow_lower_m,decoded_mode,decoded_label,source_error,header_crc_ok,rx_source_overflow_erasure
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,76f21301b4c9dcec0f746ef08051ba0579ff3e5fd47f921ab57b026df4f1455a,4,4103,0.0221256124747742,16.551048278808594,0.2576960623264313,0.9132012724876404,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,32a00bc6fb7f6e11a404622a79f0d2c20d8970db6e0bcede227606f95054246b,7,4101,0.0221256124747742,16.551048278808594,0.2576960623264313,0.9132012724876404,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,a0c770dec4bd925273fe3424097305ee51969c119ab04901aea10cabafef9afd,7,4102,0.0221256124747742,16.551048278808594,0.25769609212875366,0.9132012724876404,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,924499f63fdb4491a24cdd513c32d1b8ea6199041aaa8ac1ea2723f392b3a311,7,4103,0.0221256124747742,16.551048278808594,0.2576960623264313,0.9132013320922852,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,4eb61dd292524cafe6771031c48a662c7900e4dfb83d815d5c2ec2a346b181ec,13,4101,0.0221256124747742,16.551048278808594,0.2576960623264313,0.9132013320922852,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,e47a44c790609d9cfac53dffc0490b083adb69f0c8820de45e9468a37b853d19,13,4102,0.0221256124747742,16.551048278808594,0.2576960623264313,0.9132013320922852,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,ebba314704b8fb78e84138cf66847523d38a4f0ceaf410260f96728702b47861,13,4103,0.0221256124747742,16.551048278808594,0.25769609212875366,0.9132013320922852,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,a2304c658631c3c156f3d64fc3f94a192c3f8879a5e32a89e31096904fce7645,19,4101,0.0221256124747742,16.551048278808594,0.2576960623264313,0.9132013320922852,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,3115bf623e0c5fcd31f9c50e73de3f6da29a1c3c23462b6004c1936553b5ac6a,19,4102,0.0221256124747742,16.551048278808594,0.2576960623264313,0.9132013320922852,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
333,1,5caceaff9841425b089bdcb866960adf1c898e77c7dbe7d8718c11186cd1dc6e,4691d33df5f5070b441244ea029499d509421c7916fed178f5fb489174644492,19,4103,0.0221256124747742,16.551048278808594,0.2576960623264313,0.9132013320922852,4096.0,True,True,False,True,6,823,1690,3904,823,False,6,333,,True,False
334,1,36f54610ce8e3c1f18cfe097af6a7c0346c4bea064e240de5dd19996fbda594d,44522f9345803206855baf77a039e283d98b44c0da714e3755fdcd410893e5df,1,4101,0.02788243879864385,15.546692848205566,0.3584843873977661,0.8355017900466919,4096.0,True,True,False,True,6,920,1884,3904,920,False,6,334,,True,False
334,1,36f54610ce8e3c1f18cfe097af6a7c0346c4bea064e240de5dd19996fbda594d,9af90706983755d5d7ca0c58f323c57b08f70c3a5e72dd2c65aa034d5077a01e,1,4102,0.02788243879864385,15.546692848205566,0.3584843873977661,0.8355017900466919,4096.0,True,True,False,True,6,920,1884,3904,920,False,6,334,,True,False
334,1,36f54610ce8e3c1f18cfe097af6a7c0346c4bea064e240de5dd19996fbda594d,765f80e7fc0f4de064c3189a01b6b119c5871e64795f2116233da1ccf7ddef51,1,4103,0.02788243879864385,15.546692848205566,0.3584843873977661,0.8355017900466919,4096.0,True,True,False,True,6,920,1884,3904,920,False,6,334,,True,False
334,1,36f54610ce8e3c1f18cfe097af6a7c0346c4bea064e240de5dd19996fbda594d,bb8fb89b6ec81c46caecc1b304de61285df5f6fa0da05f996401b5e7c9e2885b,4,4101,0.02788243879864385,15.546692848205566,0.3584843873977661,0.8355017900466919,4096.0,True,True,False,True,6,920,1884,3904,920,False,6,334,,True,False
334,1,36f54610ce8e3c1f18cfe097af6a7c0346c4bea064e240de5dd19996fbda594d,3ffaa1eb596c1e914f548f85e576be63cc6105f354fd551511a5be29ac40062b,4,4102,0.02788243879864385,15.546692848205566,0.3584843873977661,0.8355017900466919,4096.0,True,True,False,True,6,920,1884,3904,920,False,6,334,,True,False
334,1,36f54610ce8e3c1f18cfe097af6a7c0346c4bea064e240de5dd19996fbda594d,d1cda71ce0410699693461089282488a6b74c9f06a1e886d65488b7e9749f50a,4,4103,0.02788243879864385,15.546692848205566,0.3584843873977661,0.8355017900466919,4096.0,True,True,False,True,6,920,1884,3904,920,False,6,334,,True,False
