method,source_index,snr_db,seed,mse,lpips_alex,normalized_latent,utility
pure_continuous,0,1.0,4101,0.006366194691509008,0.14201730489730835,0.5314267873764038,0.025882193818688393
pure_continuous,1,1.0,4101,0.009070958942174911,0.1747543066740036,0.5587437152862549,0.03213382884860039
pure_continuous,2,1.0,4101,0.004371740855276585,0.11931702494621277,0.4602486491203308,0.020905928686261177
pure_continuous,3,1.0,4101,0.0017587058246135712,0.11292168498039246,0.40912485122680664,0.017142122611403465
pure_continuous,4,1.0,4101,0.004312650300562382,0.11275151371955872,0.462199330329895,0.020209794864058495
pure_continuous,5,1.0,4101,0.0033920821733772755,0.10320265591144562,0.38955092430114746,0.017607856541872025
pure_continuous,6,1.0,4101,0.008107278496026993,0.1681891828775406,0.5247992277145386,0.030174188315868378
pure_continuous,7,1.0,4101,0.01239023171365261,0.15667691826820374,0.7225180864334106,0.035283103585243225
pure_continuous,8,1.0,4101,0.010589193552732468,0.1519111841917038,0.6302004456520081,0.032082315534353256
pure_continuous,9,1.0,4101,0.004988499451428652,0.1038399487733841,0.44914835691452026,0.019863978028297424
pure_continuous,10,1.0,4101,0.00877138040959835,0.13204294443130493,0.8033033609390259,0.0300087071955204
pure_continuous,11,1.0,4101,0.004798417910933495,0.1039796695113182,0.440328449010849,0.01959966868162155
pure_continuous,12,1.0,4101,0.008608194068074226,0.08589040488004684,0.4867592453956604,0.022064827382564545
pure_continuous,13,1.0,4101,0.006654216907918453,0.09322964400053024,0.5867292881011963,0.021844474598765373
pure_continuous,14,1.0,4101,0.009131137281656265,0.11491487920284271,0.5104293823242188,0.0257269199937582
pure_continuous,15,1.0,4101,0.00860309973359108,0.0970308855175972,0.42020565271377563,0.022508244961500168
full_tx_control,0,1.0,4101,0.008631948381662369,0.21636493504047394,0.655009388923645,0.03681853413581848
full_tx_control,1,1.0,4101,0.01184041053056717,0.23769229650497437,0.7335779070854187,0.04294541850686073
full_tx_control,2,1.0,4101,0.00642833486199379,0.17899546027183533,0.4980888068675995,0.02930876985192299
full_tx_control,3,1.0,4101,0.0021212161518633366,0.12285290658473969,0.397845983505249,0.018384966999292374
full_tx_control,4,1.0,4101,0.005743490532040596,0.1885506808757782,0.500038743019104,0.02959894761443138
full_tx_control,5,1.0,4101,0.00397443026304245,0.13087229430675507,0.33299821615219116,0.020391643047332764
full_tx_control,6,1.0,4101,0.010258893482387066,0.19137908518314362,0.5999642610549927,0.03539644554257393
full_tx_control,7,1.0,4101,0.027571409940719604,0.3390803039073944,1.0302621126174927,0.07178205996751785
full_tx_control,8,1.0,4101,0.012593230232596397,0.1994878351688385,0.7839789986610413,0.04038180410861969
full_tx_control,9,1.0,4101,0.010494761168956757,0.23587629199028015,0.5116652250289917,0.039199043065309525
full_tx_control,10,1.0,4101,0.010008054785430431,0.17212696373462677,1.025847315788269,0.0374792255461216
full_tx_control,11,1.0,4101,0.006475134752690792,0.14031179249286652,0.4574371576309204,0.025080686435103416
full_tx_control,12,1.0,4101,0.010661287233233452,0.11039386689662933,0.5152966380119324,0.026853639632463455
full_tx_control,13,1.0,4101,0.008678804151713848,0.13840383291244507,0.7052517533302307,0.02957170456647873
full_tx_control,14,1.0,4101,0.010661831125617027,0.13820044696331024,0.5447763800621033,0.029929639771580696
full_tx_control,15,1.0,4101,0.01012184377759695,0.15075615048408508,0.4165131449699402,0.029362590983510017
light_tx,0,1.0,4101,0.008825215511023998,0.21329519152641296,0.653608500957489,0.03669082000851631
light_tx,1,1.0,4101,0.011924559250473976,0.23360295593738556,0.7335938811302185,0.04262079298496246
light_tx,2,1.0,4101,0.006513906177133322,0.1781666874885559,0.49851369857788086,0.029315711930394173
light_tx,3,1.0,4101,0.002141479169949889,0.12230049073696136,0.39932990074157715,0.01836482807993889
light_tx,4,1.0,4101,0.005892743822187185,0.18353687226772308,0.501956045627594,0.02926599234342575
light_tx,5,1.0,4101,0.0036483141593635082,0.12745843827724457,0.3333762288093567,0.01972792111337185
light_tx,6,1.0,4101,0.010242483578622341,0.1934460550546646,0.6042718887329102,0.03562980890274048
light_tx,7,1.0,4101,0.025714218616485596,0.3250700831413269,1.0305907726287842,0.06852713227272034
light_tx,8,1.0,4101,0.012384288012981415,0.19163131713867188,0.7883071899414062,0.039430491626262665
light_tx,9,1.0,4101,0.009949035942554474,0.23260901868343353,0.5125881433486938,0.03833581879734993
light_tx,10,1.0,4101,0.010151933878660202,0.17531031370162964,1.0335444211959839,0.03801840916275978
light_tx,11,1.0,4101,0.006664212327450514,0.12918643653392792,0.45893213152885437,0.02417217753827572
light_tx,12,1.0,4101,0.010549316182732582,0.109286829829216,0.5182913541793823,0.026660911738872528
light_tx,13,1.0,4101,0.00840440671890974,0.13568955659866333,0.705630898475647,0.029029671102762222
light_tx,14,1.0,4101,0.010813492350280285,0.1386757642030716,0.5466935038566589,0.03014800325036049
light_tx,15,1.0,4101,0.009549195878207684,0.14204055070877075,0.41894739866256714,0.027942726388573647
pure_continuous,0,1.0,4102,0.006044169422239065,0.14779911935329437,0.5344775319099426,0.026168856769800186
pure_continuous,1,1.0,4102,0.009342867881059647,0.17250293493270874,0.5571029186248779,0.03216418996453285
pure_continuous,2,1.0,4102,0.004974774084985256,0.11834108829498291,0.46887749433517456,0.021497657522559166
pure_continuous,3,1.0,4102,0.0019250528421252966,0.10336379706859589,0.41555267572402954,0.01641695946455002
pure_continuous,4,1.0,4102,0.004483358934521675,0.1280621737241745,0.4754258692264557,0.022043833509087563
pure_continuous,5,1.0,4102,0.0020190738141536713,0.0894709900021553,0.3791307210922241,0.014757480472326279
pure_continuous,6,1.0,4102,0.007658326532691717,0.17094562947750092,0.5156093835830688,0.029908984899520874
pure_continuous,7,1.0,4102,0.010614069178700447,0.14317171275615692,0.7290292978286743,0.032221533358097076
pure_continuous,8,1.0,4102,0.011246456764638424,0.1848151683807373,0.6314563155174255,0.03604253754019737
pure_continuous,9,1.0,4102,0.005197139456868172,0.12169257551431656,0.4527076780796051,0.021893475204706192
pure_continuous,10,1.0,4102,0.00764269195497036,0.137972891330719,0.8036307096481323,0.029476288706064224
pure_continuous,11,1.0,4102,0.004853782244026661,0.11443714052438736,0.43979737162590027,0.02069547027349472
pure_continuous,12,1.0,4102,0.00894027017056942,0.11258598417043686,0.48354750871658325,0.02503434382379055
pure_continuous,13,1.0,4102,0.0068810670636594296,0.09798812121152878,0.6001129150390625,0.022681009024381638
pure_continuous,14,1.0,4102,0.009927526116371155,0.12784326076507568,0.5066255331039429,0.027778107672929764
pure_continuous,15,1.0,4102,0.006982961669564247,0.07983623445034027,0.40882551670074463,0.019054841250181198
full_tx_control,0,1.0,4102,0.009376544505357742,0.22954444587230682,0.6428036689758301,0.0387590266764164
full_tx_control,1,1.0,4102,0.011182067915797234,0.20383049547672272,0.6741850972175598,0.03830697014927864
full_tx_control,2,1.0,4102,0.005762503948062658,0.1525755375623703,0.47570234537124634,0.02577708289027214
full_tx_control,3,1.0,4102,0.003524443134665489,0.16952118277549744,0.43752846121788025,0.0248518455773592
full_tx_control,4,1.0,4102,0.016503196209669113,0.26212549209594727,0.5627468228340149,0.04834321141242981
