method,source_index,snr_db,seed,mse,lpips_alex,normalized_latent,utility
pure_continuous,0,1.0,4101,0.005873450543731451,0.1362711787223816,0.5146170258522034,0.024646738544106483
pure_continuous,1,1.0,4101,0.008962070569396019,0.1644257754087448,0.5407799482345581,0.030812447890639305
pure_continuous,2,1.0,4101,0.004723686724901199,0.11748329550027847,0.4495176374912262,0.020967192947864532
pure_continuous,3,1.0,4101,0.0029312975239008665,0.09945008903741837,0.41143953800201416,0.016990702599287033
pure_continuous,4,1.0,4101,0.0045374310575425625,0.10666866600513458,0.4618571102619171,0.019822869449853897
pure_continuous,5,1.0,4101,0.0029889647848904133,0.10332273691892624,0.3931346535682678,0.017252586781978607
pure_continuous,6,1.0,4101,0.008157983422279358,0.15683719515800476,0.5107607245445251,0.02894931100308895
pure_continuous,7,1.0,4101,0.011673572473227978,0.14779731631278992,0.6952180862426758,0.03340548649430275
pure_continuous,8,1.0,4101,0.010084465146064758,0.15200217068195343,0.6112778186798096,0.03139745816588402
pure_continuous,9,1.0,4101,0.004826509393751621,0.10107036679983139,0.4460395872592926,0.01939394138753414
pure_continuous,10,1.0,4101,0.007857817225158215,0.13351185619831085,0.7792860269546509,0.029001863673329353
pure_continuous,11,1.0,4101,0.004656599834561348,0.10303161293268204,0.43488502502441406,0.019308611750602722
pure_continuous,12,1.0,4101,0.007507998496294022,0.07257640361785889,0.4697621464729309,0.01946325972676277
pure_continuous,13,1.0,4101,0.005954799707978964,0.08922047913074493,0.561622142791748,0.020493069663643837
pure_continuous,14,1.0,4101,0.008820819668471813,0.11513524502515793,0.49832311272621155,0.02531757578253746
pure_continuous,15,1.0,4101,0.007823183201253414,0.09037318825721741,0.41644155979156494,0.0210249163210392
pure_continuous,0,1.0,4102,0.005676427390426397,0.13509511947631836,0.5168148279190063,0.02435408905148506
pure_continuous,1,1.0,4102,0.009554723277688026,0.16444849967956543,0.5343215465545654,0.03134278953075409
pure_continuous,2,1.0,4102,0.005457093473523855,0.111673504114151,0.45584917068481445,0.021182935684919357
pure_continuous,3,1.0,4102,0.0023381728678941727,0.09098736941814423,0.41553401947021484,0.015592250972986221
pure_continuous,4,1.0,4102,0.004752359353005886,0.11340701580047607,0.47199106216430664,0.020812971517443657
pure_continuous,5,1.0,4102,0.0016009248793125153,0.0763130635023117,0.3834012746810913,0.013066244311630726
pure_continuous,6,1.0,4102,0.00725358072668314,0.15621784329414368,0.5024536848068237,0.027899902313947678
pure_continuous,7,1.0,4102,0.010092310607433319,0.13491912186145782,0.7014625072479248,0.030598849058151245
pure_continuous,8,1.0,4102,0.012240413576364517,0.1863504946231842,0.6170672178268433,0.03704613447189331
pure_continuous,9,1.0,4102,0.004937552846968174,0.11689962446689606,0.44903331995010376,0.02111784927546978
pure_continuous,10,1.0,4102,0.006914704106748104,0.13495539128780365,0.7778524160385132,0.028188766911625862
pure_continuous,11,1.0,4102,0.0049950964748859406,0.10804750770330429,0.4334583878517151,0.02013443037867546
pure_continuous,12,1.0,4102,0.008768902160227299,0.10886295139789581,0.4615115225315094,0.0242703128606081
pure_continuous,13,1.0,4102,0.006342414766550064,0.086760513484478,0.5780166387557983,0.020798632875084877
pure_continuous,14,1.0,4102,0.009091904386878014,0.12188681215047836,0.49398088455200195,0.026220396161079407
pure_continuous,15,1.0,4102,0.00683206133544445,0.0728888213634491,0.4092913866043091,0.01821385696530342
pure_continuous,0,1.0,4103,0.006331342738121748,0.15129846334457397,0.529228687286377,0.02675347588956356
pure_continuous,1,1.0,4103,0.009168706834316254,0.17146943509578705,0.5368292331695557,0.031683944165706635
pure_continuous,2,1.0,4103,0.005989698227494955,0.1282162368297577,0.4703889489173889,0.023515213280916214
pure_continuous,3,1.0,4103,0.0021922620944678783,0.10679799318313599,0.4312053918838501,0.017184114083647728
pure_continuous,4,1.0,4103,0.0052826255559921265,0.12098599970340729,0.47097837924957275,0.022091008722782135
pure_continuous,5,1.0,4103,0.002456649672240019,0.08288831263780594,0.39156728982925415,0.0146611537784338
pure_continuous,6,1.0,4103,0.0073581538163125515,0.16258138418197632,0.4996575117111206,0.02861286886036396
pure_continuous,7,1.0,4103,0.012631039135158062,0.14726217091083527,0.6946841478347778,0.034304097294807434
pure_continuous,8,1.0,4103,0.009832698851823807,0.16465124487876892,0.5985876321792603,0.03228370100259781
pure_continuous,9,1.0,4103,0.004237305372953415,0.1199958324432373,0.44766947627067566,0.02071358449757099
pure_continuous,10,1.0,4103,0.008360316045582294,0.14789877831935883,0.7835456132888794,0.030985649675130844
pure_continuous,11,1.0,4103,0.005127076059579849,0.08710765838623047,0.4251154363155365,0.018088996410369873
pure_continuous,12,1.0,4103,0.008050240576267242,0.10391168296337128,0.47272825241088867,0.023168690502643585
pure_continuous,13,1.0,4103,0.006025824695825577,0.10247600823640823,0.5690910816192627,0.021964337676763535
