method,source_index,snr_db,seed,mse,lpips_alex,normalized_latent,utility
pure_continuous,0,1.0,4101,0.04611216112971306,0.6663057208061218,1.207011342048645,0.12481284886598587
pure_continuous,1,1.0,4101,0.05867692083120346,0.7066446542739868,1.3197534084320068,0.14253893494606018
pure_continuous,2,1.0,4101,0.05392906069755554,0.746595561504364,1.101515769958496,0.13960377871990204
pure_continuous,3,1.0,4101,0.1045961007475853,0.7964922785758972,1.040188193321228,0.19464720785617828
pure_continuous,4,1.0,4101,0.11572771519422531,0.7771989107131958,1.2093992233276367,0.20554159581661224
pure_continuous,5,1.0,4101,0.05369199067354202,0.7217259407043457,0.8390563726425171,0.13425515592098236
pure_continuous,6,1.0,4101,0.09265713393688202,0.7267962098121643,1.2760800123214722,0.17809756100177765
pure_continuous,7,1.0,4101,0.08447198569774628,0.7311211228370667,1.6364741325378418,0.17394883930683136
pure_continuous,8,1.0,4101,0.07273268699645996,0.7603862881660461,1.4769459962844849,0.163540780544281
pure_continuous,9,1.0,4101,0.06669948995113373,0.7841801643371582,1.0263007879257202,0.155380517244339
pure_continuous,10,1.0,4101,0.05160970613360405,0.8282830119132996,1.8693642616271973,0.1531316488981247
pure_continuous,11,1.0,4101,0.019183410331606865,0.6815142035484314,0.946243941783905,0.09679727256298065
pure_continuous,12,1.0,4101,0.07079806923866272,0.6005887389183044,1.1090099811553955,0.14194704592227936
pure_continuous,13,1.0,4101,0.03825928270816803,0.6775797009468079,1.340841293334961,0.11942566931247711
pure_continuous,14,1.0,4101,0.13045871257781982,0.7008802890777588,1.1623120307922363,0.2121698558330536
pure_continuous,15,1.0,4101,0.08969135582447052,0.7254500985145569,0.9210313558578491,0.17144668102264404
full_tx_control,0,1.0,4101,0.008553655818104744,0.2096141129732132,0.6558477282524109,0.03607354313135147
full_tx_control,1,1.0,4101,0.012396189384162426,0.24129478633403778,0.7328823804855347,0.0438544899225235
full_tx_control,2,1.0,4101,0.0066870092414319515,0.17910471558570862,0.4995989203453064,0.029593469575047493
full_tx_control,3,1.0,4101,0.0019898852333426476,0.12089087069034576,0.3964845538139343,0.018043817952275276
full_tx_control,4,1.0,4101,0.006147404201328754,0.18779274821281433,0.5041664838790894,0.029968345537781715
full_tx_control,5,1.0,4101,0.004270334728062153,0.14781132340431213,0.3344132900238037,0.022395599633455276
full_tx_control,6,1.0,4101,0.009896865114569664,0.1902608871459961,0.6061686277389526,0.03498464077711105
full_tx_control,7,1.0,4101,0.028496047481894493,0.33975839614868164,1.0291472673416138,0.0727633610367775
full_tx_control,8,1.0,4101,0.01259525865316391,0.19768382608890533,0.7903648018836975,0.04026728868484497
full_tx_control,9,1.0,4101,0.011101941578090191,0.2152278572320938,0.5115891098976135,0.037740617990493774
full_tx_control,10,1.0,4101,0.010350569151341915,0.1662401258945465,1.0289274454116821,0.03726385533809662
full_tx_control,11,1.0,4101,0.006903113331645727,0.14973048865795135,0.4581817388534546,0.026457980275154114
full_tx_control,12,1.0,4101,0.010637562721967697,0.11052809655666351,0.5196541547775269,0.026886913925409317
full_tx_control,13,1.0,4101,0.008602097630500793,0.13656313717365265,0.7077367901802063,0.029335780069231987
full_tx_control,14,1.0,4101,0.01082334853708744,0.14095056056976318,0.5428787469863892,0.03034719079732895
full_tx_control,15,1.0,4101,0.010286225937306881,0.1418050229549408,0.4163636863231659,0.028630364686250687
light_tx,0,1.0,4101,0.00885714590549469,0.20607897639274597,0.6557790040969849,0.03602283447980881
light_tx,1,1.0,4101,0.012297367677092552,0.2404535412788391,0.7319139242172241,0.04366185888648033
light_tx,2,1.0,4101,0.00671902671456337,0.17513245344161987,0.4981684684753418,0.029213957488536835
light_tx,3,1.0,4101,0.0020532398484647274,0.12152999639511108,0.39468109607696533,0.018153050914406776
light_tx,4,1.0,4101,0.006419082637876272,0.1901283860206604,0.5054713487625122,0.030486635863780975
light_tx,5,1.0,4101,0.004250580910593271,0.13993488252162933,0.33399301767349243,0.021583998575806618
light_tx,6,1.0,4101,0.009896671399474144,0.19020721316337585,0.6065496802330017,0.034982889890670776
light_tx,7,1.0,4101,0.025921057909727097,0.32452669739723206,1.0299570560455322,0.06867329776287079
light_tx,8,1.0,4101,0.012468080967664719,0.19195666909217834,0.7899417281150818,0.03956316411495209
light_tx,9,1.0,4101,0.01045161671936512,0.21759994328022003,0.5135087966918945,0.037346698343753815
light_tx,10,1.0,4101,0.010326815769076347,0.1673019975423813,1.0285849571228027,0.0373428650200367
light_tx,11,1.0,4101,0.006945026572793722,0.14300821721553802,0.45838943123817444,0.025829743593931198
light_tx,12,1.0,4101,0.01063597947359085,0.11072248965501785,0.5193370580673218,0.026901599019765854
light_tx,13,1.0,4101,0.008470176719129086,0.13321912288665771,0.7089628577232361,0.02888171747326851
light_tx,14,1.0,4101,0.010673904791474342,0.1385975480079651,0.5421664118766785,0.029955323785543442
light_tx,15,1.0,4101,0.009911036118865013,0.1369091272354126,0.4143974781036377,0.02774592489004135
pure_continuous,0,1.0,4102,0.051941897720098495,0.6758334636688232,1.2325832843780518,0.13185107707977295
pure_continuous,1,1.0,4102,0.05255237966775894,0.6758517622947693,1.3057503700256348,0.13319505751132965
pure_continuous,2,1.0,4102,0.05478334426879883,0.7497998476028442,1.0865124464035034,0.14062845706939697
pure_continuous,3,1.0,4102,0.1055755466222763,0.806387186050415,1.0343647003173828,0.1965579092502594
pure_continuous,4,1.0,4102,0.1185094565153122,0.7818812131881714,1.233424186706543,0.2090318202972412
pure_continuous,5,1.0,4102,0.04844849556684494,0.7049605250358582,0.8321563005447388,0.12726610898971558
pure_continuous,6,1.0,4102,0.09387028217315674,0.7277160286903381,1.2623928785324097,0.1792658269405365
