method,source_index,snr_db,seed,mse,lpips,utility
raw_N4084_m8_Dc,0,1.0,4101,0.007745242755205854,0.16611003875732422,0.02435624663093828
raw_N4084_m8_Dc,0,1.0,4102,0.007615596909906454,0.1655764877796173,0.024173245687868185
raw_N4084_m8_Dc,0,1.0,4103,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,4.0,4101,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,4.0,4102,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,4.0,4103,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,7.0,4101,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,7.0,4102,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,7.0,4103,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,13.0,4101,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,13.0,4102,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,13.0,4103,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,19.0,4101,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,19.0,4102,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,0,19.0,4103,0.007516754213954086,0.15857872366905212,0.0233746265808593
raw_N4084_m8_Dc,1,1.0,4101,0.013327526818854704,0.21217478811740875,0.03454500563059558
raw_N4084_m8_Dc,1,1.0,4102,0.03946592673286725,0.3551466763019562,0.07498059436306287
raw_N4084_m8_Dc,1,1.0,4103,0.014023484102757834,0.2215489149093628,0.03617837559369411
raw_N4084_m8_Dc,1,4.0,4101,0.013178147216606196,0.21449695527553558,0.034627842744159754
raw_N4084_m8_Dc,1,4.0,4102,0.013178147216606196,0.21449695527553558,0.034627842744159754
raw_N4084_m8_Dc,1,4.0,4103,0.013178147216606196,0.2144969403743744,0.03462784125404364
raw_N4084_m8_Dc,1,7.0,4101,0.013178147216606196,0.21449695527553558,0.034627842744159754
raw_N4084_m8_Dc,1,7.0,4102,0.013178147216606196,0.21449695527553558,0.034627842744159754
raw_N4084_m8_Dc,1,7.0,4103,0.013178147216606196,0.21449695527553558,0.034627842744159754
raw_N4084_m8_Dc,1,13.0,4101,0.013178147216606196,0.2144969403743744,0.03462784125404364
raw_N4084_m8_Dc,1,13.0,4102,0.013178147216606196,0.21449695527553558,0.034627842744159754
raw_N4084_m8_Dc,1,13.0,4103,0.013178147216606196,0.2144969403743744,0.03462784125404364
raw_N4084_m8_Dc,1,19.0,4101,0.013178147216606196,0.21449695527553558,0.034627842744159754
raw_N4084_m8_Dc,1,19.0,4102,0.013178147216606196,0.2144969403743744,0.03462784125404364
raw_N4084_m8_Dc,1,19.0,4103,0.013178147216606196,0.21449695527553558,0.034627842744159754
raw_N4084_m8_Dc,2,1.0,4101,0.005650869132111656,0.14481805264949799,0.020132674397061456
raw_N4084_m8_Dc,2,1.0,4102,0.0064614105905215075,0.1454864740371704,0.02101005799423855
raw_N4084_m8_Dc,2,1.0,4103,0.006034800506110769,0.14118504524230957,0.020153305030341725
raw_N4084_m8_Dc,2,4.0,4101,0.005690764732819914,0.1514412760734558,0.020834892340165497
raw_N4084_m8_Dc,2,4.0,4102,0.005690764732819914,0.1514412760734558,0.020834892340165497
raw_N4084_m8_Dc,2,4.0,4103,0.005690764732819914,0.1514412760734558,0.020834892340165497
raw_N4084_m8_Dc,2,7.0,4101,0.005690764732819914,0.15144126117229462,0.020834890850049376
raw_N4084_m8_Dc,2,7.0,4102,0.005690764732819914,0.1514412760734558,0.020834892340165497
raw_N4084_m8_Dc,2,7.0,4103,0.005690764732819914,0.1514412760734558,0.020834892340165497
raw_N4084_m8_Dc,2,13.0,4101,0.005690764732819914,0.1514412760734558,0.020834892340165497
raw_N4084_m8_Dc,2,13.0,4102,0.005690764732819914,0.15144126117229462,0.020834890850049376
raw_N4084_m8_Dc,2,13.0,4103,0.005690764732819914,0.1514412760734558,0.020834892340165497
raw_N4084_m8_Dc,2,19.0,4101,0.005690764732819914,0.1514412760734558,0.020834892340165497
raw_N4084_m8_Dc,2,19.0,4102,0.005690764732819914,0.1514412760734558,0.020834892340165497
raw_N4084_m8_Dc,2,19.0,4103,0.005690764732819914,0.15144126117229462,0.020834890850049376
raw_N4084_m8_Dc,3,1.0,4101,0.0020146844706874327,0.0942903459072113,0.011443719061408564
raw_N4084_m8_Dc,3,1.0,4102,0.0018838203415708573,0.10011617094278336,0.011895437435849194
raw_N4084_m8_Dc,3,1.0,4103,0.012610010449889532,0.2051425278186798,0.03312426323175752
raw_N4084_m8_Dc,3,4.0,4101,0.0019923499160410365,0.08876064419746399,0.010868414335787436
raw_N4084_m8_Dc,3,4.0,4102,0.0019923499160410365,0.08876064419746399,0.010868414335787436
raw_N4084_m8_Dc,3,4.0,4103,0.0019923499160410365,0.08876064419746399,0.010868414335787436
raw_N4084_m8_Dc,3,7.0,4101,0.0019923499160410365,0.08876064419746399,0.010868414335787436
raw_N4084_m8_Dc,3,7.0,4102,0.0019923499160410365,0.08876064419746399,0.010868414335787436
raw_N4084_m8_Dc,3,7.0,4103,0.0019923499160410365,0.08876064419746399,0.010868414335787436
raw_N4084_m8_Dc,3,13.0,4101,0.0019923499160410365,0.08876065164804459,0.010868415080845496
raw_N4084_m8_Dc,3,13.0,4102,0.0019923499160410365,0.08876064419746399,0.010868414335787436
raw_N4084_m8_Dc,3,13.0,4103,0.0019923499160410365,0.08876065164804459,0.010868415080845496
raw_N4084_m8_Dc,3,19.0,4101,0.0019923499160410365,0.08876064419746399,0.010868414335787436
raw_N4084_m8_Dc,3,19.0,4102,0.0019923499160410365,0.08876065164804459,0.010868415080845496
raw_N4084_m8_Dc,3,19.0,4103,0.0019923499160410365,0.08876064419746399,0.010868414335787436
raw_N4084_m8_Dc,4,1.0,4101,0.004956350491390585,0.12484148889780045,0.01744049938117063
raw_N4084_m8_Dc,4,1.0,4102,0.005750059724837831,0.1374482959508896,0.01949488931992679
raw_N4084_m8_Dc,4,1.0,4103,0.004254738483168422,0.11442739516496658,0.01569747799966508
raw_N4084_m8_Dc,4,4.0,4101,0.004254738483168422,0.11442740261554718,0.01569747874472314
raw_N4084_m8_Dc,4,4.0,4102,0.004254738483168422,0.11442739516496658,0.01569747799966508
raw_N4084_m8_Dc,4,4.0,4103,0.004254738483168422,0.11442739516496658,0.01569747799966508
raw_N4084_m8_Dc,4,7.0,4101,0.004254738483168422,0.11442739516496658,0.01569747799966508
raw_N4084_m8_Dc,4,7.0,4102,0.004254738483168422,0.11442740261554718,0.01569747874472314
raw_N4084_m8_Dc,4,7.0,4103,0.004254738483168422,0.11442739516496658,0.01569747799966508
raw_N4084_m8_Dc,4,13.0,4101,0.004254738483168422,0.11442740261554718,0.01569747874472314
raw_N4084_m8_Dc,4,13.0,4102,0.004254738483168422,0.11442739516496658,0.01569747799966508
raw_N4084_m8_Dc,4,13.0,4103,0.004254738483168422,0.11442740261554718,0.01569747874472314
raw_N4084_m8_Dc,4,19.0,4101,0.004254738483168422,0.11442739516496658,0.01569747799966508
raw_N4084_m8_Dc,4,19.0,4102,0.004254738483168422,0.11442740261554718,0.01569747874472314
raw_N4084_m8_Dc,4,19.0,4103,0.004254738483168422,0.11442739516496658,0.01569747799966508
raw_N4084_m8_Dc,5,1.0,4101,0.007423513013356735,0.18745474517345428,0.026168987530702164
raw_N4084_m8_Dc,5,1.0,4102,0.0036251277089165046,0.11804801225662231,0.015429928934578736
raw_N4084_m8_Dc,5,1.0,4103,0.002343352217852747,0.1057063415646553,0.012913986374318277
raw_N4084_m8_Dc,5,4.0,4101,0.002136824939340595,0.10276539623737335,0.012413364563077931
raw_N4084_m8_Dc,5,4.0,4102,0.002136824939340595,0.10276539623737335,0.012413364563077931
raw_N4084_m8_Dc,5,4.0,4103,0.002136824939340595,0.10276539623737335,0.012413364563077931
raw_N4084_m8_Dc,5,7.0,4101,0.002136824939340595,0.10276538878679276,0.012413363818019873
raw_N4084_m8_Dc,5,7.0,4102,0.002136824939340595,0.10276539623737335,0.012413364563077931
raw_N4084_m8_Dc,5,7.0,4103,0.002136824939340595,0.10276539623737335,0.012413364563077931
raw_N4084_m8_Dc,5,13.0,4101,0.002136824939340595,0.10276539623737335,0.012413364563077931
raw_N4084_m8_Dc,5,13.0,4102,0.002136824939340595,0.10276538878679276,0.012413363818019873
raw_N4084_m8_Dc,5,13.0,4103,0.002136824939340595,0.10276539623737335,0.012413364563077931
raw_N4084_m8_Dc,5,19.0,4101,0.002136824939340595,0.10276539623737335,0.012413364563077931
raw_N4084_m8_Dc,5,19.0,4102,0.002136824939340595,0.10276539623737335,0.012413364563077931
raw_N4084_m8_Dc,5,19.0,4103,0.002136824939340595,0.10276538878679276,0.012413363818019873
raw_N4084_m8_Dc,6,1.0,4101,0.013215959804717136,0.21126753091812134,0.03434271289652927
raw_N4084_m8_Dc,6,1.0,4102,0.012618203968559052,0.20856072008609772,0.03347427597716882
raw_N4084_m8_Dc,6,1.0,4103,0.01175501631114113,0.20233803987503052,0.03198882029864418
raw_N4084_m8_Dc,6,4.0,4101,0.011642993201245018,0.19402723014354706,0.031045716215599727
raw_N4084_m8_Dc,6,4.0,4102,0.011642993201245018,0.19402723014354706,0.031045716215599727
raw_N4084_m8_Dc,6,4.0,4103,0.011642993201245018,0.19402723014354706,0.031045716215599727
raw_N4084_m8_Dc,6,7.0,4101,0.011642993201245018,0.19402721524238586,0.031045714725483606
raw_N4084_m8_Dc,6,7.0,4102,0.011642993201245018,0.19402723014354706,0.031045716215599727
raw_N4084_m8_Dc,6,7.0,4103,0.011642993201245018,0.19402721524238586,0.031045714725483606
raw_N4084_m8_Dc,6,13.0,4101,0.011642993201245018,0.19402723014354706,0.031045716215599727
raw_N4084_m8_Dc,6,13.0,4102,0.011642993201245018,0.19402723014354706,0.031045716215599727
raw_N4084_m8_Dc,6,13.0,4103,0.011642993201245018,0.19402723014354706,0.031045716215599727
raw_N4084_m8_Dc,6,19.0,4101,0.011642993201245018,0.19402721524238586,0.031045714725483606
raw_N4084_m8_Dc,6,19.0,4102,0.011642993201245018,0.19402723014354706,0.031045716215599727
raw_N4084_m8_Dc,6,19.0,4103,0.011642993201245018,0.19402723014354706,0.031045716215599727
raw_N4084_m8_Dc,7,1.0,4101,0.02554824254803098,0.22906139492988586,0.04845438204101957
raw_N4084_m8_Dc,7,1.0,4102,0.022099365590773752,0.22049427032470703,0.044148792623244455
raw_N4084_m8_Dc,7,1.0,4103,0.0173172317843582,0.19386611878871918,0.03670384366323012
raw_N4084_m8_Dc,7,4.0,4101,0.0173172317843582,0.19386611878871918,0.03670384366323012
raw_N4084_m8_Dc,7,4.0,4102,0.0173172317843582,0.19386611878871918,0.03670384366323012
raw_N4084_m8_Dc,7,4.0,4103,0.0173172317843582,0.19386610388755798,0.036703842173113996
raw_N4084_m8_Dc,7,7.0,4101,0.0173172317843582,0.19386611878871918,0.03670384366323012
raw_N4084_m8_Dc,7,7.0,4102,0.0173172317843582,0.19386611878871918,0.03670384366323012
raw_N4084_m8_Dc,7,7.0,4103,0.0173172317843582,0.19386611878871918,0.03670384366323012
raw_N4084_m8_Dc,7,13.0,4101,0.0173172317843582,0.19386610388755798,0.036703842173113996
raw_N4084_m8_Dc,7,13.0,4102,0.0173172317843582,0.19386610388755798,0.036703842173113996
raw_N4084_m8_Dc,7,13.0,4103,0.0173172317843582,0.19386611878871918,0.03670384366323012
raw_N4084_m8_Dc,7,19.0,4101,0.0173172317843582,0.19386611878871918,0.03670384366323012
raw_N4084_m8_Dc,7,19.0,4102,0.0173172317843582,0.19386610388755798,0.036703842173113996
raw_N4084_m8_Dc,7,19.0,4103,0.0173172317843582,0.19386610388755798,0.036703842173113996
raw_N4084_m8_Dc,8,1.0,4101,0.015080842285410349,0.1761464625597,0.03269548854138035
raw_N4084_m8_Dc,8,1.0,4102,0.019480666233139113,0.2105950564146042,0.04054017187459953
raw_N4084_m8_Dc,8,1.0,4103,0.0166470586322279,0.18487700819969177,0.03513475945219708
raw_N4084_m8_Dc,8,4.0,4101,0.015083372580443583,0.17550137639045715,0.0326335102194893
raw_N4084_m8_Dc,8,4.0,4102,0.015083372580443583,0.17550134658813477,0.032633507239257065
raw_N4084_m8_Dc,8,4.0,4103,0.015083372580443583,0.17550137639045715,0.0326335102194893
raw_N4084_m8_Dc,8,7.0,4101,0.015083372580443583,0.17550134658813477,0.032633507239257065
raw_N4084_m8_Dc,8,7.0,4102,0.015083372580443583,0.17550137639045715,0.0326335102194893
raw_N4084_m8_Dc,8,7.0,4103,0.015083372580443583,0.17550134658813477,0.032633507239257065
raw_N4084_m8_Dc,8,13.0,4101,0.015083372580443583,0.17550137639045715,0.0326335102194893
raw_N4084_m8_Dc,8,13.0,4102,0.015083372580443583,0.17550134658813477,0.032633507239257065
raw_N4084_m8_Dc,8,13.0,4103,0.015083372580443583,0.17550137639045715,0.0326335102194893
raw_N4084_m8_Dc,8,19.0,4101,0.015083372580443583,0.17550134658813477,0.032633507239257065
raw_N4084_m8_Dc,8,19.0,4102,0.015083372580443583,0.17550137639045715,0.0326335102194893
raw_N4084_m8_Dc,8,19.0,4103,0.015083372580443583,0.17550134658813477,0.032633507239257065
raw_N4084_m8_Dc,9,1.0,4101,0.005694727484284861,0.12056169658899307,0.017750897143184168
raw_N4084_m8_Dc,9,1.0,4102,0.006014445512681346,0.11595933139324188,0.017610378652005536
raw_N4084_m8_Dc,9,1.0,4103,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,9,4.0,4101,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,9,4.0,4102,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,9,4.0,4103,0.005626135529849009,0.11140057444572449,0.01676619297442146
raw_N4084_m8_Dc,9,7.0,4101,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,9,7.0,4102,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,9,7.0,4103,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,9,13.0,4101,0.005626135529849009,0.11140057444572449,0.01676619297442146
raw_N4084_m8_Dc,9,13.0,4102,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,9,13.0,4103,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,9,19.0,4101,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,9,19.0,4102,0.005626135529849009,0.11140057444572449,0.01676619297442146
raw_N4084_m8_Dc,9,19.0,4103,0.005626135529849009,0.11140056699514389,0.0167661922293634
raw_N4084_m8_Dc,10,1.0,4101,0.013079951695588714,0.19222429394721985,0.0323023810903107
raw_N4084_m8_Dc,10,1.0,4102,0.013868380760637395,0.19197574257850647,0.033065955018488045
raw_N4084_m8_Dc,10,1.0,4103,0.013279861636158371,0.19303405284881592,0.032583266921039966
raw_N4084_m8_Dc,10,4.0,4101,0.01244324092062518,0.18069085478782654,0.030512326399407833
raw_N4084_m8_Dc,10,4.0,4102,0.01244324092062518,0.18069085478782654,0.030512326399407833
raw_N4084_m8_Dc,10,4.0,4103,0.01244324092062518,0.18069085478782654,0.030512326399407833
raw_N4084_m8_Dc,10,7.0,4101,0.01244324092062518,0.18069086968898773,0.030512327889523953
raw_N4084_m8_Dc,10,7.0,4102,0.01244324092062518,0.18069085478782654,0.030512326399407833
raw_N4084_m8_Dc,10,7.0,4103,0.01244324092062518,0.18069085478782654,0.030512326399407833
raw_N4084_m8_Dc,10,13.0,4101,0.01244324092062518,0.18069085478782654,0.030512326399407833
raw_N4084_m8_Dc,10,13.0,4102,0.01244324092062518,0.18069086968898773,0.030512327889523953
raw_N4084_m8_Dc,10,13.0,4103,0.01244324092062518,0.18069085478782654,0.030512326399407833
raw_N4084_m8_Dc,10,19.0,4101,0.01244324092062518,0.18069085478782654,0.030512326399407833
raw_N4084_m8_Dc,10,19.0,4102,0.01244324092062518,0.18069085478782654,0.030512326399407833
raw_N4084_m8_Dc,10,19.0,4103,0.01244324092062518,0.18069086968898773,0.030512327889523953
raw_N4084_m8_Dc,11,1.0,4101,0.008513958535641365,0.15053844451904297,0.023567802987545662
raw_N4084_m8_Dc,11,1.0,4102,0.007253395252139251,0.1127411425113678,0.01852750950327603
raw_N4084_m8_Dc,11,1.0,4103,0.0063319783471973996,0.1084553673863411,0.01717751508583151
raw_N4084_m8_Dc,11,4.0,4101,0.006292333343471206,0.10655079782009125,0.016947413125480332
raw_N4084_m8_Dc,11,4.0,4102,0.006292333343471206,0.10655079036951065,0.016947412380422272
raw_N4084_m8_Dc,11,4.0,4103,0.006292333343471206,0.10655079036951065,0.016947412380422272
