method,source_index,snr_db,seed,mse,lpips,utility
arithmetic_N4084_m9_Dc,0,1.0,4101,0.03361090434679306,0.465383380651474,0.08014924241194046
arithmetic_N4084_m9_Dc,0,1.0,4102,0.038049843826344194,0.507836103439331,0.0888334541702773
arithmetic_N4084_m9_Dc,0,1.0,4103,0.027969742061585038,0.4470386505126953,0.07267360711285457
arithmetic_N4084_m9_Dc,0,4.0,4101,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,4.0,4102,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,4.0,4103,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,7.0,4101,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,7.0,4102,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,7.0,4103,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,13.0,4101,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,13.0,4102,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,13.0,4103,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,19.0,4101,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,19.0,4102,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,0,19.0,4103,0.00516087285515762,0.1258692592382431,0.01774779877898193
arithmetic_N4084_m9_Dc,1,1.0,4101,0.08464415046508142,0.7088756561279297,0.1555317160778744
arithmetic_N4084_m9_Dc,1,1.0,4102,0.04439416554833011,0.473422646522522,0.09173643020058231
arithmetic_N4084_m9_Dc,1,1.0,4103,0.03448618465081076,0.5087623596191406,0.08536242061272484
arithmetic_N4084_m9_Dc,1,4.0,4101,0.01039614229709279,0.17519758641719818,0.02791590093881261
arithmetic_N4084_m9_Dc,1,4.0,4102,0.01039614229709279,0.17519758641719818,0.02791590093881261
arithmetic_N4084_m9_Dc,1,4.0,4103,0.01039614229709279,0.175197571516037,0.02791589944869649
arithmetic_N4084_m9_Dc,1,7.0,4101,0.01039614229709279,0.175197571516037,0.02791589944869649
arithmetic_N4084_m9_Dc,1,7.0,4102,0.01039614229709279,0.17519758641719818,0.02791590093881261
arithmetic_N4084_m9_Dc,1,7.0,4103,0.01039614229709279,0.17519758641719818,0.02791590093881261
arithmetic_N4084_m9_Dc,1,13.0,4101,0.01039614229709279,0.175197571516037,0.02791589944869649
arithmetic_N4084_m9_Dc,1,13.0,4102,0.01039614229709279,0.175197571516037,0.02791589944869649
arithmetic_N4084_m9_Dc,1,13.0,4103,0.01039614229709279,0.17519758641719818,0.02791590093881261
arithmetic_N4084_m9_Dc,1,19.0,4101,0.01039614229709279,0.17519758641719818,0.02791590093881261
arithmetic_N4084_m9_Dc,1,19.0,4102,0.01039614229709279,0.175197571516037,0.02791589944869649
arithmetic_N4084_m9_Dc,1,19.0,4103,0.01039614229709279,0.175197571516037,0.02791589944869649
arithmetic_N4084_m9_Dc,2,1.0,4101,0.023801643234788426,0.3545757830142975,0.05925922153621818
arithmetic_N4084_m9_Dc,2,1.0,4102,0.01933400518604114,0.3086141049861908,0.050195415684660225
arithmetic_N4084_m9_Dc,2,1.0,4103,0.03823033838670256,0.4509789049625397,0.08332822888295653
arithmetic_N4084_m9_Dc,2,4.0,4101,0.004001199523699801,0.10522507131099701,0.014523706654799502
arithmetic_N4084_m9_Dc,2,4.0,4102,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,4.0,4103,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,7.0,4101,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,7.0,4102,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,7.0,4103,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,13.0,4101,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,13.0,4102,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,13.0,4103,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,19.0,4101,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,19.0,4102,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,2,19.0,4103,0.003449166784989201,0.08903346955776215,0.012352513740765415
arithmetic_N4084_m9_Dc,3,1.0,4101,0.01649003019200067,0.4068618714809418,0.057176217340094856
arithmetic_N4084_m9_Dc,3,1.0,4102,0.024885114092842588,0.47252336144447327,0.07213745023728992
arithmetic_N4084_m9_Dc,3,1.0,4103,0.005287997076310639,0.25526419281959534,0.030814416358270175
arithmetic_N4084_m9_Dc,3,4.0,4101,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,4.0,4102,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,4.0,4103,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,7.0,4101,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,7.0,4102,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,7.0,4103,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,13.0,4101,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,13.0,4102,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,13.0,4103,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,19.0,4101,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,19.0,4102,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,3,19.0,4103,0.0014848322739019937,0.07331910729408264,0.008816743003310258
arithmetic_N4084_m9_Dc,4,1.0,4101,0.01573066262674701,0.3340488076210022,0.049135543388847236
arithmetic_N4084_m9_Dc,4,1.0,4102,0.028250060515634817,0.48573726415634155,0.07682378693126897
arithmetic_N4084_m9_Dc,4,1.0,4103,0.016250821515648443,0.3852306008338928,0.05477388159903773
arithmetic_N4084_m9_Dc,4,4.0,4101,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,4.0,4102,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,4.0,4103,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,7.0,4101,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,7.0,4102,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,7.0,4103,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,13.0,4101,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,13.0,4102,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,13.0,4103,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,19.0,4101,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,19.0,4102,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,4,19.0,4103,0.003494256625917089,0.08503034710884094,0.011997291336801183
arithmetic_N4084_m9_Dc,5,1.0,4101,0.006319826371271053,0.17968930304050446,0.024288756675321498
arithmetic_N4084_m9_Dc,5,1.0,4102,0.08405028387262142,0.5840380191802979,0.14245408579065122
arithmetic_N4084_m9_Dc,5,1.0,4103,0.0037162668196791433,0.14924356341362,0.018640623161041144
arithmetic_N4084_m9_Dc,5,4.0,4101,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,4.0,4102,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,4.0,4103,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,7.0,4101,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,7.0,4102,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,7.0,4103,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,13.0,4101,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,13.0,4102,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,13.0,4103,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,19.0,4101,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,19.0,4102,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,5,19.0,4103,0.0013961601129470341,0.06320059299468994,0.007716219412416028
arithmetic_N4084_m9_Dc,6,1.0,4101,0.23817835649075472,0.7532779574394226,0.313506152234697
arithmetic_N4084_m9_Dc,6,1.0,4102,0.08186821297232941,0.6747485995292664,0.14934307292525606
arithmetic_N4084_m9_Dc,6,1.0,4103,0.05027602033849468,0.48057612776756287,0.09833363311525098
arithmetic_N4084_m9_Dc,6,4.0,4101,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,4.0,4102,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,4.0,4103,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,7.0,4101,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,7.0,4102,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,7.0,4103,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,13.0,4101,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,13.0,4102,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,13.0,4103,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,19.0,4101,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,19.0,4102,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,6,19.0,4103,0.007746059177650052,0.15719223022460938,0.023465282200110987
arithmetic_N4084_m9_Dc,7,1.0,4101,0.10478834392877796,0.5967466235160828,0.16446300628038624
arithmetic_N4084_m9_Dc,7,1.0,4102,0.07570684221474878,0.5209586024284363,0.1278027024575924
arithmetic_N4084_m9_Dc,7,1.0,4103,0.10216300332883478,0.7479203939437866,0.17695504272321344
arithmetic_N4084_m9_Dc,7,4.0,4101,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,4.0,4102,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,4.0,4103,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,7.0,4101,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,7.0,4102,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,7.0,4103,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,13.0,4101,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,13.0,4102,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,13.0,4103,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,19.0,4101,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,19.0,4102,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,7,19.0,4103,0.012377302336609426,0.13100333511829376,0.025477635848438804
arithmetic_N4084_m9_Dc,8,1.0,4101,0.04519597642205475,0.4153582453727722,0.08673180095933197
arithmetic_N4084_m9_Dc,8,1.0,4102,0.09463153419086708,0.6644525527954102,0.1610767894704081
arithmetic_N4084_m9_Dc,8,1.0,4103,0.06451052625220247,0.6334194540977478,0.12785247166197725
arithmetic_N4084_m9_Dc,8,4.0,4101,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,4.0,4102,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,4.0,4103,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,7.0,4101,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,7.0,4102,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,7.0,4103,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,13.0,4101,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,13.0,4102,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,13.0,4103,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,19.0,4101,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,19.0,4102,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,8,19.0,4103,0.010847403950055007,0.13266047835350037,0.024113451785405044
arithmetic_N4084_m9_Dc,9,1.0,4101,0.017519699364879748,0.2247290313243866,0.03999260249731841
arithmetic_N4084_m9_Dc,9,1.0,4102,0.048244842127139885,0.36209481954574585,0.08445432408171447
arithmetic_N4084_m9_Dc,9,1.0,4103,0.008954584533778898,0.14441277086734772,0.023395861620513672
arithmetic_N4084_m9_Dc,9,4.0,4101,0.004586645856526344,0.08534504473209381,0.013121150329735726
arithmetic_N4084_m9_Dc,9,4.0,4102,0.004586645856526344,0.08534504473209381,0.013121150329735726
arithmetic_N4084_m9_Dc,9,4.0,4103,0.004586645856526344,0.08534504473209381,0.013121150329735726
arithmetic_N4084_m9_Dc,9,7.0,4101,0.004586645856526344,0.08534504473209381,0.013121150329735726
arithmetic_N4084_m9_Dc,9,7.0,4102,0.004586645856526344,0.08534504473209381,0.013121150329735726
arithmetic_N4084_m9_Dc,9,7.0,4103,0.004586645856526344,0.08534504473209381,0.013121150329735726
arithmetic_N4084_m9_Dc,9,13.0,4101,0.004586645856526344,0.08534504473209381,0.013121150329735726
arithmetic_N4084_m9_Dc,9,13.0,4102,0.004586645856526344,0.08534504473209381,0.013121150329735726
arithmetic_N4084_m9_Dc,9,13.0,4103,0.004586645856526344,0.08534504473209381,0.013121150329735726
arithmetic_N4084_m9_Dc,9,19.0,4101,0.004586645856526344,0.08534504473209381,0.013121150329735726
