method,source_index,snr_db,seed,mse,lpips,utility
raw_N4084_m9_Dc,0,1.0,4101,0.05816556956338371,0.566388726234436,0.11480444218682731
raw_N4084_m9_Dc,0,1.0,4102,0.05582999144990643,0.5351120233535767,0.10934119378526409
raw_N4084_m9_Dc,0,1.0,4103,0.06182016520080609,0.5381414890289307,0.11563431410369916
raw_N4084_m9_Dc,0,4.0,4101,0.005293762090357197,0.12526342272758484,0.017820104363115683
raw_N4084_m9_Dc,0,4.0,4102,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,0,4.0,4103,0.0052336783663155554,0.1278422623872757,0.018017904605043124
raw_N4084_m9_Dc,0,7.0,4101,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,0,7.0,4102,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,0,7.0,4103,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,0,13.0,4101,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,0,13.0,4102,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,0,13.0,4103,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,0,19.0,4101,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,0,19.0,4102,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,0,19.0,4103,0.00516087285515762,0.1258692592382431,0.01774779877898193
raw_N4084_m9_Dc,1,1.0,4101,0.132479711017597,0.6736328601837158,0.19984299703596858
raw_N4084_m9_Dc,1,1.0,4102,0.10201813672298338,0.6460545063018799,0.16662358735317137
raw_N4084_m9_Dc,1,1.0,4103,0.0618569649159433,0.6509363055229187,0.12695059546823517
raw_N4084_m9_Dc,1,4.0,4101,0.01080050876932596,0.18136578798294067,0.028937087567620028
raw_N4084_m9_Dc,1,4.0,4102,0.010606213840338274,0.18417534232139587,0.029023748072477863
raw_N4084_m9_Dc,1,4.0,4103,0.01045568138835137,0.1919955015182495,0.02965523154017632
raw_N4084_m9_Dc,1,7.0,4101,0.01039614229709279,0.175197571516037,0.02791589944869649
raw_N4084_m9_Dc,1,7.0,4102,0.01039614229709279,0.17519758641719818,0.02791590093881261
raw_N4084_m9_Dc,1,7.0,4103,0.01039614229709279,0.17519758641719818,0.02791590093881261
raw_N4084_m9_Dc,1,13.0,4101,0.01039614229709279,0.175197571516037,0.02791589944869649
raw_N4084_m9_Dc,1,13.0,4102,0.01039614229709279,0.175197571516037,0.02791589944869649
raw_N4084_m9_Dc,1,13.0,4103,0.01039614229709279,0.17519758641719818,0.02791590093881261
raw_N4084_m9_Dc,1,19.0,4101,0.01039614229709279,0.17519758641719818,0.02791590093881261
raw_N4084_m9_Dc,1,19.0,4102,0.01039614229709279,0.175197571516037,0.02791589944869649
raw_N4084_m9_Dc,1,19.0,4103,0.01039614229709279,0.175197571516037,0.02791589944869649
raw_N4084_m9_Dc,2,1.0,4101,0.0716968111080846,0.6557159423828125,0.13726840534636586
raw_N4084_m9_Dc,2,1.0,4102,0.046793031182166836,0.5266913175582886,0.0994621629379957
raw_N4084_m9_Dc,2,1.0,4103,0.031609162159101305,0.45175743103027344,0.07678490526212865
raw_N4084_m9_Dc,2,4.0,4101,0.003645186084408776,0.09398402273654938,0.013043588358063716
raw_N4084_m9_Dc,2,4.0,4102,0.0035374679397074346,0.08913172781467438,0.012450640721174872
raw_N4084_m9_Dc,2,4.0,4103,0.0036046904915217224,0.09068068116903305,0.012672758608425028
raw_N4084_m9_Dc,2,7.0,4101,0.003449166784989201,0.08903346955776215,0.012352513740765415
raw_N4084_m9_Dc,2,7.0,4102,0.003449166784989201,0.08903346955776215,0.012352513740765415
raw_N4084_m9_Dc,2,7.0,4103,0.003449166784989201,0.08903346955776215,0.012352513740765415
raw_N4084_m9_Dc,2,13.0,4101,0.003449166784989201,0.08903346955776215,0.012352513740765415
raw_N4084_m9_Dc,2,13.0,4102,0.003449166784989201,0.08903346955776215,0.012352513740765415
raw_N4084_m9_Dc,2,13.0,4103,0.003449166784989201,0.08903346955776215,0.012352513740765415
raw_N4084_m9_Dc,2,19.0,4101,0.003449166784989201,0.08903346955776215,0.012352513740765415
raw_N4084_m9_Dc,2,19.0,4102,0.003449166784989201,0.08903346955776215,0.012352513740765415
raw_N4084_m9_Dc,2,19.0,4103,0.003449166784989201,0.08903346955776215,0.012352513740765415
raw_N4084_m9_Dc,3,1.0,4101,0.03934906054982702,0.513709545135498,0.09072001506337683
raw_N4084_m9_Dc,3,1.0,4102,0.10622893521923077,0.7868885397911072,0.1849177891983415
raw_N4084_m9_Dc,3,1.0,4103,0.12047090360210047,0.8075132966041565,0.20122223326251612
raw_N4084_m9_Dc,3,4.0,4101,0.0015424810362134945,0.08279229700565338,0.009821710736778833
raw_N4084_m9_Dc,3,4.0,4102,0.0014648425253417983,0.0719325989484787,0.008658102420189669
raw_N4084_m9_Dc,3,4.0,4103,0.0022192873184338022,0.1009492352604866,0.012314210844482464
raw_N4084_m9_Dc,3,7.0,4101,0.0014848322739019937,0.07331910729408264,0.008816743003310258
raw_N4084_m9_Dc,3,7.0,4102,0.0014848322739019937,0.07331910729408264,0.008816743003310258
raw_N4084_m9_Dc,3,7.0,4103,0.0014848322739019937,0.07331910729408264,0.008816743003310258
raw_N4084_m9_Dc,3,13.0,4101,0.0014848322739019937,0.07331910729408264,0.008816743003310258
raw_N4084_m9_Dc,3,13.0,4102,0.0014848322739019937,0.07331910729408264,0.008816743003310258
raw_N4084_m9_Dc,3,13.0,4103,0.0014848322739019937,0.07331910729408264,0.008816743003310258
raw_N4084_m9_Dc,3,19.0,4101,0.0014848322739019937,0.07331910729408264,0.008816743003310258
raw_N4084_m9_Dc,3,19.0,4102,0.0014848322739019937,0.07331910729408264,0.008816743003310258
raw_N4084_m9_Dc,3,19.0,4103,0.0014848322739019937,0.07331910729408264,0.008816743003310258
raw_N4084_m9_Dc,4,1.0,4101,0.08338379140855166,0.5557698011398315,0.13896077152253483
raw_N4084_m9_Dc,4,1.0,4102,0.06844629445165751,0.5958794355392456,0.12803423800558206
raw_N4084_m9_Dc,4,1.0,4103,0.10643345289979289,0.6896202564239502,0.1753954785421879
raw_N4084_m9_Dc,4,4.0,4101,0.0056757114681717106,0.11479117721319199,0.01715482918949091
raw_N4084_m9_Dc,4,4.0,4102,0.0036258060049980593,0.0907764807343483,0.01270345407843289
raw_N4084_m9_Dc,4,4.0,4103,0.0035009462870525345,0.0841086208820343,0.011911808375255965
raw_N4084_m9_Dc,4,7.0,4101,0.003494256625917089,0.08503034710884094,0.011997291336801183
raw_N4084_m9_Dc,4,7.0,4102,0.003494256625917089,0.08503034710884094,0.011997291336801183
raw_N4084_m9_Dc,4,7.0,4103,0.003494256625917089,0.08503034710884094,0.011997291336801183
raw_N4084_m9_Dc,4,13.0,4101,0.003494256625917089,0.08503034710884094,0.011997291336801183
raw_N4084_m9_Dc,4,13.0,4102,0.003494256625917089,0.08503034710884094,0.011997291336801183
raw_N4084_m9_Dc,4,13.0,4103,0.003494256625917089,0.08503034710884094,0.011997291336801183
raw_N4084_m9_Dc,4,19.0,4101,0.003494256625917089,0.08503034710884094,0.011997291336801183
raw_N4084_m9_Dc,4,19.0,4102,0.003494256625917089,0.08503034710884094,0.011997291336801183
raw_N4084_m9_Dc,4,19.0,4103,0.003494256625917089,0.08503034710884094,0.011997291336801183
raw_N4084_m9_Dc,5,1.0,4101,0.05968586160693931,0.6038824319839478,0.12007410480533409
raw_N4084_m9_Dc,5,1.0,4102,0.04227348184557155,0.5654407143592834,0.09881755328149991
raw_N4084_m9_Dc,5,1.0,4103,0.09170733230988151,0.7396984696388245,0.16567717927376396
raw_N4084_m9_Dc,5,4.0,4101,0.001387694701452878,0.06310391426086426,0.007698086127539304
raw_N4084_m9_Dc,5,4.0,4102,0.0014482198744722558,0.06828373670578003,0.008276593545050259
