method,source_index,image_id,snr_db,seed,mse,lpips_alex,normalized_latent,utility,U_image,header_ok,body_crc_ok
P3060,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4101,0.006554426159709692,0.17295384407043457,0.553223192691803,0.029382042586803436,0.023849811404943466,1,not_applicable
P3060,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4101,0.010119156911969185,0.1910506933927536,0.5887433290481567,0.03511165827512741,0.029224226251244545,1,not_applicable
P3060,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4101,0.004665657877922058,0.1593892127275467,0.49340584874153137,0.02553863823413849,0.020604578778147697,1,not_applicable
P3060,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4101,0.0021843421272933483,0.12142704427242279,0.4110640585422516,0.018437687307596207,0.014327047392725945,1,not_applicable
P3060,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4101,0.004734990186989307,0.13862328231334686,0.4764108657836914,0.02336142770946026,0.018597319722175598,1,not_applicable
P3060,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4101,0.002423408441245556,0.09530714154243469,0.3642139732837677,0.015596263110637665,0.01195412315428257,1,not_applicable
P3060,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4101,0.008563937619328499,0.17579913139343262,0.5510716438293457,0.031654566526412964,0.02614385075867176,1,not_applicable
P3060,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4101,0.012815102003514767,0.18641553819179535,0.7900377511978149,0.03935703635215759,0.031456656754016876,1,not_applicable
P3060,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4101,0.012566735967993736,0.21507026255130768,0.696115255355835,0.041034914553165436,0.034073762595653534,1,not_applicable
P3060,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4101,0.004710576497018337,0.13934600353240967,0.45784908533096313,0.023223668336868286,0.01864517666399479,1,not_applicable
P3060,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4101,0.008889744989573956,0.1553354263305664,0.8982483744621277,0.03340577334165573,0.02442328818142414,1,not_applicable
P3060,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4101,0.005607166793197393,0.10023230314254761,0.43565642833709717,0.019986961036920547,0.01563039794564247,1,not_applicable
P3060,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4101,0.008615631610155106,0.0879732221364975,0.48682427406311035,0.02228119596838951,0.017412953078746796,1,not_applicable
P3060,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4101,0.007022310048341751,0.1056777685880661,0.6219011545181274,0.023809097707271576,0.01759008690714836,1,not_applicable
P3060,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4101,0.009323082864284515,0.12392052263021469,0.5221661329269409,0.026936795562505722,0.021715134382247925,1,not_applicable
