step,method,snr_db,mse,lpips_alex,normalized_latent,utility,U_image,header_failures,body_crc_failures
5000,H7-V,7,0.006717991269057772,0.10893669929665824,0.4866486650730173,0.02247814792728362,0.017611661381476247,0,0
5000,H7-V,13,0.006180441593014015,0.10090006145276129,0.44174446069697537,0.020687892415793614,0.016270447904321677,0,0
5000,H7-V,19,0.006043540206485583,0.09813642065227032,0.42988354976971943,0.020156017841848856,0.015857182443064326,0,0
7500,H7-P,1,0.011053000130845855,0.174656810041517,0.6416025511324406,0.034934706846872964,0.02851868144220983,1,2979
7500,H7-P,4,0.007235451070436587,0.11615573561191558,0.5379219462474187,0.02423024419043213,0.018851024854617815,0,13
7500,H7-P,7,0.006531382864292634,0.10535640915855765,0.48671751002967356,0.021934198974321285,0.01706702398400133,0,0
7500,H7-P,13,0.0059914208485764295,0.09632531320179502,0.44033765197793645,0.020027328792804232,0.015623952348638948,0,0
7500,H7-P,19,0.005859426079453745,0.09360891216993332,0.42662871978183586,0.01948660457910349,0.01522031746005329,0,0
7500,H7-V,1,0.01067809632125621,0.16981914222612976,0.6479005263249079,0.034139015920149784,0.027660010811251898,1,2979
7500,H7-V,4,0.007180431723090199,0.11573015278205276,0.5299800400932629,0.024053247465441626,0.018753447191168865,0,13
7500,H7-V,7,0.0065061525410662095,0.10601734617042045,0.4756049147620797,0.02186393637598182,0.017107887335199242,0,0
7500,H7-V,13,0.005967944733070908,0.09755234539695085,0.4304445092404882,0.020027624434481063,0.015723179443584135,0,0
7500,H7-V,19,0.005834242228195459,0.09479733280030389,0.4183964331249396,0.019497939908488963,0.015313975680619478,0,0
10000,H7-P,1,0.010717063584481367,0.17156330522646507,0.63621200872461,0.034235514361566556,0.027873394408108047,1,2979
10000,H7-P,4,0.007138384735308743,0.11437395353553195,0.5305086973706882,0.023880867143627256,0.018575780283038815,0,13
10000,H7-P,7,0.0064335177289516045,0.10360394254823525,0.47870355420311295,0.02158094758889638,0.016793912163935602,0,0
10000,H7-P,13,0.005898920857502769,0.09446709531918168,0.43061088093866906,0.019651739268796518,0.015345630555180833,0,0
10000,H7-P,19,0.005783153786304562,0.09180906406790018,0.41591592015574375,0.01912321946436229,0.014964060358004645,0,0
10000,H7-V,1,0.010636113764659966,0.16667023577541112,0.6394155148416758,0.0336972926321129,0.02730313762727504,1,2979
10000,H7-V,4,0.007125011078217843,0.1135072018224746,0.5230482407609621,0.02370621373737231,0.01847573144105263,0,13
10000,H7-V,7,0.00644115449176752,0.10368302220789095,0.46901821132997673,0.021499638900005568,0.016809456884860994,0,0
10000,H7-V,13,0.005903099510702304,0.09518996567465365,0.42332609603057303,0.019655357115591566,0.015422096242274468,0,0
10000,H7-V,19,0.005778873903550751,0.09260671025514602,0.41084150920063256,0.019147960104669133,0.015039545106313501,0,0
12500,H7-P,1,0.010669486032333225,0.16943021111687023,0.6321854665676753,0.03393436196135978,0.02761250743766626,1,2979
12500,H7-P,4,0.007100556852761656,0.11363515157997608,0.5267780927568674,0.023731853031242887,0.018464072207454593,0,13
12500,H7-P,7,0.006389924172166502,0.10298358333483339,0.4747075635915001,0.021435358246633163,0.016688282697461546,0,0
12500,H7-P,13,0.005837087944266386,0.09381549217676123,0.4256461355686188,0.019475098593470953,0.015218637310356522,0,0
12500,H7-P,19,0.005698602332520143,0.09106665574697156,0.41004784530152877,0.01890574643566894,0.014805268061735356,0,0
12500,H7-V,1,0.010352659964778771,0.1652099785581231,0.6317227233101924,0.033190885198302565,0.026873658117682983,1,2979
12500,H7-V,4,0.006991512342482262,0.11294412875858446,0.5177046067217986,0.023462971379825226,0.018285925421941403,0,13
12500,H7-V,7,0.006322465748196312,0.10308841462340206,0.46376806066185233,0.021268987896464146,0.016631307396028812,0,0
12500,H7-V,13,0.005786208654453125,0.0943998899317036,0.4173443626885613,0.019399641337649275,0.01522619778670681,0,0
12500,H7-V,19,0.005649612633162178,0.09157269892872621,0.4042399797812104,0.01884928240479591,0.014806882696071019,0,0
15000,H7-P,1,0.010598972196535517,0.16870134512955945,0.6282504808356365,0.03375161171052605,0.027469107023129862,1,2979
15000,H7-P,4,0.0070629988749472735,0.11251710077375174,0.5227808396667242,0.023542517428752036,0.018314709153957665,0,13
15000,H7-P,7,0.006359949371874488,0.10163810806286831,0.46979496840635937,0.02122170994306604,0.016523760351430005,0,0
15000,H7-P,13,0.005806760861101793,0.09235341922317943,0.4192221279020111,0.019234324130540093,0.015042102948995308,0,0
15000,H7-P,19,0.005673220766737359,0.08970044245446722,0.40374584193527696,0.01868072350261112,0.014643265168725824,0,0
15000,H7-V,1,0.010331464694541258,0.16482170344764988,0.6274843778957924,0.033088478959475955,0.02681363530814027,1,2979
15000,H7-V,4,0.006989518464455614,0.11234785031278928,0.514131854236126,0.023365622111906608,0.018224303680239244,0,13
15000,H7-V,7,0.006313902736534752,0.10241468331590295,0.46052542712787786,0.021160625422839075,0.016555371244903652,0,0
15000,H7-V,13,0.0057664182030518225,0.09361638771680494,0.4134739581818382,0.01926279661843243,0.015128057137597352,0,0
15000,H7-V,19,0.005627681048480251,0.09089246976499755,0.39999419275174536,0.018716870041796937,0.014716928193035226,0,0
17500,H7-P,1,0.010757633936436226,0.1682635574651261,0.628480333318313,0.03386879318238546,0.027583989995376517,1,2979
17500,H7-P,4,0.0070401133437020084,0.11314326240619024,0.5231348186507822,0.023585787897774328,0.018354439806658775,0,13
17500,H7-P,7,0.006316588278665828,0.10233583686624964,0.46997214102745055,0.02124989344381417,0.016550172141597916,0,0
17500,H7-P,13,0.005743423238949617,0.09303389207770427,0.41895864811788003,0.019236398989645142,0.015046812612951422,0,0
17500,H7-P,19,0.005596829957076503,0.09031829360934596,0.40302675201495486,0.018658926898924014,0.014628659483433391,0,0
17500,H7-V,1,0.010280220028439847,0.16310103786736727,0.6241503037462632,0.032831827057215074,0.026590324111438045,1,2979
17500,H7-V,4,0.006893487725125548,0.11157622142074008,0.5123472688645124,0.023174582646305984,0.018051110060109447,0,13
17500,H7-V,7,0.006215527087226898,0.10147965065576137,0.45781158332775035,0.02094160805370969,0.016363492318972325,0,0
17500,H7-V,13,0.005668151457920127,0.09257301343542834,0.4097343066210548,0.019022795936713615,0.014925452975711476,0,0
17500,H7-V,19,0.005529721565767734,0.09001234459131956,0.39657773825277887,0.018496733478813743,0.014530956176109612,0,0
20000,H7-P,1,0.010397793449500266,0.166352114311109,0.6257828512390454,0.033290833519616474,0.027033005153294654,1,2979
20000,H7-P,4,0.007024283473088872,0.11201511246462663,0.5210200812891126,0.02343599561539789,0.01822579492124108,0,13
20000,H7-P,7,0.006310622147556084,0.1010006596967578,0.46626593167583147,0.02107334748803017,0.016410688292390358,0,0
20000,H7-P,13,0.0057439253888442185,0.09164595630454521,0.41382788002242643,0.019046799888368694,0.01490852118174856,0,0
20000,H7-P,19,0.005607616365906627,0.0890527986654391,0.39822745251034697,0.018495170827644566,0.014512896397771934,0,0
20000,H7-V,1,0.010125440939620603,0.16266879617546995,0.6218696083923181,0.03261101677656795,0.026392320855365446,1,2979
20000,H7-V,4,0.006906006560243744,0.1109699612154315,0.5108614277442296,0.023111617050599307,0.01800300287051747,0,13
20000,H7-V,7,0.00621960660807478,0.10071490459082028,0.4560913461819291,0.020852010612608864,0.016291097240832945,0,0
20000,H7-V,13,0.005668541189001795,0.09172134254996975,0.40738848615934453,0.018914560370612888,0.014840675586213669,0,0
20000,H7-V,19,0.0055347063419176265,0.08910063755015532,0.3937658813794454,0.018382428977638483,0.014444770247520259,0,0
