source_index,image_id,m,N,ND,NA,snr_db,seed,header_ok,header_crc_ok,decoded_mode,decoded_label,body_crc_ok,token_error_rate_including_erasure,prefix_error_normalized,base_error_normalized
1,n01443537/ILSVRC2012_val_00044095_n01443537,8,4084,2992,1024,7,4102,1,1,8,1,1,0.0,0.0,0.8006659746170044
1,n01443537/ILSVRC2012_val_00044095_n01443537,8,4084,2992,1024,7,4103,1,1,8,1,1,0.0,0.0,0.8006659746170044
1,n01443537/ILSVRC2012_val_00044095_n01443537,8,4084,2992,1024,13,4101,1,1,8,1,1,0.0,0.0,0.8006659746170044
1,n01443537/ILSVRC2012_val_00044095_n01443537,8,4084,2992,1024,13,4102,1,1,8,1,1,0.0,0.0,0.8006659746170044
1,n01443537/ILSVRC2012_val_00044095_n01443537,8,4084,2992,1024,13,4103,1,1,8,1,1,0.0,0.0,0.8006659746170044
1,n01443537/ILSVRC2012_val_00044095_n01443537,8,4084,2992,1024,19,4101,1,1,8,1,1,0.0,0.0,0.8006659746170044
1,n01443537/ILSVRC2012_val_00044095_n01443537,8,4084,2992,1024,19,4102,1,1,8,1,1,0.0,0.0,0.8006659746170044
1,n01443537/ILSVRC2012_val_00044095_n01443537,8,4084,2992,1024,19,4103,1,1,8,1,1,0.0,0.0,0.8006659746170044
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,1,4101,1,1,8,2,0,0.14901960784313725,0.06546716392040253,0.6506567597389221
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,1,4102,1,1,8,2,0,0.07450980392156863,0.02693835459649563,0.5806862115859985
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,1,4103,1,1,8,2,0,0.11764705882352941,0.07943706214427948,0.6841185092926025
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,4,4101,1,1,8,2,0,0.00784313725490196,0.005132293328642845,0.5432872176170349
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,4,4102,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,4,4103,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,7,4101,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,7,4102,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,7,4103,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,13,4101,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,13,4102,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,13,4103,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,19,4101,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,19,4102,1,1,8,2,1,0.0,0.0,0.5234334468841553
2,n01484850/ILSVRC2012_val_00029481_n01484850,8,4084,2992,1024,19,4103,1,1,8,2,1,0.0,0.0,0.5234334468841553
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,1,4101,1,1,8,3,0,0.11764705882352941,0.04172278195619583,0.4981408417224884
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,1,4102,1,1,8,3,0,0.10196078431372549,0.061189595609903336,0.550586462020874
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,1,4103,1,1,8,3,0,0.11764705882352941,0.0703379213809967,0.556138277053833
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,4,4101,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,4,4102,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,4,4103,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,7,4101,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,7,4102,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,7,4103,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,13,4101,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,13,4102,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,13,4103,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,19,4101,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,19,4102,1,1,8,3,1,0.0,0.0,0.43015220761299133
3,n01491361/ILSVRC2012_val_00049000_n01491361,8,4084,2992,1024,19,4103,1,1,8,3,1,0.0,0.0,0.43015220761299133
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,1,4101,1,1,8,4,0,0.13725490196078433,0.05116505175828934,0.6061520576477051
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,1,4102,1,1,8,4,0,0.12941176470588237,0.06272396445274353,0.6403360962867737
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,1,4103,1,1,8,4,0,0.16470588235294117,0.08395779877901077,0.6863861680030823
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,4,4101,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,4,4102,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,4,4103,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,7,4101,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,7,4102,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,7,4103,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,13,4101,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,13,4102,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,13,4103,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,19,4101,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,19,4102,1,1,8,4,1,0.0,0.0,0.517758846282959
4,n01494475/ILSVRC2012_val_00027283_n01494475,8,4084,2992,1024,19,4103,1,1,8,4,1,0.0,0.0,0.517758846282959
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,1,4101,1,1,8,5,0,0.19215686274509805,0.07003673166036606,0.4738832712173462
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,1,4102,1,1,8,5,0,0.10980392156862745,0.04345310106873512,0.4338623881340027
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,1,4103,1,1,8,5,0,0.1803921568627451,0.07046956568956375,0.4651802182197571
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,4,4101,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,4,4102,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,4,4103,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,7,4101,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,7,4102,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,7,4103,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,13,4101,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,13,4102,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,13,4103,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,19,4101,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,19,4102,1,1,8,5,1,0.0,0.0,0.3292844593524933
5,n01496331/ILSVRC2012_val_00041248_n01496331,8,4084,2992,1024,19,4103,1,1,8,5,1,0.0,0.0,0.3292844593524933
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,1,4101,1,1,8,6,0,0.17254901960784313,0.13234341144561768,0.9309133291244507
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,1,4102,1,1,8,6,0,0.12941176470588237,0.051480457186698914,0.7968145608901978
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,1,4103,1,1,8,6,0,0.21176470588235294,0.10451066493988037,0.8529845476150513
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,4,4101,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,4,4102,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,4,4103,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,7,4101,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,7,4102,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,7,4103,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,13,4101,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,13,4102,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,13,4103,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,19,4101,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,19,4102,1,1,8,6,1,0.0,0.0,0.6837608218193054
6,n01498041/ILSVRC2012_val_00030470_n01498041,8,4084,2992,1024,19,4103,1,1,8,6,1,0.0,0.0,0.6837608218193054
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,1,4101,1,1,8,7,0,0.15294117647058825,0.11159850656986237,1.243204116821289
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,1,4102,1,1,8,7,0,0.10980392156862745,0.057380445301532745,1.0993993282318115
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,1,4103,1,1,8,7,0,0.16470588235294117,0.07409866154193878,1.2003766298294067
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,4,4101,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,4,4102,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,4,4103,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,7,4101,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,7,4102,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,7,4103,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,13,4101,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,13,4102,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,13,4103,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,19,4101,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,19,4102,1,1,8,7,1,0.0,0.0,0.9879318475723267
7,n01514668/ILSVRC2012_val_00016052_n01514668,8,4084,2992,1024,19,4103,1,1,8,7,1,0.0,0.0,0.9879318475723267
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,1,4101,1,1,8,8,0,0.12941176470588237,0.05787627026438713,0.9692292213439941
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,1,4102,1,1,8,8,0,0.15294117647058825,0.06260398030281067,0.9771419763565063
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,1,4103,1,1,8,8,0,0.1568627450980392,0.09432967007160187,1.0124622583389282
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,4,4101,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,4,4102,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,4,4103,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,7,4101,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,7,4102,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,7,4103,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,13,4101,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,13,4102,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,13,4103,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,19,4101,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,19,4102,1,1,8,8,1,0.0,0.0,0.8648857474327087
8,n01514859/ILSVRC2012_val_00006195_n01514859,8,4084,2992,1024,19,4103,1,1,8,8,1,0.0,0.0,0.8648857474327087
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,1,4101,1,1,8,9,0,0.1803921568627451,0.06858159601688385,0.6104185581207275
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,1,4102,1,1,8,9,0,0.10980392156862745,0.046839531511068344,0.563395619392395
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,1,4103,1,1,8,9,0,0.17254901960784313,0.12556803226470947,0.7019234299659729
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,4,4101,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,4,4102,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,4,4103,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,7,4101,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,7,4102,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,7,4103,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,13,4101,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,13,4102,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,13,4103,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,19,4101,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,19,4102,1,1,8,9,1,0.0,0.0,0.48966342210769653
9,n01518878/ILSVRC2012_val_00033181_n01518878,8,4084,2992,1024,19,4103,1,1,8,9,1,0.0,0.0,0.48966342210769653
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,1,4101,1,1,8,10,0,0.14901960784313725,0.07731814682483673,1.2812747955322266
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,1,4102,1,1,8,10,0,0.12941176470588237,0.11451086401939392,1.3596713542938232
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,1,4103,1,1,8,10,0,0.23529411764705882,0.14604651927947998,1.4641708135604858
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,4,4101,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,4,4102,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,4,4103,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,7,4101,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,7,4102,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,7,4103,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,13,4101,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,13,4102,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,13,4103,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,19,4101,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,19,4102,1,1,8,10,1,0.0,0.0,1.1304619312286377
10,n01530575/ILSVRC2012_val_00027374_n01530575,8,4084,2992,1024,19,4103,1,1,8,10,1,0.0,0.0,1.1304619312286377
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,1,4101,1,1,8,11,0,0.12941176470588237,0.05554329603910446,0.6145029067993164
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,1,4102,1,1,8,11,0,0.09019607843137255,0.048677362501621246,0.595298171043396
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,1,4103,1,1,8,11,0,0.10196078431372549,0.057751476764678955,0.5925121307373047
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,4,4101,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,4,4102,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,4,4103,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,7,4101,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,7,4102,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,7,4103,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,13,4101,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,13,4102,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,13,4103,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,19,4101,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,19,4102,1,1,8,11,1,0.0,0.0,0.48572322726249695
11,n01531178/ILSVRC2012_val_00025888_n01531178,8,4084,2992,1024,19,4103,1,1,8,11,1,0.0,0.0,0.48572322726249695
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,1,4101,1,1,8,12,0,0.24705882352941178,0.12169511616230011,0.8515611290931702
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,1,4102,1,1,8,12,0,0.14901960784313725,0.055361419916152954,0.6624490022659302
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,1,4103,1,1,8,12,0,0.1568627450980392,0.068527951836586,0.6711145639419556
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,4,4101,1,1,8,12,1,0.0,0.0,0.5477386713027954
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,4,4102,1,1,8,12,1,0.0,0.0,0.5477386713027954
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,4,4103,1,1,8,12,1,0.0,0.0,0.5477386713027954
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,7,4101,1,1,8,12,1,0.0,0.0,0.5477386713027954
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,7,4102,1,1,8,12,1,0.0,0.0,0.5477386713027954
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,7,4103,1,1,8,12,1,0.0,0.0,0.5477386713027954
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,13,4101,1,1,8,12,1,0.0,0.0,0.5477386713027954
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,13,4102,1,1,8,12,1,0.0,0.0,0.5477386713027954
12,n01532829/ILSVRC2012_val_00030042_n01532829,8,4084,2992,1024,13,4103,1,1,8,12,1,0.0,0.0,0.5477386713027954
