region,arm,control,metric,difference,ci_low,ci_high,source_images
mechanism,unconditioned,raw_adaptive,dino,-0.10618339631292555,-0.11958148974014653,-0.09349324470261731,100
mechanism,unconditioned,raw_adaptive,mse,-0.0010086329322405066,-0.001269843939320308,-0.0007579577128642372,100
mechanism,unconditioned,arithmetic_adaptive,psnr_db,0.4792212263743083,0.3493003004391988,0.608711860630247,100
mechanism,unconditioned,arithmetic_adaptive,lpips,0.05291257344807187,0.048442020472501304,0.05757815178990778,100
mechanism,unconditioned,arithmetic_adaptive,dino,-0.10684260931279922,-0.12025464492208426,-0.09419987356166044,100
mechanism,unconditioned,arithmetic_adaptive,mse,-0.0009641104860180082,-0.0012218128798851854,-0.0007202021599043258,100
mechanism,unconditioned,perceptual_deepjscc,psnr_db,-4.518940161599054,-4.694871009932624,-4.34254136660364,100
mechanism,unconditioned,perceptual_deepjscc,lpips,0.043693913598027496,0.03490309028213637,0.05269868741246561,100
mechanism,unconditioned,perceptual_deepjscc,dino,0.09253635320398543,0.06682662322330805,0.11883514061528776,100
mechanism,unconditioned,perceptual_deepjscc,mse,0.005543086858678787,0.004831182185002453,0.00630541709663061,100
mechanism,conditioned_spatial_shuffle,conditioned,psnr_db,-0.9741705640157065,-1.0466161761283876,-0.9029664700296193,100
mechanism,conditioned_spatial_shuffle,conditioned,lpips,0.040413708606114,0.03450102988542575,0.046447825926304274,100
mechanism,conditioned_spatial_shuffle,conditioned,dino,-0.04838786635133954,-0.059784673854708655,-0.037110011957585815,100
mechanism,conditioned_spatial_shuffle,conditioned,mse,0.001954596209365668,0.001689363350286536,0.0022419775955883473,100
primary,conditioned,unconditioned,psnr_db,0.620502593782213,0.5763106007311078,0.6644799940850997,100
primary,conditioned,unconditioned,lpips,0.007315960373315547,0.005592252316160333,0.00910699340235442,100
primary,conditioned,unconditioned,dino,-0.016385471084051653,-0.02162113153686125,-0.011245890698706112,100
primary,conditioned,unconditioned,mse,-0.0024534661111991025,-0.002766821047785925,-0.002157534615515033,100
primary,conditioned,raw_adaptive,psnr_db,0.8034418752458362,0.6759681295288935,0.928316744433509,100
primary,conditioned,raw_adaptive,lpips,0.056128670142756576,0.052578294299956814,0.05976514047622267,100
primary,conditioned,raw_adaptive,dino,-0.1168102307866017,-0.1294561676840401,-0.10393900186133881,100
primary,conditioned,raw_adaptive,mse,-0.0019425597098938646,-0.002657189662543878,-0.0011866059587529061,100
primary,conditioned,arithmetic_adaptive,psnr_db,0.7609205754597983,0.6302490666707358,0.8894864043659634,100
primary,conditioned,arithmetic_adaptive,lpips,0.05731183254470427,0.05403308220528479,0.06070444127710328,100
primary,conditioned,arithmetic_adaptive,dino,-0.11729653816256257,-0.12981810606229635,-0.10457190229516063,100
primary,conditioned,arithmetic_adaptive,mse,-0.0018356814981773314,-0.0025674448596795484,-0.001059594143147291,100
primary,conditioned,perceptual_deepjscc,psnr_db,-3.9482434739006895,-4.101192990197076,-3.8031186373763615,100
primary,conditioned,perceptual_deepjscc,lpips,0.03460088098007772,0.026035757235199627,0.04333101751676035,100
primary,conditioned,perceptual_deepjscc,dino,0.2255057301972475,0.198647746873916,0.2515779725706412,100
primary,conditioned,perceptual_deepjscc,mse,0.007596923507665263,0.006824576634840227,0.008426201630557871,100
primary,conditioned,raw_m7,psnr_db,2.355808865229289,2.1702448789278663,2.540258124007119,100
primary,conditioned,raw_m7,lpips,0.005132456287327741,0.0020462178614818406,0.008229596279561519,100
primary,conditioned,raw_m7,dino,-0.0795621329297622,-0.09188433619712791,-0.06741443715596367,100
primary,conditioned,raw_m7,mse,-0.0068547487856428346,-0.008031603953119871,-0.005686579967998499,100
primary,conditioned,raw_m8,psnr_db,1.776935133404202,1.635178285042445,1.9250185502635109,100
primary,conditioned,raw_m8,lpips,0.024964941100527844,0.019775488162930645,0.029919580519716767,100
primary,conditioned,raw_m8,dino,-0.07498924324082004,-0.08790235173847112,-0.06194872345568406,100
primary,conditioned,raw_m8,mse,-0.006091720204524736,-0.007102630250342321,-0.005126826699045163,100
primary,conditioned,raw_m9,psnr_db,5.934591108957927,5.60537614956167,6.272850650085342,100
primary,conditioned,raw_m9,lpips,-0.2293645682372153,-0.24292174427692464,-0.21611777005132496,100
primary,conditioned,raw_m9,dino,0.39999029067758884,0.3809772416921849,0.41870600448732465,100
primary,conditioned,raw_m9,mse,-0.04980517166457817,-0.053359929495819226,-0.04643225378197329,100
primary,unconditioned,raw_adaptive,psnr_db,0.18293928146362323,0.06720812606811521,0.2942496951686013,100
primary,unconditioned,raw_adaptive,lpips,0.048812709769441034,0.045555012299472265,0.05216836808259702,100
primary,unconditioned,raw_adaptive,dino,-0.10042475970255003,-0.11146074520299835,-0.08967535892667043,100
primary,unconditioned,raw_adaptive,mse,0.0005109064013052378,-0.0001074766601259894,0.0012042213745136773,100
primary,unconditioned,arithmetic_adaptive,psnr_db,0.14041798167758515,0.02210895644293884,0.2536083925829992,100
primary,unconditioned,arithmetic_adaptive,lpips,0.04999587217138873,0.046884019352392184,0.053212068632762455,100
primary,unconditioned,arithmetic_adaptive,dino,-0.10091106707851093,-0.1118538628928363,-0.09012533444042008,100
primary,unconditioned,arithmetic_adaptive,mse,0.0006177846130217713,-1.4039933996335492e-05,0.001318460954607084,100
primary,unconditioned,perceptual_deepjscc,psnr_db,-4.568746067682902,-4.739442183627022,-4.405233758714464,100
primary,unconditioned,perceptual_deepjscc,lpips,0.027284920606762176,0.018250084247077924,0.03648489857439159,100
primary,unconditioned,perceptual_deepjscc,dino,0.2418912012812992,0.21451419286874848,0.2688642545250348,100
primary,unconditioned,perceptual_deepjscc,mse,0.010050389618864366,0.00903210164807238,0.011123478625431268,100
primary,conditioned_spatial_shuffle,conditioned,psnr_db,-1.6833022838168676,-1.791187814950943,-1.5782486363781822,100
primary,conditioned_spatial_shuffle,conditioned,lpips,0.07430857072066929,0.0653431729072084,0.0836110372210646,100
primary,conditioned_spatial_shuffle,conditioned,dino,-0.07343836335672273,-0.08675683243365755,-0.0601382377271851,100
primary,conditioned_spatial_shuffle,conditioned,mse,0.0070574044735015684,0.006465964038607327,0.0076500187725468995,100
high,conditioned,unconditioned,psnr_db,0.3463585344950358,0.31217663864294676,0.38044437364737194,100
high,conditioned,unconditioned,lpips,0.005217150875056783,0.0035477401782603307,0.0069809716826615235,100
high,conditioned,unconditioned,dino,-0.004220129748185479,-0.010178467909495038,0.0014767890746394746,100
high,conditioned,unconditioned,mse,-0.0006786038693583882,-0.0008015031488078723,-0.0005665695551142564,100
high,conditioned,raw_adaptive,psnr_db,0.9924654785792033,0.8484848580360415,1.1365237786372502,100
high,conditioned,raw_adaptive,lpips,0.054193988858411715,0.049735532674938444,0.058861929036676884,100
high,conditioned,raw_adaptive,dino,-0.10864975015322367,-0.12262834629168115,-0.0952379776661595,100
high,conditioned,raw_adaptive,mse,-0.0019663305079510806,-0.0023358521027154566,-0.0016198268379829105,100
high,conditioned,arithmetic_adaptive,psnr_db,0.9924654785792033,0.8484848580360415,1.1365237786372502,100
high,conditioned,arithmetic_adaptive,lpips,0.054193988858411715,0.049735532674938444,0.058861929036676884,100
high,conditioned,arithmetic_adaptive,dino,-0.10864975015322367,-0.12262834629168115,-0.0952379776661595,100
high,conditioned,arithmetic_adaptive,mse,-0.0019663305079510806,-0.0023358521027154566,-0.0016198268379829105,100
high,conditioned,perceptual_deepjscc,psnr_db,-4.43906624952952,-4.616215918739637,-4.264162848234176,100
high,conditioned,perceptual_deepjscc,lpips,0.055580098303034904,0.04715402422635816,0.0643079038981814,100
high,conditioned,perceptual_deepjscc,dino,0.056250291739900905,0.032546819192667796,0.08124205538382132,100
high,conditioned,perceptual_deepjscc,mse,0.00482456542087594,0.0042177910774466275,0.005484553073825993,100
high,conditioned,raw_m7,psnr_db,4.134494020144145,3.857124983112018,4.408289401292802,100
high,conditioned,raw_m7,lpips,-0.043714736097802714,-0.04741004874650389,-0.04009026713545124,100
high,conditioned,raw_m7,dino,-0.03469264547030131,-0.046754063164194434,-0.022875658678511792,100
high,conditioned,raw_m7,mse,-0.011343666311498697,-0.012696677734706991,-0.010029549199870822,100
high,conditioned,raw_m8,psnr_db,2.544569713274638,2.3641382107337314,2.729853615959485,100
high,conditioned,raw_m8,lpips,0.01294828126827876,0.009409958375462641,0.016604013494992007,100
high,conditioned,raw_m8,dino,-0.07452064017454783,-0.08827978252867859,-0.06051006327569486,100
high,conditioned,raw_m8,mse,-0.005818537914555297,-0.006601169543620472,-0.005083547451839233,100
high,conditioned,raw_m9,psnr_db,0.9924654785792033,0.8484848580360415,1.1365237786372502,100
high,conditioned,raw_m9,lpips,0.054193988858411715,0.049735532674938444,0.058861929036676884,100
high,conditioned,raw_m9,dino,-0.10864975015322367,-0.12262834629168115,-0.0952379776661595,100
high,conditioned,raw_m9,mse,-0.0019663305079510806,-0.0023358521027154566,-0.0016198268379829105,100
high,unconditioned,raw_adaptive,psnr_db,0.6461069440841678,0.5106092574199043,0.7817456337610882,100
high,unconditioned,raw_adaptive,lpips,0.048976837983354934,0.044628495104766144,0.053498557067553826,100
high,unconditioned,raw_adaptive,dino,-0.10442962040503818,-0.11780186024556556,-0.09189913080881039,100
high,unconditioned,raw_adaptive,mse,-0.0012877266385926923,-0.0015730332629983088,-0.0010194989024051642,100
high,unconditioned,arithmetic_adaptive,psnr_db,0.6461069440841678,0.5106092574199043,0.7817456337610882,100
high,unconditioned,arithmetic_adaptive,lpips,0.048976837983354934,0.044628495104766144,0.053498557067553826,100
high,unconditioned,arithmetic_adaptive,dino,-0.10442962040503818,-0.11780186024556556,-0.09189913080881039,100
high,unconditioned,arithmetic_adaptive,mse,-0.0012877266385926923,-0.0015730332629983088,-0.0010194989024051642,100
high,unconditioned,perceptual_deepjscc,psnr_db,-4.785424784024555,-4.980149512012798,-4.590927486975987,100
high,unconditioned,perceptual_deepjscc,lpips,0.050362947427978116,0.04147220488234112,0.05943194372563933,100
high,unconditioned,perceptual_deepjscc,dino,0.06047042148808637,0.035384282890707254,0.08682369127931693,100
high,unconditioned,perceptual_deepjscc,mse,0.005503169290234328,0.004795869383435677,0.006267195568631332,100
high,conditioned_spatial_shuffle,conditioned,psnr_db,-0.9717222929000855,-1.0464878624677658,-0.8987486582199734,100
high,conditioned_spatial_shuffle,conditioned,lpips,0.03930560339863101,0.03360423052279899,0.045115083791160325,100
high,conditioned_spatial_shuffle,conditioned,dino,-0.04812031750877698,-0.059322759029765915,-0.03716336853305497,100
high,conditioned_spatial_shuffle,conditioned,mse,0.001876210096816067,0.0016212777267210184,0.0021535070926183833,100
snr_1,conditioned,unconditioned,psnr_db,1.0287768427530926,0.9420759302775068,1.1169856603940327,100
snr_1,conditioned,unconditioned,lpips,0.010264749911924203,0.007843783238592248,0.01274649766801546,100
snr_1,conditioned,unconditioned,dino,-0.03853568511704604,-0.046615459053466715,-0.030819529915228485,100
snr_1,conditioned,unconditioned,mse,-0.005472637097894526,-0.006206080247260009,-0.004792268780322047,100
snr_1,conditioned,raw_adaptive,psnr_db,0.08549299558003749,-0.1969926754633585,0.33695307397842406,100
snr_1,conditioned,raw_adaptive,lpips,0.0689913921803236,0.06244358262916405,0.07570926628137628,100
snr_1,conditioned,raw_adaptive,dino,-0.1500019891311725,-0.16909709889255461,-0.13106827435580393,100
snr_1,conditioned,raw_adaptive,mse,-0.00018552327873512184,-0.0017538132089819079,0.001626130499203967,100
snr_1,conditioned,arithmetic_adaptive,psnr_db,0.013156258265177403,-0.27981562471389754,0.27697547364234903,100
snr_1,conditioned,arithmetic_adaptive,lpips,0.07117567195246617,0.06504635470795134,0.07740856170095503,100
snr_1,conditioned,arithmetic_adaptive,dino,-0.14950281701982018,-0.16810718812793493,-0.13103868841628236,100
snr_1,conditioned,arithmetic_adaptive,mse,3.4126049126454417e-07,-0.0016168006496514382,0.0018416280055803668,100
snr_1,conditioned,perceptual_deepjscc,psnr_db,-5.223037668863932,-5.541116556088131,-4.928102380355199,100
snr_1,conditioned,perceptual_deepjscc,lpips,0.05481994351993004,0.04363876707324138,0.0662115979269147,100
snr_1,conditioned,perceptual_deepjscc,dino,0.2820956358872354,0.24986077846012392,0.31434040325693785,100
