method,source_id,repeat,tx_ms,rx_ms,total_ms
token-efficiency-digital-v1/raw/QPSK/N3060/m7,n01943899/ILSVRC2012_val_00005706_n01943899,2,10.206736042164266,118.27610689215362,128.4828429343179
token-efficiency-digital-v1/raw/QPSK/N3060/m8,n01943899/ILSVRC2012_val_00005706_n01943899,0,10.874405968934298,118.2722799712792,129.1466859402135
token-efficiency-digital-v1/raw/QPSK/N3060/m8,n01943899/ILSVRC2012_val_00005706_n01943899,1,10.725205997005105,118.52069199085236,129.24589798785746
token-efficiency-digital-v1/raw/QPSK/N3060/m8,n01943899/ILSVRC2012_val_00005706_n01943899,2,10.76840900350362,118.30111499875784,129.06952400226146
token-efficiency-digital-v1/raw/QPSK/N3060/m9,n01943899/ILSVRC2012_val_00005706_n01943899,0,11.77331293001771,118.7992210034281,130.5725339334458
token-efficiency-digital-v1/raw/QPSK/N3060/m9,n01943899/ILSVRC2012_val_00005706_n01943899,1,11.699339956976473,118.78222099039704,130.4815609473735
token-efficiency-digital-v1/raw/QPSK/N3060/m9,n01943899/ILSVRC2012_val_00005706_n01943899,2,11.707102064974606,118.67610202170908,130.3832040866837
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n01943899/ILSVRC2012_val_00005706_n01943899,0,10.029498022049665,117.8927740547806,127.92227207683027
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n01943899/ILSVRC2012_val_00005706_n01943899,1,9.82819008640945,117.57823592051864,127.40642600692809
token-efficiency-digital-v1/raw/QPSK/N4084/m6,n01943899/ILSVRC2012_val_00005706_n01943899,2,9.827450034208596,117.69682297017425,127.52427300438285
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n01943899/ILSVRC2012_val_00005706_n01943899,0,10.3603940224275,118.20219794753939,128.5625919699669
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n01943899/ILSVRC2012_val_00005706_n01943899,1,10.227736085653305,117.92541295289993,128.15314903855324
token-efficiency-digital-v1/raw/QPSK/N4084/m7,n01943899/ILSVRC2012_val_00005706_n01943899,2,10.201568948104978,117.83377302344888,128.03534197155386
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n01943899/ILSVRC2012_val_00005706_n01943899,0,10.895089944824576,118.69565397500992,129.5907439198345
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n01943899/ILSVRC2012_val_00005706_n01943899,1,10.760101024061441,118.44697804190218,129.20707906596363
token-efficiency-digital-v1/raw/QPSK/N4084/m8,n01943899/ILSVRC2012_val_00005706_n01943899,2,10.730137000791728,118.53219801560044,129.26233501639217
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n01943899/ILSVRC2012_val_00005706_n01943899,0,11.868393048644066,118.58053703326732,130.44893008191139
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n01943899/ILSVRC2012_val_00005706_n01943899,1,11.737110908143222,118.26207407284528,129.9991849809885
token-efficiency-digital-v1/raw/QPSK/N4084/m9,n01943899/ILSVRC2012_val_00005706_n01943899,2,11.68078405316919,118.14353801310062,129.82432206626981
token-efficiency-digital-v1/arithmetic/QPSK/N2048/m6,n01943899/ILSVRC2012_val_00005706_n01943899,0,177.3822259856388,132.7845340128988,310.1667599985376
