method,source_index,source_id,preprocessing_id,snr_db,noise_seed,N,E,header_N,data_N,source_payload_bits,single_noise_max_abs_error,tx_sha256,rx_sha256,standard_noise_sha256,image_sha256
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2001,3060,6120.0,68,2992,1860,0.0,644c838ce10ae92bb9ba6a8a2098d6486841d84de173ab59e28ce53f866f2c4a,e0ce66eefa0cf595c87f4228d7cb835d3e0a0615b5d2b324fd8205c7a40526a6,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,ed93ca25191d7cd5ba8af9de97a54848edc0b066de5b0bebc64d2ca1b84fae94
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2001,3060,6120.0,94,2966,1562,0.0,c4ca1ea9b34489f56fb53782cd837e1bdd8ad0e24a96f5b9e5dd7068a6d6a498,c47b9e137821699515fcfa43badd44b71cb8efdfdbca0c67f79ceb4c3bd4160e,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,ed93ca25191d7cd5ba8af9de97a54848edc0b066de5b0bebc64d2ca1b84fae94
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2001,3060,6119.999848479663,0,3060,,2.9880109408964017e-07,017ec15dd6159b8770a656789e69bd513fc47e25ff753d08e581425ba3b4f3cd,c7aad547670d7aabaabd5f5fa83f25b98bbba1dba48357a4df44ee5c7b261d78,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,250615c5b97b2c6c11dafa3322557510828b087eff6f9ccea1d2f462d142edc2
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2001,3060,6120.000188920376,0,3060,,3.69809318279124e-07,dc710e222ddba04b50ab9902823071901a32b933a64c747b0ad9797bdc691903,f65170d8b0c002b88d7e7dd16c27293220074ca872e1505a4986fd227b6c84d0,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,93af4ae843c5ca8819c4a1c37c908f514bccff8d668d60fa021fad5223471567
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2002,3060,6120.0,68,2992,1860,0.0,644c838ce10ae92bb9ba6a8a2098d6486841d84de173ab59e28ce53f866f2c4a,b97399d68b5c1db53408e4793419ad9c492e38c9f74f4bd55079c7b314a49891,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,ed93ca25191d7cd5ba8af9de97a54848edc0b066de5b0bebc64d2ca1b84fae94
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2002,3060,6120.0,94,2966,1562,0.0,c4ca1ea9b34489f56fb53782cd837e1bdd8ad0e24a96f5b9e5dd7068a6d6a498,9d130ff6231f00d080590ae3f12503251f56c57e67d09e968e2154f3686583bb,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,ed93ca25191d7cd5ba8af9de97a54848edc0b066de5b0bebc64d2ca1b84fae94
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2002,3060,6119.999848479663,0,3060,,3.5994047209442215e-07,017ec15dd6159b8770a656789e69bd513fc47e25ff753d08e581425ba3b4f3cd,c34a16af071d5adcb48fe47655557bef2e1e5a320742ad54f439607459a490bb,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,db94354405e7bf51e4b40cd4ce2e0c4d3c521361793574b915ed2de9017bfb0e
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2002,3060,6120.000188920376,0,3060,,4.107324524937894e-07,dc710e222ddba04b50ab9902823071901a32b933a64c747b0ad9797bdc691903,a04b62950e0a3199f972a08c3c9361cc6a58576db332dc34926770a0af584d8e,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,0b91aaac50e53cea83795be2aa4206eb255ccc6faf7ef8121c723a707caa6ffd
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2003,3060,6120.0,68,2992,1860,0.0,644c838ce10ae92bb9ba6a8a2098d6486841d84de173ab59e28ce53f866f2c4a,0bb2d2ef4eab0183d44f54e55716899b2168afc3f1021f0848d2a4f046bf3209,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,ed93ca25191d7cd5ba8af9de97a54848edc0b066de5b0bebc64d2ca1b84fae94
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2003,3060,6120.0,94,2966,1562,0.0,c4ca1ea9b34489f56fb53782cd837e1bdd8ad0e24a96f5b9e5dd7068a6d6a498,c192b6a92069a97423e4421ba9f6fadbcddc9f7aa5d8401d766cf2a41c176590,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,ed93ca25191d7cd5ba8af9de97a54848edc0b066de5b0bebc64d2ca1b84fae94
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2003,3060,6119.999848479663,0,3060,,4.253214251903614e-07,017ec15dd6159b8770a656789e69bd513fc47e25ff753d08e581425ba3b4f3cd,d8565539dc67c06ffe0a9f019a107850c7b286053b032828ef9fee42cb4dfef5,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,0ce11ac06cae89acbd56a3ac6ab9b2e49a9de0e69384d3ef8f6420c7ac62f18f
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,1.0,2003,3060,6120.000188920376,0,3060,,4.84926069965752e-07,dc710e222ddba04b50ab9902823071901a32b933a64c747b0ad9797bdc691903,342fb20e91208d3cb7c9700c0af910177d56436a415ca306ae486e4ff22c9b9e,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,9163bb02c3d67a943722e489cce776f71f12ccefa5e04d616485427237badc26
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2001,3060,6120.0,68,2992,3060,0.0,999b18434b568ac0d584796ab26ec33f851d8991c2058868c7b600e566b5851d,ca5ef5001612dea6242df198cba01ff425ed2b659839c4e47228baf73c903ac4,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,e9998d3f265885ed6aa95a951d50a285fc28371aee7330606293da3cf7273446
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2001,3060,6120.0,94,2966,2612,0.0,532b78340e66b4b583792554507acab76b37ef973d3c4c32f035ed61239d776c,b372ec3c8d730b33c44de8c14aebd30156479f12174a07c88c786a8eb07694ce,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,e9998d3f265885ed6aa95a951d50a285fc28371aee7330606293da3cf7273446
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2001,3060,6119.999815384768,0,3060,,4.308824577137216e-07,1997423f1a96cf279c07e1fffc0b043223b0817e1f77b8e716e7612c5c624d97,ad895a352242df8d8b35ce3bf3c7a96eeabd01fe6b48ff1afc0624b3d3dd1dc4,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,b92d82171b4b78d276addb2dec6f5ca8dfdb7f093380d04ff0f19f2c7ccdff4f
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2001,3060,6120.000753754806,0,3060,,3.4477482380168567e-07,fd5ab8df851c0791acd4eff4d3dd5211b79c8e41bc65aa69fde3c0ea2baf93b2,c0e193ac583ac1067870be6e4a3ffd72f41548d458418d925a8c1689c3b20677,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,cc7a9a7f2a7ba0354ee6ea66dfd60dc25c20f601607651f4faa3b0d7798665f1
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2002,3060,6120.0,68,2992,3060,0.0,999b18434b568ac0d584796ab26ec33f851d8991c2058868c7b600e566b5851d,e3dc0c343a4e65e160ee016f9972eeff620fb9efb04165247829b6b8c7ce5c37,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,e9998d3f265885ed6aa95a951d50a285fc28371aee7330606293da3cf7273446
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2002,3060,6120.0,94,2966,2612,0.0,532b78340e66b4b583792554507acab76b37ef973d3c4c32f035ed61239d776c,e76ef241d17227a95b1bac920384fe39a6be1d6509c88e21da72d5a262897cd0,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,e9998d3f265885ed6aa95a951d50a285fc28371aee7330606293da3cf7273446
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2002,3060,6119.999815384768,0,3060,,2.6713599332595095e-07,1997423f1a96cf279c07e1fffc0b043223b0817e1f77b8e716e7612c5c624d97,ded8faea919b7cb15f167ff451dd7a799950409fde9294ac07997be1c92da484,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,9aa8cbc44239d290210a109dfd062801abd8898ef715b8dc46a84edc3cfc7efa
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2002,3060,6120.000753754806,0,3060,,4.078446949051795e-07,fd5ab8df851c0791acd4eff4d3dd5211b79c8e41bc65aa69fde3c0ea2baf93b2,53fcfb540411211f4659d67d120860573b9746f794791e24088937a3dbebed58,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,096133781502565374c65eba7f47a9ade840e1c71c77f47acdef14bb20f791fe
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2003,3060,6120.0,68,2992,3060,0.0,999b18434b568ac0d584796ab26ec33f851d8991c2058868c7b600e566b5851d,55c0ea29208226d2f07f2f44a14385d1ced703b73ab9d5654249d1d2d44b6d01,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,e9998d3f265885ed6aa95a951d50a285fc28371aee7330606293da3cf7273446
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2003,3060,6120.0,94,2966,2612,0.0,532b78340e66b4b583792554507acab76b37ef973d3c4c32f035ed61239d776c,5dc79d496e42bbe1b74cb2cb645bb6af49e55380c635f2d60e7a02baa656698b,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,e9998d3f265885ed6aa95a951d50a285fc28371aee7330606293da3cf7273446
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2003,3060,6119.999815384768,0,3060,,3.882461809823212e-07,1997423f1a96cf279c07e1fffc0b043223b0817e1f77b8e716e7612c5c624d97,5377ba19499ce36e6a7926c5692fbf3b446d79646f997bc4819e0a8d474d6553,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,696e79bb8be8e7b022eb469307b4b5411b79be9fd71daffd03181a9f83efb016
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,4.0,2003,3060,6120.000753754806,0,3060,,3.711328364630617e-07,fd5ab8df851c0791acd4eff4d3dd5211b79c8e41bc65aa69fde3c0ea2baf93b2,4465603a001e3c876b69b3371835c9db25cfec2e2d36b62b60fd70733ae1b03c,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,9b9a983002d47cbe710d26d47d3714e12a4f4ec7ae7d1cdfa4f9ec7c2e36e402
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2001,3060,6120.0,68,2992,5088,0.0,768e963ef9526a9de2ab3151a432a9479f18b81a1a79c2485d04493d09313445,dd7160aa9e7c9f47d61f2bb0d79b57f97705fdf32d85482bacc8eeaff04402fe,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,1d9c4f69704d85f915a5272aeaacfd415917c075e47257221c7ccf6e4bf19c35
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2001,3060,6120.0,94,2966,4214,0.0,4f0f8a361f855e77ea0322caa6d8e4e2512616f3a25b83f7d58df75b4b988564,6e300c88fa582727e2079ae12371d4e5d9d1df61d204959007342c09b8f227ba,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2001,3060,6120.000104885352,0,3060,,2.2023180212826787e-07,dc7a996623d9d2cd8b8ead1fb4fb6443a82f5a71c23081aa33bf7be27bcb8344,dc1dc5d9ad077132e0f995e88b9e328664627238efa523df636bfc65f387e60a,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,7a565d9dd09666968e99aa72efe9d268227c6e59bf2050720b7e5ecfa417638e
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2001,3060,6119.999723703062,0,3060,,2.2814946065707886e-07,3c2991bbe62442ae017d20e1acc380960c107730774508952a3bb1faa7ae4b69,c2aec8fb0409c36fd46c5a672653f0b0c0a3830ecc9a753401537198577c9e12,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,74f6bfd09e6af50188845788dcf6bad088b9d75c8cd4a0880ea17501425ca11c
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2002,3060,6120.0,68,2992,5088,0.0,768e963ef9526a9de2ab3151a432a9479f18b81a1a79c2485d04493d09313445,794e1ba58e8cf0d73e0768d14087ff89aa2884b6c16107ad7bbe67184be83455,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2002,3060,6120.0,94,2966,4214,0.0,4f0f8a361f855e77ea0322caa6d8e4e2512616f3a25b83f7d58df75b4b988564,76d5e09507504e70197a55d1ee40a15fd4a52b3d931268e67632dd8df095cb81,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2002,3060,6120.000104885352,0,3060,,2.899446958082308e-07,dc7a996623d9d2cd8b8ead1fb4fb6443a82f5a71c23081aa33bf7be27bcb8344,258e965e47136c35ec5f85a1eacc8451466e94765d0aa84f37b555629c8edc08,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,8c4c4f3d9103faf4119df324e013ab39ed417b1cdff9a3c29f0e207523a68265
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2002,3060,6119.999723703062,0,3060,,3.456469421792008e-07,3c2991bbe62442ae017d20e1acc380960c107730774508952a3bb1faa7ae4b69,8fce7a2fc6c699bcbf53da7ed0b14dbbb75962ea51a0217ccac71fdc93c7f73e,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,a3f3d89be540cb84acbb4717c9d128a258c8baf856cebd95ef68e2549dd7a626
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2003,3060,6120.0,68,2992,5088,0.0,768e963ef9526a9de2ab3151a432a9479f18b81a1a79c2485d04493d09313445,efc73630e8d5d3af6c15ff316010a48829d7c0119da78d0f33f3b3320d75eb39,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2003,3060,6120.0,94,2966,4214,0.0,4f0f8a361f855e77ea0322caa6d8e4e2512616f3a25b83f7d58df75b4b988564,ef481f8dfc6d70c87da092ca8939c36eba9dd674f004769f05e54beb7c33d2e5,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2003,3060,6120.000104885352,0,3060,,2.907935732210376e-07,dc7a996623d9d2cd8b8ead1fb4fb6443a82f5a71c23081aa33bf7be27bcb8344,fae4929bd0631ff3437926902a071856de77f76a84f914910063821b1fe71ccf,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,4f09ad80c382ceec6f6283daa4e5812b4366e1852502176a90041ce415790d15
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,7.0,2003,3060,6119.999723703062,0,3060,,3.159723691581462e-07,3c2991bbe62442ae017d20e1acc380960c107730774508952a3bb1faa7ae4b69,b0f815d2322c3e4db1f05a7204eb130e4030fad12b427252e9d6c246b7ac07fd,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,4811cf3d5357577fe122c11ebdc8086804647ac98926789b982e7c0541d9cddf
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2001,3060,6120.0,68,2992,5088,0.0,768e963ef9526a9de2ab3151a432a9479f18b81a1a79c2485d04493d09313445,f3a7db738444bb3480cb78900b18aadf35bd40e9977835dad42051c23e52c0cc,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2001,3060,6120.0,94,2966,4214,0.0,4f0f8a361f855e77ea0322caa6d8e4e2512616f3a25b83f7d58df75b4b988564,c47d2a6049d0bfe0a3c13c09b17d7ab010c16c3efb60eaabe35e3358347eb9e1,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2001,3060,6120.000020600634,0,3060,,2.0515313403635105e-07,47d1e2f0c58ff4adc418169e9a5ed3ba3f4bd0224aad833d91d6e28bb81683a4,4d228da2af9c39009d08937c4000ca84ccb0827ea70aece1e6afd4ae163deaec,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,23bf7337fcfca49f02382cbc1dc7855816dea30f7137c03ff90849bab6052b41
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2001,3060,6120.000315502423,0,3060,,1.5365821148805026e-07,40d25ebd7c8092e96d3cd1113870c09a8907c04af050126d607f9fc7a8a68350,1c86dc4c0d21f0a4f9b8eb6c4af1d8fbde9b4cab223f5023f2eac6775cd636aa,ee85689517604ef38a5c34107562906d2d6acd61197f136ac5c7b24ea7700bbb,bdea42ca341357c135d7a4ab8aafd7a088fb608bf4a443f79127b2362cc62a39
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2002,3060,6120.0,68,2992,5088,0.0,768e963ef9526a9de2ab3151a432a9479f18b81a1a79c2485d04493d09313445,cafff58f62ff88623bb6ae57492c180b7cd81ed9add3e3363f7b998330bec919,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2002,3060,6120.0,94,2966,4214,0.0,4f0f8a361f855e77ea0322caa6d8e4e2512616f3a25b83f7d58df75b4b988564,623fcdf5d7640aa600f9eaad49373057b6fb08947a48bdac90e376b1f142e7f9,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2002,3060,6120.000020600634,0,3060,,2.3288207451344078e-07,47d1e2f0c58ff4adc418169e9a5ed3ba3f4bd0224aad833d91d6e28bb81683a4,3de680899031c25a21bda4910b047cd00e1b7a3fd4a54954f05da02d726ba4c7,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,6b37b2bec7d7cf0543383631c411d4c42c38c8475cf3eb1e395dc280ddcbe99a
wetok_r3,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2002,3060,6120.000315502423,0,3060,,2.002160317537971e-07,40d25ebd7c8092e96d3cd1113870c09a8907c04af050126d607f9fc7a8a68350,1627b4fadfe12cd7bdc6f9939b348179f023cb2a66d60b1b3a044974e193443f,b6e45c91d7501275281636cfb8b7a2c601bd06200f3a05053a2a7fc6df9c0349,ac941424ae47bb7673927548dd97555e1dfa760ab7652634050d272e74ca72a4
raw_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2003,3060,6120.0,68,2992,5088,0.0,768e963ef9526a9de2ab3151a432a9479f18b81a1a79c2485d04493d09313445,268dc929d17a7341942bf6dcc85f243e1ac5d50796beddf83a63ab413bb31e78,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
arithmetic_adaptive,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2003,3060,6120.0,94,2966,4214,0.0,4f0f8a361f855e77ea0322caa6d8e4e2512616f3a25b83f7d58df75b4b988564,8f4667fb172f3f1fdfc0246c660f4453b7320fbf258060ba6f966e3fdd99f64d,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,fa36f41a793c4c06cfd35bdaff2f6ca47c3048b251c4e5a57e98a484024399a9
perceptual_deepjscc,0,n01440764/ILSVRC2012_val_00003014_n01440764,ba4269f89fdfc1ec6596d3da2afb4e19a03b1eca4a1722e30eed3d2a2bd8f7ec,13.0,2003,3060,6120.000020600634,0,3060,,1.7115033790204848e-07,47d1e2f0c58ff4adc418169e9a5ed3ba3f4bd0224aad833d91d6e28bb81683a4,b904c3be16a3ba8a6661d2b267debdfdaf739d6e263eed7ac37f2e7202648546,c81ef1cac771a26cbcb719451572cd865b01a4bde7d78dab8cc53498ba2df4f5,76c47b7c130a587af7288a47879f7b107e53dc7b0aa1d68eaed7c07326151c53
