step,selection_utility,U_image,mse,lpips_alex
0,0.17326113940576712,0.1601944509074092,0.08748308041250955,0.7271136902968088
2500,0.027139708621054887,0.021783446065150203,0.008162371421031033,0.13621074408330022
5000,0.024203759785400084,0.01944779357879112,0.007295841160913309,0.12151952208429576
7500,0.022985746416123585,0.0185060426674628,0.007013912295674284,0.11492130171929797
10000,0.0227154612347018,0.01837622093448105,0.007033337352820672,0.1134288338801513
12500,0.022242061869179208,0.017999031435480962,0.006828185214672704,0.11170846026241779
15000,0.021909473425413793,0.01773714512932735,0.006756368379999185,0.109807765568917
17500,0.021477328683280696,0.017392481324247394,0.0066218019906334425,0.10770679151962201
20000,0.021336851058263953,0.01729540648953989,0.006574699509287408,0.10720706789779166
