method,sources,frames,psnr_db,lpips_alex,dino_cosine
arithmetic_adaptive_m789_Dc,100,1500,21.442114053090418,0.14212149298936122,0.8878096384803456
calibration_frozen_resource_lookup,100,1500,22.18276512145995,0.1310924811276297,0.8849545441071192
full_tx_control,100,1500,22.117218428293853,0.13641005611543858,0.8753465011219186
light_tx,100,1500,22.02646824900309,0.13818950359895826,0.8743105544149877
original_1024_Dc,100,1500,22.067374564488727,0.13622466565171878,0.8744118903577326
pure_continuous,100,1500,24.00098589706422,0.09255582220541936,0.9235712990760798
raw_adaptive_m789_Dc,100,1500,21.505338929494222,0.13652762198944887,0.8935706560214358
