method,source_index,image_id,snr_db,seed,mse,lpips_alex,normalized_latent,utility,U_image,header_ok,body_crc_ok
P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4101,0.005452308803796768,0.1274867206811905,0.4732295572757721,0.02293327823281288,0.018200982362031937,1,not_applicable
P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4101,0.00850547756999731,0.15926703810691833,0.49374520778656006,0.02936963364481926,0.02443218231201172,1,not_applicable
P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4101,0.003795245662331581,0.10599733144044876,0.4142274260520935,0.018537253141403198,0.014394978992640972,1,not_applicable
P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4101,0.0024533893447369337,0.09220310300588608,0.3816832900047302,0.015490532852709293,0.0116737000644207,1,not_applicable
P4084,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4101,0.004453994333744049,0.10654014348983765,0.4317302107810974,0.01942531019449234,0.015108008868992329,1,not_applicable
P4084,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4101,0.002293977187946439,0.0813462883234024,0.3555738925933838,0.013984344899654388,0.01042860560119152,1,not_applicable
P4084,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4101,0.00778990751132369,0.15593816339969635,0.4680785536766052,0.028064507991075516,0.023383723571896553,1,not_applicable
P4084,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4101,0.01030070148408413,0.13097675144672394,0.6570221185684204,0.02996859699487686,0.023398377001285553,1,not_applicable
P4084,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4101,0.00956706888973713,0.14633306860923767,0.5683040618896484,0.02988341636955738,0.024200376123189926,1,not_applicable
P4084,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4101,0.004663219675421715,0.10155531764030457,0.41024115681648254,0.01892116293311119,0.014818751253187656,1,not_applicable
P4084,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4101,0.007904307916760445,0.13075026869773865,0.7411644458770752,0.028390977531671524,0.02097933366894722,1,not_applicable
P4084,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4101,0.0038763161282986403,0.08306200802326202,0.3902381658554077,0.01608489826321602,0.012182516977190971,1,not_applicable
P4084,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4101,0.0069543225690722466,0.06960202008485794,0.4235859513282776,0.018150383606553078,0.01391452457755804,1,not_applicable
P4084,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4101,0.005571079906076193,0.08152187615633011,0.5185320377349854,0.018908586353063583,0.013723267242312431,1,not_applicable
P4084,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4101,0.00812343880534172,0.10295303165912628,0.4558660387992859,0.022977402433753014,0.01841874234378338,1,not_applicable
P4084,15,n01558993/ILSVRC2012_val_00029417_n01558993,1,4101,0.0073766461573541164,0.082929328083992,0.3730506896972656,0.019400086253881454,0.015669578686356544,1,not_applicable
P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4102,0.0054035484790802,0.12926331162452698,0.47815951704978943,0.023111475631594658,0.018329881131649017,1,not_applicable
P4084,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4102,0.00890454463660717,0.16334298253059387,0.48885637521743774,0.030127406120300293,0.025238843634724617,1,not_applicable
P4084,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4102,0.004910047631710768,0.10478413105010986,0.41418856382369995,0.019530346617102623,0.015388460829854012,1,not_applicable
P4084,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4102,0.0017123048892244697,0.08814584463834763,0.38204383850097656,0.014347327873110771,0.010526889003813267,1,not_applicable
P4084,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4102,0.004616498481482267,0.10585413873195648,0.43934887647628784,0.019595401361584663,0.015201913192868233,1,not_applicable
P4084,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4102,0.001610281877219677,0.07265937328338623,0.34848344326019287,0.012361053377389908,0.008876219391822815,1,not_applicable
P4084,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4102,0.007071222178637981,0.14309906959533691,0.4578213691711426,0.02595934271812439,0.021381128579378128,1,not_applicable
P4084,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4102,0.010194234549999237,0.13175025582313538,0.663074791431427,0.030000008642673492,0.023369260132312775,1,not_applicable
P4084,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4102,0.011333487927913666,0.18236003816127777,0.5758714079856873,0.035328205674886703,0.029569491744041443,1,not_applicable
P4084,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4102,0.00476108817383647,0.10757545381784439,0.4126986265182495,0.01964562013745308,0.015518633648753166,1,not_applicable
P4084,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4102,0.00665312260389328,0.12734079360961914,0.7355724573135376,0.026742927730083466,0.019387202337384224,1,not_applicable
P4084,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4102,0.0044893319718539715,0.09772190451622009,0.3889666795730591,0.018151190131902695,0.014261523261666298,1,not_applicable
P4084,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4102,0.00813712552189827,0.09884516149759293,0.4157823920249939,0.022179467603564262,0.01802164316177368,1,not_applicable
P4084,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4102,0.006096312310546637,0.08163145184516907,0.5327292680740356,0.019586749374866486,0.0142594575881958,1,not_applicable
P4084,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4102,0.008194850757718086,0.1076616495847702,0.44952845573425293,0.023456301540136337,0.018961016088724136,1,not_applicable
P4084,15,n01558993/ILSVRC2012_val_00029417_n01558993,1,4102,0.006534052547067404,0.07238030433654785,0.37097418308258057,0.01748182438313961,0.013772083446383476,1,not_applicable
P4084,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4103,0.00574266305193305,0.1407431960105896,0.48826590180397034,0.02469964325428009,0.019816983491182327,1,not_applicable
