method,snr_db,calls,tx_ms,rx_ms,total_ms,table_sha256
token-efficiency-digital-v1/raw/16QAM/N4084/m8,7,20,10.799381486140192,119.54465810558759,130.34403959172778,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m8,13,20,10.782090103020892,119.60276244790293,130.38485255092382,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m8,19,20,10.773583187256008,119.55806090845726,130.33164409571327,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,1,20,11.742982757277787,120.01006054924801,131.7530433065258,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,4,20,11.757127742748708,119.82213231385686,131.57926005660556,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,7,20,11.743278906214982,119.8052748630289,131.54855376924388,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,13,20,11.749065149342641,119.82428259216249,131.57334774150513,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,19,20,11.753032199339941,120.08271078811958,131.83574298745953,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P2048,1,20,8.244118106085807,12.523179413983598,20.767297520069405,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P2048,4,20,8.221785892965272,12.516112887533382,20.737898780498654,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P2048,7,20,8.221742371097207,12.509231379954144,20.73097375105135,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P2048,13,20,8.21682559326291,12.508439744124189,20.7252653373871,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P2048,19,20,8.21296795620583,12.508688936941326,20.721656893147156,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P3060,1,20,8.224990003509447,12.508994393283501,20.73398439679295,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P3060,4,20,8.230513165472075,12.511510745389387,20.742023910861462,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P3060,7,20,8.21884420583956,12.507577467476949,20.72642167331651,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P3060,13,20,8.215464989189059,12.507122958777472,20.72258794796653,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P3060,19,20,8.236241346457973,12.616783729754388,20.85302507621236,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P4084,1,20,8.22564615518786,12.42711995728314,20.652766112471,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P4084,4,20,8.230398705927655,12.429524026811123,20.659922732738778,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P4084,7,20,8.223794744117185,12.426118779694661,20.649913523811847,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P4084,13,20,8.225424255942926,12.436500901822,20.661925157764927,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
P4084,19,20,8.226107654627413,12.42921234224923,20.655319996876642,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
