method,snr_db,N,E_mean,E_min,E_p05,E_p95,E_max,energy_constraint,table_sha256
token-efficiency-digital-v1/raw/16QAM/N3060/m7,13,3060,6130.2880000000005,5897.6,6011.839999999999,6270.799999999999,6374.4000000000015,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m7,19,3060,6130.2880000000005,5897.6,6011.839999999999,6270.799999999999,6374.4000000000015,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m8,1,3060,6135.104,6003.200000000001,6036.4800000000005,6244.88,6363.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m8,4,3060,6135.104,6003.200000000001,6036.4800000000005,6244.88,6363.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m8,7,3060,6135.104,6003.200000000001,6036.4800000000005,6244.88,6363.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m8,13,3060,6135.104,6003.200000000001,6036.4800000000005,6244.88,6363.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m8,19,3060,6135.104,6003.200000000001,6036.4800000000005,6244.88,6363.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m9,1,3060,6124.432000000001,5918.400000000001,6044.56,6233.6,6292.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m9,4,3060,6124.432000000001,5918.400000000001,6044.56,6233.6,6292.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m9,7,3060,6124.432000000001,5918.400000000001,6044.56,6233.6,6292.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m9,13,3060,6124.432000000001,5918.400000000001,6044.56,6233.6,6292.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N3060/m9,19,3060,6124.432000000001,5918.400000000001,6044.56,6233.6,6292.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m10,1,4084,8164.88,8014.4,8052.5599999999995,8273.679999999998,8339.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m10,4,4084,8164.88,8014.4,8052.5599999999995,8273.679999999998,8339.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m10,7,4084,8164.88,8014.4,8052.5599999999995,8273.679999999998,8339.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m10,13,4084,8164.88,8014.4,8052.5599999999995,8273.679999999998,8339.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m10,19,4084,8164.88,8014.4,8052.5599999999995,8273.679999999998,8339.2,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m6,1,4084,8184.607999999999,7825.6,7970.160000000001,8420.960000000001,8521.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m6,4,4084,8184.607999999999,7825.6,7970.160000000001,8420.960000000001,8521.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m6,7,4084,8184.607999999999,7825.6,7970.160000000001,8420.960000000001,8521.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m6,13,4084,8184.607999999999,7825.6,7970.160000000001,8420.960000000001,8521.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m6,19,4084,8184.607999999999,7825.6,7970.160000000001,8420.960000000001,8521.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m7,1,4084,8182.751999999999,7918.4,8050.4,8349.84,8470.400000000001,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m7,4,4084,8182.751999999999,7918.4,8050.4,8349.84,8470.400000000001,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m7,7,4084,8182.751999999999,7918.4,8050.4,8349.84,8470.400000000001,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m7,13,4084,8182.751999999999,7918.4,8050.4,8349.84,8470.400000000001,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m7,19,4084,8182.751999999999,7918.4,8050.4,8349.84,8470.400000000001,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m8,1,4084,8189.248,7979.199999999999,8063.52,8341.119999999999,8492.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m8,4,4084,8189.248,7979.199999999999,8063.52,8341.119999999999,8492.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m8,7,4084,8189.248,7979.199999999999,8063.52,8341.119999999999,8492.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m8,13,4084,8189.248,7979.199999999999,8063.52,8341.119999999999,8492.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m8,19,4084,8189.248,7979.199999999999,8063.52,8341.119999999999,8492.8,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,1,4084,8164.816,7977.6,8036.48,8289.76,8401.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,4,4084,8164.816,7977.6,8036.48,8289.76,8401.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,7,4084,8164.816,7977.6,8036.48,8289.76,8401.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,13,4084,8164.816,7977.6,8036.48,8289.76,8401.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
token-efficiency-digital-v1/raw/16QAM/N4084/m9,19,4084,8164.816,7977.6,8036.48,8289.76,8401.6,fixed_constellation_average_2_per_symbol,e7b3037e9248b82b45a1db7aa332d8b69055c968ec8e2dd35df43684e7d85880
