method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,psnr_db,lpips_alex,dino_cosine
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2003,4084,8168,1,1,True,137,24.34116554260254,0.11232074350118637,0.8887607455253601
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2003,4084,8168,1,1,True,112,24.35520362854004,0.11186878383159637,0.8884629011154175
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2001,4084,8168,1,1,True,137,24.374006271362305,0.11008147895336151,0.8852277994155884
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2001,4084,8168,1,1,True,112,24.376842498779297,0.1099618449807167,0.8850202560424805
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2002,4084,8168,1,1,True,137,24.356660842895508,0.11051701754331589,0.8881194591522217
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2002,4084,8168,1,1,True,112,24.36181640625,0.11036829650402069,0.8874004483222961
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2003,4084,8168,1,1,True,137,24.378328323364258,0.11098720133304596,0.886764645576477
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2003,4084,8168,1,1,True,112,24.38084602355957,0.11081703007221222,0.8862612247467041
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2001,4084,8168,1,0,True,123,19.8765926361084,0.17343036830425262,0.7670109272003174
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2001,4084,8168,1,0,False,0,19.414335250854492,0.18148021399974823,0.7265603542327881
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2002,4084,8168,1,0,True,123,11.877246856689453,0.45354804396629333,0.5135066509246826
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2002,4084,8168,1,0,True,104,11.070062637329102,0.4904624819755554,0.45219433307647705
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2003,4084,8168,1,0,True,123,20.067537307739258,0.17243549227714539,0.8201330900192261
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2003,4084,8168,1,0,True,104,19.853662490844727,0.1852065622806549,0.7982499599456787
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2001,4084,8168,1,1,True,123,20.907386779785156,0.1403087079524994,0.8887538909912109
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2001,4084,8168,1,1,True,104,20.95874786376953,0.1394139975309372,0.8933881521224976
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2002,4084,8168,1,1,True,123,20.897024154663086,0.13623642921447754,0.8825777769088745
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2002,4084,8168,1,1,True,104,20.94769287109375,0.13572999835014343,0.8872069120407104
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2003,4084,8168,1,1,True,123,20.908031463623047,0.14279013872146606,0.8595949411392212
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2003,4084,8168,1,1,True,104,20.960346221923828,0.14150823652744293,0.8629648685455322
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2001,4084,8168,1,1,True,123,21.02417755126953,0.1381416916847229,0.8965857625007629
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2001,4084,8168,1,1,True,104,21.061412811279297,0.13759072124958038,0.899116039276123
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2002,4084,8168,1,1,True,123,21.015501022338867,0.1354084610939026,0.891055703163147
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2002,4084,8168,1,1,True,104,21.053693771362305,0.1351914405822754,0.8942141532897949
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2003,4084,8168,1,1,True,123,21.026073455810547,0.13969041407108307,0.8702523112297058
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2003,4084,8168,1,1,True,104,21.06191635131836,0.13893234729766846,0.8743153810501099
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2001,4084,8168,1,1,True,123,21.152515411376953,0.13584615290164948,0.9021758437156677
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2001,4084,8168,1,1,True,104,21.165103912353516,0.1355247050523758,0.9031577110290527
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2002,4084,8168,1,1,True,123,21.14946746826172,0.13355682790279388,0.900566816329956
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2002,4084,8168,1,1,True,104,21.162635803222656,0.1333305388689041,0.9019163846969604
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2003,4084,8168,1,1,True,123,21.149349212646484,0.1365562081336975,0.8883750438690186
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2003,4084,8168,1,1,True,104,21.16156005859375,0.13609585165977478,0.8909810185432434
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2001,4084,8168,1,1,True,123,21.192646026611328,0.13488641381263733,0.9043294787406921
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2001,4084,8168,1,1,True,104,21.19595718383789,0.13472981750965118,0.9044632315635681
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2002,4084,8168,1,1,True,123,21.191619873046875,0.1331600546836853,0.9032451510429382
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2002,4084,8168,1,1,True,104,21.195037841796875,0.13319720327854156,0.9034632444381714
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2003,4084,8168,1,1,True,123,21.190109252929688,0.1348860263824463,0.8970062136650085
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2003,4084,8168,1,1,True,104,21.193675994873047,0.13470149040222168,0.8979722261428833
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2001,4084,8168,1,0,True,170,20.597049713134766,0.18346546590328217,0.778525710105896
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2001,4084,8168,1,0,False,0,19.94642448425293,0.20367825031280518,0.7804838418960571
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2002,4084,8168,1,0,True,170,15.753178596496582,0.34434211254119873,0.5404307246208191
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2002,4084,8168,1,0,True,145,14.824360847473145,0.37636080384254456,0.45217013359069824
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2003,4084,8168,1,0,True,170,20.129169464111328,0.18561574816703796,0.8520170450210571
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2003,4084,8168,1,0,True,145,19.85552215576172,0.1975386142730713,0.8490103483200073
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2001,4084,8168,1,1,True,170,21.256511688232422,0.15319854021072388,0.806946337223053
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2001,4084,8168,1,1,True,145,21.330678939819336,0.1519346535205841,0.8097171783447266
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2002,4084,8168,1,1,True,170,21.228282928466797,0.15048637986183167,0.7954905033111572
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2002,4084,8168,1,1,True,145,21.313804626464844,0.1486993283033371,0.7997938990592957
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2003,4084,8168,1,1,True,170,21.310976028442383,0.1473597139120102,0.7887136936187744
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2003,4084,8168,1,1,True,145,21.381900787353516,0.14590758085250854,0.7877005338668823
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2001,4084,8168,1,1,True,170,21.412094116210938,0.15058110654354095,0.8084613680839539
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2001,4084,8168,1,1,True,145,21.469314575195312,0.1496296525001526,0.8059869408607483
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2002,4084,8168,1,1,True,170,21.41397476196289,0.14662067592144012,0.7985769510269165
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2002,4084,8168,1,1,True,145,21.48488998413086,0.1453387439250946,0.7980574369430542
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2003,4084,8168,1,1,True,170,21.458253860473633,0.14465662837028503,0.7919580936431885
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2003,4084,8168,1,1,True,145,21.513044357299805,0.14360304176807404,0.7919800877571106
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2001,4084,8168,1,1,True,170,21.6131591796875,0.14570777118206024,0.811765730381012
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2001,4084,8168,1,1,True,145,21.639144897460938,0.1446855664253235,0.8156735301017761
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2002,4084,8168,1,1,True,170,21.61993980407715,0.14307314157485962,0.8095822334289551
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2002,4084,8168,1,1,True,145,21.64041519165039,0.1428394764661789,0.8124728202819824
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2003,4084,8168,1,1,True,170,21.647720336914062,0.14047452807426453,0.810204029083252
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2003,4084,8168,1,1,True,145,21.669387817382812,0.1400321125984192,0.8141747117042542
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2001,4084,8168,1,1,True,170,21.689722061157227,0.1424899846315384,0.8217814564704895
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2001,4084,8168,1,1,True,145,21.696308135986328,0.14221574366092682,0.8223169445991516
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2002,4084,8168,1,1,True,170,21.68208122253418,0.1421593874692917,0.8183363676071167
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2002,4084,8168,1,1,True,145,21.688644409179688,0.14199569821357727,0.819015383720398
source,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2003,4084,8168,1,1,True,170,21.705429077148438,0.13961555063724518,0.8196800947189331
residual,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2003,4084,8168,1,1,True,145,21.709495544433594,0.13962824642658234,0.8200200200080872
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2001,4084,8168,1,0,True,96,23.428607940673828,0.20160873234272003,0.840542197227478
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2001,4084,8168,1,0,True,72,22.514989852905273,0.22165071964263916,0.8407301306724548
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2002,4084,8168,1,0,True,96,27.794170379638672,0.14427787065505981,0.9157311320304871
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2002,4084,8168,1,0,True,72,27.48903465270996,0.15750735998153687,0.898360550403595
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2003,4084,8168,1,0,True,96,23.478923797607422,0.25305745005607605,0.8304495215415955
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2003,4084,8168,1,0,True,72,22.549041748046875,0.2690226137638092,0.793489933013916
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2001,4084,8168,1,1,True,96,29.043968200683594,0.08919930458068848,0.9207373261451721
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2001,4084,8168,1,1,True,72,29.112377166748047,0.08786274492740631,0.9243881702423096
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2002,4084,8168,1,1,True,96,29.238340377807617,0.09302759170532227,0.933265209197998
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2002,4084,8168,1,1,True,72,29.294498443603516,0.09172696620225906,0.935926616191864
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2003,4084,8168,1,1,True,96,29.155961990356445,0.09114553779363632,0.9337430000305176
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2003,4084,8168,1,1,True,72,29.21733856201172,0.08968710154294968,0.9362268447875977
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2001,4084,8168,1,1,True,96,29.188629150390625,0.08660613000392914,0.9305322170257568
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2001,4084,8168,1,1,True,72,29.23944091796875,0.08576247841119766,0.9343520998954773
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2002,4084,8168,1,1,True,96,29.345909118652344,0.09043611586093903,0.938667356967926
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2002,4084,8168,1,1,True,72,29.382497787475586,0.08934961259365082,0.9404507875442505
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2003,4084,8168,1,1,True,96,29.280181884765625,0.08816550672054291,0.93904048204422
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2003,4084,8168,1,1,True,72,29.322072982788086,0.08704747259616852,0.9412128925323486
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2001,4084,8168,1,1,True,96,29.352542877197266,0.08475089818239212,0.9427543878555298
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2001,4084,8168,1,1,True,72,29.37056541442871,0.08455494791269302,0.943968653678894
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2002,4084,8168,1,1,True,96,29.4400634765625,0.08644171059131622,0.9458346962928772
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2002,4084,8168,1,1,True,72,29.4476318359375,0.08589009195566177,0.9466568231582642
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2003,4084,8168,1,1,True,96,29.40201759338379,0.08528552204370499,0.9457705616950989
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2003,4084,8168,1,1,True,72,29.413759231567383,0.08501245826482773,0.9465823769569397
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2001,4084,8168,1,1,True,96,29.4068603515625,0.08418133854866028,0.9459351301193237
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2001,4084,8168,1,1,True,72,29.412267684936523,0.08415401726961136,0.94631028175354
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2002,4084,8168,1,1,True,96,29.453765869140625,0.08480596542358398,0.9477518796920776
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2002,4084,8168,1,1,True,72,29.45321273803711,0.08466368168592453,0.9478613138198853
source,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2003,4084,8168,1,1,True,96,29.431995391845703,0.08456335961818695,0.9478952288627625
residual,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2003,4084,8168,1,1,True,72,29.434139251708984,0.0845012366771698,0.9480377435684204
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2001,4084,8168,1,0,True,191,15.463949203491211,0.2280651181936264,0.8232365846633911
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2001,4084,8168,1,0,True,167,15.265893936157227,0.2447083443403244,0.8141412734985352
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2002,4084,8168,1,0,True,191,15.43581771850586,0.2330510914325714,0.8025534152984619
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2002,4084,8168,1,0,True,167,15.256235122680664,0.23758770525455475,0.7897465229034424
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2003,4084,8168,1,0,True,191,15.439109802246094,0.24458183348178864,0.7937901020050049
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2003,4084,8168,1,0,True,167,15.256170272827148,0.2524896562099457,0.776031494140625
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2001,4084,8168,1,1,True,191,16.330530166625977,0.2021980881690979,0.8866962790489197
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2001,4084,8168,1,1,True,167,16.378929138183594,0.2015010118484497,0.8908912539482117
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2002,4084,8168,1,1,True,191,16.34147834777832,0.20684202015399933,0.8817999362945557
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2002,4084,8168,1,1,True,167,16.38671112060547,0.20603929460048676,0.8829757571220398
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2003,4084,8168,1,1,True,191,16.27815055847168,0.21122205257415771,0.8767971992492676
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2003,4084,8168,1,1,True,167,16.336071014404297,0.20954746007919312,0.8768304586410522
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2001,4084,8168,1,1,True,191,16.43629264831543,0.2007521390914917,0.895142674446106
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2001,4084,8168,1,1,True,167,16.47015380859375,0.20070412755012512,0.8971921801567078
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2002,4084,8168,1,1,True,191,16.440425872802734,0.20475801825523376,0.8822903633117676
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2002,4084,8168,1,1,True,167,16.471227645874023,0.2043602466583252,0.8823002576828003
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2003,4084,8168,1,1,True,191,16.405166625976562,0.20687347650527954,0.8807258605957031
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2003,4084,8168,1,1,True,167,16.444583892822266,0.205400288105011,0.8841692805290222
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2001,4084,8168,1,1,True,191,16.545595169067383,0.19936159253120422,0.9000985622406006
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2001,4084,8168,1,1,True,167,16.555374145507812,0.19948990643024445,0.8995317220687866
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2002,4084,8168,1,1,True,191,16.542356491088867,0.2026156485080719,0.8819930553436279
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2002,4084,8168,1,1,True,167,16.552108764648438,0.2020602822303772,0.8826582431793213
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2003,4084,8168,1,1,True,191,16.529193878173828,0.20252937078475952,0.8894244432449341
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2003,4084,8168,1,1,True,167,16.54054832458496,0.20221278071403503,0.8891987800598145
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,19.0,2001,4084,8168,1,1,True,191,16.573211669921875,0.2005680501461029,0.8969087600708008
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,19.0,2001,4084,8168,1,1,True,167,16.57530403137207,0.2006734311580658,0.8960674405097961
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,19.0,2002,4084,8168,1,1,True,191,16.570297241210938,0.20093022286891937,0.8858499526977539
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,19.0,2002,4084,8168,1,1,True,167,16.57267189025879,0.20057755708694458,0.8865071535110474
source,31,n02277742/ILSVRC2012_val_00015608_n02277742,19.0,2003,4084,8168,1,1,True,191,16.561948776245117,0.20155322551727295,0.8893430233001709
residual,31,n02277742/ILSVRC2012_val_00015608_n02277742,19.0,2003,4084,8168,1,1,True,167,16.564945220947266,0.20136086642742157,0.8895043730735779
