method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,enhancement_energy,psnr_db,lpips_alex,dino_cosine
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,13.0,2001,4084,8168,1,1,True,190,2048.0,20.634998321533203,0.12876498699188232,0.9650651812553406
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,13.0,2001,4084,8168,1,1,True,157,2047.999755859375,20.652921676635742,0.12861381471157074,0.9656285047531128
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,13.0,2002,4084,8168,1,1,True,190,2048.0,20.43321990966797,0.13283804059028625,0.9624291658401489
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,13.0,2002,4084,8168,1,1,True,157,2047.999755859375,20.50313949584961,0.13180382549762726,0.9629203081130981
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,13.0,2003,4084,8168,1,1,True,190,2048.0,20.57931900024414,0.1293395757675171,0.9629666805267334
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,13.0,2003,4084,8168,1,1,True,157,2047.999755859375,20.604116439819336,0.12891200184822083,0.9638152718544006
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,19.0,2001,4084,8168,1,1,True,190,2048.0,20.668432235717773,0.12853661179542542,0.9660927057266235
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,19.0,2001,4084,8168,1,1,True,157,2047.999755859375,20.6680908203125,0.12851355969905853,0.9660537838935852
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,19.0,2002,4084,8168,1,1,True,190,2048.0,20.588415145874023,0.13060295581817627,0.9642735719680786
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,19.0,2002,4084,8168,1,1,True,157,2047.999755859375,20.604148864746094,0.13034720718860626,0.9645169973373413
source,22,n02106550/ILSVRC2012_val_00014315_n02106550,19.0,2003,4084,8168,1,1,True,190,2048.0,20.635845184326172,0.12881681323051453,0.9650475978851318
residual,22,n02106550/ILSVRC2012_val_00014315_n02106550,19.0,2003,4084,8168,1,1,True,157,2047.999755859375,20.64093780517578,0.12890419363975525,0.9651457071304321
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2001,4084,8168,1,0,True,136,2048.0,23.046281814575195,0.17868858575820923,0.830106258392334
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2001,4084,8168,1,0,True,110,2048.0,22.587902069091797,0.19184520840644836,0.8467330932617188
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2002,4084,8168,1,0,True,136,2048.0,24.35272216796875,0.17436975240707397,0.9097002744674683
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2002,4084,8168,1,0,True,110,2048.0,24.026752471923828,0.1826155036687851,0.897496223449707
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2003,4084,8168,1,0,True,136,2048.0,23.330116271972656,0.17387476563453674,0.9145066738128662
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,1.0,2003,4084,8168,1,0,True,110,2048.0,22.76362419128418,0.18286487460136414,0.9094525575637817
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2001,4084,8168,1,1,True,136,2048.0,25.31144142150879,0.14830052852630615,0.9328433275222778
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2001,4084,8168,1,1,True,110,2048.0,25.355073928833008,0.14703243970870972,0.9334753751754761
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2002,4084,8168,1,1,True,136,2048.0,25.44741439819336,0.14331211149692535,0.9355825185775757
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2002,4084,8168,1,1,True,110,2048.0,25.484832763671875,0.14225730299949646,0.9353525042533875
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2003,4084,8168,1,1,True,136,2048.0,25.313438415527344,0.14556844532489777,0.9344254732131958
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,4.0,2003,4084,8168,1,1,True,110,2048.0,25.37499237060547,0.1444554626941681,0.9346737861633301
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2001,4084,8168,1,1,True,136,2048.0,25.405071258544922,0.14560218155384064,0.9343798160552979
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2001,4084,8168,1,1,True,110,2048.0,25.435894012451172,0.14477188885211945,0.9349418878555298
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2002,4084,8168,1,1,True,136,2048.0,25.524307250976562,0.14075495302677155,0.9355931282043457
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2002,4084,8168,1,1,True,110,2048.0,25.546363830566406,0.14007540047168732,0.9360065460205078
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2003,4084,8168,1,1,True,136,2048.0,25.442676544189453,0.1433863639831543,0.9353054165840149
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,7.0,2003,4084,8168,1,1,True,110,2048.0,25.483797073364258,0.1429385244846344,0.9357156753540039
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2001,4084,8168,1,1,True,136,2048.0,25.512496948242188,0.14163079857826233,0.9369956254959106
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2001,4084,8168,1,1,True,110,2048.0,25.52585220336914,0.14105066657066345,0.9375730752944946
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2002,4084,8168,1,1,True,136,2048.0,25.58950424194336,0.13894692063331604,0.9379326105117798
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2002,4084,8168,1,1,True,110,2048.0,25.59417724609375,0.13885748386383057,0.9383617043495178
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2003,4084,8168,1,1,True,136,2048.0,25.568145751953125,0.14105838537216187,0.9372458457946777
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,13.0,2003,4084,8168,1,1,True,110,2048.0,25.578134536743164,0.14078176021575928,0.9377679228782654
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2001,4084,8168,1,1,True,136,2048.0,25.559730529785156,0.14000923931598663,0.9385473728179932
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2001,4084,8168,1,1,True,110,2048.0,25.56575584411621,0.13996291160583496,0.9386488199234009
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2002,4084,8168,1,1,True,136,2048.0,25.60296058654785,0.13879333436489105,0.9393107891082764
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2002,4084,8168,1,1,True,110,2048.0,25.603473663330078,0.1389334499835968,0.9394633769989014
source,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2003,4084,8168,1,1,True,136,2048.0,25.59762954711914,0.14018549025058746,0.9386394619941711
residual,23,n02107683/ILSVRC2012_val_00010786_n02107683,19.0,2003,4084,8168,1,1,True,110,2048.0,25.599082946777344,0.14012718200683594,0.9387924671173096
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2001,4084,8168,1,0,True,192,2048.0,14.07657241821289,0.29985615611076355,0.6576724052429199
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2001,4084,8168,1,0,True,165,2047.9998779296875,13.55196475982666,0.32456815242767334,0.6758707761764526
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2002,4084,8168,1,0,True,192,2048.0,15.31914234161377,0.25483405590057373,0.8100529313087463
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2002,4084,8168,1,0,True,165,2047.9998779296875,14.68339729309082,0.2791431248188019,0.7624648213386536
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2003,4084,8168,1,0,True,192,2048.0,11.609169006347656,0.3422675132751465,0.6688052415847778
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,1.0,2003,4084,8168,1,0,True,165,2047.9998779296875,10.805830955505371,0.3762766122817993,0.6406375169754028
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2001,4084,8168,1,1,True,192,2048.0,19.549610137939453,0.16096274554729462,0.8740456104278564
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2001,4084,8168,1,1,True,165,2047.9998779296875,19.67231559753418,0.15766987204551697,0.876563549041748
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2002,4084,8168,1,1,True,192,2048.0,19.456575393676758,0.1613372415304184,0.8864437341690063
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2002,4084,8168,1,1,True,165,2047.9998779296875,19.602128982543945,0.15843434631824493,0.8871469497680664
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2003,4084,8168,1,1,True,192,2048.0,19.18859100341797,0.16439813375473022,0.8707469701766968
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,4.0,2003,4084,8168,1,1,True,165,2047.9998779296875,19.431846618652344,0.16031615436077118,0.8716639876365662
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2001,4084,8168,1,1,True,192,2048.0,19.789716720581055,0.15432213246822357,0.8795441389083862
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2001,4084,8168,1,1,True,165,2047.9998779296875,19.866031646728516,0.15227651596069336,0.8815764784812927
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2002,4084,8168,1,1,True,192,2048.0,19.74433135986328,0.15524762868881226,0.8875873684883118
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2002,4084,8168,1,1,True,165,2047.9998779296875,19.839975357055664,0.15290194749832153,0.8886396288871765
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2003,4084,8168,1,1,True,192,2048.0,19.644643783569336,0.15672141313552856,0.8730919361114502
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,7.0,2003,4084,8168,1,1,True,165,2047.9998779296875,19.78098487854004,0.1543179452419281,0.8747767806053162
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2001,4084,8168,1,1,True,192,2048.0,20.012374877929688,0.1486811488866806,0.8858364820480347
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2001,4084,8168,1,1,True,165,2047.9998779296875,20.034082412719727,0.1481928676366806,0.886248767375946
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2002,4084,8168,1,1,True,192,2048.0,20.028255462646484,0.14938196539878845,0.8888436555862427
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2002,4084,8168,1,1,True,165,2047.9998779296875,20.054718017578125,0.14898619055747986,0.8883180618286133
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2003,4084,8168,1,1,True,192,2048.0,20.036497116088867,0.14978212118148804,0.8776728510856628
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,13.0,2003,4084,8168,1,1,True,165,2047.9998779296875,20.06793785095215,0.14930693805217743,0.8785302639007568
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2001,4084,8168,1,1,True,192,2048.0,20.083837509155273,0.14741972088813782,0.884985089302063
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2001,4084,8168,1,1,True,165,2047.9998779296875,20.089622497558594,0.14754986763000488,0.8848366737365723
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2002,4084,8168,1,1,True,192,2048.0,20.108539581298828,0.14843246340751648,0.8869620561599731
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2002,4084,8168,1,1,True,165,2047.9998779296875,20.11233139038086,0.14837749302387238,0.8866596221923828
source,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2003,4084,8168,1,1,True,192,2048.0,20.125469207763672,0.14841289818286896,0.8806667923927307
residual,24,n02110806/ILSVRC2012_val_00030364_n02110806,19.0,2003,4084,8168,1,1,True,165,2047.9998779296875,20.126712799072266,0.1483849734067917,0.8811967372894287
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2001,4084,8168,1,0,True,160,2047.9998779296875,17.912330627441406,0.27951231598854065,0.6116440296173096
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2001,4084,8168,1,0,True,133,2048.0,17.430145263671875,0.2979796528816223,0.5888034701347351
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2002,4084,8168,1,0,True,160,2047.9998779296875,17.625728607177734,0.24608640372753143,0.726109504699707
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2002,4084,8168,1,0,True,133,2048.0,17.253015518188477,0.2585211992263794,0.7083231806755066
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2003,4084,8168,1,0,True,160,2047.9998779296875,18.58721923828125,0.21922388672828674,0.7219245433807373
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,1.0,2003,4084,8168,1,0,True,133,2048.0,18.327308654785156,0.2319713681936264,0.7124082446098328
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,4.0,2001,4084,8168,1,1,True,160,2047.9998779296875,19.688703536987305,0.17240488529205322,0.8155790567398071
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,4.0,2001,4084,8168,1,1,True,133,2048.0,19.748437881469727,0.17008228600025177,0.8215100169181824
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,4.0,2002,4084,8168,1,1,True,160,2047.9998779296875,19.624040603637695,0.1709979623556137,0.784326434135437
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,4.0,2002,4084,8168,1,1,True,133,2048.0,19.6890869140625,0.16918101906776428,0.7831170558929443
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,4.0,2003,4084,8168,1,1,True,160,2047.9998779296875,19.669416427612305,0.17495906352996826,0.8025399446487427
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,4.0,2003,4084,8168,1,1,True,133,2048.0,19.727075576782227,0.17302966117858887,0.801213264465332
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,7.0,2001,4084,8168,1,1,True,160,2047.9998779296875,19.809537887573242,0.16785815358161926,0.8243176341056824
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,7.0,2001,4084,8168,1,1,True,133,2048.0,19.85407829284668,0.16627253592014313,0.8249008059501648
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,7.0,2002,4084,8168,1,1,True,160,2047.9998779296875,19.75309181213379,0.16766411066055298,0.7844077348709106
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,7.0,2002,4084,8168,1,1,True,133,2048.0,19.79986572265625,0.16641536355018616,0.7860559821128845
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,7.0,2003,4084,8168,1,1,True,160,2047.9998779296875,19.784988403320312,0.1713944375514984,0.8003906011581421
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,7.0,2003,4084,8168,1,1,True,133,2048.0,19.82708740234375,0.16984586417675018,0.8013784289360046
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,13.0,2001,4084,8168,1,1,True,160,2047.9998779296875,19.94220542907715,0.16347426176071167,0.8186995983123779
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,13.0,2001,4084,8168,1,1,True,133,2048.0,19.955049514770508,0.163187175989151,0.814370334148407
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,13.0,2002,4084,8168,1,1,True,160,2047.9998779296875,19.89832305908203,0.16354307532310486,0.788347601890564
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,13.0,2002,4084,8168,1,1,True,133,2048.0,19.915464401245117,0.16308055818080902,0.7888884544372559
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,13.0,2003,4084,8168,1,1,True,160,2047.9998779296875,19.914875030517578,0.16578850150108337,0.8036659359931946
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,13.0,2003,4084,8168,1,1,True,133,2048.0,19.930086135864258,0.16509275138378143,0.8028874397277832
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,19.0,2001,4084,8168,1,1,True,160,2047.9998779296875,19.975812911987305,0.16269110143184662,0.8051520586013794
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,19.0,2001,4084,8168,1,1,True,133,2048.0,19.977705001831055,0.16255813837051392,0.8030346632003784
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,19.0,2002,4084,8168,1,1,True,160,2047.9998779296875,19.949481964111328,0.16234193742275238,0.7890950441360474
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,19.0,2002,4084,8168,1,1,True,133,2048.0,19.95488929748535,0.16226980090141296,0.7892024517059326
source,25,n02113799/ILSVRC2012_val_00007866_n02113799,19.0,2003,4084,8168,1,1,True,160,2047.9998779296875,19.958847045898438,0.1635219156742096,0.8003553152084351
residual,25,n02113799/ILSVRC2012_val_00007866_n02113799,19.0,2003,4084,8168,1,1,True,133,2048.0,19.963008880615234,0.16327957808971405,0.7991199493408203
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,1.0,2001,4084,8168,1,0,True,187,2047.999755859375,15.653921127319336,0.27461129426956177,0.8666732311248779
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,1.0,2001,4084,8168,1,0,True,159,2048.000244140625,15.213032722473145,0.28868067264556885,0.8518332242965698
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,1.0,2002,4084,8168,1,0,True,187,2047.999755859375,16.19686508178711,0.2751670479774475,0.8626367449760437
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,1.0,2002,4084,8168,1,0,True,159,2048.000244140625,15.912861824035645,0.3012581765651703,0.8463770151138306
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,1.0,2003,4084,8168,1,0,True,187,2047.999755859375,14.235447883605957,0.37735170125961304,0.8087056875228882
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,1.0,2003,4084,8168,1,0,True,159,2048.000244140625,13.839011192321777,0.4134860634803772,0.7946252822875977
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2001,4084,8168,1,1,True,187,2047.999755859375,17.040977478027344,0.21519652009010315,0.8951926231384277
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2001,4084,8168,1,1,True,159,2048.000244140625,17.09733772277832,0.21402087807655334,0.8970215320587158
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2002,4084,8168,1,1,True,187,2047.999755859375,17.07500648498535,0.21052023768424988,0.9031018018722534
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2002,4084,8168,1,1,True,159,2048.000244140625,17.13071632385254,0.20955438911914825,0.905142068862915
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2003,4084,8168,1,1,True,187,2047.999755859375,16.96253204345703,0.21303653717041016,0.8982894420623779
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2003,4084,8168,1,1,True,159,2048.000244140625,17.023822784423828,0.2103945016860962,0.8999113440513611
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2001,4084,8168,1,1,True,187,2047.999755859375,17.150672912597656,0.21273553371429443,0.9004589915275574
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2001,4084,8168,1,1,True,159,2048.000244140625,17.191694259643555,0.21119201183319092,0.9034268856048584
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2002,4084,8168,1,1,True,187,2047.999755859375,17.18349838256836,0.20849546790122986,0.9069523811340332
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2002,4084,8168,1,1,True,159,2048.000244140625,17.222959518432617,0.20723611116409302,0.9079633951187134
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2003,4084,8168,1,1,True,187,2047.999755859375,17.083555221557617,0.2080630362033844,0.9010146856307983
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2003,4084,8168,1,1,True,159,2048.000244140625,17.13236427307129,0.20691464841365814,0.9023882150650024
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2001,4084,8168,1,1,True,187,2047.999755859375,17.27474021911621,0.20671144127845764,0.9073156118392944
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2001,4084,8168,1,1,True,159,2048.000244140625,17.28999900817871,0.2057558298110962,0.9072839021682739
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2002,4084,8168,1,1,True,187,2047.999755859375,17.29851722717285,0.20414325594902039,0.909695029258728
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2002,4084,8168,1,1,True,159,2048.000244140625,17.310644149780273,0.20340445637702942,0.9100965261459351
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2003,4084,8168,1,1,True,187,2047.999755859375,17.237720489501953,0.20474788546562195,0.907890796661377
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2003,4084,8168,1,1,True,159,2048.000244140625,17.25884246826172,0.20422418415546417,0.9089934825897217
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2001,4084,8168,1,1,True,187,2047.999755859375,17.317296981811523,0.20399701595306396,0.9080711603164673
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2001,4084,8168,1,1,True,159,2048.000244140625,17.322002410888672,0.2036949098110199,0.9079100489616394
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2002,4084,8168,1,1,True,187,2047.999755859375,17.32994270324707,0.20278629660606384,0.9104039072990417
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2002,4084,8168,1,1,True,159,2048.000244140625,17.3327693939209,0.20266830921173096,0.909968912601471
source,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2003,4084,8168,1,1,True,187,2047.999755859375,17.298931121826172,0.20338015258312225,0.9110453128814697
residual,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2003,4084,8168,1,1,True,159,2048.000244140625,17.30659294128418,0.20318351686000824,0.9107943773269653
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2001,4084,8168,1,0,True,137,2048.000244140625,20.34292221069336,0.20579975843429565,0.5392836332321167
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2001,4084,8168,1,0,True,112,2047.999755859375,19.783283233642578,0.22968313097953796,0.5436822772026062
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2002,4084,8168,1,0,True,137,2048.000244140625,21.777809143066406,0.19694876670837402,0.8539549708366394
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2002,4084,8168,1,0,True,112,2047.999755859375,21.48646354675293,0.21754492819309235,0.8511455655097961
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2003,4084,8168,1,0,True,137,2048.000244140625,21.296875,0.20194286108016968,0.8826479911804199
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2003,4084,8168,1,0,True,112,2047.999755859375,20.589189529418945,0.22758233547210693,0.8789381980895996
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2001,4084,8168,1,1,True,137,2048.000244140625,24.061689376831055,0.1173166036605835,0.861574649810791
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2001,4084,8168,1,1,True,112,2047.999755859375,24.12911605834961,0.11551765352487564,0.8665227890014648
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2002,4084,8168,1,1,True,137,2048.000244140625,24.01819610595703,0.11699269711971283,0.8826156854629517
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2002,4084,8168,1,1,True,112,2047.999755859375,24.083478927612305,0.1156267449259758,0.8865198493003845
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2003,4084,8168,1,1,True,137,2048.000244140625,24.082721710205078,0.11908736079931259,0.8732473850250244
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2003,4084,8168,1,1,True,112,2047.999755859375,24.141002655029297,0.11803611367940903,0.8777981400489807
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2001,4084,8168,1,1,True,137,2048.000244140625,24.198383331298828,0.1139330118894577,0.8722520470619202
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2001,4084,8168,1,1,True,112,2047.999755859375,24.24539566040039,0.11291350424289703,0.876274049282074
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2002,4084,8168,1,1,True,137,2048.000244140625,24.153156280517578,0.1144176572561264,0.889366626739502
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2002,4084,8168,1,1,True,112,2047.999755859375,24.20144271850586,0.11381994187831879,0.89085853099823
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2003,4084,8168,1,1,True,137,2048.000244140625,24.204315185546875,0.11658477783203125,0.8828750848770142
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2003,4084,8168,1,1,True,112,2047.999755859375,24.248043060302734,0.11540161073207855,0.8863384127616882
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2001,4084,8168,1,1,True,137,2048.000244140625,24.338077545166016,0.11114280670881271,0.8835057020187378
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2001,4084,8168,1,1,True,112,2047.999755859375,24.35165786743164,0.11090762168169022,0.8843687176704407
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2002,4084,8168,1,1,True,137,2048.000244140625,24.30656623840332,0.11176031082868576,0.8914216756820679
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2002,4084,8168,1,1,True,112,2047.999755859375,24.32345199584961,0.11133178323507309,0.890933096408844
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2003,4084,8168,1,1,True,137,2048.000244140625,24.341238021850586,0.1123223751783371,0.8887428641319275
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2003,4084,8168,1,1,True,112,2047.999755859375,24.355316162109375,0.11185702681541443,0.888477623462677
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2001,4084,8168,1,1,True,137,2048.000244140625,24.37411117553711,0.110075443983078,0.8852919936180115
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2001,4084,8168,1,1,True,112,2047.999755859375,24.376832962036133,0.10996156185865402,0.8850821852684021
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2002,4084,8168,1,1,True,137,2048.000244140625,24.356735229492188,0.1105150580406189,0.8881446123123169
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2002,4084,8168,1,1,True,112,2047.999755859375,24.3618221282959,0.11036671698093414,0.8874204158782959
source,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2003,4084,8168,1,1,True,137,2048.000244140625,24.378355026245117,0.1109820157289505,0.8868321776390076
residual,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2003,4084,8168,1,1,True,112,2047.999755859375,24.38082504272461,0.11081244051456451,0.8863454461097717
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2001,4084,8168,1,0,True,123,2048.0,19.876197814941406,0.1734115332365036,0.7668695449829102
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2001,4084,8168,1,0,False,0,2048.0,19.41438865661621,0.1814720332622528,0.7265772819519043
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2002,4084,8168,1,0,True,123,2048.0,11.875696182250977,0.45357459783554077,0.5134388208389282
residual,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2002,4084,8168,1,0,True,104,2048.0,11.069474220275879,0.4904671311378479,0.4522969722747803
source,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2003,4084,8168,1,0,True,123,2048.0,20.067306518554688,0.17244674265384674,0.8199781179428101
