method,source_index,snr_db,seed_keys,psnr_db,lpips_alex,dino_cosine
original_residual_control,0,1.0,"2001,2002,2003",14.806166013081869,0.21692354480425516,0.577779750029246
original_residual_control,0,4.0,"2001,2002,2003",16.042790095011394,0.15491233269373575,0.6649565696716309
original_residual_control,0,7.0,"2001,2002,2003",16.311887741088867,0.1471734195947647,0.7287738919258118
original_residual_control,0,13.0,"2001,2002,2003",16.588368097941082,0.13679161667823792,0.7968279520670573
original_residual_control,0,19.0,"2001,2002,2003",16.640601476033527,0.13392153879006705,0.8253367145856222
original_residual_control,1,1.0,"2001,2002,2003",21.4155330657959,0.15389534831047058,0.7460736831029257
original_residual_control,1,4.0,"2001,2002,2003",22.096967061360676,0.10640814155340195,0.8107898434003195
original_residual_control,1,7.0,"2001,2002,2003",22.237630208333332,0.1013690655430158,0.8200209935506185
original_residual_control,1,13.0,"2001,2002,2003",22.370477040608723,0.09587703148523967,0.8308185935020447
original_residual_control,1,19.0,"2001,2002,2003",22.407506306966145,0.09461246927579244,0.8381495674451193
original_residual_control,2,1.0,"2001,2002,2003",17.127310434977215,0.3343835671742757,0.6158238848050436
original_residual_control,2,4.0,"2001,2002,2003",18.086538314819336,0.2494148463010788,0.8208695650100708
original_residual_control,2,7.0,"2001,2002,2003",18.243907292683918,0.2411980132261912,0.8439223965009054
original_residual_control,2,13.0,"2001,2002,2003",18.387425740559895,0.23185539742310843,0.8714188933372498
original_residual_control,2,19.0,"2001,2002,2003",18.422893524169922,0.22976980110009512,0.8785263101259867
original_residual_control,3,1.0,"2001,2002,2003",15.801207224527994,0.27116599182287854,0.5347647666931152
original_residual_control,3,4.0,"2001,2002,2003",17.17582639058431,0.16704525550206503,0.8691208362579346
original_residual_control,3,7.0,"2001,2002,2003",17.37280337015788,0.16171065966288248,0.8793678879737854
original_residual_control,3,13.0,"2001,2002,2003",17.560191472371418,0.15585497518380484,0.8913322687149048
original_residual_control,3,19.0,"2001,2002,2003",17.612409591674805,0.15337042013804117,0.8946030338605245
original_residual_control,4,1.0,"2001,2002,2003",18.19903310139974,0.2355987330277761,0.773722251256307
original_residual_control,4,4.0,"2001,2002,2003",19.22567303975423,0.16969103614489237,0.8345792690912882
original_residual_control,4,7.0,"2001,2002,2003",19.38996950785319,0.16247317691644034,0.83231520652771
original_residual_control,4,13.0,"2001,2002,2003",19.539081573486328,0.15495283404986063,0.8327271938323975
original_residual_control,4,19.0,"2001,2002,2003",19.574313481648762,0.15498928229014078,0.8297191460927328
original_residual_control,5,1.0,"2001,2002,2003",22.924164454142254,0.1904693196217219,0.6202867130438486
original_residual_control,5,4.0,"2001,2002,2003",24.251286188761394,0.1331602285305659,0.8124808867772421
original_residual_control,5,7.0,"2001,2002,2003",24.385032653808594,0.12828704218069711,0.8223109245300293
original_residual_control,5,13.0,"2001,2002,2003",24.510098139444988,0.12294097244739532,0.8312187393506368
original_residual_control,5,19.0,"2001,2002,2003",24.533246994018555,0.12142374366521835,0.8322302500406901
original_residual_control,6,1.0,"2001,2002,2003",22.516443252563477,0.22781322399775186,0.8680498401323954
original_residual_control,6,4.0,"2001,2002,2003",23.795312881469727,0.16602566838264465,0.9019309480985006
original_residual_control,6,7.0,"2001,2002,2003",23.927456537882488,0.1599917858839035,0.911982258160909
original_residual_control,6,13.0,"2001,2002,2003",24.06658172607422,0.15461382766564688,0.9209927519162496
original_residual_control,6,19.0,"2001,2002,2003",24.094893137613933,0.1537644068400065,0.9173296689987183
original_residual_control,7,1.0,"2001,2002,2003",15.75076961517334,0.2715348203976949,0.61827286084493
original_residual_control,7,4.0,"2001,2002,2003",16.339162826538086,0.21847586830457053,0.7873972853024801
original_residual_control,7,7.0,"2001,2002,2003",16.455923716227215,0.21333863834540048,0.803010880947113
original_residual_control,7,13.0,"2001,2002,2003",16.573182423909504,0.2069036364555359,0.8172911008199056
original_residual_control,7,19.0,"2001,2002,2003",16.61231231689453,0.20477276543776193,0.8194443583488464
original_residual_control,8,1.0,"2001,2002,2003",15.795228958129883,0.27510208388169605,0.8288316130638123
original_residual_control,8,4.0,"2001,2002,2003",17.40296236673991,0.17355065047740936,0.9310603141784668
original_residual_control,8,7.0,"2001,2002,2003",17.63599967956543,0.1640875687201818,0.9315258860588074
original_residual_control,8,13.0,"2001,2002,2003",17.85443051656087,0.15497922400633493,0.9325929284095764
original_residual_control,8,19.0,"2001,2002,2003",17.91265932718913,0.1530989557504654,0.9304923017819723
original_residual_control,9,1.0,"2001,2002,2003",17.274272918701172,0.21507812043031058,0.8566835522651672
original_residual_control,9,4.0,"2001,2002,2003",17.91643778483073,0.15347299973169962,0.8938281933466593
original_residual_control,9,7.0,"2001,2002,2003",18.06343142191569,0.1476006954908371,0.8998786409695944
original_residual_control,9,13.0,"2001,2002,2003",18.21234703063965,0.14080326755841574,0.9086319009462992
original_residual_control,9,19.0,"2001,2002,2003",18.260931650797527,0.13896958033243814,0.9119635423024496
original_residual_control,10,1.0,"2001,2002,2003",18.247347513834637,0.2140792409578959,0.890194813410441
original_residual_control,10,4.0,"2001,2002,2003",20.4188658396403,0.12349994232257207,0.9524346590042114
