method,protocol,complex_uses,total_energy,scope,source_images,transmissions,psnr_db,psnr_db_ci_low,psnr_db_ci_high,ssim,ssim_ci_low,ssim_ci_high,lpips,lpips_ci_low,lpips_ci_high,dino,dino_ci_low,dino_ci_high
swin_ra64,common_paid_information,8754,17508,high_13_19,100,600,30.969293969472247,30.149273463726036,31.765825165033345,0.8820757492383319,0.8691867583245039,0.8943632976735629,0.10496725251432508,0.0929181176494652,0.11781109883403408,0.9300569595893226,0.9192211405038834,0.9392012241706251
swin_ra96,author_assumed_information,12288,24576,snr_1,100,300,27.721774737040196,26.893060680389393,28.52782178910572,0.7957311785221098,0.7756794087638459,0.8150562241872152,0.16690146624110638,0.15267010983848017,0.18138477996612587,0.8410778827468555,0.8220325504466893,0.8584587441980833
swin_ra96,author_assumed_information,12288,24576,snr_4,100,300,29.349144662221274,28.526250771204626,30.14675310436884,0.8434967956940335,0.8279154114574194,0.8584695519755277,0.12161055118466414,0.11015817778961114,0.13355823911276332,0.9001498622695605,0.8869031021619833,0.9122630270123482
swin_ra96,author_assumed_information,12288,24576,snr_7,100,300,30.57534550348917,29.760671230634053,31.37066440995536,0.874922447601954,0.8623451439936956,0.8870714175701138,0.08880360688548534,0.07987520558022274,0.09820816038444173,0.9332450155417125,0.9229563675224782,0.9420905694564181
swin_ra96,author_assumed_information,12288,24576,snr_13,100,300,32.13661421457926,31.317197079976406,32.931036234219874,0.9066706365346908,0.8967478699733815,0.9162560482074815,0.05961146772373467,0.05302359804208391,0.06667227345231609,0.9595741162697474,0.9527817809532088,0.9653312578896684
swin_ra96,author_assumed_information,12288,24576,snr_19,100,300,32.789839852650964,31.959658854166676,33.59458383353551,0.9172559595108032,0.9080534539669756,0.9260412307828662,0.05670222630646701,0.05034486087376715,0.06355109711829572,0.9635708731412888,0.9575508922984207,0.9688189004758994
swin_ra96,author_assumed_information,12288,24576,primary_1_4_7,100,900,29.21542163425022,28.391973601182297,30.013212099976013,0.8380501406060327,0.822041465032432,0.8535056277066467,0.12577187477041865,0.11425288028987902,0.13766854630902212,0.8914909201860428,0.8778379413526924,0.9040325137451289
swin_ra96,author_assumed_information,12288,24576,high_13_19,100,600,32.46322703361512,31.641129047552734,33.26287158107756,0.911963298022747,0.9023911271716155,0.9211240636780855,0.05815684701510084,0.05169187165726904,0.06510589902768454,0.9615724947055181,0.9551771259357534,0.9670648628820976
swin_ra96,common_paid_information,12952,25904,snr_1,100,300,27.657767251332594,26.825339406967153,28.469118587652844,0.7936191058655578,0.7733080522914727,0.8132562777362763,0.16935406515064336,0.15458926265321984,0.18484577451933484,0.8387622568011285,0.818873975646992,0.8571589510937526
swin_ra96,common_paid_information,12952,25904,snr_4,100,300,29.349144662221274,28.526250771204626,30.14675310436884,0.8434967956940335,0.8279154114574194,0.8584695519755277,0.12161055118466414,0.11015817778961114,0.13355823911276332,0.9001498622695605,0.8869031021619833,0.9122630270123482
swin_ra96,common_paid_information,12952,25904,snr_7,100,300,30.57534550348917,29.760671230634053,31.37066440995536,0.874922447601954,0.8623451439936956,0.8870714175701138,0.08880360688548534,0.07987520558022274,0.09820816038444173,0.9332450155417125,0.9229563675224782,0.9420905694564181
swin_ra96,common_paid_information,12952,25904,snr_13,100,300,32.13661421457926,31.317197079976406,32.931036234219874,0.9066706365346908,0.8967478699733815,0.9162560482074815,0.05961146772373467,0.05302359804208391,0.06667227345231609,0.9595741162697474,0.9527817809532088,0.9653312578896684
swin_ra96,common_paid_information,12952,25904,snr_19,100,300,32.789839852650964,31.959658854166676,33.59458383353551,0.9172559595108032,0.9080534539669756,0.9260412307828662,0.05670222630646701,0.05034486087376715,0.06355109711829572,0.9635708731412888,0.9575508922984207,0.9688189004758994
swin_ra96,common_paid_information,12952,25904,primary_1_4_7,100,900,29.19408580568102,28.37442675934896,29.993734140343147,0.8373461163871819,0.8212921241944036,0.8529123802309232,0.1265894077402643,0.11502516501960862,0.13862070343111793,0.8907190448708003,0.8769598230057288,0.9035269595103128
swin_ra96,common_paid_information,12952,25904,high_13_19,100,600,32.46322703361512,31.641129047552734,33.26287158107756,0.911963298022747,0.9023911271716155,0.9211240636780855,0.05815684701510084,0.05169187165726904,0.06510589902768454,0.9615724947055181,0.9551771259357534,0.9670648628820976
wetok_r3,common_paid_information,3060,6120,snr_1,100,300,19.60112386067708,19.090503113826113,20.103440030495324,0.5030375585456689,0.4709444128163158,0.5336554930905503,0.2884276511395971,0.27376867488989,0.30346013958565893,0.5838336571057637,0.5544721785907945,0.6127071504692235
wetok_r3,common_paid_information,3060,6120,snr_4,100,300,20.871728995641075,20.318590600331625,21.413672003110246,0.5622975779076417,0.5304837727646031,0.5928096122927962,0.21014884373173118,0.1974383465702025,0.22338465435368318,0.7976299050450325,0.7795008683105309,0.8149502721677225
wetok_r3,common_paid_information,3060,6120,snr_7,100,300,22.164886576334638,21.55405282974243,22.752536939144118,0.6150173700849215,0.5838393500099578,0.6449240125070016,0.15761814752593636,0.14641380393225703,0.16963538788259028,0.8910928942759831,0.8798325279504062,0.901739254484574
wetok_r3,common_paid_information,3060,6120,snr_13,100,300,23.73006924947103,23.038013570467633,24.40077751715978,0.6695955764253935,0.6393318955674768,0.6989259250188865,0.11108229912817479,0.10142398460023105,0.12142489625016849,0.9404607848326364,0.9334814382940533,0.9468247893999021
wetok_r3,common_paid_information,3060,6120,snr_19,100,300,24.037290166219076,23.322441720962534,24.728968190670006,0.6791101916631064,0.6488341189424199,0.7082782790462177,0.10063745471648872,0.09176607270787163,0.11007115198772709,0.9460056072473526,0.9392797765930493,0.952163766895731
wetok_r3,common_paid_information,3060,6120,primary_1_4_7,100,900,20.879246477550932,20.327813478973173,21.418756250593397,0.5601175021794107,0.5286092190903919,0.5902868436748782,0.21873154746575488,0.20599427341887108,0.23209500960840113,0.7575188188089264,0.7389756118998763,0.7752354775663055
wetok_r3,common_paid_information,3060,6120,high_13_19,100,600,23.883679707845054,23.181314970652267,24.564810693184526,0.6743528840442498,0.6440272800152502,0.7036535519137981,0.10585987692233177,0.09660385045219058,0.11575606592150868,0.9432331960399946,0.9364184953595203,0.9494648267303906
