method,protocol,complex_uses,scope,image_index,image_id,psnr_db,ssim,lpips,dino
adjscc_c2,common_paid_information,4096,snr_4,45,n02980441/ILSVRC2012_val_00023472_n02980441,26.935078938802082,0.6575530966122946,0.43109121918678284,0.6783038179079691
adjscc_c2,common_paid_information,4096,snr_4,46,n03028079/ILSVRC2012_val_00031446_n03028079,28.965917587280273,0.8603254954020182,0.2630733052889506,0.42229897777239483
adjscc_c2,common_paid_information,4096,snr_4,47,n03109150/ILSVRC2012_val_00032588_n03109150,25.366612752278645,0.648771325747172,0.35833484927813214,0.6448327302932739
adjscc_c2,common_paid_information,4096,snr_4,48,n03127747/ILSVRC2012_val_00003732_n03127747,22.71331532796224,0.7277451157569885,0.3036371171474457,0.6459623773892721
adjscc_c2,common_paid_information,4096,snr_4,49,n03220513/ILSVRC2012_val_00006359_n03220513,25.36125373840332,0.798620601495107,0.2860357662041982,0.623460074265798
adjscc_c2,common_paid_information,4096,snr_4,50,n03372029/ILSVRC2012_val_00034937_n03372029,23.87233289082845,0.7448608080546061,0.24874275426069895,0.39284801483154297
adjscc_c2,common_paid_information,4096,snr_4,51,n03388549/ILSVRC2012_val_00022928_n03388549,25.618195215861004,0.7938151955604553,0.19253575801849365,0.7123759388923645
adjscc_c2,common_paid_information,4096,snr_4,52,n03424325/ILSVRC2012_val_00006147_n03424325,21.761197408040363,0.7067618568738302,0.3020212451616923,0.8259480198224386
adjscc_c2,common_paid_information,4096,snr_4,53,n03447721/ILSVRC2012_val_00006942_n03447721,24.050046920776367,0.7732028961181641,0.17844281593958536,0.5581658681233724
adjscc_c2,common_paid_information,4096,snr_4,54,n03485794/ILSVRC2012_val_00010782_n03485794,27.356587092081707,0.8215625882148743,0.22446119288603464,0.7480475703875223
adjscc_c2,common_paid_information,4096,snr_4,55,n03527444/ILSVRC2012_val_00035251_n03527444,23.19243558247884,0.5680910547574362,0.344420184691747,0.6643100182215372
adjscc_c2,common_paid_information,4096,snr_4,56,n03584254/ILSVRC2012_val_00016384_n03584254,30.56317710876465,0.9480050007502238,0.0667371799548467,0.9261308113733927
adjscc_c2,common_paid_information,4096,snr_4,57,n03623198/ILSVRC2012_val_00019928_n03623198,30.37991714477539,0.8877937197685242,0.1336692819992701,0.7684909105300903
adjscc_c2,common_paid_information,4096,snr_4,58,n03657121/ILSVRC2012_val_00000359_n03657121,29.629968007405598,0.9085211356480917,0.06500398367643356,0.6986889441808065
adjscc_c2,common_paid_information,4096,snr_4,59,n03706229/ILSVRC2012_val_00017460_n03706229,25.552433013916016,0.8695082465807596,0.0724420299132665,0.6812845269838969
adjscc_c2,common_paid_information,4096,snr_4,60,n03759954/ILSVRC2012_val_00010804_n03759954,20.664148966471355,0.6476558844248453,0.32866357763608295,0.5817898114522299
adjscc_c2,common_paid_information,4096,snr_4,61,n03775071/ILSVRC2012_val_00002420_n03775071,25.153720219930012,0.7592469851175944,0.2577973008155823,0.6229867935180664
adjscc_c2,common_paid_information,4096,snr_4,62,n03782006/ILSVRC2012_val_00004758_n03782006,25.19616444905599,0.752279261747996,0.3357924322287242,0.28934236367543537
