method,method_complex_uses,control,control_complex_uses,scope,metric,equal_resource,source_images,mean_method_minus_control,ci_low,ci_high,interpretation
adjscc_c4,8192,perceptual_deepjscc,3060,snr_1,ssim,False,100,0.11297652661800385,0.10482337215294443,0.12134962147225939,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_1,lpips,False,100,0.014725385711838799,0.002537733207922426,0.02705537960988779,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_1,dino,False,100,0.25268202094361186,0.22909044762514533,0.27795335331838583,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_4,psnr_db,False,100,2.814523391723632,2.675509779453277,2.9512621229489637,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_4,ssim,False,100,0.11773221443096796,0.10890803661694132,0.12688769631087782,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_4,lpips,False,100,0.007415142866472402,-0.00275186288279171,0.017728638985194264,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_4,dino,False,100,0.22550816342234611,0.20485538016135502,0.24765939270829163,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_7,psnr_db,False,100,3.0888322257995604,2.954485506216684,3.2216686949729927,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_7,ssim,False,100,0.12061415801445645,0.11106005115061997,0.13060802131891247,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_7,lpips,False,100,-0.0016338054028650123,-0.010155033004625386,0.006872834195848552,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_7,dino,False,100,0.2028110567231973,0.18356699541583651,0.22338887833183008,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_13,psnr_db,False,100,3.495565554300943,3.3358015696207675,3.6554995066324882,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_13,ssim,False,100,0.12313404122988382,0.11266490349173551,0.13402091896533966,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_13,lpips,False,100,-0.011528621070707836,-0.018717225415787353,-0.00444354529182116,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_13,dino,False,100,0.16831296091278392,0.14985970026503004,0.1882299873890976,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_19,psnr_db,False,100,3.7107246081034346,3.5235535397529607,3.9029786674181604,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_19,ssim,False,100,0.12526650140682857,0.11444436417023342,0.1364797396336992,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_19,lpips,False,100,-0.01735363559176524,-0.024153915513850127,-0.010787879352224987,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,snr_19,dino,False,100,0.15704257299502689,0.1389095209216078,0.17683989031116168,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,primary_1_4_7,psnr_db,False,100,2.8092454422844777,2.6751363913747994,2.9420085673862046,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,primary_1_4_7,ssim,False,100,0.11710763302114274,0.1084463183267249,0.12608214924236139,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,primary_1_4_7,lpips,False,100,0.006835574391815399,-0.003330617292784151,0.01702050554535041,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,primary_1_4_7,dino,False,100,0.2270004136963851,0.20928975641385972,0.2454534441065043,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,high_13_19,psnr_db,False,100,3.6031450812021895,3.4308841249942765,3.778219697554905,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,high_13_19,ssim,False,100,0.1242002713183562,0.11355863896260658,0.13524587431425858,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,high_13_19,lpips,False,100,-0.014441128331236541,-0.021411976750590842,-0.007633830997860069,system_comparison_not_architecture_causality
adjscc_c4,8192,perceptual_deepjscc,3060,high_13_19,dino,False,100,0.1626777669539054,0.1444674021042883,0.18229110080935063,system_comparison_not_architecture_causality
adjscc_c4,8192,raw_adaptive,3060,snr_1,psnr_db,False,100,7.83291137377421,7.494094087998076,8.1688791633447,system_comparison_not_architecture_causality
adjscc_c4,8192,raw_adaptive,3060,snr_1,ssim,False,100,0.2833013615260521,0.26577443680726004,0.3009567374133815,system_comparison_not_architecture_causality
adjscc_c4,8192,raw_adaptive,3060,snr_1,lpips,False,100,0.028896834372232356,0.011658120145089927,0.04663751011233156,system_comparison_not_architecture_causality
