scope,method,control,metric,source_images,difference_unit,gain,ci_low,ci_high
13,whole_adaptive,perceptual_deepjscc,TX_seconds,32,ms_method_minus_control,8.706815667513485,8.673345695725251,8.74322628109212
13,whole_adaptive,perceptual_deepjscc,RX_seconds,32,ms_method_minus_control,60.44813747015117,59.72662536967163,61.71215353402886
13,whole_adaptive,perceptual_deepjscc,processing_sum_seconds,32,ms_method_minus_control,69.15495313766466,68.41931362567948,70.43176159940005
13,whole_adaptive,wetok_8PSK_FEC,TX_seconds,32,ms_method_minus_control,-21.499429978878954,-21.537194995801197,-21.459288829055364
13,whole_adaptive,wetok_8PSK_FEC,RX_seconds,32,ms_method_minus_control,24.328283448691458,23.610498583760393,25.582589376980046
13,whole_adaptive,wetok_8PSK_FEC,processing_sum_seconds,32,ms_method_minus_control,2.8288534698125063,2.086345091155789,4.111412405548739
13,r2__full_grid_innovation,perceptual_deepjscc,TX_seconds,32,ms_method_minus_control,27.14217450011347,27.1073455754428,27.17645627537119
13,r2__full_grid_innovation,perceptual_deepjscc,RX_seconds,32,ms_method_minus_control,36.4986275432481,36.45117753754144,36.54370406277015
13,r2__full_grid_innovation,perceptual_deepjscc,processing_sum_seconds,32,ms_method_minus_control,63.640802043361575,63.58399904223688,63.69898955493151
13,r2__full_grid_innovation,wetok_8PSK_FEC,TX_seconds,32,ms_method_minus_control,-3.0640711462789723,-3.0931148555585724,-3.035947857373837
13,r2__full_grid_innovation,wetok_8PSK_FEC,RX_seconds,32,ms_method_minus_control,0.3787735217883892,0.32391520071162966,0.4340449985609972
13,r2__full_grid_innovation,wetok_8PSK_FEC,processing_sum_seconds,32,ms_method_minus_control,-2.6852976244905813,-2.7576384833499388,-2.612903186434322
19,whole_adaptive,whole_m7,TX_seconds,32,ms_method_minus_control,1.5765033640491308,1.527997973399427,1.6377462522958313
19,whole_adaptive,whole_m7,RX_seconds,32,ms_method_minus_control,1.116288905450346,0.9840588916252582,1.27229998919726
19,whole_adaptive,whole_m7,processing_sum_seconds,32,ms_method_minus_control,2.6927922694994786,2.5283381357932457,2.8979987823618107
19,whole_adaptive,whole_m8,TX_seconds,32,ms_method_minus_control,1.0029536244170838,0.953123581098225,1.063353204695735
19,whole_adaptive,whole_m8,RX_seconds,32,ms_method_minus_control,0.7405302077737965,0.5952766566641304,0.9155818801787077
19,whole_adaptive,whole_m8,processing_sum_seconds,32,ms_method_minus_control,1.74348383219088,1.5559802553563389,1.9745025374769891
19,whole_adaptive,whole_m9,TX_seconds,32,ms_method_minus_control,0.0006833017020349587,-0.035781745066287986,0.03885668987398572
19,whole_adaptive,whole_m9,RX_seconds,32,ms_method_minus_control,-0.09404673088889993,-0.2622078835656784,0.044207759337192294
19,whole_adaptive,whole_m9,processing_sum_seconds,32,ms_method_minus_control,-0.09336342918686656,-0.2723642938690337,0.06301875234460898
19,whole_adaptive,r2__full_grid_innovation,TX_seconds,32,ms_method_minus_control,-18.43842331512254,-18.48409294063155,-18.384201093571544
19,whole_adaptive,r2__full_grid_innovation,RX_seconds,32,ms_method_minus_control,23.25057404141262,23.089336123931993,23.445644237847315
19,whole_adaptive,r2__full_grid_innovation,processing_sum_seconds,32,ms_method_minus_control,4.8121507262900804,4.619964292764204,5.041706446471987
19,whole_adaptive,perceptual_deepjscc,TX_seconds,32,ms_method_minus_control,8.689385957950435,8.651539288386328,8.730832257280479
19,whole_adaptive,perceptual_deepjscc,RX_seconds,32,ms_method_minus_control,59.80962119656397,59.65924979292746,59.99441624135974
19,whole_adaptive,perceptual_deepjscc,processing_sum_seconds,32,ms_method_minus_control,68.4990071545144,68.33403954960507,68.70067842170329
19,whole_adaptive,wetok_8PSK_FEC,TX_seconds,32,ms_method_minus_control,-21.510624022084812,-21.55408874692739,-21.45661317183188
19,whole_adaptive,wetok_8PSK_FEC,RX_seconds,32,ms_method_minus_control,24.007232747862872,23.84737961558964,24.20735032376342
19,whole_adaptive,wetok_8PSK_FEC,processing_sum_seconds,32,ms_method_minus_control,2.496608725778061,2.3143319830031346,2.728739786486283
19,r2__full_grid_innovation,perceptual_deepjscc,TX_seconds,32,ms_method_minus_control,27.127809273072977,27.09055111017733,27.167127996187904
19,r2__full_grid_innovation,perceptual_deepjscc,RX_seconds,32,ms_method_minus_control,36.55904715515135,36.50296076311482,36.62584394630812
19,r2__full_grid_innovation,perceptual_deepjscc,processing_sum_seconds,32,ms_method_minus_control,63.68685642822432,63.60320902349485,63.77523402473647
19,r2__full_grid_innovation,wetok_8PSK_FEC,TX_seconds,32,ms_method_minus_control,-3.072200706962273,-3.105195201264148,-3.039792577139148
19,r2__full_grid_innovation,wetok_8PSK_FEC,RX_seconds,32,ms_method_minus_control,0.7566587064502526,0.7008366025274883,0.8244457706003536
19,r2__full_grid_innovation,wetok_8PSK_FEC,processing_sum_seconds,32,ms_method_minus_control,-2.3155420005120195,-2.389574119615644,-2.233629156508716
primary_1_4_7,whole_adaptive,whole_m7,TX_seconds,32,ms_method_minus_control,0.7392011146597118,0.7204022330332314,0.7593963670943693
primary_1_4_7,whole_adaptive,whole_m7,RX_seconds,32,ms_method_minus_control,0.4790607675002126,0.2764355004236077,0.7108564467620861
primary_1_4_7,whole_adaptive,whole_m7,processing_sum_seconds,32,ms_method_minus_control,1.2182618821599238,1.0061910212572114,1.4576817156757391
primary_1_4_7,whole_adaptive,whole_m8,TX_seconds,32,ms_method_minus_control,0.14393456937492982,0.12222545804863533,0.1678560546894105
primary_1_4_7,whole_adaptive,whole_m8,RX_seconds,32,ms_method_minus_control,0.15603134321888068,-0.010788436452456753,0.36334689210409404
primary_1_4_7,whole_adaptive,whole_m8,processing_sum_seconds,32,ms_method_minus_control,0.299965912593811,0.12239429946577003,0.5185899662882982
primary_1_4_7,whole_adaptive,whole_m9,TX_seconds,32,ms_method_minus_control,-0.8496913362958163,-0.8753778057704644,-0.824652746042729
primary_1_4_7,whole_adaptive,whole_m9,RX_seconds,32,ms_method_minus_control,-0.6261031222089113,-0.836701886536656,-0.40559761478865053
primary_1_4_7,whole_adaptive,whole_m9,processing_sum_seconds,32,ms_method_minus_control,-1.4757944585047271,-1.685192044981754,-1.250585902792207
primary_1_4_7,whole_adaptive,r2__full_grid_innovation,TX_seconds,32,ms_method_minus_control,-19.298504791650988,-19.325758279275203,-19.2688313132117
primary_1_4_7,whole_adaptive,r2__full_grid_innovation,RX_seconds,32,ms_method_minus_control,22.749675281627585,22.61163279505985,22.92244456762218
primary_1_4_7,whole_adaptive,r2__full_grid_innovation,processing_sum_seconds,32,ms_method_minus_control,3.451170489976601,3.3090853538270615,3.624433479785693
primary_1_4_7,whole_adaptive,perceptual_deepjscc,TX_seconds,32,ms_method_minus_control,7.83132462528455,7.803645720371655,7.85666763269243
primary_1_4_7,whole_adaptive,perceptual_deepjscc,RX_seconds,32,ms_method_minus_control,59.26094350317928,59.098539392956205,59.479219563229435
primary_1_4_7,whole_adaptive,perceptual_deepjscc,processing_sum_seconds,32,ms_method_minus_control,67.09226812846383,66.92177016202422,67.31882167212005
primary_1_4_7,whole_adaptive,wetok_8PSK_FEC,TX_seconds,32,ms_method_minus_control,-22.364809336825903,-22.395487592892653,-22.33558147678928
primary_1_4_7,whole_adaptive,wetok_8PSK_FEC,RX_seconds,32,ms_method_minus_control,23.365443625556914,23.21057349895581,23.57935112965303
primary_1_4_7,whole_adaptive,wetok_8PSK_FEC,processing_sum_seconds,32,ms_method_minus_control,1.0006342887310087,0.8360523455646927,1.2237893064846306
primary_1_4_7,r2__full_grid_innovation,perceptual_deepjscc,TX_seconds,32,ms_method_minus_control,27.129829416935536,27.10646286360922,27.153281963660447
primary_1_4_7,r2__full_grid_innovation,perceptual_deepjscc,RX_seconds,32,ms_method_minus_control,36.51126822155169,36.455430089853905,36.571289537150484
primary_1_4_7,r2__full_grid_innovation,perceptual_deepjscc,processing_sum_seconds,32,ms_method_minus_control,63.64109763848723,63.567406106200345,63.71953291097978
primary_1_4_7,r2__full_grid_innovation,wetok_8PSK_FEC,TX_seconds,32,ms_method_minus_control,-3.066304545174919,-3.0966060771801396,-3.0367692099919923
primary_1_4_7,r2__full_grid_innovation,wetok_8PSK_FEC,RX_seconds,32,ms_method_minus_control,0.6157683439293282,0.5810061383070011,0.6653665477188052
primary_1_4_7,r2__full_grid_innovation,wetok_8PSK_FEC,processing_sum_seconds,32,ms_method_minus_control,-2.4505362012455922,-2.5062174231089154,-2.3818572206525688
all_5_snrs,whole_adaptive,whole_m7,TX_seconds,32,ms_method_minus_control,1.0768682020473836,1.059130218759492,1.0961314515952834
all_5_snrs,whole_adaptive,whole_m7,RX_seconds,32,ms_method_minus_control,0.8230189291377131,0.6152956376869658,1.086771269008296
all_5_snrs,whole_adaptive,whole_m7,processing_sum_seconds,32,ms_method_minus_control,1.8998871311850962,1.6825571596427833,2.172164752441858
all_5_snrs,whole_adaptive,whole_m8,TX_seconds,32,ms_method_minus_control,0.48591738341201574,0.46712487374785877,0.5050263283336186
all_5_snrs,whole_adaptive,whole_m8,RX_seconds,32,ms_method_minus_control,0.40930147036609343,0.12622403365715829,0.6985528178567317
all_5_snrs,whole_adaptive,whole_m8,processing_sum_seconds,32,ms_method_minus_control,0.8952188537781095,0.6067117775887705,1.192309484169982
all_5_snrs,whole_adaptive,whole_m9,TX_seconds,32,ms_method_minus_control,-0.5094965975331432,-0.5293683080026309,-0.4898219447992838
all_5_snrs,whole_adaptive,whole_m9,RX_seconds,32,ms_method_minus_control,-0.26340624441824334,-0.45117453545192976,-0.0016555922184120764
all_5_snrs,whole_adaptive,whole_m9,processing_sum_seconds,32,ms_method_minus_control,-0.7729028419513864,-0.9682928397857412,-0.503618044876172
all_5_snrs,whole_adaptive,r2__full_grid_innovation,TX_seconds,32,ms_method_minus_control,-18.953859304535094,-18.97693309046038,-18.930262192418468
all_5_snrs,whole_adaptive,r2__full_grid_innovation,RX_seconds,32,ms_method_minus_control,23.08982196263969,22.89235551536346,23.37107000932216
all_5_snrs,whole_adaptive,r2__full_grid_innovation,processing_sum_seconds,32,ms_method_minus_control,4.135962658104595,3.9305241706514025,4.424341411425607
all_5_snrs,whole_adaptive,perceptual_deepjscc,TX_seconds,32,ms_method_minus_control,8.178035100263514,8.158256520556884,8.196472682038802
all_5_snrs,whole_adaptive,perceptual_deepjscc,RX_seconds,32,ms_method_minus_control,59.608117835250596,59.398408055790995,59.90388515763622
all_5_snrs,whole_adaptive,perceptual_deepjscc,processing_sum_seconds,32,ms_method_minus_control,67.78615293551411,67.57124799208745,68.08354859227013
all_5_snrs,whole_adaptive,wetok_8PSK_FEC,TX_seconds,32,ms_method_minus_control,-22.020896402288294,-22.04624372455328,-21.995686147680168
all_5_snrs,whole_adaptive,wetok_8PSK_FEC,RX_seconds,32,ms_method_minus_control,23.686369414645014,23.478222449399862,23.978530426691123
all_5_snrs,whole_adaptive,wetok_8PSK_FEC,processing_sum_seconds,32,ms_method_minus_control,1.6654730123567187,1.4494311820756898,1.9582668705531128
all_5_snrs,r2__full_grid_innovation,perceptual_deepjscc,TX_seconds,32,ms_method_minus_control,27.131894404798608,27.114675031430124,27.14930319519529
all_5_snrs,r2__full_grid_innovation,perceptual_deepjscc,RX_seconds,32,ms_method_minus_control,36.518295872610906,36.48053506156657,36.55828257998261
all_5_snrs,r2__full_grid_innovation,perceptual_deepjscc,processing_sum_seconds,32,ms_method_minus_control,63.650190277409514,63.59967383769193,63.70429064260861
all_5_snrs,r2__full_grid_innovation,wetok_8PSK_FEC,TX_seconds,32,ms_method_minus_control,-3.0670370977532007,-3.0920397427598796,-3.0441340637003127
all_5_snrs,r2__full_grid_innovation,wetok_8PSK_FEC,RX_seconds,32,ms_method_minus_control,0.5965474520053251,0.5729484213111384,0.6261963398719675
all_5_snrs,r2__full_grid_innovation,wetok_8PSK_FEC,processing_sum_seconds,32,ms_method_minus_control,-2.470489645747877,-2.5125821247456797,-2.425421697372105
