method,source_index,image_id,snr_db,seed,mse,lpips_alex,normalized_latent,utility,U_image,header_ok,body_crc_ok
P2048,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4101,0.010664019733667374,0.2581197917461395,0.6806755065917969,0.043282754719257355,0.036476001143455505,1,not_applicable
P2048,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4101,0.01287924312055111,0.2364421784877777,0.7167274951934814,0.04369073733687401,0.03652346134185791,1,not_applicable
P2048,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4101,0.007177707739174366,0.18538957834243774,0.5543932318687439,0.031260598450899124,0.025716666132211685,1,not_applicable
P2048,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4101,0.00393690075725317,0.1599489450454712,0.4653589129447937,0.024585384875535965,0.019931796938180923,1,not_applicable
P2048,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4101,0.009264398366212845,0.1869555115699768,0.5606514811515808,0.033566463738679886,0.027959950268268585,1,not_applicable
P2048,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4101,0.0045362813398242,0.15792152285575867,0.4045884907245636,0.02437431737780571,0.020328432321548462,1,not_applicable
P2048,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4101,0.012798580341041088,0.2581256330013275,0.6567357182502747,0.045178502798080444,0.038611143827438354,1,not_applicable
P2048,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4101,0.016010139137506485,0.22519586980342865,0.9479509592056274,0.0480092316865921,0.03852972388267517,1,not_applicable
P2048,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4101,0.015601049177348614,0.31084561347961426,0.8402115702629089,0.055087726563215256,0.046685609966516495,1,not_applicable
P2048,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4101,0.008513141423463821,0.17215730249881744,0.5308369398117065,0.031037241220474243,0.025728872045874596,1,not_applicable
P2048,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4101,0.011868996545672417,0.20141193270683289,1.085616111755371,0.04286634922027588,0.032010190188884735,1,not_applicable
P2048,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4101,0.005660265684127808,0.13135741651058197,0.4896770715713501,0.0236927792429924,0.018796008080244064,1,not_applicable
P2048,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4101,0.014515812508761883,0.15149591863155365,0.5785184502601624,0.035450588911771774,0.029665404930710793,1,not_applicable
P2048,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4101,0.01097799651324749,0.1810499131679535,0.773922324180603,0.03682221099734306,0.02908298745751381,1,not_applicable
P2048,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4101,0.01243610866367817,0.17910636961460114,0.6109912395477295,0.03645665943622589,0.030346745625138283,1,not_applicable
P2048,15,n01558993/ILSVRC2012_val_00029417_n01558993,1,4101,0.011610470712184906,0.14978162944316864,0.470241516828537,0.03129104897379875,0.02658863365650177,1,not_applicable
P2048,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4102,0.009370285086333752,0.21203726530075073,0.6756149530410767,0.03733016178011894,0.0305740125477314,1,not_applicable
P2048,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4102,0.011797631159424782,0.24653515219688416,0.7292245626449585,0.04374339058995247,0.03645114600658417,1,not_applicable
P2048,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4102,0.005561836063861847,0.16566559672355652,0.5478299856185913,0.027606695890426636,0.0221283957362175,1,not_applicable
P2048,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4102,0.004244611598551273,0.16342708468437195,0.4652480483055115,0.02523980289697647,0.020587321370840073,1,not_applicable
P2048,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4102,0.007717696484178305,0.18281018733978271,0.5564353466033936,0.03156306967139244,0.025998715311288834,1,not_applicable
P2048,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4102,0.004764458630234003,0.18038134276866913,0.40318626165390015,0.026834456250071526,0.02280259318649769,1,not_applicable
P2048,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4102,0.010963156819343567,0.23135921359062195,0.6481696367263794,0.04058077558875084,0.03409907966852188,1,not_applicable
P2048,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4102,0.0178664680570364,0.23334842920303345,0.949020504951477,0.05069151520729065,0.041201312094926834,1,not_applicable
P2048,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4102,0.016524210572242737,0.3083150386810303,0.8351414203643799,0.05570713058114052,0.047355715185403824,1,not_applicable
P2048,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4102,0.007288909517228603,0.16896207630634308,0.528525710105896,0.029470374807715416,0.024185117334127426,1,not_applicable
P2048,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4102,0.010786434635519981,0.2247714102268219,1.0663511753082275,0.043927088379859924,0.03326357528567314,1,not_applicable
P2048,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4102,0.007344215642660856,0.14515504240989685,0.5055248737335205,0.026914969086647034,0.02185972034931183,1,not_applicable
P2048,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4102,0.013876404613256454,0.15444792807102203,0.5817551612854004,0.035138748586177826,0.029321197420358658,1,not_applicable
P2048,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4102,0.012508518993854523,0.19099758565425873,0.7733057141304016,0.039341334253549576,0.031608276069164276,1,not_applicable
P2048,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4102,0.01412373036146164,0.16994796693325043,0.6122616529464722,0.037241142243146896,0.031118527054786682,1,not_applicable
P2048,15,n01558993/ILSVRC2012_val_00029417_n01558993,1,4102,0.010389449074864388,0.13344921171665192,0.4696693420410156,0.028431063517928123,0.02373437024652958,1,not_applicable
P2048,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4103,0.008940782397985458,0.20995190739631653,0.6716351509094238,0.036652322858572006,0.02993597276508808,1,not_applicable
P2048,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4103,0.012457046657800674,0.24249108135700226,0.7215594053268433,0.04392175003886223,0.03670615702867508,1,not_applicable
P2048,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4103,0.008102618157863617,0.19662602245807648,0.5421156883239746,0.033186376094818115,0.027765220031142235,1,not_applicable
P2048,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4103,0.0033768760040402412,0.16274394094944,0.46903252601623535,0.02434159629046917,0.019651271402835846,1,not_applicable
P2048,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4103,0.007682330906391144,0.18866197764873505,0.5540238618850708,0.03208876773715019,0.02654852904379368,1,not_applicable
P2048,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4103,0.004823409952223301,0.17754432559013367,0.4075550436973572,0.026653394103050232,0.022577844560146332,1,not_applicable
P2048,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4103,0.011149495840072632,0.2419925332069397,0.6508311033248901,0.04185706004500389,0.03534875065088272,1,not_applicable
P2048,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4103,0.018604224547743797,0.22755220532417297,0.9518062472343445,0.050877511501312256,0.041359446942806244,1,not_applicable
P2048,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4103,0.020544126629829407,0.32347026467323303,0.8344168663024902,0.061235323548316956,0.05289115384221077,1,not_applicable
