source_index,image_id,m,N,ND,NA,snr_db,seed,header_ok,header_crc_ok,decoded_mode,decoded_label,body_crc_ok,token_error_rate_including_erasure,prefix_error_normalized,base_error_normalized
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,1,4101,1,1,7,0,0,0.0967741935483871,0.02536720037460327,0.872258186340332
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,1,4102,1,1,7,0,0,0.14193548387096774,0.08150724321603775,1.0058752298355103
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,1,4103,1,1,7,0,0,0.04516129032258064,0.044955022633075714,0.9411750435829163
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,4,4101,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,4,4102,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,4,4103,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,7,4101,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,7,4102,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,7,4103,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,13,4101,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,13,4102,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,13,4103,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,19,4101,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,19,4102,1,1,7,0,1,0.0,0.0,0.825223445892334
0,n01440764/ILSVRC2012_val_00045866_n01440764,7,4084,1968,2048,19,4103,1,1,7,0,1,0.0,0.0,0.825223445892334
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,1,4101,1,1,7,1,0,0.10967741935483871,0.028810080140829086,1.0088372230529785
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,1,4102,1,1,7,1,0,0.0967741935483871,0.036088407039642334,0.9920363426208496
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,1,4103,1,1,7,1,0,0.06451612903225806,0.01593337208032608,0.9616920351982117
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,4,4101,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,4,4102,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,4,4103,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,7,4101,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,7,4102,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,7,4103,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,13,4101,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,13,4102,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,13,4103,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,19,4101,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,19,4102,1,1,7,1,1,0.0,0.0,0.9510571956634521
1,n01443537/ILSVRC2012_val_00044095_n01443537,7,4084,1968,2048,19,4103,1,1,7,1,1,0.0,0.0,0.9510571956634521
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,1,4101,1,1,7,2,0,0.07741935483870968,0.016914425417780876,0.6481796503067017
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,1,4102,1,1,7,2,0,0.09032258064516129,0.10251450538635254,0.7795774340629578
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,1,4103,1,1,7,2,0,0.0967741935483871,0.029826831072568893,0.6614311933517456
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,4,4101,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,4,4102,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,4,4103,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,7,4101,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,7,4102,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,7,4103,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,13,4101,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,13,4102,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,13,4103,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,19,4101,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,19,4102,1,1,7,2,1,0.0,0.0,0.6092872023582458
2,n01484850/ILSVRC2012_val_00029481_n01484850,7,4084,1968,2048,19,4103,1,1,7,2,1,0.0,0.0,0.6092872023582458
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,1,4101,1,1,7,3,0,0.12258064516129032,0.04719361662864685,0.6558369398117065
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,1,4102,1,1,7,3,0,0.06451612903225806,0.014036448672413826,0.5686100721359253
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,1,4103,1,1,7,3,0,0.06451612903225806,0.021480970084667206,0.5571420192718506
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,4,4101,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,4,4102,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,4,4103,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,7,4101,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,7,4102,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,7,4103,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,13,4101,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,13,4102,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,13,4103,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,19,4101,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,19,4102,1,1,7,3,1,0.0,0.0,0.5368101596832275
3,n01491361/ILSVRC2012_val_00049000_n01491361,7,4084,1968,2048,19,4103,1,1,7,3,1,0.0,0.0,0.5368101596832275
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,1,4101,1,1,7,4,0,0.08387096774193549,0.04145320504903793,0.7615156173706055
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,1,4102,1,1,7,4,0,0.04516129032258064,0.023823661729693413,0.6841617822647095
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,1,4103,1,1,7,4,0,0.07096774193548387,0.018367718905210495,0.6801238656044006
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,4,4101,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,4,4102,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,4,4103,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,7,4101,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,7,4102,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,7,4103,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,13,4101,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,13,4102,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,13,4103,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,19,4101,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,19,4102,1,1,7,4,1,0.0,0.0,0.6400474309921265
4,n01494475/ILSVRC2012_val_00027283_n01494475,7,4084,1968,2048,19,4103,1,1,7,4,1,0.0,0.0,0.6400474309921265
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,1,4101,1,1,7,5,0,0.03225806451612903,0.015787137672305107,0.4547049403190613
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,1,4102,1,1,7,5,0,0.07741935483870968,0.022034060209989548,0.4819050431251526
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,1,4103,1,1,7,5,0,0.13548387096774195,0.03224208578467369,0.4747922122478485
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,4,4101,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,4,4102,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,4,4103,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,7,4101,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,7,4102,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,7,4103,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,13,4101,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,13,4102,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,13,4103,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,19,4101,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,19,4102,1,1,7,5,1,0.0,0.0,0.42812424898147583
5,n01496331/ILSVRC2012_val_00041248_n01496331,7,4084,1968,2048,19,4103,1,1,7,5,1,0.0,0.0,0.42812424898147583
6,n01498041/ILSVRC2012_val_00030470_n01498041,7,4084,1968,2048,1,4101,1,1,7,6,0,0.09032258064516129,0.02287128195166588,0.862712025642395
6,n01498041/ILSVRC2012_val_00030470_n01498041,7,4084,1968,2048,1,4102,1,1,7,6,0,0.11612903225806452,0.0511755533516407,0.9289371967315674
