method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,enhancement_energy,psnr_db,lpips_alex,dino_cosine
residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2002,4084,8168,1,1,True,134,2048.0,22.299419403076172,0.1894730031490326,0.9460327625274658
source,12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2003,4084,8168,1,1,True,143,2048.0,22.260589599609375,0.19084420800209045,0.9473466873168945
residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2003,4084,8168,1,1,True,134,2048.0,22.266366958618164,0.19058391451835632,0.9474252462387085
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2001,4084,8168,1,0,True,145,2047.9998779296875,16.637670516967773,0.28348198533058167,0.814502477645874
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2001,4084,8168,1,0,False,0,2048.0,15.903277397155762,0.3242434859275818,0.8290247917175293
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2002,4084,8168,1,0,True,145,2047.9998779296875,15.389480590820312,0.3542661666870117,0.4774560034275055
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2002,4084,8168,1,0,True,135,2048.0,14.938817024230957,0.3803793787956238,0.3962787091732025
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2003,4084,8168,1,0,False,0,2047.9998779296875,16.562070846557617,0.2803085744380951,0.839957594871521
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2003,4084,8168,1,0,True,135,2048.0,17.089717864990234,0.26009461283683777,0.8455643653869629
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2001,4084,8168,1,1,True,145,2047.9998779296875,19.92901611328125,0.1834213137626648,0.9269959330558777
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2001,4084,8168,1,1,True,135,2048.0,19.996044158935547,0.18179702758789062,0.9285610914230347
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2002,4084,8168,1,1,True,145,2047.9998779296875,19.911880493164062,0.1861061155796051,0.9152889847755432
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2002,4084,8168,1,1,True,135,2048.0,19.981731414794922,0.18392254412174225,0.917690098285675
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2003,4084,8168,1,1,True,145,2047.9998779296875,20.148265838623047,0.1758253276348114,0.9217044115066528
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2003,4084,8168,1,1,True,135,2048.0,20.208642959594727,0.17357754707336426,0.9244309663772583
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2001,4084,8168,1,1,True,145,2047.9998779296875,20.22977638244629,0.1744423508644104,0.9317692518234253
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2001,4084,8168,1,1,True,135,2048.0,20.27902603149414,0.17272904515266418,0.9324702024459839
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2002,4084,8168,1,1,True,145,2047.9998779296875,20.212488174438477,0.17711244523525238,0.9234992861747742
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2002,4084,8168,1,1,True,135,2048.0,20.26593780517578,0.17515058815479279,0.9252079129219055
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2003,4084,8168,1,1,True,145,2047.9998779296875,20.41146469116211,0.16598597168922424,0.9289096593856812
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2003,4084,8168,1,1,True,135,2048.0,20.447673797607422,0.16513310372829437,0.9301517009735107
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2001,4084,8168,1,1,True,145,2047.9998779296875,20.518400192260742,0.16446636617183685,0.9348263740539551
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2001,4084,8168,1,1,True,135,2048.0,20.53671646118164,0.1636425107717514,0.9349579215049744
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2002,4084,8168,1,1,True,145,2047.9998779296875,20.545257568359375,0.16500261425971985,0.9323900938034058
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2002,4084,8168,1,1,True,135,2048.0,20.56699562072754,0.16390752792358398,0.9325801730155945
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2003,4084,8168,1,1,True,145,2047.9998779296875,20.62192726135254,0.1609983891248703,0.934424877166748
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2003,4084,8168,1,1,True,135,2048.0,20.63300895690918,0.1605929434299469,0.934567391872406
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2001,4084,8168,1,1,True,145,2047.9998779296875,20.61823081970215,0.16015750169754028,0.9354062080383301
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2001,4084,8168,1,1,True,135,2048.0,20.625402450561523,0.15985025465488434,0.9353685975074768
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2002,4084,8168,1,1,True,145,2047.9998779296875,20.645809173583984,0.1599927842617035,0.9341577291488647
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2002,4084,8168,1,1,True,135,2048.0,20.65141487121582,0.1597420573234558,0.9342918395996094
source,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2003,4084,8168,1,1,True,145,2047.9998779296875,20.67470359802246,0.15861734747886658,0.9353588223457336
residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2003,4084,8168,1,1,True,135,2048.0,20.677478790283203,0.1584756076335907,0.9353967308998108
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2001,4084,8168,1,0,True,151,2048.0,15.826419830322266,0.23502089083194733,0.7559829950332642
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2001,4084,8168,1,0,True,139,2048.0,15.438265800476074,0.24739685654640198,0.6991749405860901
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2002,4084,8168,1,0,False,0,2048.0,14.941455841064453,0.2099633663892746,0.7629276514053345
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2002,4084,8168,1,0,True,139,2048.0,15.3261137008667,0.2118125855922699,0.7712389826774597
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2003,4084,8168,1,0,True,151,2048.0,16.636375427246094,0.17443060874938965,0.804473876953125
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2003,4084,8168,1,0,True,139,2048.0,16.25506591796875,0.18499606847763062,0.7935832738876343
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2001,4084,8168,1,1,True,151,2048.0,18.15091896057129,0.10703682899475098,0.8910914659500122
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2001,4084,8168,1,1,True,139,2048.0,18.20602798461914,0.10588698089122772,0.8917677998542786
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2002,4084,8168,1,1,True,151,2048.0,17.948467254638672,0.10439907014369965,0.9013600945472717
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2002,4084,8168,1,1,True,139,2048.0,18.017980575561523,0.10351043939590454,0.9014666080474854
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2003,4084,8168,1,1,True,151,2048.0,18.084909439086914,0.10634157061576843,0.8997068405151367
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2003,4084,8168,1,1,True,139,2048.0,18.144027709960938,0.10535646975040436,0.8993576169013977
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2001,4084,8168,1,1,True,151,2048.0,18.36033821105957,0.10266298055648804,0.8904804587364197
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2001,4084,8168,1,1,True,139,2048.0,18.395320892333984,0.10187564790248871,0.891506552696228
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2002,4084,8168,1,1,True,151,2048.0,18.19285774230957,0.1013546735048294,0.902400016784668
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2002,4084,8168,1,1,True,139,2048.0,18.247053146362305,0.10067455470561981,0.9029189348220825
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2003,4084,8168,1,1,True,151,2048.0,18.305389404296875,0.10267262160778046,0.8979406952857971
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2003,4084,8168,1,1,True,139,2048.0,18.345481872558594,0.10214973986148834,0.899111270904541
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2001,4084,8168,1,1,True,151,2048.0,18.542490005493164,0.0991932824254036,0.8947601318359375
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2001,4084,8168,1,1,True,139,2048.0,18.551132202148438,0.0990193784236908,0.8955259919166565
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2002,4084,8168,1,1,True,151,2048.0,18.46246910095215,0.09853567183017731,0.9033661484718323
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2002,4084,8168,1,1,True,139,2048.0,18.480531692504883,0.09833084046840668,0.9029556512832642
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2003,4084,8168,1,1,True,151,2048.0,18.514076232910156,0.09929122030735016,0.901276171207428
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2003,4084,8168,1,1,True,139,2048.0,18.525480270385742,0.09906575083732605,0.9015647768974304
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2001,4084,8168,1,1,True,151,2048.0,18.583858489990234,0.09806627780199051,0.8955923318862915
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2001,4084,8168,1,1,True,139,2048.0,18.584854125976562,0.09799491614103317,0.895998477935791
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2002,4084,8168,1,1,True,151,2048.0,18.546539306640625,0.09783747047185898,0.9008584022521973
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2002,4084,8168,1,1,True,139,2048.0,18.551237106323242,0.09782156348228455,0.9007844924926758
source,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2003,4084,8168,1,1,True,151,2048.0,18.568532943725586,0.09807050228118896,0.9014127254486084
residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2003,4084,8168,1,1,True,139,2048.0,18.570907592773438,0.0980364978313446,0.9015962481498718
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2001,4084,8168,1,0,True,110,2048.0,22.542409896850586,0.2169819474220276,0.9220246076583862
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2001,4084,8168,1,0,True,106,2047.9998779296875,22.09832763671875,0.230019211769104,0.9217157959938049
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2002,4084,8168,1,0,True,110,2048.0,24.719497680664062,0.14542241394519806,0.9248464703559875
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2002,4084,8168,1,0,False,0,2047.9998779296875,23.748050689697266,0.16397635638713837,0.9161771535873413
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2003,4084,8168,1,0,True,110,2048.0,23.372081756591797,0.19160699844360352,0.895906925201416
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2003,4084,8168,1,0,True,106,2047.9998779296875,22.491857528686523,0.20753073692321777,0.8851519823074341
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2001,4084,8168,1,1,True,110,2048.0,26.1618595123291,0.1200869008898735,0.9344900846481323
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2001,4084,8168,1,1,True,106,2047.9998779296875,26.199085235595703,0.11926785111427307,0.9349544048309326
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2002,4084,8168,1,1,True,110,2048.0,26.10361099243164,0.12100827693939209,0.9264495372772217
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2002,4084,8168,1,1,True,106,2047.9998779296875,26.14800453186035,0.11990630626678467,0.926536500453949
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2003,4084,8168,1,1,True,110,2048.0,26.101303100585938,0.12570683658123016,0.9398069381713867
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2003,4084,8168,1,1,True,106,2047.9998779296875,26.1423282623291,0.12481237947940826,0.9397425651550293
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2001,4084,8168,1,1,True,110,2048.0,26.399099349975586,0.11511294543743134,0.9352883100509644
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2001,4084,8168,1,1,True,106,2047.9998779296875,26.423011779785156,0.11461551487445831,0.9351752996444702
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2002,4084,8168,1,1,True,110,2048.0,26.376211166381836,0.1148327887058258,0.928852915763855
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2002,4084,8168,1,1,True,106,2047.9998779296875,26.402790069580078,0.11419704556465149,0.9292224049568176
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2003,4084,8168,1,1,True,110,2048.0,26.370502471923828,0.11932732909917831,0.939124584197998
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2003,4084,8168,1,1,True,106,2047.9998779296875,26.396522521972656,0.11864065378904343,0.939200222492218
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,13.0,2001,4084,8168,1,1,True,110,2048.0,26.631122589111328,0.1112208291888237,0.9331611394882202
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,13.0,2001,4084,8168,1,1,True,106,2047.9998779296875,26.637775421142578,0.11112259328365326,0.9330891966819763
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,13.0,2002,4084,8168,1,1,True,110,2048.0,26.622209548950195,0.11067575216293335,0.9323492050170898
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,13.0,2002,4084,8168,1,1,True,106,2047.9998779296875,26.62920379638672,0.11055061221122742,0.9324600100517273
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,13.0,2003,4084,8168,1,1,True,110,2048.0,26.621192932128906,0.11313620209693909,0.9366855621337891
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,13.0,2003,4084,8168,1,1,True,106,2047.9998779296875,26.628185272216797,0.11294752359390259,0.9366004467010498
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,19.0,2001,4084,8168,1,1,True,110,2048.0,26.69437599182129,0.1103728860616684,0.9321393966674805
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,19.0,2001,4084,8168,1,1,True,106,2047.9998779296875,26.695405960083008,0.11036500334739685,0.9321261644363403
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,19.0,2002,4084,8168,1,1,True,110,2048.0,26.688566207885742,0.11011972278356552,0.9325284957885742
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,19.0,2002,4084,8168,1,1,True,106,2047.9998779296875,26.68966293334961,0.11012697964906693,0.9324978590011597
source,15,n02027492/ILSVRC2012_val_00007524_n02027492,19.0,2003,4084,8168,1,1,True,110,2048.0,26.68856430053711,0.11109704524278641,0.9343633651733398
residual,15,n02027492/ILSVRC2012_val_00007524_n02027492,19.0,2003,4084,8168,1,1,True,106,2047.9998779296875,26.689693450927734,0.11105667054653168,0.9342948198318481
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,1.0,2001,4084,8168,1,0,True,130,2048.0,16.729360580444336,0.24374675750732422,0.9149520397186279
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,1.0,2001,4084,8168,1,0,True,120,2047.99951171875,16.257478713989258,0.26133492588996887,0.9303213357925415
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,1.0,2002,4084,8168,1,0,True,130,2048.0,16.89409637451172,0.21130043268203735,0.9069411754608154
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,1.0,2002,4084,8168,1,0,True,120,2047.99951171875,16.722997665405273,0.2164107859134674,0.8895226716995239
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,1.0,2003,4084,8168,1,0,True,130,2048.0,16.622291564941406,0.22177506983280182,0.9033280611038208
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,1.0,2003,4084,8168,1,0,True,120,2047.99951171875,16.32014274597168,0.2346070259809494,0.9041169881820679
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,4.0,2001,4084,8168,1,1,True,130,2048.0,20.113115310668945,0.1402071863412857,0.9504536986351013
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,4.0,2001,4084,8168,1,1,True,120,2047.99951171875,20.161821365356445,0.1392478048801422,0.9509239196777344
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,4.0,2002,4084,8168,1,1,True,130,2048.0,20.151796340942383,0.14421986043453217,0.9507859945297241
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,4.0,2002,4084,8168,1,1,True,120,2047.99951171875,20.20082664489746,0.1429363489151001,0.9508135318756104
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,4.0,2003,4084,8168,1,1,True,130,2048.0,20.11861801147461,0.1466124951839447,0.9446056485176086
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,4.0,2003,4084,8168,1,1,True,120,2047.99951171875,20.16907501220703,0.14480052888393402,0.9455943703651428
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,7.0,2001,4084,8168,1,1,True,130,2048.0,20.32100486755371,0.13584622740745544,0.9520994424819946
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,7.0,2001,4084,8168,1,1,True,120,2047.99951171875,20.355762481689453,0.1353793740272522,0.9522732496261597
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,7.0,2002,4084,8168,1,1,True,130,2048.0,20.361976623535156,0.13870052993297577,0.9513465166091919
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,7.0,2002,4084,8168,1,1,True,120,2047.99951171875,20.39556312561035,0.13787677884101868,0.9514347314834595
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,7.0,2003,4084,8168,1,1,True,130,2048.0,20.332996368408203,0.14012674987316132,0.9479562044143677
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,7.0,2003,4084,8168,1,1,True,120,2047.99951171875,20.36864471435547,0.13898491859436035,0.9483311176300049
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,13.0,2001,4084,8168,1,1,True,130,2048.0,20.544326782226562,0.13346119225025177,0.9522125720977783
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,13.0,2001,4084,8168,1,1,True,120,2047.99951171875,20.557004928588867,0.13325701653957367,0.9523580074310303
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,13.0,2002,4084,8168,1,1,True,130,2048.0,20.56995391845703,0.1331014186143875,0.9539671540260315
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,13.0,2002,4084,8168,1,1,True,120,2047.99951171875,20.580608367919922,0.13288132846355438,0.954241931438446
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,13.0,2003,4084,8168,1,1,True,130,2048.0,20.556102752685547,0.13383443653583527,0.9513829350471497
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,13.0,2003,4084,8168,1,1,True,120,2047.99951171875,20.56869125366211,0.13357798755168915,0.9517609477043152
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,19.0,2001,4084,8168,1,1,True,130,2048.0,20.618614196777344,0.13233719766139984,0.953593909740448
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,19.0,2001,4084,8168,1,1,True,120,2047.99951171875,20.62228012084961,0.13231788575649261,0.9536687135696411
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,19.0,2002,4084,8168,1,1,True,130,2048.0,20.631755828857422,0.13210156559944153,0.9543551802635193
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,19.0,2002,4084,8168,1,1,True,120,2047.99951171875,20.6343994140625,0.13212795555591583,0.9543246626853943
source,16,n02088094/ILSVRC2012_val_00005507_n02088094,19.0,2003,4084,8168,1,1,True,130,2048.0,20.62744903564453,0.13249272108078003,0.9528414011001587
residual,16,n02088094/ILSVRC2012_val_00005507_n02088094,19.0,2003,4084,8168,1,1,True,120,2047.99951171875,20.630611419677734,0.1324509084224701,0.9529380202293396
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,1.0,2001,4084,8168,1,0,True,131,2047.9998779296875,13.424737930297852,0.3403524160385132,0.6393494606018066
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,1.0,2001,4084,8168,1,0,True,127,2048.000244140625,13.212182998657227,0.36554181575775146,0.5791723132133484
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,1.0,2002,4084,8168,1,0,True,131,2047.9998779296875,13.11650276184082,0.2576863169670105,0.7834829688072205
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,1.0,2002,4084,8168,1,0,False,0,2048.000244140625,12.793891906738281,0.2784820795059204,0.7832735776901245
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,1.0,2003,4084,8168,1,0,True,131,2047.9998779296875,14.747568130493164,0.2337852120399475,0.841710090637207
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,1.0,2003,4084,8168,1,0,True,127,2048.000244140625,14.614144325256348,0.2475314736366272,0.8487231135368347
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,4.0,2001,4084,8168,1,1,True,131,2047.9998779296875,16.65348243713379,0.1614471673965454,0.9178800582885742
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,4.0,2001,4084,8168,1,1,True,127,2048.000244140625,16.678760528564453,0.1606709063053131,0.9182904958724976
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,4.0,2002,4084,8168,1,1,True,131,2047.9998779296875,16.71076774597168,0.16092583537101746,0.8987633585929871
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,4.0,2002,4084,8168,1,1,True,127,2048.000244140625,16.732065200805664,0.16053128242492676,0.8994323015213013
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,4.0,2003,4084,8168,1,1,True,131,2047.9998779296875,16.786724090576172,0.15975242853164673,0.9088665246963501
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,4.0,2003,4084,8168,1,1,True,127,2048.000244140625,16.821086883544922,0.1589021235704422,0.9090063571929932
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,7.0,2001,4084,8168,1,1,True,131,2047.9998779296875,16.81646156311035,0.1562189757823944,0.9195617437362671
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,7.0,2001,4084,8168,1,1,True,127,2048.000244140625,16.836706161499023,0.15572002530097961,0.919904351234436
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,7.0,2002,4084,8168,1,1,True,131,2047.9998779296875,16.8445987701416,0.1558624505996704,0.9098483324050903
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,7.0,2002,4084,8168,1,1,True,127,2048.000244140625,16.860292434692383,0.15521453320980072,0.9114387035369873
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,7.0,2003,4084,8168,1,1,True,131,2047.9998779296875,16.96750831604004,0.15520624816417694,0.9092485308647156
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,7.0,2003,4084,8168,1,1,True,127,2048.000244140625,16.98933982849121,0.15478229522705078,0.9095770716667175
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,13.0,2001,4084,8168,1,1,True,131,2047.9998779296875,17.012840270996094,0.1514870524406433,0.9193134307861328
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,13.0,2001,4084,8168,1,1,True,127,2048.000244140625,17.022592544555664,0.1512003391981125,0.9193359613418579
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,13.0,2002,4084,8168,1,1,True,131,2047.9998779296875,17.004150390625,0.1510639488697052,0.9170679450035095
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,13.0,2002,4084,8168,1,1,True,127,2048.000244140625,17.012353897094727,0.15088562667369843,0.9169418811798096
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,13.0,2003,4084,8168,1,1,True,131,2047.9998779296875,17.110960006713867,0.1516217142343521,0.9099200367927551
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,13.0,2003,4084,8168,1,1,True,127,2048.000244140625,17.117374420166016,0.15141336619853973,0.909916877746582
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,19.0,2001,4084,8168,1,1,True,131,2047.9998779296875,17.08182144165039,0.15001484751701355,0.9163058996200562
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,19.0,2001,4084,8168,1,1,True,127,2048.000244140625,17.086240768432617,0.14993982017040253,0.9161649942398071
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,19.0,2002,4084,8168,1,1,True,131,2047.9998779296875,17.07208824157715,0.15045438706874847,0.9119910597801208
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,19.0,2002,4084,8168,1,1,True,127,2048.000244140625,17.076465606689453,0.15041425824165344,0.9118334054946899
source,17,n02090622/ILSVRC2012_val_00006265_n02090622,19.0,2003,4084,8168,1,1,True,131,2047.9998779296875,17.133045196533203,0.15035521984100342,0.9085199236869812
residual,17,n02090622/ILSVRC2012_val_00006265_n02090622,19.0,2003,4084,8168,1,1,True,127,2048.000244140625,17.135608673095703,0.15021322667598724,0.9085118770599365
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,1.0,2001,4084,8168,1,0,True,105,2048.0,21.799556732177734,0.15876081585884094,0.9106103181838989
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,1.0,2001,4084,8168,1,0,True,102,2048.0,21.40765380859375,0.16309089958667755,0.9014639854431152
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,1.0,2002,4084,8168,1,0,True,105,2048.0,18.697208404541016,0.31313684582710266,0.7942150831222534
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,1.0,2002,4084,8168,1,0,True,102,2048.0,18.412887573242188,0.3349303603172302,0.7823431491851807
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,1.0,2003,4084,8168,1,0,True,105,2048.0,19.379966735839844,0.1981201171875,0.8227435946464539
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,1.0,2003,4084,8168,1,0,True,102,2048.0,19.012081146240234,0.20227234065532684,0.8086748123168945
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,4.0,2001,4084,8168,1,1,True,105,2048.0,22.633607864379883,0.1319594383239746,0.9190037846565247
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,4.0,2001,4084,8168,1,1,True,102,2048.0,22.662050247192383,0.1315084993839264,0.9198553562164307
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,4.0,2002,4084,8168,1,1,True,105,2048.0,22.630998611450195,0.12934957444667816,0.9178509712219238
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,4.0,2002,4084,8168,1,1,True,102,2048.0,22.65987205505371,0.1286364644765854,0.9188054800033569
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,4.0,2003,4084,8168,1,0,True,105,2048.0,22.523405075073242,0.13923019170761108,0.9210996627807617
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,4.0,2003,4084,8168,1,0,True,102,2048.0,22.375356674194336,0.13891679048538208,0.9247679710388184
source,18,n02096177/ILSVRC2012_val_00019083_n02096177,7.0,2001,4084,8168,1,1,True,105,2048.0,22.817630767822266,0.12827643752098083,0.9234703779220581
residual,18,n02096177/ILSVRC2012_val_00019083_n02096177,7.0,2001,4084,8168,1,1,True,102,2048.0,22.83820343017578,0.1279175579547882,0.9240875840187073
