method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,enhancement_energy,psnr_db,lpips_alex,dino_cosine
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2002,4084,8168,1,1,True,123,2047.999755859375,21.738079071044922,0.14263823628425598,0.9106647968292236
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2002,4084,8168,1,1,True,113,2048.0,21.785884857177734,0.14188292622566223,0.9116159677505493
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2003,4084,8168,1,1,True,123,2047.999755859375,21.78341293334961,0.1431252360343933,0.9049435257911682
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,7.0,2003,4084,8168,1,1,True,113,2048.0,21.82692527770996,0.1423512101173401,0.9071816205978394
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2001,4084,8168,1,1,True,123,2047.999755859375,22.018945693969727,0.13865798711776733,0.9203611612319946
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2001,4084,8168,1,1,True,113,2048.0,22.0404052734375,0.13857029378414154,0.9210720658302307
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2002,4084,8168,1,1,True,123,2047.999755859375,22.039297103881836,0.1385006457567215,0.9152948260307312
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2002,4084,8168,1,1,True,113,2048.0,22.05974578857422,0.1381848007440567,0.9158173203468323
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2003,4084,8168,1,1,True,123,2047.999755859375,22.05783462524414,0.13847412168979645,0.9177545309066772
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,13.0,2003,4084,8168,1,1,True,113,2048.0,22.07664680480957,0.13818855583667755,0.9186221361160278
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2001,4084,8168,1,1,True,123,2047.999755859375,22.139259338378906,0.13838863372802734,0.9229933023452759
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2001,4084,8168,1,1,True,113,2048.0,22.148582458496094,0.13835452497005463,0.9230969548225403
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2002,4084,8168,1,1,True,123,2047.999755859375,22.150894165039062,0.13708242774009705,0.9196776151657104
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2002,4084,8168,1,1,True,113,2048.0,22.159460067749023,0.1370428204536438,0.920071005821228
source,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2003,4084,8168,1,1,True,123,2047.999755859375,22.1596736907959,0.13754932582378387,0.9217419028282166
residual,81,n04357314/ILSVRC2012_val_00009430_n04357314,19.0,2003,4084,8168,1,1,True,113,2048.0,22.16742515563965,0.13753986358642578,0.9219518899917603
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,1.0,2001,4084,8168,1,0,True,120,2048.0,17.571718215942383,0.26112622022628784,0.718996524810791
residual,82,n04371774/ILSVRC2012_val_00030870_n04371774,1.0,2001,4084,8168,1,0,True,117,2047.9998779296875,17.20380401611328,0.2701684534549713,0.7008978128433228
source,82,n04371774/ILSVRC2012_val_00030870_n04371774,1.0,2002,4084,8168,1,0,True,120,2048.0,15.097140312194824,0.31139808893203735,0.7622871398925781
