method,calls,tx_ms_mean,tx_ms_median,tx_ms_p95,rx_ms_mean,rx_ms_median,rx_ms_p95,total_ms_mean,total_ms_median,total_ms_p95
full_tx_control,100,111.36815647245385,111.2145529477857,112.37244262592867,113.73291644267738,113.50390099687502,114.82572262757458,225.10107291513123,224.72607501549646,227.53387884004042
light_tx,100,10.99236432928592,10.981360508594662,11.066464654868469,113.65531796007417,113.52222150890157,114.59681462147273,124.64768228936009,124.52500849030912,125.71436964790337
pure_continuous,100,7.405889963265508,7.401435985229909,7.440732390386984,11.182151685934514,11.179169465322047,11.237810627790168,18.588041649200022,18.58157804235816,18.64722456666641
