method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,enhancement_energy,psnr_db,lpips_alex,dino_cosine,decoder_sha256,protocol_id,model_context_sha256
random_residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,7.0,2001,4084,8168,1,1,True,151,2047.999755859375,21.901782989501953,0.1982530951499939,0.9155173301696777,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,12,n01955084/ILSVRC2012_val_00001857_n01955084,7.0,2002,4084,8168,1,1,True,173,2048.0,21.898916244506836,0.20570029318332672,0.9097998142242432,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,7.0,2002,4084,8168,1,1,True,151,2047.999755859375,21.96822166442871,0.2042027860879898,0.9112097024917603,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,12,n01955084/ILSVRC2012_val_00001857_n01955084,7.0,2003,4084,8168,1,1,True,173,2048.0,21.798704147338867,0.21024121344089508,0.8904962539672852,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,7.0,2003,4084,8168,1,1,True,151,2047.999755859375,21.882396697998047,0.20843808352947235,0.8937483429908752,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,12,n01955084/ILSVRC2012_val_00001857_n01955084,13.0,2001,4084,8168,1,1,True,173,2048.0,22.086334228515625,0.19479799270629883,0.9158709645271301,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,13.0,2001,4084,8168,1,1,True,151,2047.999755859375,22.11450958251953,0.194610595703125,0.9158116579055786,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,12,n01955084/ILSVRC2012_val_00001857_n01955084,13.0,2002,4084,8168,1,1,True,173,2048.0,22.128705978393555,0.19990487396717072,0.9138503670692444,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,13.0,2002,4084,8168,1,1,True,151,2047.999755859375,22.151575088500977,0.1990022361278534,0.9139323234558105,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,12,n01955084/ILSVRC2012_val_00001857_n01955084,13.0,2003,4084,8168,1,1,True,173,2048.0,22.093027114868164,0.20044685900211334,0.9096932411193848,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,13.0,2003,4084,8168,1,1,True,151,2047.999755859375,22.12233543395996,0.1990019977092743,0.9107954502105713,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2001,4084,8168,1,1,True,173,2048.0,22.177433013916016,0.19425107538700104,0.9153583645820618,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2001,4084,8168,1,1,True,151,2047.999755859375,22.18524932861328,0.19408439099788666,0.9152321815490723,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2002,4084,8168,1,1,True,173,2048.0,22.198448181152344,0.19606798887252808,0.9135868549346924,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2002,4084,8168,1,1,True,151,2047.999755859375,22.203426361083984,0.1955915242433548,0.9135357141494751,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2003,4084,8168,1,1,True,173,2048.0,22.182559967041016,0.19582276046276093,0.9135587811470032,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,12,n01955084/ILSVRC2012_val_00001857_n01955084,19.0,2003,4084,8168,1,1,True,151,2047.999755859375,22.189682006835938,0.19533751904964447,0.9138573408126831,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2001,4084,8168,1,0,True,193,2048.0,16.40653419494629,0.29590991139411926,0.8293795585632324,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2001,4084,8168,1,0,False,0,2048.0,15.903277397155762,0.3242434859275818,0.8290247917175293,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2002,4084,8168,1,0,True,193,2048.0,15.50045108795166,0.35513541102409363,0.6174134016036987,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2002,4084,8168,1,0,False,0,2048.0,14.76083755493164,0.3939412832260132,0.4084596037864685,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2003,4084,8168,1,0,True,193,2048.0,17.413583755493164,0.24673053622245789,0.8180729150772095,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,1.0,2003,4084,8168,1,0,True,164,2048.0,16.83692741394043,0.2616441249847412,0.8227231502532959,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2001,4084,8168,1,1,True,193,2048.0,19.56806182861328,0.195621520280838,0.8731139302253723,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2001,4084,8168,1,1,True,164,2048.0,19.719356536865234,0.19091492891311646,0.874975323677063,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2002,4084,8168,1,1,True,193,2048.0,19.600461959838867,0.18570366501808167,0.8806108236312866,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2002,4084,8168,1,1,True,164,2048.0,19.732580184936523,0.18251997232437134,0.8820428848266602,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2003,4084,8168,1,1,True,193,2048.0,19.660953521728516,0.18905745446681976,0.8790808916091919,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,4.0,2003,4084,8168,1,1,True,164,2048.0,19.814889907836914,0.18533796072006226,0.877691924571991,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2001,4084,8168,1,1,True,193,2048.0,19.855113983154297,0.18674901127815247,0.8765157461166382,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2001,4084,8168,1,1,True,164,2048.0,19.977113723754883,0.1823572814464569,0.8773869276046753,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2002,4084,8168,1,1,True,193,2048.0,19.861953735351562,0.17919668555259705,0.8834169507026672,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2002,4084,8168,1,1,True,164,2048.0,19.99677085876465,0.17581357061862946,0.8860931396484375,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2003,4084,8168,1,1,True,193,2048.0,19.951684951782227,0.18242605030536652,0.8752636313438416,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,7.0,2003,4084,8168,1,1,True,164,2048.0,20.070589065551758,0.1793508529663086,0.8730447292327881,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2001,4084,8168,1,1,True,193,2048.0,20.22881507873535,0.17404226958751678,0.8733923435211182,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2001,4084,8168,1,1,True,164,2048.0,20.284893035888672,0.17219029366970062,0.8735570311546326,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2002,4084,8168,1,1,True,193,2048.0,20.315628051757812,0.16886268556118011,0.889090895652771,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2002,4084,8168,1,1,True,164,2048.0,20.372684478759766,0.16760794818401337,0.8884999752044678,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2003,4084,8168,1,1,True,193,2048.0,20.296926498413086,0.17231442034244537,0.8749005794525146,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,13.0,2003,4084,8168,1,1,True,164,2048.0,20.34273910522461,0.17039288580417633,0.8765074014663696,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2001,4084,8168,1,1,True,193,2048.0,20.384979248046875,0.16866737604141235,0.8775802850723267,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2001,4084,8168,1,1,True,164,2048.0,20.406274795532227,0.16788434982299805,0.8784952759742737,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2002,4084,8168,1,1,True,193,2048.0,20.44928741455078,0.1655544489622116,0.8883263468742371,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2002,4084,8168,1,1,True,164,2048.0,20.461652755737305,0.1653939187526703,0.8882868885993958,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2003,4084,8168,1,1,True,193,2048.0,20.419963836669922,0.16728593409061432,0.8804334998130798,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2003,4084,8168,1,1,True,164,2048.0,20.435333251953125,0.16674219071865082,0.8810473084449768,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2001,4084,8168,1,0,True,190,2047.999755859375,15.522167205810547,0.23038117587566376,0.70972740650177,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2001,4084,8168,1,0,True,162,2048.0,15.305710792541504,0.24035923182964325,0.7165695428848267,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2002,4084,8168,1,0,True,190,2047.999755859375,15.541149139404297,0.1871166229248047,0.7713093161582947,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2002,4084,8168,1,0,True,162,2048.0,15.21828556060791,0.19989660382270813,0.7438422441482544,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2003,4084,8168,1,0,True,190,2047.999755859375,16.213775634765625,0.1851436346769333,0.8428198099136353,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2003,4084,8168,1,0,True,162,2048.0,16.039968490600586,0.18874944746494293,0.8281700015068054,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2001,4084,8168,1,1,True,190,2047.999755859375,17.63431167602539,0.11145096272230148,0.8922547101974487,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2001,4084,8168,1,1,True,162,2048.0,17.73672866821289,0.10881497710943222,0.8962453603744507,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2002,4084,8168,1,1,True,190,2047.999755859375,17.51976203918457,0.11201442033052444,0.8943163752555847,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2002,4084,8168,1,1,True,162,2048.0,17.633119583129883,0.10903161764144897,0.8975603580474854,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2003,4084,8168,1,1,True,190,2047.999755859375,17.64040184020996,0.11821940541267395,0.8795585036277771,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2003,4084,8168,1,1,True,162,2048.0,17.754438400268555,0.11554849147796631,0.8849655389785767,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2001,4084,8168,1,1,True,190,2047.999755859375,17.829269409179688,0.10645277798175812,0.8997068405151367,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2001,4084,8168,1,1,True,162,2048.0,17.897502899169922,0.10534758865833282,0.9012274742126465,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2002,4084,8168,1,1,True,190,2047.999755859375,17.738201141357422,0.10675115883350372,0.8997097015380859,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2002,4084,8168,1,1,True,162,2048.0,17.820180892944336,0.10533035546541214,0.9016450047492981,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2003,4084,8168,1,1,True,190,2047.999755859375,17.856176376342773,0.11297092586755753,0.887834906578064,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2003,4084,8168,1,1,True,162,2048.0,17.92975425720215,0.11133220791816711,0.8900659084320068,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2001,4084,8168,1,1,True,190,2047.999755859375,18.024621963500977,0.10391979664564133,0.8992530107498169,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2001,4084,8168,1,1,True,162,2048.0,18.046138763427734,0.10361898690462112,0.8989578485488892,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2002,4084,8168,1,1,True,190,2047.999755859375,17.983638763427734,0.10346180945634842,0.9034872055053711,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2002,4084,8168,1,1,True,162,2048.0,18.012470245361328,0.10353679209947586,0.9036582112312317,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2003,4084,8168,1,1,True,190,2047.999755859375,18.059024810791016,0.10675550997257233,0.894696831703186,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2003,4084,8168,1,1,True,162,2048.0,18.078094482421875,0.10586383938789368,0.8955057263374329,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2001,4084,8168,1,1,True,190,2047.999755859375,18.08293342590332,0.10312831401824951,0.8995871543884277,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2001,4084,8168,1,1,True,162,2048.0,18.088348388671875,0.10288290679454803,0.8997228145599365,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_source,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2002,4084,8168,1,1,True,190,2047.999755859375,18.063554763793945,0.10349888354539871,0.9037361741065979,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
random_residual,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2002,4084,8168,1,1,True,162,2048.0,18.071882247924805,0.10340815037488937,0.9036142826080322,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,20100186e289666679cb151541ddb854f7b1bd485e0a92733efaa966985d0435
