method,source_index,image_id,snr_db,seed,N,E,header_ok,body_crc_ok,norm_control_ok,norm_code,enhancement_energy,psnr_db,lpips_alex,dino_cosine,decoder_sha256,protocol_id,model_context_sha256
PCA_residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2001,4084,8168,1,1,True,150,2048.0,17.065961837768555,0.16854119300842285,0.941981315612793,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2002,4084,8168,1,1,True,156,2048.0,17.08440589904785,0.16987112164497375,0.93975830078125,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2002,4084,8168,1,1,True,150,2048.0,17.085060119628906,0.16966058313846588,0.9394878149032593,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2003,4084,8168,1,1,True,156,2048.0,17.075084686279297,0.16863904893398285,0.9349976181983948,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,8,n01843383/ILSVRC2012_val_00005901_n01843383,19.0,2003,4084,8168,1,1,True,150,2048.0,17.076045989990234,0.16848298907279968,0.9350537061691284,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2001,4084,8168,1,0,True,137,2048.0,15.850911140441895,0.22412997484207153,0.8354089260101318,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2001,4084,8168,1,0,True,131,2048.000244140625,15.539945602416992,0.2347344160079956,0.8342598676681519,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2002,4084,8168,1,0,True,137,2048.0,16.583650588989258,0.2462928295135498,0.8616001605987549,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2002,4084,8168,1,0,True,131,2048.000244140625,16.358917236328125,0.25312262773513794,0.854515790939331,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2003,4084,8168,1,0,True,137,2048.0,16.82522964477539,0.25218454003334045,0.8700175881385803,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,1.0,2003,4084,8168,1,0,True,131,2048.000244140625,16.680864334106445,0.2583537697792053,0.8625796437263489,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2001,4084,8168,1,1,True,137,2048.0,17.509286880493164,0.18303968012332916,0.9078050851821899,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2001,4084,8168,1,1,True,131,2048.000244140625,17.530324935913086,0.1822591871023178,0.9077855348587036,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2002,4084,8168,1,1,True,137,2048.0,17.45949935913086,0.18193453550338745,0.9114078283309937,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2002,4084,8168,1,1,True,131,2048.000244140625,17.481367111206055,0.18153905868530273,0.9113050699234009,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2003,4084,8168,1,1,True,137,2048.0,17.443620681762695,0.18049564957618713,0.9128463864326477,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,4.0,2003,4084,8168,1,1,True,131,2048.000244140625,17.47341537475586,0.1801297962665558,0.9139636754989624,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2001,4084,8168,1,1,True,137,2048.0,17.644058227539062,0.17713986337184906,0.9090169668197632,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2001,4084,8168,1,1,True,131,2048.000244140625,17.656715393066406,0.1765737235546112,0.9093751907348633,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2002,4084,8168,1,1,True,137,2048.0,17.606922149658203,0.17745444178581238,0.912941575050354,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2002,4084,8168,1,1,True,131,2048.000244140625,17.621437072753906,0.17667928338050842,0.9134424924850464,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2003,4084,8168,1,1,True,137,2048.0,17.65134620666504,0.17449888586997986,0.9186969995498657,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,7.0,2003,4084,8168,1,1,True,131,2048.000244140625,17.66862678527832,0.1735537350177765,0.9188830256462097,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2001,4084,8168,1,1,True,137,2048.0,17.776634216308594,0.17037975788116455,0.9179462790489197,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2001,4084,8168,1,1,True,131,2048.000244140625,17.77977752685547,0.17014692723751068,0.9178961515426636,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2002,4084,8168,1,1,True,137,2048.0,17.760236740112305,0.1697148084640503,0.9197084903717041,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2002,4084,8168,1,1,True,131,2048.000244140625,17.763954162597656,0.16945451498031616,0.9196044206619263,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2003,4084,8168,1,1,True,137,2048.0,17.79499053955078,0.16691884398460388,0.9224099516868591,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,13.0,2003,4084,8168,1,1,True,131,2048.000244140625,17.797698974609375,0.16681544482707977,0.9220796823501587,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2001,4084,8168,1,1,True,137,2048.0,17.81813621520996,0.16693449020385742,0.9210779070854187,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2001,4084,8168,1,1,True,131,2048.000244140625,17.818147659301758,0.16678684949874878,0.920701801776886,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2002,4084,8168,1,1,True,137,2048.0,17.81034278869629,0.1667063683271408,0.9212168455123901,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2002,4084,8168,1,1,True,131,2048.000244140625,17.81047821044922,0.16663691401481628,0.9207987785339355,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2003,4084,8168,1,1,True,137,2048.0,17.829498291015625,0.16556185483932495,0.9210819005966187,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,9,n01860187/ILSVRC2012_val_00021594_n01860187,19.0,2003,4084,8168,1,1,True,131,2048.000244140625,17.829044342041016,0.16550321877002716,0.9207652807235718,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2001,4084,8168,1,0,True,123,2047.9998779296875,15.996207237243652,0.2627941966056824,0.9094964265823364,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2001,4084,8168,1,0,True,114,2048.0,15.714527130126953,0.28043505549430847,0.8982706069946289,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2002,4084,8168,1,0,True,123,2047.9998779296875,16.0134220123291,0.27594292163848877,0.9126424193382263,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2002,4084,8168,1,0,True,114,2048.0,15.739253997802734,0.2888663113117218,0.9102233648300171,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2003,4084,8168,1,0,True,123,2047.9998779296875,18.10939598083496,0.19532519578933716,0.9436116218566895,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,1.0,2003,4084,8168,1,0,True,114,2048.0,17.840858459472656,0.2052420824766159,0.9404858946800232,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2001,4084,8168,1,1,True,123,2047.9998779296875,19.238792419433594,0.14074280858039856,0.9604095816612244,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2001,4084,8168,1,1,True,114,2048.0,19.268463134765625,0.14002324640750885,0.9600496888160706,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2002,4084,8168,1,1,True,123,2047.9998779296875,19.186473846435547,0.1443411409854889,0.9575730562210083,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2002,4084,8168,1,1,True,114,2048.0,19.219223022460938,0.14375297725200653,0.9576582312583923,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2003,4084,8168,1,1,True,123,2047.9998779296875,19.196277618408203,0.14235633611679077,0.9551980495452881,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,4.0,2003,4084,8168,1,1,True,114,2048.0,19.226879119873047,0.1417084038257599,0.9549784660339355,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,7.0,2001,4084,8168,1,1,True,123,2047.9998779296875,19.37139892578125,0.13730460405349731,0.9588755369186401,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,7.0,2001,4084,8168,1,1,True,114,2048.0,19.393362045288086,0.13680888712406158,0.9586238861083984,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,7.0,2002,4084,8168,1,1,True,123,2047.9998779296875,19.328521728515625,0.141847163438797,0.9585490226745605,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,7.0,2002,4084,8168,1,1,True,114,2048.0,19.35242462158203,0.1411929428577423,0.9585593342781067,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,7.0,2003,4084,8168,1,1,True,123,2047.9998779296875,19.331546783447266,0.13919374346733093,0.9540911912918091,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,7.0,2003,4084,8168,1,1,True,114,2048.0,19.355119705200195,0.13863477110862732,0.9539166688919067,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,13.0,2001,4084,8168,1,1,True,123,2047.9998779296875,19.528785705566406,0.13445524871349335,0.9588702321052551,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,13.0,2001,4084,8168,1,1,True,114,2048.0,19.53964614868164,0.13431225717067719,0.9590084552764893,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,13.0,2002,4084,8168,1,1,True,123,2047.9998779296875,19.493118286132812,0.1378706693649292,0.9587595462799072,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,13.0,2002,4084,8168,1,1,True,114,2048.0,19.5043888092041,0.13764841854572296,0.958667516708374,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,13.0,2003,4084,8168,1,1,True,123,2047.9998779296875,19.505794525146484,0.13554692268371582,0.9540402889251709,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,13.0,2003,4084,8168,1,1,True,114,2048.0,19.518733978271484,0.135295569896698,0.9542189836502075,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,19.0,2001,4084,8168,1,1,True,123,2047.9998779296875,19.6055850982666,0.1342548280954361,0.9591407775878906,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,19.0,2001,4084,8168,1,1,True,114,2048.0,19.6115665435791,0.13426797091960907,0.9590637683868408,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,19.0,2002,4084,8168,1,1,True,123,2047.9998779296875,19.577922821044922,0.13632529973983765,0.9580787420272827,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,19.0,2002,4084,8168,1,1,True,114,2048.0,19.585195541381836,0.13620136678218842,0.9580352306365967,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,10,n01882714/ILSVRC2012_val_00019996_n01882714,19.0,2003,4084,8168,1,1,True,123,2047.9998779296875,19.597530364990234,0.13421626389026642,0.9560117125511169,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,10,n01882714/ILSVRC2012_val_00019996_n01882714,19.0,2003,4084,8168,1,1,True,114,2048.0,19.604516983032227,0.13419800996780396,0.9561831951141357,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,11,n01943899/ILSVRC2012_val_00005706_n01943899,1.0,2001,4084,8168,1,0,True,116,2048.0,16.2520694732666,0.26069676876068115,0.6055314540863037,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,11,n01943899/ILSVRC2012_val_00005706_n01943899,1.0,2001,4084,8168,1,0,False,0,2048.0,15.764776229858398,0.27586716413497925,0.5144491195678711,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,11,n01943899/ILSVRC2012_val_00005706_n01943899,1.0,2002,4084,8168,1,0,True,116,2048.0,14.316455841064453,0.4116863012313843,0.32402122020721436,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,11,n01943899/ILSVRC2012_val_00005706_n01943899,1.0,2002,4084,8168,1,0,True,115,2048.0,14.060669898986816,0.42619532346725464,0.29811370372772217,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,11,n01943899/ILSVRC2012_val_00005706_n01943899,1.0,2003,4084,8168,1,0,True,116,2048.0,13.925862312316895,0.4092883765697479,0.26815685629844666,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_residual,11,n01943899/ILSVRC2012_val_00005706_n01943899,1.0,2003,4084,8168,1,0,True,115,2048.0,13.661881446838379,0.41850224137306213,0.2734251022338867,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
PCA_source,11,n01943899/ILSVRC2012_val_00005706_n01943899,4.0,2001,4084,8168,1,1,True,116,2048.0,19.264081954956055,0.1655082404613495,0.8683775067329407,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,N4084:E8168:32_control_992_measurement:strict,4d32b2b47d330f30c7381ae40baf828a83cb83a25d4fe27851be3fd02199587a
