method,source_index,image_id,snr_db,seed,N,E,checkpoint_sha256,decoder_sha256,protocol_id,normalized_latent,header_ok,body_crc_ok,psnr_db,lpips_alex,dino_cosine
full_tx_control,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.7426636219024658,1,1,21.97634506225586,0.13131031394004822,0.9064738750457764
light_tx,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.7446118593215942,1,1,21.828229904174805,0.13758577406406403,0.9040752053260803
pure_continuous,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2002,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.24554678797721863,1,not_applicable,24.830896377563477,0.06804460287094116,0.958182692527771
full_tx_control,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.7425764203071594,1,1,21.999408721923828,0.13121548295021057,0.9027777314186096
light_tx,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.7440745830535889,1,1,21.859947204589844,0.13585519790649414,0.8997594714164734
pure_continuous,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2003,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.2443351447582245,1,not_applicable,24.791255950927734,0.07229020446538925,0.9582368731498718
full_tx_control,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.7424901127815247,1,1,21.996000289916992,0.1314336061477661,0.9015932083129883
light_tx,13,n01983481/ILSVRC2012_val_00019856_n01983481,19.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.744550883769989,1,1,21.84147834777832,0.13790923357009888,0.9013589024543762
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2001,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.6910191774368286,1,not_applicable,18.046953201293945,0.12815465033054352,0.815528154373169
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.9647634029388428,1,0,17.057918548583984,0.14417895674705505,0.8129407167434692
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.9682751893997192,1,0,17.1475772857666,0.14181050658226013,0.8391406536102295
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2002,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.6983478665351868,1,not_applicable,18.23120880126953,0.12721197307109833,0.8294858932495117
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.9798169136047363,1,0,17.002517700195312,0.1721247136592865,0.781808078289032
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.983920693397522,1,0,17.05094337463379,0.1661507934331894,0.7978096008300781
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2003,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.6868661642074585,1,not_applicable,18.327417373657227,0.12139567732810974,0.8506323099136353
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.9466463327407837,1,0,17.38203239440918,0.15185128152370453,0.8777168989181519
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,1.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.9498194456100464,1,0,17.35123634338379,0.1510801464319229,0.8662105798721313
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2001,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.49768227338790894,1,not_applicable,19.492671966552734,0.0841759592294693,0.8950034379959106
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.8369537591934204,1,1,18.382535934448242,0.09497201442718506,0.8965464234352112
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.8451709747314453,1,1,18.294870376586914,0.0972280278801918,0.8951675891876221
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2002,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.49913889169692993,1,not_applicable,19.585813522338867,0.09025237709283829,0.90213942527771
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.8431744575500488,1,1,18.34076690673828,0.10051131993532181,0.9062646627426147
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.8513541221618652,1,1,18.210756301879883,0.10275086015462875,0.9091956615447998
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2003,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.4937337040901184,1,not_applicable,19.825355529785156,0.08160591870546341,0.9192821979522705
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.8455190658569336,1,1,18.292707443237305,0.10518856346607208,0.8949403166770935
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,4.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.8524148464202881,1,1,18.176061630249023,0.10797320306301117,0.8921314477920532
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2001,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.3866523504257202,1,not_applicable,20.365238189697266,0.06632142513990402,0.9220931529998779
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.8049824237823486,1,1,18.589637756347656,0.09126118570566177,0.8955627679824829
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.8112730979919434,1,1,18.517715454101562,0.09361214190721512,0.8964328765869141
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2002,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.38568735122680664,1,not_applicable,20.421545028686523,0.07092434912919998,0.9252781867980957
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.8087188005447388,1,1,18.57658576965332,0.0943923145532608,0.9051237106323242
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.8150863647460938,1,1,18.435701370239258,0.09765806794166565,0.9112431406974792
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2003,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.3836327791213989,1,not_applicable,20.556522369384766,0.06679090857505798,0.935201108455658
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.8105114698410034,1,1,18.535903930664062,0.09767574071884155,0.8946700096130371
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,7.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.8158248066902161,1,1,18.404918670654297,0.10084431618452072,0.8932533264160156
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2001,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.28157997131347656,1,not_applicable,21.16166114807129,0.053551021963357925,0.9431661367416382
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.7725374698638916,1,1,18.777957916259766,0.08829832077026367,0.8963485360145569
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.7755488157272339,1,1,18.702560424804688,0.09130294620990753,0.8977833986282349
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2002,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.2803666591644287,1,not_applicable,21.174171447753906,0.05550684779882431,0.9471627473831177
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.773708701133728,1,1,18.770963668823242,0.08946702629327774,0.9018574357032776
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.7767595052719116,1,1,18.647329330444336,0.09369688481092453,0.9028820991516113
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2003,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.2803451716899872,1,not_applicable,21.196735382080078,0.05453997477889061,0.9462998509407043
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.7744975686073303,1,1,18.761690139770508,0.09070111066102982,0.8951441049575806
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,13.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.7769023180007935,1,1,18.657197952270508,0.09293825924396515,0.8971444368362427
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2001,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.24681594967842102,1,not_applicable,21.344491958618164,0.05188903585076332,0.9504156112670898
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.7627793550491333,1,1,18.82921028137207,0.08745677024126053,0.8972921371459961
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.7643683552742004,1,1,18.747533798217773,0.09116759896278381,0.8977225422859192
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2002,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.24615585803985596,1,not_applicable,21.346355438232422,0.051689811050891876,0.9524709582328796
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.7631356120109558,1,1,18.824827194213867,0.08785608410835266,0.8993290662765503
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.7647436857223511,1,1,18.717262268066406,0.09276896715164185,0.9010344743728638
pure_continuous,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2003,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.24624960124492645,1,not_applicable,21.3474063873291,0.051736779510974884,0.950088620185852
full_tx_control,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.7634557485580444,1,1,18.82379722595215,0.08841216564178467,0.8950599431991577
light_tx,14,n02013706/ILSVRC2012_val_00003168_n02013706,19.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.7647072076797485,1,1,18.730274200439453,0.0917179062962532,0.8977324962615967
pure_continuous,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2001,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.4799995720386505,1,not_applicable,26.402511596679688,0.1310061514377594,0.9309738874435425
full_tx_control,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.5696144104003906,1,0,24.295665740966797,0.165039524435997,0.8988982439041138
light_tx,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.5720952153205872,1,0,24.319347381591797,0.16603069007396698,0.8980337381362915
pure_continuous,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2002,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.4777747392654419,1,not_applicable,25.099395751953125,0.11882099509239197,0.9178733825683594
full_tx_control,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.5533461570739746,1,0,25.454174041748047,0.140652135014534,0.8957111835479736
light_tx,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.5550768971443176,1,0,25.405296325683594,0.1385822594165802,0.8949909210205078
pure_continuous,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2003,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.46567046642303467,1,not_applicable,25.947856903076172,0.1147909164428711,0.9177511930465698
full_tx_control,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.5675347447395325,1,0,24.73027801513672,0.1533229798078537,0.8716182708740234
light_tx,15,n02027492/ILSVRC2012_val_00007524_n02027492,1.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.5672451257705688,1,0,24.7977237701416,0.15233319997787476,0.884337306022644
pure_continuous,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2001,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.2976798415184021,1,not_applicable,27.88691520690918,0.09079011529684067,0.9512783885002136
full_tx_control,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.47310948371887207,1,1,26.855772018432617,0.10107642412185669,0.9330189228057861
light_tx,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.4802885055541992,1,1,26.682043075561523,0.10642198473215103,0.9350063800811768
pure_continuous,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2002,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.2969379425048828,1,not_applicable,26.856639862060547,0.08660556375980377,0.9460852146148682
full_tx_control,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.4695497751235962,1,1,26.787246704101562,0.10386025160551071,0.9252392649650574
light_tx,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2002,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.4757438898086548,1,1,26.547250747680664,0.1084730476140976,0.9216667413711548
pure_continuous,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2003,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.28912800550460815,1,not_applicable,27.464189529418945,0.08323618769645691,0.9482104182243347
full_tx_control,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.4682631492614746,1,1,26.589468002319336,0.10470682382583618,0.9344727396965027
light_tx,15,n02027492/ILSVRC2012_val_00007524_n02027492,4.0,2003,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.47514116764068604,1,1,26.451990127563477,0.10877664387226105,0.9361642599105835
pure_continuous,15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2001,4084,8168,b6bd1f0bb01bbd734eeb6a63afac1b8f7c57998085c616011f37554035434e1a,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,pure_continuous:N4084:E8168,0.2008638083934784,1,not_applicable,28.897567749023438,0.07093293219804764,0.9559034109115601
full_tx_control,15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,full_tx_control:N4084:E8168,0.44613561034202576,1,1,27.174922943115234,0.09302058070898056,0.9428842663764954
light_tx,15,n02027492/ILSVRC2012_val_00007524_n02027492,7.0,2001,4084,8168,8359ea0244573b12d7081a458e8ca985da04f3c1ca0de48f5dfdb2535f86bc3d,bf1d64bf8ff7eeda416032daa2ada1654fb37de2553235e85d364211ddfefad1,light_tx:N4084:E8168,0.45260360836982727,1,1,27.040691375732422,0.09717497229576111,0.942878246307373
