step,method,source_index,image_id,snr_db,noise_count,mse,lpips_alex,normalized_latent,utility,U_image
2500,H6-P,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,3,0.011236107597748438,0.19199707607428232,0.5766141812006632,0.036201958234111466,0.030435816074411075
2500,H6-P,0,n01440764/ILSVRC2012_val_00045866_n01440764,4,3,0.004959245057155688,0.12118835498889287,0.47395336627960205,0.02181761401395003,0.01707808052500089
2500,H6-P,0,n01440764/ILSVRC2012_val_00045866_n01440764,7,3,0.004264831853409608,0.10774904241164525,0.42406731843948364,0.0192804088195165,0.015039736094574133
2500,H6-P,0,n01440764/ILSVRC2012_val_00045866_n01440764,13,3,0.0037908326679219804,0.09711523602406184,0.3829250931739807,0.0173316082606713,0.013502356906731924
2500,H6-P,0,n01440764/ILSVRC2012_val_00045866_n01440764,19,3,0.0036576874554157257,0.09488510092099507,0.3708019157250722,0.016854217275977135,0.013146198044220606
2500,H6-P,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,3,0.01025623083114624,0.19633544981479645,0.6057789127031962,0.035947564989328384,0.029889776681860287
2500,H6-P,1,n01443537/ILSVRC2012_val_00044095_n01443537,4,3,0.008622055252393087,0.16488676766554514,0.5110020041465759,0.030220751961072285,0.025110732143123943
2500,H6-P,1,n01443537/ILSVRC2012_val_00044095_n01443537,7,3,0.008043622598052025,0.15439309179782867,0.4645496706167857,0.028128428384661674,0.023482931777834892
2500,H6-P,1,n01443537/ILSVRC2012_val_00044095_n01443537,13,3,0.007597788392255704,0.14431453247865042,0.4261447787284851,0.026290689284602802,0.022029241546988487
2500,H6-P,1,n01443537/ILSVRC2012_val_00044095_n01443537,19,3,0.007496480830013752,0.13846760988235474,0.41430773337682086,0.025486319636305172,0.02134324237704277
2500,H6-P,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,3,0.005001694119224946,0.13942747314771017,0.4474327564239502,0.023418767998615902,0.018944441030422848
2500,H6-P,2,n01484850/ILSVRC2012_val_00029481_n01484850,4,3,0.0032819624369343123,0.09820923457543056,0.3609777589639028,0.01671266369521618,0.013102885956565538
2500,H6-P,2,n01484850/ILSVRC2012_val_00029481_n01484850,7,3,0.00279458270718654,0.08996849258740743,0.3162457048892975,0.014953888952732086,0.011791431965927282
2500,H6-P,2,n01484850/ILSVRC2012_val_00029481_n01484850,13,3,0.0024323031151046357,0.08171151081720988,0.28028778235117596,0.013406332271794478,0.010603454584876696
2500,H6-P,2,n01484850/ILSVRC2012_val_00029481_n01484850,19,3,0.0023432575011005006,0.07611058404048283,0.27062806487083435,0.012660596830149492,0.009954315920670828
2500,H6-P,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,3,0.0022079190627361336,0.11758594214916229,0.3824380735556285,0.01779089371363322,0.013966513487199942
2500,H6-P,3,n01491361/ILSVRC2012_val_00049000_n01491361,4,3,0.0011971897911280394,0.0697334681948026,0.2868698835372925,0.01103923562914133,0.0081705367192626
2500,H6-P,3,n01491361/ILSVRC2012_val_00049000_n01491361,7,3,0.001057135717322429,0.06154134621222814,0.24447165926297507,0.0096559872229894,0.007211270431677501
2500,H6-P,3,n01491361/ILSVRC2012_val_00049000_n01491361,13,3,0.0009391186758875847,0.05485368023316065,0.21127397318681082,0.008537226667006811,0.0064244866371154785
2500,H6-P,3,n01491361/ILSVRC2012_val_00049000_n01491361,19,3,0.0008912701935817798,0.05251117547353109,0.20278505980968475,0.008170238075157007,0.006142387632280588
2500,H6-P,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,3,0.016043245714778703,0.19811365753412247,0.463550329208374,0.04049011444052061,0.0358546112353603
2500,H6-P,4,n01494475/ILSVRC2012_val_00027283_n01494475,4,3,0.0029655095810691514,0.07596308986345927,0.34863749146461487,0.014048193581402302,0.010561818877855936
2500,H6-P,4,n01494475/ILSVRC2012_val_00027283_n01494475,7,3,0.0027386007520059743,0.06806561350822449,0.30413299798965454,0.012586492113769054,0.009545162320137024
2500,H6-P,4,n01494475/ILSVRC2012_val_00027283_n01494475,13,3,0.002575208122531573,0.06339189037680626,0.26881234844525653,0.011602520942687988,0.008914397098124027
2500,H6-P,4,n01494475/ILSVRC2012_val_00027283_n01494475,19,3,0.002533793138960997,0.06320243577162425,0.2595142722129822,0.011449179301659266,0.008854036840299765
2500,H6-P,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,3,0.0039237558376044035,0.12877976397673288,0.3297165433565776,0.020098897938927014,0.01680173259228468
2500,H6-P,5,n01496331/ILSVRC2012_val_00041248_n01496331,4,3,0.0014546751432741682,0.0654422827064991,0.23647253712018332,0.01036362877736489,0.007998903592427572
2500,H6-P,5,n01496331/ILSVRC2012_val_00041248_n01496331,7,3,0.0012500454128409426,0.05912694459160169,0.19681633015473685,0.009130903519690037,0.007162739988416433
2500,H6-P,5,n01496331/ILSVRC2012_val_00041248_n01496331,13,3,0.0010907023291413982,0.05375028649965922,0.16616947452227274,0.00812742548684279,0.00646573103343447
2500,H6-P,5,n01496331/ILSVRC2012_val_00041248_n01496331,19,3,0.0010397918910409014,0.0514996312558651,0.15844407677650452,0.007774196099489927,0.006189755319307248
2500,H6-P,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,3,0.009661490408082804,0.18511719008286795,0.5433351596196493,0.033606561521689095,0.028173210099339485
2500,H6-P,6,n01498041/ILSVRC2012_val_00030470_n01498041,4,3,0.007090467804421981,0.14508228500684103,0.44878894090652466,0.026086586837967236,0.021598697329560917
2500,H6-P,6,n01498041/ILSVRC2012_val_00030470_n01498041,7,3,0.006457115989178419,0.13437524934609732,0.40209392706553143,0.023915580784281094,0.019894641513625782
2500,H6-P,6,n01498041/ILSVRC2012_val_00030470_n01498041,13,3,0.005912613278875749,0.12203339238961537,0.3638625343640645,0.021754578376809757,0.01811595323185126
2500,H6-P,6,n01498041/ILSVRC2012_val_00030470_n01498041,19,3,0.005750856517503659,0.11819766461849213,0.35287197430928546,0.02109934265414874,0.01757062350710233
2500,H6-P,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,3,0.012591766193509102,0.17335987587769827,0.8008211453755697,0.03793596476316452,0.029927754774689674
2500,H6-P,7,n01514668/ILSVRC2012_val_00016052_n01514668,4,3,0.009352821546296278,0.12817005316416422,0.6989636619885763,0.029159463942050934,0.02216982717315356
2500,H6-P,7,n01514668/ILSVRC2012_val_00016052_n01514668,7,3,0.00821065374960502,0.11224857221047084,0.643592357635498,0.025871434559424717,0.01943551128109296
2500,H6-P,7,n01514668/ILSVRC2012_val_00016052_n01514668,13,3,0.007317095063626766,0.09710058818260829,0.5956509113311768,0.02298366278409958,0.017027153943975765
2500,H6-P,7,n01514668/ILSVRC2012_val_00016052_n01514668,19,3,0.007094992945591609,0.09216036647558212,0.5812980532646179,0.02212401044865449,0.016311029593149822
2500,H6-P,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,3,0.013063707078496615,0.2116466611623764,0.7043280998865763,0.041271655509869255,0.034228374560674034
2500,H6-P,8,n01514859/ILSVRC2012_val_00006195_n01514859,4,3,0.008807815300921598,0.1468335489432017,0.5861711502075195,0.029352881635228794,0.02349117025732994
2500,H6-P,8,n01514859/ILSVRC2012_val_00006195_n01514859,7,3,0.008099612779915333,0.136453648408254,0.5327858130137125,0.027072836334506672,0.02174497830371062
2500,H6-P,8,n01514859/ILSVRC2012_val_00006195_n01514859,13,3,0.007550376933068037,0.12812393407026926,0.48670007785161334,0.02522977131108443,0.020362770805756252
2500,H6-P,8,n01514859/ILSVRC2012_val_00006195_n01514859,19,3,0.007415854061643283,0.12499902149041493,0.47295979658762616,0.024645354598760605,0.019915756459037464
2500,H6-P,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,3,0.005706203014900287,0.12469009806712468,0.4277641177177429,0.022452853620052338,0.018175212666392326
