method,source_index,snr_db,seed_keys,psnr_db,lpips_alex,dino_cosine
residual,39,7.0,"2001,2002,2003",18.877238591512043,0.16385115186373392,0.8412982622782389
residual,39,13.0,"2001,2002,2003",19.02072525024414,0.16022053360939026,0.8349539240201315
residual,39,19.0,"2001,2002,2003",19.06466293334961,0.1593473901351293,0.8287447889645895
residual,40,1.0,"2001,2002,2003",14.65743319193522,0.3414628207683563,0.7201715111732483
residual,40,4.0,"2001,2002,2003",21.41395632425944,0.15877563258012137,0.9472166299819946
residual,40,7.0,"2001,2002,2003",21.590416590372723,0.1529527356227239,0.9491793115933737
residual,40,13.0,"2001,2002,2003",21.776185353597004,0.1461114138364792,0.951533834139506
residual,40,19.0,"2001,2002,2003",21.836687088012695,0.1441881408294042,0.9533858497937521
residual,41,1.0,"2001,2002,2003",19.266706466674805,0.19965658585230509,0.8322760661443075
residual,41,4.0,"2001,2002,2003",23.38743527730306,0.09889152646064758,0.9391512672106425
residual,41,7.0,"2001,2002,2003",23.524529774983723,0.09646788239479065,0.9412276943524679
residual,41,13.0,"2001,2002,2003",23.657074610392254,0.0944322869181633,0.9429515798886617
residual,41,19.0,"2001,2002,2003",23.6943416595459,0.09374966720740001,0.9432364503542582
residual,42,1.0,"2001,2002,2003",17.034262975056965,0.24641770124435425,0.7912398378054301
residual,42,4.0,"2001,2002,2003",19.492928822835285,0.1551713248093923,0.9181578556696574
residual,42,7.0,"2001,2002,2003",19.63376299540202,0.15033700068791708,0.9198923508326212
residual,42,13.0,"2001,2002,2003",19.803022384643555,0.14699439207712808,0.9199039340019226
residual,42,19.0,"2001,2002,2003",19.828994750976562,0.14541725317637125,0.9206305543581644
residual,43,1.0,"2001,2002,2003",14.881722132364908,0.28430486222108203,0.5709939400355021
residual,43,4.0,"2001,2002,2003",18.90837860107422,0.15883733332157135,0.8823456962903341
