source_index,image_id,snr_db,noise_seed,N,E,family,sent_mode,received_mode,header_ok,body_crc_ok,source_complete,payload_bits,arithmetic_length_field,source_error,candidate_key,method,psnr_db,lpips_alex,dino_cosine,renderer,policy,selected_mode
69,n03983396/ILSVRC2012_val_00012891_n03983396,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '41e066d76b73cfb0c6220f1ab728364ed342ffe48cdf781ce782b9d9e51f50a7')",raw_N4084_m8_D0,22.148006439208984,0.17998753488063812,0.8933687210083008,D0,reliability,8
69,n03983396/ILSVRC2012_val_00012891_n03983396,4.0,2002,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '41e066d76b73cfb0c6220f1ab728364ed342ffe48cdf781ce782b9d9e51f50a7')",raw_N4084_m8_D0,22.148006439208984,0.17998753488063812,0.8933687210083008,D0,reliability,8
69,n03983396/ILSVRC2012_val_00012891_n03983396,4.0,2003,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '41e066d76b73cfb0c6220f1ab728364ed342ffe48cdf781ce782b9d9e51f50a7')",raw_N4084_m8_D0,22.148006439208984,0.17998753488063812,0.8933687210083008,D0,reliability,8
69,n03983396/ILSVRC2012_val_00012891_n03983396,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '554dc56cb1994865b776ccdd1c3a39f5f27b6aeb44deaf45ee7f85cacc311064')",raw_N4084_m9_D0,24.34360122680664,0.12807795405387878,0.9178485870361328,D0,reliability,9
69,n03983396/ILSVRC2012_val_00012891_n03983396,7.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '554dc56cb1994865b776ccdd1c3a39f5f27b6aeb44deaf45ee7f85cacc311064')",raw_N4084_m9_D0,24.34360122680664,0.12807795405387878,0.9178485870361328,D0,reliability,9
69,n03983396/ILSVRC2012_val_00012891_n03983396,7.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '554dc56cb1994865b776ccdd1c3a39f5f27b6aeb44deaf45ee7f85cacc311064')",raw_N4084_m9_D0,24.34360122680664,0.12807795405387878,0.9178485870361328,D0,reliability,9
69,n03983396/ILSVRC2012_val_00012891_n03983396,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '554dc56cb1994865b776ccdd1c3a39f5f27b6aeb44deaf45ee7f85cacc311064')",raw_N4084_m9_D0,24.34360122680664,0.12807795405387878,0.9178485870361328,D0,reliability,9
69,n03983396/ILSVRC2012_val_00012891_n03983396,13.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '554dc56cb1994865b776ccdd1c3a39f5f27b6aeb44deaf45ee7f85cacc311064')",raw_N4084_m9_D0,24.34360122680664,0.12807795405387878,0.9178485870361328,D0,reliability,9
69,n03983396/ILSVRC2012_val_00012891_n03983396,13.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '554dc56cb1994865b776ccdd1c3a39f5f27b6aeb44deaf45ee7f85cacc311064')",raw_N4084_m9_D0,24.34360122680664,0.12807795405387878,0.9178485870361328,D0,reliability,9
69,n03983396/ILSVRC2012_val_00012891_n03983396,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '554dc56cb1994865b776ccdd1c3a39f5f27b6aeb44deaf45ee7f85cacc311064')",raw_N4084_m9_D0,24.34360122680664,0.12807795405387878,0.9178485870361328,D0,reliability,9
69,n03983396/ILSVRC2012_val_00012891_n03983396,19.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '554dc56cb1994865b776ccdd1c3a39f5f27b6aeb44deaf45ee7f85cacc311064')",raw_N4084_m9_D0,24.34360122680664,0.12807795405387878,0.9178485870361328,D0,reliability,9
69,n03983396/ILSVRC2012_val_00012891_n03983396,19.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '554dc56cb1994865b776ccdd1c3a39f5f27b6aeb44deaf45ee7f85cacc311064')",raw_N4084_m9_D0,24.34360122680664,0.12807795405387878,0.9178485870361328,D0,reliability,9
70,n04044716/ILSVRC2012_val_00039752_n04044716,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '4f46ba2e0cc1d263f536ef497000d793b91e774de1535996cfd6384c9c83c6a9')",raw_N4084_m7_D0,26.0098934173584,0.14364297688007355,0.9498516321182251,D0,reliability,7
70,n04044716/ILSVRC2012_val_00039752_n04044716,1.0,2002,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '4f46ba2e0cc1d263f536ef497000d793b91e774de1535996cfd6384c9c83c6a9')",raw_N4084_m7_D0,26.0098934173584,0.14364297688007355,0.9498516321182251,D0,reliability,7
70,n04044716/ILSVRC2012_val_00039752_n04044716,1.0,2003,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '4f46ba2e0cc1d263f536ef497000d793b91e774de1535996cfd6384c9c83c6a9')",raw_N4084_m7_D0,26.0098934173584,0.14364296197891235,0.9498516321182251,D0,reliability,7
70,n04044716/ILSVRC2012_val_00039752_n04044716,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '41dd2db7869608ec17848cb0f30ee42b78c2aa4a78ae15ca19db9a610315b81f')",raw_N4084_m8_D0,27.832447052001953,0.10814361274242401,0.9745765924453735,D0,reliability,8
70,n04044716/ILSVRC2012_val_00039752_n04044716,4.0,2002,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '41dd2db7869608ec17848cb0f30ee42b78c2aa4a78ae15ca19db9a610315b81f')",raw_N4084_m8_D0,27.832447052001953,0.1081436276435852,0.9745765924453735,D0,reliability,8
70,n04044716/ILSVRC2012_val_00039752_n04044716,4.0,2003,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '41dd2db7869608ec17848cb0f30ee42b78c2aa4a78ae15ca19db9a610315b81f')",raw_N4084_m8_D0,27.832447052001953,0.1081436276435852,0.9745765924453735,D0,reliability,8
70,n04044716/ILSVRC2012_val_00039752_n04044716,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '468585abb01c9f6c84b61476c26daec014fbd22d5ded78948fd750767dd13ea6')",raw_N4084_m9_D0,29.275959014892578,0.08166895806789398,0.9794140458106995,D0,reliability,9
70,n04044716/ILSVRC2012_val_00039752_n04044716,7.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '468585abb01c9f6c84b61476c26daec014fbd22d5ded78948fd750767dd13ea6')",raw_N4084_m9_D0,29.275959014892578,0.08166895806789398,0.9794140458106995,D0,reliability,9
70,n04044716/ILSVRC2012_val_00039752_n04044716,7.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '468585abb01c9f6c84b61476c26daec014fbd22d5ded78948fd750767dd13ea6')",raw_N4084_m9_D0,29.275959014892578,0.08166895806789398,0.9794140458106995,D0,reliability,9
70,n04044716/ILSVRC2012_val_00039752_n04044716,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '468585abb01c9f6c84b61476c26daec014fbd22d5ded78948fd750767dd13ea6')",raw_N4084_m9_D0,29.275959014892578,0.08166895806789398,0.9794140458106995,D0,reliability,9
70,n04044716/ILSVRC2012_val_00039752_n04044716,13.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '468585abb01c9f6c84b61476c26daec014fbd22d5ded78948fd750767dd13ea6')",raw_N4084_m9_D0,29.275959014892578,0.08166895806789398,0.9794140458106995,D0,reliability,9
70,n04044716/ILSVRC2012_val_00039752_n04044716,13.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '468585abb01c9f6c84b61476c26daec014fbd22d5ded78948fd750767dd13ea6')",raw_N4084_m9_D0,29.275959014892578,0.08166895806789398,0.9794140458106995,D0,reliability,9
70,n04044716/ILSVRC2012_val_00039752_n04044716,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '468585abb01c9f6c84b61476c26daec014fbd22d5ded78948fd750767dd13ea6')",raw_N4084_m9_D0,29.275959014892578,0.08166895806789398,0.9794140458106995,D0,reliability,9
70,n04044716/ILSVRC2012_val_00039752_n04044716,19.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '468585abb01c9f6c84b61476c26daec014fbd22d5ded78948fd750767dd13ea6')",raw_N4084_m9_D0,29.275959014892578,0.08166895806789398,0.9794140458106995,D0,reliability,9
70,n04044716/ILSVRC2012_val_00039752_n04044716,19.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '468585abb01c9f6c84b61476c26daec014fbd22d5ded78948fd750767dd13ea6')",raw_N4084_m9_D0,29.275959014892578,0.08166895806789398,0.9794140458106995,D0,reliability,9
71,n04067472/ILSVRC2012_val_00007618_n04067472,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '4571f35f9e3fdc97d7d55b9f3898b18db0753205e4a46e341ce8f18f929f7a6e')",raw_N4084_m7_D0,15.343260765075684,0.2860170006752014,0.8256931304931641,D0,reliability,7
71,n04067472/ILSVRC2012_val_00007618_n04067472,1.0,2002,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '4571f35f9e3fdc97d7d55b9f3898b18db0753205e4a46e341ce8f18f929f7a6e')",raw_N4084_m7_D0,15.343260765075684,0.2860170006752014,0.8256931304931641,D0,reliability,7
71,n04067472/ILSVRC2012_val_00007618_n04067472,1.0,2003,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '4571f35f9e3fdc97d7d55b9f3898b18db0753205e4a46e341ce8f18f929f7a6e')",raw_N4084_m7_D0,15.343260765075684,0.2860170006752014,0.8256931304931641,D0,reliability,7
71,n04067472/ILSVRC2012_val_00007618_n04067472,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '985804e64140f36608f9de1efd7568f26022502afb482ff7c7f3f3aa35f694f1')",raw_N4084_m8_D0,16.15528106689453,0.22617559134960175,0.8751219511032104,D0,reliability,8
71,n04067472/ILSVRC2012_val_00007618_n04067472,4.0,2002,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '985804e64140f36608f9de1efd7568f26022502afb482ff7c7f3f3aa35f694f1')",raw_N4084_m8_D0,16.15528106689453,0.22617559134960175,0.8751219511032104,D0,reliability,8
71,n04067472/ILSVRC2012_val_00007618_n04067472,4.0,2003,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '985804e64140f36608f9de1efd7568f26022502afb482ff7c7f3f3aa35f694f1')",raw_N4084_m8_D0,16.15528106689453,0.22617559134960175,0.8751219511032104,D0,reliability,8
71,n04067472/ILSVRC2012_val_00007618_n04067472,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6b1d1c70daaca944c8c2fe698f8a7af4289acb07ec09606499309e674e782ce7')",raw_N4084_m9_D0,17.898529052734375,0.17499545216560364,0.9048399329185486,D0,reliability,9
71,n04067472/ILSVRC2012_val_00007618_n04067472,7.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6b1d1c70daaca944c8c2fe698f8a7af4289acb07ec09606499309e674e782ce7')",raw_N4084_m9_D0,17.898529052734375,0.17499546706676483,0.9048399329185486,D0,reliability,9
71,n04067472/ILSVRC2012_val_00007618_n04067472,7.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6b1d1c70daaca944c8c2fe698f8a7af4289acb07ec09606499309e674e782ce7')",raw_N4084_m9_D0,17.898529052734375,0.17499546706676483,0.9048399329185486,D0,reliability,9
71,n04067472/ILSVRC2012_val_00007618_n04067472,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6b1d1c70daaca944c8c2fe698f8a7af4289acb07ec09606499309e674e782ce7')",raw_N4084_m9_D0,17.898529052734375,0.17499546706676483,0.9048399329185486,D0,reliability,9
71,n04067472/ILSVRC2012_val_00007618_n04067472,13.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6b1d1c70daaca944c8c2fe698f8a7af4289acb07ec09606499309e674e782ce7')",raw_N4084_m9_D0,17.898529052734375,0.17499545216560364,0.9048399329185486,D0,reliability,9
71,n04067472/ILSVRC2012_val_00007618_n04067472,13.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6b1d1c70daaca944c8c2fe698f8a7af4289acb07ec09606499309e674e782ce7')",raw_N4084_m9_D0,17.898529052734375,0.17499546706676483,0.9048399329185486,D0,reliability,9
71,n04067472/ILSVRC2012_val_00007618_n04067472,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6b1d1c70daaca944c8c2fe698f8a7af4289acb07ec09606499309e674e782ce7')",raw_N4084_m9_D0,17.898529052734375,0.17499546706676483,0.9048399329185486,D0,reliability,9
71,n04067472/ILSVRC2012_val_00007618_n04067472,19.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6b1d1c70daaca944c8c2fe698f8a7af4289acb07ec09606499309e674e782ce7')",raw_N4084_m9_D0,17.898529052734375,0.17499546706676483,0.9048399329185486,D0,reliability,9
71,n04067472/ILSVRC2012_val_00007618_n04067472,19.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '6b1d1c70daaca944c8c2fe698f8a7af4289acb07ec09606499309e674e782ce7')",raw_N4084_m9_D0,17.898529052734375,0.17499545216560364,0.9048399329185486,D0,reliability,9
72,n04111531/ILSVRC2012_val_00013982_n04111531,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', 'a4d441e173fc7389eac1024634e3236f11cf047d103af7ef8eefe437dfa9cd72')",raw_N4084_m7_D0,18.514110565185547,0.2796354591846466,0.8655317425727844,D0,reliability,7
72,n04111531/ILSVRC2012_val_00013982_n04111531,1.0,2002,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', 'a4d441e173fc7389eac1024634e3236f11cf047d103af7ef8eefe437dfa9cd72')",raw_N4084_m7_D0,18.514110565185547,0.2796354591846466,0.8655317425727844,D0,reliability,7
72,n04111531/ILSVRC2012_val_00013982_n04111531,1.0,2003,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', 'a4d441e173fc7389eac1024634e3236f11cf047d103af7ef8eefe437dfa9cd72')",raw_N4084_m7_D0,18.514110565185547,0.2796354591846466,0.8655317425727844,D0,reliability,7
72,n04111531/ILSVRC2012_val_00013982_n04111531,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '714aab4ca9373775aa74f3cd0ed83a75ad2cf1218da993719f5d39c5d9ef2e56')",raw_N4084_m8_D0,20.03282356262207,0.20903469622135162,0.9038975834846497,D0,reliability,8
72,n04111531/ILSVRC2012_val_00013982_n04111531,4.0,2002,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '714aab4ca9373775aa74f3cd0ed83a75ad2cf1218da993719f5d39c5d9ef2e56')",raw_N4084_m8_D0,20.03282356262207,0.20903469622135162,0.9038975834846497,D0,reliability,8
72,n04111531/ILSVRC2012_val_00013982_n04111531,4.0,2003,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '714aab4ca9373775aa74f3cd0ed83a75ad2cf1218da993719f5d39c5d9ef2e56')",raw_N4084_m8_D0,20.03282356262207,0.20903469622135162,0.9038975834846497,D0,reliability,8
72,n04111531/ILSVRC2012_val_00013982_n04111531,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0c6290811770f0082d0552582ec5e035a7c2eab3fc63405e78e53c2c3f3459f9')",raw_N4084_m9_D0,20.796875,0.19026753306388855,0.8960602283477783,D0,reliability,9
72,n04111531/ILSVRC2012_val_00013982_n04111531,7.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0c6290811770f0082d0552582ec5e035a7c2eab3fc63405e78e53c2c3f3459f9')",raw_N4084_m9_D0,20.796875,0.19026753306388855,0.8960602283477783,D0,reliability,9
72,n04111531/ILSVRC2012_val_00013982_n04111531,7.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0c6290811770f0082d0552582ec5e035a7c2eab3fc63405e78e53c2c3f3459f9')",raw_N4084_m9_D0,20.796875,0.19026753306388855,0.8960602283477783,D0,reliability,9
72,n04111531/ILSVRC2012_val_00013982_n04111531,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0c6290811770f0082d0552582ec5e035a7c2eab3fc63405e78e53c2c3f3459f9')",raw_N4084_m9_D0,20.796875,0.19026753306388855,0.8960602283477783,D0,reliability,9
72,n04111531/ILSVRC2012_val_00013982_n04111531,13.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0c6290811770f0082d0552582ec5e035a7c2eab3fc63405e78e53c2c3f3459f9')",raw_N4084_m9_D0,20.796875,0.19026753306388855,0.8960602283477783,D0,reliability,9
72,n04111531/ILSVRC2012_val_00013982_n04111531,13.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0c6290811770f0082d0552582ec5e035a7c2eab3fc63405e78e53c2c3f3459f9')",raw_N4084_m9_D0,20.796875,0.19026753306388855,0.8960602283477783,D0,reliability,9
72,n04111531/ILSVRC2012_val_00013982_n04111531,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0c6290811770f0082d0552582ec5e035a7c2eab3fc63405e78e53c2c3f3459f9')",raw_N4084_m9_D0,20.796875,0.19026753306388855,0.8960602283477783,D0,reliability,9
72,n04111531/ILSVRC2012_val_00013982_n04111531,19.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0c6290811770f0082d0552582ec5e035a7c2eab3fc63405e78e53c2c3f3459f9')",raw_N4084_m9_D0,20.796875,0.19026753306388855,0.8960602283477783,D0,reliability,9
72,n04111531/ILSVRC2012_val_00013982_n04111531,19.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', '0c6290811770f0082d0552582ec5e035a7c2eab3fc63405e78e53c2c3f3459f9')",raw_N4084_m9_D0,20.796875,0.19026753306388855,0.8960602283477783,D0,reliability,9
73,n04131690/ILSVRC2012_val_00002728_n04131690,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', 'f4fcc545bcb5521694ed9f46e1a2ef6d6ae9c9fc37e4dc4b238e387b27a3f58d')",raw_N4084_m7_D0,21.790102005004883,0.20956191420555115,0.9271775484085083,D0,reliability,7
73,n04131690/ILSVRC2012_val_00002728_n04131690,1.0,2002,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', 'f4fcc545bcb5521694ed9f46e1a2ef6d6ae9c9fc37e4dc4b238e387b27a3f58d')",raw_N4084_m7_D0,21.790102005004883,0.20956188440322876,0.9271775484085083,D0,reliability,7
73,n04131690/ILSVRC2012_val_00002728_n04131690,1.0,2003,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', 'f4fcc545bcb5521694ed9f46e1a2ef6d6ae9c9fc37e4dc4b238e387b27a3f58d')",raw_N4084_m7_D0,21.790102005004883,0.20956189930438995,0.9271775484085083,D0,reliability,7
73,n04131690/ILSVRC2012_val_00002728_n04131690,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '084586ecc35b5753d3136bcd4f9a022a5f1febcbe76ecc85f042a2fe269f582a')",raw_N4084_m8_D0,24.494220733642578,0.15179851651191711,0.9363009929656982,D0,reliability,8
73,n04131690/ILSVRC2012_val_00002728_n04131690,4.0,2002,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '084586ecc35b5753d3136bcd4f9a022a5f1febcbe76ecc85f042a2fe269f582a')",raw_N4084_m8_D0,24.494220733642578,0.15179851651191711,0.9363009929656982,D0,reliability,8
73,n04131690/ILSVRC2012_val_00002728_n04131690,4.0,2003,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', '084586ecc35b5753d3136bcd4f9a022a5f1febcbe76ecc85f042a2fe269f582a')",raw_N4084_m8_D0,24.494220733642578,0.15179851651191711,0.9363009929656982,D0,reliability,8
73,n04131690/ILSVRC2012_val_00002728_n04131690,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'ca72eb6e842c501c78c8b3e4697c06a777f7701f58b29e961f0d90d5d196b3a4')",raw_N4084_m9_D0,26.786928176879883,0.08990400284528732,0.9632759094238281,D0,reliability,9
73,n04131690/ILSVRC2012_val_00002728_n04131690,7.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'ca72eb6e842c501c78c8b3e4697c06a777f7701f58b29e961f0d90d5d196b3a4')",raw_N4084_m9_D0,26.786928176879883,0.08990400284528732,0.9632759094238281,D0,reliability,9
73,n04131690/ILSVRC2012_val_00002728_n04131690,7.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'ca72eb6e842c501c78c8b3e4697c06a777f7701f58b29e961f0d90d5d196b3a4')",raw_N4084_m9_D0,26.786928176879883,0.08990400284528732,0.9632759094238281,D0,reliability,9
73,n04131690/ILSVRC2012_val_00002728_n04131690,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'ca72eb6e842c501c78c8b3e4697c06a777f7701f58b29e961f0d90d5d196b3a4')",raw_N4084_m9_D0,26.786928176879883,0.08990400284528732,0.9632759094238281,D0,reliability,9
73,n04131690/ILSVRC2012_val_00002728_n04131690,13.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'ca72eb6e842c501c78c8b3e4697c06a777f7701f58b29e961f0d90d5d196b3a4')",raw_N4084_m9_D0,26.786928176879883,0.08990400284528732,0.9632759094238281,D0,reliability,9
73,n04131690/ILSVRC2012_val_00002728_n04131690,13.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'ca72eb6e842c501c78c8b3e4697c06a777f7701f58b29e961f0d90d5d196b3a4')",raw_N4084_m9_D0,26.786928176879883,0.08990400284528732,0.9632759094238281,D0,reliability,9
73,n04131690/ILSVRC2012_val_00002728_n04131690,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'ca72eb6e842c501c78c8b3e4697c06a777f7701f58b29e961f0d90d5d196b3a4')",raw_N4084_m9_D0,26.786928176879883,0.08990400284528732,0.9632759094238281,D0,reliability,9
73,n04131690/ILSVRC2012_val_00002728_n04131690,19.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'ca72eb6e842c501c78c8b3e4697c06a777f7701f58b29e961f0d90d5d196b3a4')",raw_N4084_m9_D0,26.786928176879883,0.08990400284528732,0.9632759094238281,D0,reliability,9
73,n04131690/ILSVRC2012_val_00002728_n04131690,19.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'ca72eb6e842c501c78c8b3e4697c06a777f7701f58b29e961f0d90d5d196b3a4')",raw_N4084_m9_D0,26.786928176879883,0.08990400284528732,0.9632759094238281,D0,reliability,9
74,n04153751/ILSVRC2012_val_00008426_n04153751,1.0,2001,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '19f1f213572e16908c8b9dfa8e8a6fc4c08c7073721ab1583c328a31049b6d81')",raw_N4084_m7_D0,25.37205696105957,0.06554750353097916,0.9329299330711365,D0,reliability,7
74,n04153751/ILSVRC2012_val_00008426_n04153751,1.0,2002,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '19f1f213572e16908c8b9dfa8e8a6fc4c08c7073721ab1583c328a31049b6d81')",raw_N4084_m7_D0,25.37205696105957,0.06554749608039856,0.9329299330711365,D0,reliability,7
74,n04153751/ILSVRC2012_val_00008426_n04153751,1.0,2003,4084,8168,raw,7,7,1,1,1,1860,0,,"('raw', '19f1f213572e16908c8b9dfa8e8a6fc4c08c7073721ab1583c328a31049b6d81')",raw_N4084_m7_D0,25.37205696105957,0.06554749608039856,0.9329299330711365,D0,reliability,7
74,n04153751/ILSVRC2012_val_00008426_n04153751,4.0,2001,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', 'c7461ca94129e72a4e0446ae4a5f302edabbbdc7cb6b050fc16cf41e7f068d74')",raw_N4084_m8_D0,26.533008575439453,0.05064520239830017,0.9402796030044556,D0,reliability,8
74,n04153751/ILSVRC2012_val_00008426_n04153751,4.0,2002,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', 'c7461ca94129e72a4e0446ae4a5f302edabbbdc7cb6b050fc16cf41e7f068d74')",raw_N4084_m8_D0,26.533008575439453,0.05064520239830017,0.9402796030044556,D0,reliability,8
74,n04153751/ILSVRC2012_val_00008426_n04153751,4.0,2003,4084,8168,raw,8,8,1,1,1,3060,0,,"('raw', 'c7461ca94129e72a4e0446ae4a5f302edabbbdc7cb6b050fc16cf41e7f068d74')",raw_N4084_m8_D0,26.533008575439453,0.05064520239830017,0.9402796030044556,D0,reliability,8
74,n04153751/ILSVRC2012_val_00008426_n04153751,7.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fa3f83ab1189fbf6b5b52e1b3d80dfb783314ff75b5a50e0fe6ed7f1783d515f')",raw_N4084_m9_D0,27.527278900146484,0.04132532328367233,0.954693078994751,D0,reliability,9
74,n04153751/ILSVRC2012_val_00008426_n04153751,7.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fa3f83ab1189fbf6b5b52e1b3d80dfb783314ff75b5a50e0fe6ed7f1783d515f')",raw_N4084_m9_D0,27.527278900146484,0.04132532328367233,0.954693078994751,D0,reliability,9
74,n04153751/ILSVRC2012_val_00008426_n04153751,7.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fa3f83ab1189fbf6b5b52e1b3d80dfb783314ff75b5a50e0fe6ed7f1783d515f')",raw_N4084_m9_D0,27.527278900146484,0.04132532700896263,0.954693078994751,D0,reliability,9
74,n04153751/ILSVRC2012_val_00008426_n04153751,13.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fa3f83ab1189fbf6b5b52e1b3d80dfb783314ff75b5a50e0fe6ed7f1783d515f')",raw_N4084_m9_D0,27.527278900146484,0.04132532700896263,0.954693078994751,D0,reliability,9
74,n04153751/ILSVRC2012_val_00008426_n04153751,13.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fa3f83ab1189fbf6b5b52e1b3d80dfb783314ff75b5a50e0fe6ed7f1783d515f')",raw_N4084_m9_D0,27.527278900146484,0.04132532328367233,0.954693078994751,D0,reliability,9
74,n04153751/ILSVRC2012_val_00008426_n04153751,13.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fa3f83ab1189fbf6b5b52e1b3d80dfb783314ff75b5a50e0fe6ed7f1783d515f')",raw_N4084_m9_D0,27.527278900146484,0.04132532328367233,0.954693078994751,D0,reliability,9
74,n04153751/ILSVRC2012_val_00008426_n04153751,19.0,2001,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fa3f83ab1189fbf6b5b52e1b3d80dfb783314ff75b5a50e0fe6ed7f1783d515f')",raw_N4084_m9_D0,27.527278900146484,0.04132532700896263,0.954693078994751,D0,reliability,9
74,n04153751/ILSVRC2012_val_00008426_n04153751,19.0,2002,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fa3f83ab1189fbf6b5b52e1b3d80dfb783314ff75b5a50e0fe6ed7f1783d515f')",raw_N4084_m9_D0,27.527278900146484,0.04132532700896263,0.954693078994751,D0,reliability,9
74,n04153751/ILSVRC2012_val_00008426_n04153751,19.0,2003,4084,8168,raw,9,9,1,1,1,5088,0,,"('raw', 'fa3f83ab1189fbf6b5b52e1b3d80dfb783314ff75b5a50e0fe6ed7f1783d515f')",raw_N4084_m9_D0,27.527278900146484,0.04132532328367233,0.954693078994751,D0,reliability,9
