family,budget,renderer,policy,source_index,snr_db,psnr_db,lpips_alex,dino_cosine,selected_mode
arithmetic,3572,D0,goodput,33,4.0,19.031333923339844,0.19511871536572775,0.8586332201957703,9
arithmetic,3572,D0,goodput,33,7.0,19.886024475097656,0.17438217997550964,0.8986045718193054,9
arithmetic,3572,D0,goodput,33,13.0,19.886024475097656,0.17438218494256338,0.8986045718193054,9
arithmetic,3572,D0,goodput,33,19.0,19.886024475097656,0.17438218494256338,0.8986045718193054,9
arithmetic,3572,D0,goodput,34,1.0,20.06039047241211,0.18704784909884134,0.8552681803703308,7
arithmetic,3572,D0,goodput,34,4.0,23.849428176879883,0.10092853258053462,0.8967534303665161,9
arithmetic,3572,D0,goodput,34,7.0,23.849428176879883,0.10092853258053462,0.8967534303665161,9
arithmetic,3572,D0,goodput,34,13.0,23.849428176879883,0.10092853506406148,0.8967534303665161,9
arithmetic,3572,D0,goodput,34,19.0,23.849428176879883,0.10092853506406148,0.8967534303665161,9
arithmetic,3572,D0,goodput,35,1.0,14.914510726928711,0.3354518214861552,0.8396421670913696,7
arithmetic,3572,D0,goodput,35,4.0,15.882040023803711,0.24772322177886963,0.9219522476196289,9
arithmetic,3572,D0,goodput,35,7.0,15.882040023803711,0.24772322177886963,0.9219522476196289,9
arithmetic,3572,D0,goodput,35,13.0,15.882040023803711,0.24772322177886963,0.9219522476196289,9
arithmetic,3572,D0,goodput,35,19.0,15.882040023803711,0.24772322177886963,0.9219522476196289,9
arithmetic,3572,D0,goodput,36,1.0,20.1181640625,0.16345390677452087,0.8497211933135986,7
arithmetic,3572,D0,goodput,36,4.0,19.01131820678711,0.2170830542842547,0.8231858412424723,9
arithmetic,3572,D0,goodput,36,7.0,23.695053100585938,0.09277299046516418,0.9290534257888794,9
arithmetic,3572,D0,goodput,36,13.0,23.695053100585938,0.09277299046516418,0.9290534257888794,9
arithmetic,3572,D0,goodput,36,19.0,23.695053100585938,0.09277299046516418,0.9290534257888794,9
arithmetic,3572,D0,goodput,37,1.0,18.417404174804688,0.2151399850845337,0.8671585321426392,7
arithmetic,3572,D0,goodput,37,4.0,23.62908871968587,0.1190061370531718,0.945439358552297,9
arithmetic,3572,D0,goodput,37,7.0,23.8754940032959,0.11885946492354076,0.9449658989906311,9
arithmetic,3572,D0,goodput,37,13.0,23.8754940032959,0.11885946492354076,0.9449658989906311,9
arithmetic,3572,D0,goodput,37,19.0,23.8754940032959,0.11885946989059448,0.9449658989906311,9
arithmetic,3572,D0,goodput,38,1.0,18.090763092041016,0.24613285064697266,0.9136475920677185,7
arithmetic,3572,D0,goodput,38,4.0,22.1617488861084,0.10306809097528458,0.9588112235069275,9
arithmetic,3572,D0,goodput,38,7.0,22.1617488861084,0.10306809097528458,0.9588112235069275,9
arithmetic,3572,D0,goodput,38,13.0,22.1617488861084,0.10306809097528458,0.9588112235069275,9
arithmetic,3572,D0,goodput,38,19.0,22.1617488861084,0.10306809097528458,0.9588112235069275,9
arithmetic,3572,D0,goodput,39,1.0,15.528019905090332,0.3087249994277954,0.7703599333763123,7
arithmetic,3572,D0,goodput,39,4.0,16.404863357543945,0.27055346965789795,0.770233670870463,9
arithmetic,3572,D0,goodput,39,7.0,18.774349212646484,0.17557395994663239,0.8559606075286865,9
arithmetic,3572,D0,goodput,39,13.0,18.774349212646484,0.17557395497957864,0.8559606075286865,9
arithmetic,3572,D0,goodput,39,19.0,18.774349212646484,0.17557395001252493,0.8559606075286865,9
arithmetic,3572,D0,goodput,40,1.0,18.225242614746094,0.24601683020591736,0.9349045157432556,7
arithmetic,3572,D0,goodput,40,4.0,21.7608642578125,0.1364596982796987,0.9551391005516052,9
arithmetic,3572,D0,goodput,40,7.0,21.7608642578125,0.1364596982796987,0.9551391005516052,9
arithmetic,3572,D0,goodput,40,13.0,21.7608642578125,0.13645969331264496,0.9551391005516052,9
arithmetic,3572,D0,goodput,40,19.0,21.7608642578125,0.1364596982796987,0.9551391005516052,9
arithmetic,3572,D0,goodput,41,1.0,20.744951248168945,0.16978315015633902,0.8256621360778809,7
arithmetic,3572,D0,goodput,41,4.0,23.337535858154297,0.08859298874934514,0.9367346167564392,9
arithmetic,3572,D0,goodput,41,7.0,23.337535858154297,0.08859298626581828,0.9367346167564392,9
arithmetic,3572,D0,goodput,41,13.0,23.337535858154297,0.08859298626581828,0.9367346167564392,9
arithmetic,3572,D0,goodput,41,19.0,23.337535858154297,0.08859298874934514,0.9367346167564392,9
arithmetic,3572,D0,goodput,42,1.0,15.836883544921875,0.26911861697832745,0.7958762645721436,7
arithmetic,3572,D0,goodput,42,4.0,19.20377540588379,0.13363108038902283,0.9318255186080933,9
arithmetic,3572,D0,goodput,42,7.0,19.20377540588379,0.13363108038902283,0.9318255186080933,9
arithmetic,3572,D0,goodput,42,13.0,19.20377540588379,0.13363108038902283,0.9318255186080933,9
arithmetic,3572,D0,goodput,42,19.0,19.20377540588379,0.13363108038902283,0.9318255186080933,9
arithmetic,3572,D0,goodput,43,1.0,16.515596389770508,0.23838688433170319,0.8909383416175842,7
arithmetic,3572,D0,goodput,43,4.0,15.784473737080893,0.2668593128522237,0.761127233505249,9
arithmetic,3572,D0,goodput,43,7.0,18.816295623779297,0.1517783502737681,0.9614476561546326,9
arithmetic,3572,D0,goodput,43,13.0,18.816295623779297,0.15177834530671439,0.9614476561546326,9
arithmetic,3572,D0,goodput,43,19.0,18.816295623779297,0.15177834530671439,0.9614476561546326,9
arithmetic,3572,D0,goodput,44,1.0,21.23868751525879,0.2065107226371765,0.6729544401168823,7
arithmetic,3572,D0,goodput,44,4.0,25.067319869995117,0.12643416225910187,0.8463503122329712,9
arithmetic,3572,D0,goodput,44,7.0,25.067319869995117,0.12643416225910187,0.8463503122329712,9
arithmetic,3572,D0,goodput,44,13.0,25.067319869995117,0.12643416225910187,0.8463503122329712,9
arithmetic,3572,D0,goodput,44,19.0,25.067319869995117,0.12643416225910187,0.8463503122329712,9
