source_index,image_id,snr_db,noise_seed,N,E,family,sent_mode,received_mode,header_ok,body_crc_ok,source_complete,payload_bits,arithmetic_length_field,source_error,candidate_key,method,psnr_db,lpips_alex,dino_cosine,renderer,policy,selected_mode,seed,preprocessing_id,seed_count,seed_keys,budget
42,n02841315/ILSVRC2012_val_00014601_n02841315,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'd2433fe47df884a373608c278b75665055da3d9739196fab3d60b19013a42393')",raw_N3572_m9_Dc,20.113197326660156,0.1239236369729042,0.9277769327163696,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
42,n02841315/ILSVRC2012_val_00014601_n02841315,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'd2433fe47df884a373608c278b75665055da3d9739196fab3d60b19013a42393')",raw_N3572_m9_Dc,20.113197326660156,0.1239236369729042,0.9277769327163696,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '4f6e5a4e2379e3e27874df8f03262b6c4cc8d8e9705d7309952bffe4f2886d6b')",raw_N3572_m7_Dc,17.126811981201172,0.22875908513863882,0.8595873117446899,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', 'd663bcf3712940f0954ab4f54caf9f3132d88ea933d88882c9fad8bc329bf7d4')",raw_N3572_m8_Dc,18.33812141418457,0.17407940328121185,0.8995487689971924,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '085e36336cebc270681de89fea282f97fb3ef94612cc99bcde8a40f377c53778')",raw_N3572_m9_Dc,19.607479095458984,0.14066940546035767,0.9339773654937744,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '085e36336cebc270681de89fea282f97fb3ef94612cc99bcde8a40f377c53778')",raw_N3572_m9_Dc,19.607479095458984,0.14066940546035767,0.9339773654937744,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '085e36336cebc270681de89fea282f97fb3ef94612cc99bcde8a40f377c53778')",raw_N3572_m9_Dc,19.607479095458984,0.14066940546035767,0.9339773654937744,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '5cc56f71b13a6c7495c1dba21e7da27ec1c3468700ea4a3270d418f4796e12f2')",raw_N3572_m7_Dc,22.03310203552246,0.1989220678806305,0.6895563006401062,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', 'ec1b3c8670f6d72bd99a851bd4a8ccb4712319ed438253ad7fbe6482b3ca23a1')",raw_N3572_m8_Dc,24.664810180664062,0.14054222404956818,0.8267931342124939,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '0859f1e8b8c055b711ac897c993324a59719499d3ec308920a0c9ee525639ea2')",raw_N3572_m9_Dc,25.628738403320312,0.1163661852478981,0.8088012933731079,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '0859f1e8b8c055b711ac897c993324a59719499d3ec308920a0c9ee525639ea2')",raw_N3572_m9_Dc,25.628738403320312,0.1163661852478981,0.8088012933731079,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '0859f1e8b8c055b711ac897c993324a59719499d3ec308920a0c9ee525639ea2')",raw_N3572_m9_Dc,25.628738403320312,0.1163661852478981,0.8088012933731079,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '2aeb3242a618be5486fa234285aa77dd478dae50c59b44845b5bfb27bf55cc43')",raw_N3572_m7_Dc,20.172536849975586,0.24816462397575378,0.8144239187240601,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', '914b963bf8352ffa4fcee8edd0ad036916430fe8739cd925e35865e2d033dc6a')",raw_N3572_m8_Dc,21.986309051513672,0.18985780080159506,0.8763737678527832,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '9dc6026f8dd991617c1b63fff627ce2266140824afafe71ab4b4bff1b1cc5d55')",raw_N3572_m9_Dc,23.966806411743164,0.13649927079677582,0.8812932968139648,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '9dc6026f8dd991617c1b63fff627ce2266140824afafe71ab4b4bff1b1cc5d55')",raw_N3572_m9_Dc,23.966806411743164,0.13649926582972208,0.8812932968139648,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '9dc6026f8dd991617c1b63fff627ce2266140824afafe71ab4b4bff1b1cc5d55')",raw_N3572_m9_Dc,23.966806411743164,0.13649926582972208,0.8812932968139648,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '432f0cb78eb0004150994e2dca0a11b7ba4e36b7b3d2149de8b4f57cf8372ac0')",raw_N3572_m7_Dc,21.56482696533203,0.21364008883635202,0.8073814511299133,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', '67a5fb1454a82943e5c8c119ed0dad42b6c79e19a2bb0d06be0267fdcca28530')",raw_N3572_m8_Dc,22.9212589263916,0.16129237413406372,0.8623101711273193,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,7.0,2001,3572,7144,raw,9,9,1,0,1,5088,0,,"('raw', 'a24cdb2b5852a54e954e2a7fceb88ccd3b375603217bcb8d65520da32ec9aef1')",raw_N3572_m9_Dc,24.517595291137695,0.13921624918778738,0.8550932010014852,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '3cda811f7a27b7d318cc6a9ebbaaeae3555733ff92774e96be47a8fc8673c5aa')",raw_N3572_m9_Dc,24.473308563232422,0.13946333527565002,0.8530857563018799,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '3cda811f7a27b7d318cc6a9ebbaaeae3555733ff92774e96be47a8fc8673c5aa')",raw_N3572_m9_Dc,24.473308563232422,0.13946333527565002,0.8530857563018799,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '521bd70905613d797deec1195207544ff10831adac75f017066cfd0020bc6d36')",raw_N3572_m7_Dc,19.49836540222168,0.20481943090756735,0.8030656576156616,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', '37996ad349853b235f9dc5629ec22955e3e3ab123c874a9600c6832ea105dd3f')",raw_N3572_m8_Dc,20.56604766845703,0.14900489648183188,0.8146133422851562,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'e2cbc305d103fd236fa95f16f1e54dcdb1d40bea3590b933e6b4ad615ab4e75c')",raw_N3572_m9_Dc,22.625530242919922,0.1055717592438062,0.9031752347946167,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'e2cbc305d103fd236fa95f16f1e54dcdb1d40bea3590b933e6b4ad615ab4e75c')",raw_N3572_m9_Dc,22.625530242919922,0.10557175427675247,0.9031752347946167,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'e2cbc305d103fd236fa95f16f1e54dcdb1d40bea3590b933e6b4ad615ab4e75c')",raw_N3572_m9_Dc,22.625530242919922,0.10557175676027934,0.9031752347946167,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '29be673aaf7b50fb7cceff1ae152aea2e8f0705e3775d2f26814907944095421')",raw_N3572_m7_Dc,16.598899841308594,0.18966065347194672,0.8950048089027405,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', 'ccaad616fddea304ac786c16ac8632afae3e13483547bd85917f54b5dda5725c')",raw_N3572_m8_Dc,18.500215530395508,0.14143230020999908,0.9231227040290833,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '998a54f29a10c24f2728d369a2b4f28aaeefd74556a64f7f5e9c5a0b2b6882d7')",raw_N3572_m9_Dc,19.70635986328125,0.11622083683808644,0.9173010587692261,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '998a54f29a10c24f2728d369a2b4f28aaeefd74556a64f7f5e9c5a0b2b6882d7')",raw_N3572_m9_Dc,19.70635986328125,0.11622083683808644,0.9173010587692261,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '998a54f29a10c24f2728d369a2b4f28aaeefd74556a64f7f5e9c5a0b2b6882d7')",raw_N3572_m9_Dc,19.70635986328125,0.11622083435455959,0.9173010587692261,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '206a4e9b23cbbdb12ce44ae5476b028bd3559a2b54dfedb758f5fc50cc4baa89')",raw_N3572_m7_Dc,18.095745086669922,0.23394575715065002,0.7797363996505737,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', '7228ea67988f68206b9a3715dd4dca41b5efe527eb62755d5ad3dab5a5ebaeb3')",raw_N3572_m8_Dc,19.5119571685791,0.16562846302986145,0.841517448425293,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '70bea4dfe21014166ee8aea68a5ae8530433f49ae9206f7667c8a17303dfbcaf')",raw_N3572_m9_Dc,21.6551513671875,0.11887992173433304,0.8694078326225281,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '70bea4dfe21014166ee8aea68a5ae8530433f49ae9206f7667c8a17303dfbcaf')",raw_N3572_m9_Dc,21.6551513671875,0.11887992173433304,0.8694078326225281,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '70bea4dfe21014166ee8aea68a5ae8530433f49ae9206f7667c8a17303dfbcaf')",raw_N3572_m9_Dc,21.6551513671875,0.11887992173433304,0.8694078326225281,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', 'e35717718a9d72fa0a5752ae3fa3ce578b83cfbe0a59b29225c98d8d37ff9286')",raw_N3572_m7_Dc,16.241775512695312,0.2476288229227066,0.9155054092407227,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', '4d9d1fe24117f16d6c53d2f2e96ce9f998f38c7063258e51379d25da873946f3')",raw_N3572_m8_Dc,18.10037612915039,0.16786885261535645,0.674659013748169,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '7c4b35b37fb99cf61e3af84823a19991d869b6fa34fe0ce4603f07a192ee48bb')",raw_N3572_m9_Dc,20.729156494140625,0.11304770906766255,0.8675154447555542,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '7c4b35b37fb99cf61e3af84823a19991d869b6fa34fe0ce4603f07a192ee48bb')",raw_N3572_m9_Dc,20.729156494140625,0.11304770906766255,0.8675154447555542,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '7c4b35b37fb99cf61e3af84823a19991d869b6fa34fe0ce4603f07a192ee48bb')",raw_N3572_m9_Dc,20.729156494140625,0.11304770410060883,0.8675154447555542,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '6f2d841fa26e4a3a1306307260b86eb262a8e1fa91e246db72aa7ebb52be53f8')",raw_N3572_m7_Dc,18.382970809936523,0.26117419203122455,0.8459972739219666,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', 'f8848f6bc16b0c7b39fb1e46e68d3b0d044c542933479f3d1892d194a730440c')",raw_N3572_m8_Dc,20.478931427001953,0.19743961095809937,0.9019578695297241,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'ec3b84f9ab29a2098f89b9853733076e845d51b44366267cf700266e303f3197')",raw_N3572_m9_Dc,22.35361099243164,0.14050860702991486,0.9087530374526978,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'ec3b84f9ab29a2098f89b9853733076e845d51b44366267cf700266e303f3197')",raw_N3572_m9_Dc,22.35361099243164,0.14050860206286112,0.9087530374526978,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'ec3b84f9ab29a2098f89b9853733076e845d51b44366267cf700266e303f3197')",raw_N3572_m9_Dc,22.35361099243164,0.14050860206286112,0.9087530374526978,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '202a09cef553a451ad3285b36b7a790436f2ff31e00e8f0168480728b21854d0')",raw_N3572_m7_Dc,16.392621994018555,0.2174223264058431,0.9433479309082031,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', '2d6d2e23b606bc7fbdf25585e7224f642fa8def3ab1ef1af29392a9d205c0c29')",raw_N3572_m8_Dc,17.407896041870117,0.16453582048416138,0.9531077146530151,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'd0aadb3909953c228ee2de69fc8ff96fb3f33bc86cf09db12fadd3085ce82e99')",raw_N3572_m9_Dc,18.811017990112305,0.13680535554885864,0.9697223901748657,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'd0aadb3909953c228ee2de69fc8ff96fb3f33bc86cf09db12fadd3085ce82e99')",raw_N3572_m9_Dc,18.811017990112305,0.13680535554885864,0.9697223901748657,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'd0aadb3909953c228ee2de69fc8ff96fb3f33bc86cf09db12fadd3085ce82e99')",raw_N3572_m9_Dc,18.811017990112305,0.13680535554885864,0.9697223901748657,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '7c345921999a17255989dc51abea7c432d856898fad61500fed6c09551ac5d0f')",raw_N3572_m7_Dc,16.277549743652344,0.27458733320236206,0.7269672155380249,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', 'fd680d187eeabf887e21907eb7bf9e62887b52e380de948e7df4b3f59a56ee7f')",raw_N3572_m8_Dc,18.562129974365234,0.19872072339057922,0.8827646970748901,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'b1655e03d89aaa5f665c35d248e864c3bd4c8b7b99ffe4dd901a91418d7c9e0b')",raw_N3572_m9_Dc,20.27501106262207,0.1471332460641861,0.8685754537582397,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'b1655e03d89aaa5f665c35d248e864c3bd4c8b7b99ffe4dd901a91418d7c9e0b')",raw_N3572_m9_Dc,20.27501106262207,0.1471332460641861,0.8685754537582397,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', 'b1655e03d89aaa5f665c35d248e864c3bd4c8b7b99ffe4dd901a91418d7c9e0b')",raw_N3572_m9_Dc,20.27501106262207,0.1471332460641861,0.8685754537582397,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', 'f385c9eb32a6affb6fbf86104787aa8b8e802783637e4930d2ff3fd2bd0260db')",raw_N3572_m7_Dc,19.84951400756836,0.15895911554495493,0.8917734026908875,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', 'e40d2c91cb3f7ee51fda5090f3ea00fc1eec453ff1f391acf1a7f168af1b04c5')",raw_N3572_m8_Dc,22.08879852294922,0.09135172516107559,0.8990120887756348,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '3faa3ebfc67db40491d2e16398275e56885ecf4888fcf07533369cfa552e03e5')",raw_N3572_m9_Dc,23.75849151611328,0.07401127616564433,0.9209775328636169,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '3faa3ebfc67db40491d2e16398275e56885ecf4888fcf07533369cfa552e03e5')",raw_N3572_m9_Dc,23.75849151611328,0.07401127616564433,0.9209775328636169,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '3faa3ebfc67db40491d2e16398275e56885ecf4888fcf07533369cfa552e03e5')",raw_N3572_m9_Dc,23.75849151611328,0.07401127368211746,0.9209775328636169,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', '7705a7fd1467c3d21017444b2c4b65ef5d4f24533c425de4d52251f6de09507b')",raw_N3572_m7_Dc,17.350191116333008,0.21920481324195862,0.8679656982421875,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', 'cb0dd32075343ce4cd328cc0f7d51c6117c236bcf010caee561199d689b0b698')",raw_N3572_m8_Dc,18.815231323242188,0.17583266894022623,0.8877916932106018,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '2d392146275648c74cc4c4be6ea6a1ed744b5f51d7f1f34d3d051ecb6b78a686')",raw_N3572_m9_Dc,20.682363510131836,0.11118103563785553,0.940841794013977,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '2d392146275648c74cc4c4be6ea6a1ed744b5f51d7f1f34d3d051ecb6b78a686')",raw_N3572_m9_Dc,20.682363510131836,0.11118103563785553,0.940841794013977,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '2d392146275648c74cc4c4be6ea6a1ed744b5f51d7f1f34d3d051ecb6b78a686')",raw_N3572_m9_Dc,20.682363510131836,0.11118103563785553,0.940841794013977,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
56,n03584254/ILSVRC2012_val_00016384_n03584254,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', 'b373a9bceacacc159bf19ee8292c15480cd37b196f5b40105248474217621254')",raw_N3572_m7_Dc,25.94233512878418,0.028806233157714207,0.9760597348213196,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
56,n03584254/ILSVRC2012_val_00016384_n03584254,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', '23dead5e2d31a26ebfc53057f9785cddd25c11e67dbf0698535fe60f40511ea1')",raw_N3572_m8_Dc,27.657577514648438,0.023460589970151585,0.982438325881958,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
56,n03584254/ILSVRC2012_val_00016384_n03584254,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '891f657ac8c20ba7f968ea47197d88cd92cfc66a0af53eaccac1ed35298e4ea8')",raw_N3572_m9_Dc,28.74661636352539,0.023522794246673584,0.9785457849502563,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
56,n03584254/ILSVRC2012_val_00016384_n03584254,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '891f657ac8c20ba7f968ea47197d88cd92cfc66a0af53eaccac1ed35298e4ea8')",raw_N3572_m9_Dc,28.74661636352539,0.023522794246673584,0.9785457849502563,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
56,n03584254/ILSVRC2012_val_00016384_n03584254,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '891f657ac8c20ba7f968ea47197d88cd92cfc66a0af53eaccac1ed35298e4ea8')",raw_N3572_m9_Dc,28.74661636352539,0.023522794246673584,0.9785457849502563,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
57,n03623198/ILSVRC2012_val_00019928_n03623198,1.0,2001,3572,7144,raw,7,7,1,1,1,1860,0,,"('raw', 'c711647fb214e7221d8f0e87dd74095a41a2794a210782f67a28d5961f560ef8')",raw_N3572_m7_Dc,26.759197235107422,0.08048889537652333,0.9363258481025696,Dc,goodput,7,2001,,3,"2001,2002,2003",3572
57,n03623198/ILSVRC2012_val_00019928_n03623198,4.0,2001,3572,7144,raw,8,8,1,1,1,3060,0,,"('raw', '40334cae27e0944f649bec59cf1c0465f48b5c5285cbea53e92862c64898ca68')",raw_N3572_m8_Dc,27.916574478149414,0.046382190038760505,0.9752852916717529,Dc,goodput,8,2001,,3,"2001,2002,2003",3572
57,n03623198/ILSVRC2012_val_00019928_n03623198,7.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '85aab953def38944e1b64dd855f1d5be86c9ace1d61318d91b7db4cd3b7921cc')",raw_N3572_m9_Dc,29.08869171142578,0.031782347708940506,0.9789661765098572,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
57,n03623198/ILSVRC2012_val_00019928_n03623198,13.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '85aab953def38944e1b64dd855f1d5be86c9ace1d61318d91b7db4cd3b7921cc')",raw_N3572_m9_Dc,29.08869171142578,0.031782347708940506,0.9789661765098572,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
57,n03623198/ILSVRC2012_val_00019928_n03623198,19.0,2001,3572,7144,raw,9,9,1,1,1,5088,0,,"('raw', '85aab953def38944e1b64dd855f1d5be86c9ace1d61318d91b7db4cd3b7921cc')",raw_N3572_m9_Dc,29.08869171142578,0.031782347708940506,0.9789661765098572,Dc,goodput,9,2001,,3,"2001,2002,2003",3572
