source_index,image_id,snr_db,noise_seed,N,E,family,sent_mode,received_mode,header_ok,body_crc_ok,source_complete,payload_bits,arithmetic_length_field,source_error,candidate_key,method,psnr_db,lpips_alex,dino_cosine,renderer,policy,selected_mode,seed,preprocessing_id,seed_count,seed_keys,budget
41,n02834397/ILSVRC2012_val_00010741_n02834397,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,3886,3886,,"('arithmetic', '8320581a6f582c1ba95fdfb2737f3abbe955c9bc7d5aff10a1a6b59e002ebdf2')",arithmetic_N3572_m9_D0,23.337535858154297,0.08859298626581828,0.9367346167564392,D0,goodput,9,2001,,3,"2001,2002,2003",3572
41,n02834397/ILSVRC2012_val_00010741_n02834397,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,3886,3886,,"('arithmetic', '8320581a6f582c1ba95fdfb2737f3abbe955c9bc7d5aff10a1a6b59e002ebdf2')",arithmetic_N3572_m9_D0,23.337535858154297,0.08859298626581828,0.9367346167564392,D0,goodput,9,2001,,3,"2001,2002,2003",3572
41,n02834397/ILSVRC2012_val_00010741_n02834397,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,3886,3886,,"('arithmetic', '8320581a6f582c1ba95fdfb2737f3abbe955c9bc7d5aff10a1a6b59e002ebdf2')",arithmetic_N3572_m9_D0,23.337535858154297,0.08859298874934514,0.9367346167564392,D0,goodput,9,2001,,3,"2001,2002,2003",3572
42,n02841315/ILSVRC2012_val_00014601_n02841315,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1624,1624,,"('arithmetic', 'd08b2995fdab7fa647fd466e60ecb826d3360b412b3d0633f82ceb3ac29d032e')",arithmetic_N3572_m7_D0,15.836883544921875,0.26911861697832745,0.7958762645721436,D0,goodput,7,2001,,3,"2001,2002,2003",3572
42,n02841315/ILSVRC2012_val_00014601_n02841315,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,4174,4174,,"('arithmetic', '459f7b0b92681135cdb66e54e3c111ffdede34a77779dc75e60a1ca1652fd6ee')",arithmetic_N3572_m9_D0,19.20377540588379,0.13363108038902283,0.9318255186080933,D0,goodput,9,2001,,3,"2001,2002,2003",3572
42,n02841315/ILSVRC2012_val_00014601_n02841315,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4174,4174,,"('arithmetic', '459f7b0b92681135cdb66e54e3c111ffdede34a77779dc75e60a1ca1652fd6ee')",arithmetic_N3572_m9_D0,19.20377540588379,0.13363108038902283,0.9318255186080933,D0,goodput,9,2001,,3,"2001,2002,2003",3572
42,n02841315/ILSVRC2012_val_00014601_n02841315,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4174,4174,,"('arithmetic', '459f7b0b92681135cdb66e54e3c111ffdede34a77779dc75e60a1ca1652fd6ee')",arithmetic_N3572_m9_D0,19.20377540588379,0.13363108038902283,0.9318255186080933,D0,goodput,9,2001,,3,"2001,2002,2003",3572
42,n02841315/ILSVRC2012_val_00014601_n02841315,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4174,4174,,"('arithmetic', '459f7b0b92681135cdb66e54e3c111ffdede34a77779dc75e60a1ca1652fd6ee')",arithmetic_N3572_m9_D0,19.20377540588379,0.13363108038902283,0.9318255186080933,D0,goodput,9,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1551,1551,,"('arithmetic', 'f5b149600cfcc8030727177962742535dc9dc91844fc3114bcbbd5bdba08a137')",arithmetic_N3572_m7_D0,16.515596389770508,0.23838688433170319,0.8909383416175842,D0,goodput,7,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,4155,4155,,"('arithmetic', 'fc09fc02682ef3e0e301dc7322477e86490a0b524ebe84bbcdf3d37266aa20ac')",arithmetic_N3572_m9_D0,15.784473737080893,0.2668593128522237,0.761127233505249,D0,goodput,9,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4155,4155,,"('arithmetic', 'fc09fc02682ef3e0e301dc7322477e86490a0b524ebe84bbcdf3d37266aa20ac')",arithmetic_N3572_m9_D0,18.816295623779297,0.1517783502737681,0.9614476561546326,D0,goodput,9,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4155,4155,,"('arithmetic', 'fc09fc02682ef3e0e301dc7322477e86490a0b524ebe84bbcdf3d37266aa20ac')",arithmetic_N3572_m9_D0,18.816295623779297,0.15177834530671439,0.9614476561546326,D0,goodput,9,2001,,3,"2001,2002,2003",3572
43,n02910353/ILSVRC2012_val_00017543_n02910353,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4155,4155,,"('arithmetic', 'fc09fc02682ef3e0e301dc7322477e86490a0b524ebe84bbcdf3d37266aa20ac')",arithmetic_N3572_m9_D0,18.816295623779297,0.15177834530671439,0.9614476561546326,D0,goodput,9,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1528,1528,,"('arithmetic', 'cf7a7b5bcba71c7ebbc935256f3aeca8a8a662c7f8a5d3cb717723f3e235c77d')",arithmetic_N3572_m7_D0,21.23868751525879,0.2065107226371765,0.6729544401168823,D0,goodput,7,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,4065,4065,,"('arithmetic', 'fd1f072f0a0c4e4b18d8b19046002bac26eee19ed3651dbdc57c349a0e25c3a9')",arithmetic_N3572_m9_D0,25.067319869995117,0.12643416225910187,0.8463503122329712,D0,goodput,9,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4065,4065,,"('arithmetic', 'fd1f072f0a0c4e4b18d8b19046002bac26eee19ed3651dbdc57c349a0e25c3a9')",arithmetic_N3572_m9_D0,25.067319869995117,0.12643416225910187,0.8463503122329712,D0,goodput,9,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4065,4065,,"('arithmetic', 'fd1f072f0a0c4e4b18d8b19046002bac26eee19ed3651dbdc57c349a0e25c3a9')",arithmetic_N3572_m9_D0,25.067319869995117,0.12643416225910187,0.8463503122329712,D0,goodput,9,2001,,3,"2001,2002,2003",3572
44,n02951585/ILSVRC2012_val_00008336_n02951585,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4065,4065,,"('arithmetic', 'fd1f072f0a0c4e4b18d8b19046002bac26eee19ed3651dbdc57c349a0e25c3a9')",arithmetic_N3572_m9_D0,25.067319869995117,0.12643416225910187,0.8463503122329712,D0,goodput,9,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1616,1616,,"('arithmetic', 'a179decf3d66679b8aa5cc34a464ec2e8822c585ca2d745dc0f91800634c5935')",arithmetic_N3572_m7_D0,19.538785934448242,0.27220863103866577,0.8079262971878052,D0,goodput,7,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,4222,4222,,"('arithmetic', '7d4777cb2eb5baca617facd0920b3d7d51e55f1b49b02ef737752d4e38b01ce4')",arithmetic_N3572_m9_D0,22.25793202718099,0.1804447521766027,0.9084067344665527,D0,goodput,9,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4222,4222,,"('arithmetic', '7d4777cb2eb5baca617facd0920b3d7d51e55f1b49b02ef737752d4e38b01ce4')",arithmetic_N3572_m9_D0,23.37510108947754,0.15266001224517822,0.929715096950531,D0,goodput,9,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4222,4222,,"('arithmetic', '7d4777cb2eb5baca617facd0920b3d7d51e55f1b49b02ef737752d4e38b01ce4')",arithmetic_N3572_m9_D0,23.37510108947754,0.15266001224517822,0.929715096950531,D0,goodput,9,2001,,3,"2001,2002,2003",3572
45,n02980441/ILSVRC2012_val_00023472_n02980441,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4222,4222,,"('arithmetic', '7d4777cb2eb5baca617facd0920b3d7d51e55f1b49b02ef737752d4e38b01ce4')",arithmetic_N3572_m9_D0,23.37510108947754,0.15266001224517822,0.929715096950531,D0,goodput,9,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1602,1602,,"('arithmetic', 'bb355641da6cd2f7c411c07863421a33d2718173fed8f40e6abe2bd760347d07')",arithmetic_N3572_m7_D0,20.465560913085938,0.23968201875686646,0.782116174697876,D0,goodput,7,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,4134,4134,,"('arithmetic', '81733642f5cc6d83a4cbddbf1707ceaa6884e62cf9e86a46a7a7aa6d3617f8bc')",arithmetic_N3572_m9_D0,20.720116933186848,0.26413292189439136,0.7626268664995829,D0,goodput,9,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4134,4134,,"('arithmetic', '81733642f5cc6d83a4cbddbf1707ceaa6884e62cf9e86a46a7a7aa6d3617f8bc')",arithmetic_N3572_m9_D0,23.670806884765625,0.14864814281463623,0.882037878036499,D0,goodput,9,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4134,4134,,"('arithmetic', '81733642f5cc6d83a4cbddbf1707ceaa6884e62cf9e86a46a7a7aa6d3617f8bc')",arithmetic_N3572_m9_D0,23.670806884765625,0.14864814281463623,0.882037878036499,D0,goodput,9,2001,,3,"2001,2002,2003",3572
46,n03028079/ILSVRC2012_val_00031446_n03028079,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4134,4134,,"('arithmetic', '81733642f5cc6d83a4cbddbf1707ceaa6884e62cf9e86a46a7a7aa6d3617f8bc')",arithmetic_N3572_m9_D0,23.670806884765625,0.14864814281463623,0.882037878036499,D0,goodput,9,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1473,1473,,"('arithmetic', '3bcb0a5198113f53d60f840ea1af8840d01d51806d4b40423542804d77c7f5d3')",arithmetic_N3572_m7_D0,18.808366775512695,0.2169808695713679,0.8083840608596802,D0,goodput,7,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,3815,3815,,"('arithmetic', '37a02fdc61deeeebc24dc60a02e426bf6d356752b2547c58e7f9f8bbdc4c61da')",arithmetic_N3572_m9_D0,21.78347396850586,0.11325586338837941,0.8802667260169983,D0,goodput,9,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,3815,3815,,"('arithmetic', '37a02fdc61deeeebc24dc60a02e426bf6d356752b2547c58e7f9f8bbdc4c61da')",arithmetic_N3572_m9_D0,21.78347396850586,0.11325586090485255,0.8802667260169983,D0,goodput,9,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,3815,3815,,"('arithmetic', '37a02fdc61deeeebc24dc60a02e426bf6d356752b2547c58e7f9f8bbdc4c61da')",arithmetic_N3572_m9_D0,21.78347396850586,0.11325586090485255,0.8802667260169983,D0,goodput,9,2001,,3,"2001,2002,2003",3572
47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,3815,3815,,"('arithmetic', '37a02fdc61deeeebc24dc60a02e426bf6d356752b2547c58e7f9f8bbdc4c61da')",arithmetic_N3572_m9_D0,21.78347396850586,0.11325586338837941,0.8802667260169983,D0,goodput,9,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1506,1506,,"('arithmetic', '2b8a6d743d9c1331b5e73d0cd895dc63ea2dee2b737d7d2852ca8ecc15117e9d')",arithmetic_N3572_m7_D0,15.877182006835938,0.19687993824481964,0.9016625285148621,D0,goodput,7,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,3956,3956,,"('arithmetic', 'b2e7efe313af271c69f048012df01dda357ad669b1486f38a88a31bc35e85f1c')",arithmetic_N3572_m9_D0,16.56033738454183,0.20660473903020224,0.8091243704160055,D0,goodput,9,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,3956,3956,,"('arithmetic', 'b2e7efe313af271c69f048012df01dda357ad669b1486f38a88a31bc35e85f1c')",arithmetic_N3572_m9_D0,18.837018966674805,0.12183482944965363,0.9091342687606812,D0,goodput,9,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,3956,3956,,"('arithmetic', 'b2e7efe313af271c69f048012df01dda357ad669b1486f38a88a31bc35e85f1c')",arithmetic_N3572_m9_D0,18.837018966674805,0.12183482944965363,0.9091342687606812,D0,goodput,9,2001,,3,"2001,2002,2003",3572
48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,3956,3956,,"('arithmetic', 'b2e7efe313af271c69f048012df01dda357ad669b1486f38a88a31bc35e85f1c')",arithmetic_N3572_m9_D0,18.837018966674805,0.12183482944965363,0.9091342687606812,D0,goodput,9,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1567,1567,,"('arithmetic', 'db33be96e5bcb91768783283acd1f2210315c6b04d24b000db530ff437a762c6')",arithmetic_N3572_m7_D0,17.350587844848633,0.2540036042531331,0.7763767242431641,D0,goodput,7,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,4048,4048,,"('arithmetic', '82ca0f9de69e50957f4d420ae18dd7c3fff409ae9129221ec8e52df5b9f7cbc3')",arithmetic_N3572_m9_D0,20.770462036132812,0.12565234303474426,0.901727557182312,D0,goodput,9,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4048,4048,,"('arithmetic', '82ca0f9de69e50957f4d420ae18dd7c3fff409ae9129221ec8e52df5b9f7cbc3')",arithmetic_N3572_m9_D0,20.770462036132812,0.12565234303474426,0.901727557182312,D0,goodput,9,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4048,4048,,"('arithmetic', '82ca0f9de69e50957f4d420ae18dd7c3fff409ae9129221ec8e52df5b9f7cbc3')",arithmetic_N3572_m9_D0,20.770462036132812,0.12565234303474426,0.901727557182312,D0,goodput,9,2001,,3,"2001,2002,2003",3572
49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4048,4048,,"('arithmetic', '82ca0f9de69e50957f4d420ae18dd7c3fff409ae9129221ec8e52df5b9f7cbc3')",arithmetic_N3572_m9_D0,20.770462036132812,0.12565234303474426,0.901727557182312,D0,goodput,9,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1614,1614,,"('arithmetic', '9bb242165739d672f59ee755879343cd5699afa9e0d783ee2fdfb42a78c17563')",arithmetic_N3572_m7_D0,15.606388092041016,0.2621653079986572,0.9055863618850708,D0,goodput,7,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2001,3572,7144,arithmetic,9,9,1,0,1,4143,4143,,"('arithmetic', '89a72fd3f85aa77326a33b3f6b77e6a2ae585e81e443f18d5fa0f7b9619f80ef')",arithmetic_N3572_m9_D0,17.194791158040363,0.20157347371180853,0.8390969634056091,D0,goodput,9,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4143,4143,,"('arithmetic', 'fde512ea706a7e0617fda3208c399dfac477b2cae186e92b298f31d5328fb6ff')",arithmetic_N3572_m9_D0,20.186439514160156,0.12232980877161026,0.9184411764144897,D0,goodput,9,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4143,4143,,"('arithmetic', 'fde512ea706a7e0617fda3208c399dfac477b2cae186e92b298f31d5328fb6ff')",arithmetic_N3572_m9_D0,20.186439514160156,0.12232980877161026,0.9184411764144897,D0,goodput,9,2001,,3,"2001,2002,2003",3572
50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4143,4143,,"('arithmetic', 'fde512ea706a7e0617fda3208c399dfac477b2cae186e92b298f31d5328fb6ff')",arithmetic_N3572_m9_D0,20.186439514160156,0.12232980877161026,0.9184411764144897,D0,goodput,9,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1590,1590,,"('arithmetic', '58ca646a378c988e41032180319ae72bca9ae1b686c282a013c558e71a26cc12')",arithmetic_N3572_m7_D0,17.828067779541016,0.2686525583267212,0.8551028370857239,D0,goodput,7,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,4028,4028,,"('arithmetic', '2cbc1a9611f808ffb06b9f2c8d46fdde571cc8e0d83e0d3643781fd1e6fcb477')",arithmetic_N3572_m9_D0,22.031177520751953,0.14448134104410806,0.9072165489196777,D0,goodput,9,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4028,4028,,"('arithmetic', '2cbc1a9611f808ffb06b9f2c8d46fdde571cc8e0d83e0d3643781fd1e6fcb477')",arithmetic_N3572_m9_D0,22.031177520751953,0.14448134104410806,0.9072165489196777,D0,goodput,9,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4028,4028,,"('arithmetic', '2cbc1a9611f808ffb06b9f2c8d46fdde571cc8e0d83e0d3643781fd1e6fcb477')",arithmetic_N3572_m9_D0,22.031177520751953,0.14448134104410806,0.9072165489196777,D0,goodput,9,2001,,3,"2001,2002,2003",3572
51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4028,4028,,"('arithmetic', '2cbc1a9611f808ffb06b9f2c8d46fdde571cc8e0d83e0d3643781fd1e6fcb477')",arithmetic_N3572_m9_D0,22.031177520751953,0.1444813460111618,0.9072165489196777,D0,goodput,9,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1471,1471,,"('arithmetic', '9f26c78c6d769a16eef8ffb03ab8abfb1458db9b869ab48980acda0553570e34')",arithmetic_N3572_m7_D0,15.455810546875,0.2271814544995626,0.9452223181724548,D0,goodput,7,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,3697,3697,,"('arithmetic', 'bc87150e9a84f5a4c0c758be8a3a91d30e19c4f3465719de53bcea74636e1b0a')",arithmetic_N3572_m9_D0,17.904239654541016,0.14342719316482544,0.975189208984375,D0,goodput,9,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,3697,3697,,"('arithmetic', 'bc87150e9a84f5a4c0c758be8a3a91d30e19c4f3465719de53bcea74636e1b0a')",arithmetic_N3572_m9_D0,17.904239654541016,0.14342719316482544,0.975189208984375,D0,goodput,9,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,3697,3697,,"('arithmetic', 'bc87150e9a84f5a4c0c758be8a3a91d30e19c4f3465719de53bcea74636e1b0a')",arithmetic_N3572_m9_D0,17.904239654541016,0.14342719316482544,0.975189208984375,D0,goodput,9,2001,,3,"2001,2002,2003",3572
52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,3697,3697,,"('arithmetic', 'bc87150e9a84f5a4c0c758be8a3a91d30e19c4f3465719de53bcea74636e1b0a')",arithmetic_N3572_m9_D0,17.904239654541016,0.14342719316482544,0.975189208984375,D0,goodput,9,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1704,1704,,"('arithmetic', '5f6852e7e83228f979691cba9d534ff76d329e15a8e102be9d7b7d7fffa55a5d')",arithmetic_N3572_m7_D0,15.555342674255371,0.2916702628135681,0.7441233396530151,D0,goodput,7,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,4.0,2001,3572,7144,arithmetic,9,9,1,0,1,4248,4248,,"('arithmetic', 'c55a41733e9af7429e5999d8e1de926c0d555af3760792a8e9a9eb44c6b2475f')",arithmetic_N3572_m9_D0,19.642649332682293,0.15367440382639566,0.8533423542976379,D0,goodput,9,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4248,4248,,"('arithmetic', 'f935cf49367216addb150fc97624578273c5cf1440246a0ff8f94e1e67079164')",arithmetic_N3572_m9_D0,19.734495162963867,0.1514616310596466,0.8568370342254639,D0,goodput,9,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4248,4248,,"('arithmetic', 'f935cf49367216addb150fc97624578273c5cf1440246a0ff8f94e1e67079164')",arithmetic_N3572_m9_D0,19.734495162963867,0.1514616310596466,0.8568370342254639,D0,goodput,9,2001,,3,"2001,2002,2003",3572
53,n03447721/ILSVRC2012_val_00006942_n03447721,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4248,4248,,"('arithmetic', 'f935cf49367216addb150fc97624578273c5cf1440246a0ff8f94e1e67079164')",arithmetic_N3572_m9_D0,19.734495162963867,0.1514616310596466,0.8568370342254639,D0,goodput,9,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1543,1543,,"('arithmetic', '426f09bc397f9f7e1c34b11568cf6b70966e297fe48267e38e7bef50af13fa5b')",arithmetic_N3572_m7_D0,19.193233489990234,0.16564727326234183,0.8953783512115479,D0,goodput,7,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,4071,4071,,"('arithmetic', '4e7658eadc50c593b8666bd289d99d823f180be5e6595f2493e7197d07f7bedc')",arithmetic_N3572_m9_D0,20.711369514465332,0.1803999145825704,0.8264302015304565,D0,goodput,9,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4071,4071,,"('arithmetic', '4e7658eadc50c593b8666bd289d99d823f180be5e6595f2493e7197d07f7bedc')",arithmetic_N3572_m9_D0,23.318748474121094,0.0722716177503268,0.9385714530944824,D0,goodput,9,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4071,4071,,"('arithmetic', '4e7658eadc50c593b8666bd289d99d823f180be5e6595f2493e7197d07f7bedc')",arithmetic_N3572_m9_D0,23.318748474121094,0.0722716177503268,0.9385714530944824,D0,goodput,9,2001,,3,"2001,2002,2003",3572
54,n03485794/ILSVRC2012_val_00010782_n03485794,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4071,4071,,"('arithmetic', '4e7658eadc50c593b8666bd289d99d823f180be5e6595f2493e7197d07f7bedc')",arithmetic_N3572_m9_D0,23.318748474121094,0.0722716177503268,0.9385714530944824,D0,goodput,9,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1479,1479,,"('arithmetic', '16d97cf4166c1a6db2e478d4f2c44e6b7df68a9fee5efbb0efba351ff7e059ca')",arithmetic_N3572_m7_D0,16.67922592163086,0.23292970657348633,0.8256497383117676,D0,goodput,7,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,4.0,2001,3572,7144,arithmetic,9,9,1,1,1,4010,4010,,"('arithmetic', '957a3b32943ec3a97394a082ac42c1b74db608e458f8a0d920a38f78225ce2d9')",arithmetic_N3572_m9_D0,19.8123722076416,0.12690882881482443,0.9538524150848389,D0,goodput,9,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,7.0,2001,3572,7144,arithmetic,9,9,1,1,1,4010,4010,,"('arithmetic', '957a3b32943ec3a97394a082ac42c1b74db608e458f8a0d920a38f78225ce2d9')",arithmetic_N3572_m9_D0,19.8123722076416,0.12690883378187814,0.9538524150848389,D0,goodput,9,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,13.0,2001,3572,7144,arithmetic,9,9,1,1,1,4010,4010,,"('arithmetic', '957a3b32943ec3a97394a082ac42c1b74db608e458f8a0d920a38f78225ce2d9')",arithmetic_N3572_m9_D0,19.8123722076416,0.12690882881482443,0.9538524150848389,D0,goodput,9,2001,,3,"2001,2002,2003",3572
55,n03527444/ILSVRC2012_val_00035251_n03527444,19.0,2001,3572,7144,arithmetic,9,9,1,1,1,4010,4010,,"('arithmetic', '957a3b32943ec3a97394a082ac42c1b74db608e458f8a0d920a38f78225ce2d9')",arithmetic_N3572_m9_D0,19.8123722076416,0.12690883378187814,0.9538524150848389,D0,goodput,9,2001,,3,"2001,2002,2003",3572
56,n03584254/ILSVRC2012_val_00016384_n03584254,1.0,2001,3572,7144,arithmetic,7,7,1,1,1,1047,1047,,"('arithmetic', '120e30f614f713bc54ebc851083715b26da4eae105f6565806f71c8a53819de2')",arithmetic_N3572_m7_D0,25.93042755126953,0.025908805429935455,0.9756616950035095,D0,goodput,7,2001,,3,"2001,2002,2003",3572
