population,scope,method,control,metric,source_images,selection_data,gain,ci_low,ci_high
development,6.0,arithmetic_quality,wetok_8PSK_FEC,lpips,100,calibration_only,-0.5627790446206926,-0.5844264293008795,-0.541453970752346
development,6.0,arithmetic_quality,wetok_8PSK_FEC,dino,100,calibration_only,0.9023276487598195,0.8890135487552423,0.9154709680814995
development,7.0,raw_quality,raw_reliability,psnr_db,100,calibration_only,1.4780626742045089,1.3548922030131023,1.6040514432589215
development,7.0,raw_quality,raw_reliability,lpips,100,calibration_only,-0.039670340735465284,-0.043091263965548326,-0.03635701992207517
development,7.0,raw_quality,raw_reliability,dino,100,calibration_only,0.03206875940163931,0.025297730296850205,0.039589077154795316
development,7.0,raw_quality,raw_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,7.0,raw_quality,raw_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,7.0,raw_quality,raw_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,7.0,arithmetic_quality,arithmetic_reliability,psnr_db,100,calibration_only,0.0,0.0,0.0
development,7.0,arithmetic_quality,arithmetic_reliability,lpips,100,calibration_only,0.0,0.0,0.0
development,7.0,arithmetic_quality,arithmetic_reliability,dino,100,calibration_only,0.0,0.0,0.0
development,7.0,arithmetic_quality,arithmetic_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,7.0,arithmetic_quality,arithmetic_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,7.0,arithmetic_quality,arithmetic_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,7.0,raw_quality,arithmetic_quality,psnr_db,100,calibration_only,-0.05441684405008948,-0.09169181100527439,-0.020779019832611104
development,7.0,raw_quality,arithmetic_quality,lpips,100,calibration_only,0.0013574735323588056,0.0006573042549813787,0.002169140560242037
development,7.0,raw_quality,arithmetic_quality,dino,100,calibration_only,-0.0019776389996210707,-0.0035415841142336494,-0.0006104397972424774
development,7.0,arithmetic_quality,raw_m7,psnr_db,100,calibration_only,3.1224038251241053,2.882961460590363,3.3637639403343202
development,7.0,arithmetic_quality,raw_m7,lpips,100,calibration_only,-0.09769083163390556,-0.10350008053394655,-0.09202263264823704
development,7.0,arithmetic_quality,raw_m7,dino,100,calibration_only,0.07387439310550689,0.06486440168321132,0.08345948873460293
development,7.0,arithmetic_quality,raw_m8,psnr_db,100,calibration_only,1.532479518254598,1.413904838323593,1.6545941323439282
development,7.0,arithmetic_quality,raw_m8,lpips,100,calibration_only,-0.041027814267824085,-0.04429726055311039,-0.03783465739479288
development,7.0,arithmetic_quality,raw_m8,dino,100,calibration_only,0.03404639840126038,0.0271931209564209,0.04169685199360053
development,7.0,arithmetic_quality,raw_m9,psnr_db,100,calibration_only,0.05441684405008948,0.020779019832611104,0.09169181100527438
development,7.0,arithmetic_quality,raw_m9,lpips,100,calibration_only,-0.0013574735323588056,-0.002169140560242037,-0.0006573042549813788
development,7.0,arithmetic_quality,raw_m9,dino,100,calibration_only,0.0019776389996210707,0.0006104397972424757,0.0035415841142336485
development,7.0,arithmetic_quality,arithmetic_m7,psnr_db,100,calibration_only,3.1224038251241053,2.882961460590363,3.3637639403343202
development,7.0,arithmetic_quality,arithmetic_m7,lpips,100,calibration_only,-0.09769083163390556,-0.10350008053394655,-0.09202263264823704
development,7.0,arithmetic_quality,arithmetic_m7,dino,100,calibration_only,0.07387439310550689,0.06486440168321132,0.08345948873460293
development,7.0,arithmetic_quality,arithmetic_m8,psnr_db,100,calibration_only,1.532479518254598,1.413904838323593,1.6545941323439282
development,7.0,arithmetic_quality,arithmetic_m8,lpips,100,calibration_only,-0.041027814267824085,-0.04429726055311039,-0.03783465739479288
development,7.0,arithmetic_quality,arithmetic_m8,dino,100,calibration_only,0.03404639840126038,0.0271931209564209,0.04169685199360053
development,7.0,arithmetic_quality,arithmetic_m9,psnr_db,100,calibration_only,0.0,0.0,0.0
development,7.0,arithmetic_quality,arithmetic_m9,lpips,100,calibration_only,0.0,0.0,0.0
development,7.0,arithmetic_quality,arithmetic_m9,dino,100,calibration_only,0.0,0.0,0.0
development,7.0,arithmetic_quality,raw_reliability,psnr_db,100,calibration_only,1.532479518254598,1.413904838323593,1.6545941323439282
development,7.0,arithmetic_quality,raw_reliability,lpips,100,calibration_only,-0.041027814267824085,-0.04429726055311039,-0.03783465739479288
development,7.0,arithmetic_quality,raw_reliability,dino,100,calibration_only,0.03404639840126038,0.0271931209564209,0.04169685199360053
development,7.0,arithmetic_quality,raw_quality,psnr_db,100,calibration_only,0.05441684405008948,0.020779019832611104,0.09169181100527438
development,7.0,arithmetic_quality,raw_quality,lpips,100,calibration_only,-0.0013574735323588056,-0.002169140560242037,-0.0006573042549813788
development,7.0,arithmetic_quality,raw_quality,dino,100,calibration_only,0.0019776389996210707,0.0006104397972424757,0.0035415841142336485
development,7.0,arithmetic_quality,raw_goodput,psnr_db,100,calibration_only,0.05441684405008948,0.020779019832611104,0.09169181100527438
development,7.0,arithmetic_quality,raw_goodput,lpips,100,calibration_only,-0.0013574735323588056,-0.002169140560242037,-0.0006573042549813788
development,7.0,arithmetic_quality,raw_goodput,dino,100,calibration_only,0.0019776389996210707,0.0006104397972424757,0.0035415841142336485
development,7.0,arithmetic_quality,old_raw_adaptive,psnr_db,100,calibration_only,0.05441684405008948,0.020779019832611104,0.09169181100527438
development,7.0,arithmetic_quality,old_raw_adaptive,lpips,100,calibration_only,-0.0013574735323588056,-0.002169140560242037,-0.0006573042549813788
development,7.0,arithmetic_quality,old_raw_adaptive,dino,100,calibration_only,0.0019776389996210707,0.0006104397972424757,0.0035415841142336485
development,7.0,arithmetic_quality,r2__full_grid_innovation,psnr_db,100,calibration_only,-0.9730513064066567,-1.0672102162043253,-0.87545756816864
development,7.0,arithmetic_quality,r2__full_grid_innovation,lpips,100,calibration_only,-0.024748308969040712,-0.029102879898622636,-0.0207111441300561
development,7.0,arithmetic_quality,r2__full_grid_innovation,dino,100,calibration_only,0.035579792857170105,0.028546148980657264,0.04308121605714164
development,7.0,arithmetic_quality,r3__full_grid_prediction_features,psnr_db,100,calibration_only,-0.9407832654317219,-1.0359269221623737,-0.8442000606854757
development,7.0,arithmetic_quality,r3__full_grid_prediction_features,lpips,100,calibration_only,-0.021504633507380886,-0.02561205136108523,-0.017799476666841656
development,7.0,arithmetic_quality,r3__full_grid_prediction_features,dino,100,calibration_only,0.0326831458012263,0.025810949727892885,0.04006697381039461
development,7.0,arithmetic_quality,perceptual_deepjscc,psnr_db,100,calibration_only,-4.131420726776122,-4.288302038828532,-3.971810368061066
development,7.0,arithmetic_quality,perceptual_deepjscc,lpips,100,calibration_only,-0.030428198302785554,-0.03741011831909418,-0.0237310616398851
development,7.0,arithmetic_quality,perceptual_deepjscc,dino,100,calibration_only,0.2683367956678072,0.24306676139434177,0.2946618387202422
development,7.0,arithmetic_quality,wetok_8PSK_FEC,psnr_db,100,calibration_only,11.553889977137246,10.873881658991179,12.244603090047836
development,7.0,arithmetic_quality,wetok_8PSK_FEC,lpips,100,calibration_only,-0.563563957499961,-0.5836539446748792,-0.5438245256344477
development,7.0,arithmetic_quality,wetok_8PSK_FEC,dino,100,calibration_only,0.9059655807105205,0.8936341290976464,0.9184164860784078
development,13.0,raw_quality,raw_reliability,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,raw_quality,raw_reliability,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,raw_quality,raw_reliability,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,raw_quality,raw_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,raw_quality,raw_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,raw_quality,raw_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,arithmetic_reliability,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,arithmetic_reliability,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,arithmetic_reliability,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,arithmetic_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,arithmetic_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,arithmetic_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,raw_quality,arithmetic_quality,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,raw_quality,arithmetic_quality,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,raw_quality,arithmetic_quality,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_m7,psnr_db,100,calibration_only,3.1420285415649416,2.8961904959678653,3.387504819154739
development,13.0,arithmetic_quality,raw_m7,lpips,100,calibration_only,-0.09790872495621443,-0.10372709688264876,-0.09227897461596876
development,13.0,arithmetic_quality,raw_m7,dino,100,calibration_only,0.07395710468292237,0.06498505599796772,0.08352533300220967
development,13.0,arithmetic_quality,raw_m8,psnr_db,100,calibration_only,1.5521042346954346,1.4296515719890595,1.6799753096103667
development,13.0,arithmetic_quality,raw_m8,lpips,100,calibration_only,-0.04124570759013295,-0.044493221805430944,-0.038049769384786485
development,13.0,arithmetic_quality,raw_m8,dino,100,calibration_only,0.03412910997867584,0.02728271046280861,0.04181752337515354
development,13.0,arithmetic_quality,raw_m9,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_m9,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_m9,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,arithmetic_m7,psnr_db,100,calibration_only,3.1420285415649416,2.8961904959678653,3.387504819154739
development,13.0,arithmetic_quality,arithmetic_m7,lpips,100,calibration_only,-0.09790872495621443,-0.10372709688264876,-0.09227897461596876
development,13.0,arithmetic_quality,arithmetic_m7,dino,100,calibration_only,0.07395710468292237,0.06498505599796772,0.08352533300220967
development,13.0,arithmetic_quality,arithmetic_m8,psnr_db,100,calibration_only,1.5521042346954346,1.4296515719890595,1.6799753096103667
development,13.0,arithmetic_quality,arithmetic_m8,lpips,100,calibration_only,-0.04124570759013295,-0.044493221805430944,-0.038049769384786485
development,13.0,arithmetic_quality,arithmetic_m8,dino,100,calibration_only,0.03412910997867584,0.02728271046280861,0.04181752337515354
development,13.0,arithmetic_quality,arithmetic_m9,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,arithmetic_m9,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,arithmetic_m9,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_reliability,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_reliability,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_reliability,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_quality,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_quality,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_quality,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,raw_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,old_raw_adaptive,psnr_db,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,old_raw_adaptive,lpips,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,old_raw_adaptive,dino,100,calibration_only,0.0,0.0,0.0
development,13.0,arithmetic_quality,r2__full_grid_innovation,psnr_db,100,calibration_only,-2.3693720499674478,-2.4607175846099856,-2.2767821221351623
development,13.0,arithmetic_quality,r2__full_grid_innovation,lpips,100,calibration_only,0.020606807613124452,0.016767701650504025,0.0242851681431445
development,13.0,arithmetic_quality,r2__full_grid_innovation,dino,100,calibration_only,-0.014252989093462629,-0.018802270735303564,-0.009658830439051
development,13.0,arithmetic_quality,r3__full_grid_prediction_features,psnr_db,100,calibration_only,-2.4863412221272787,-2.5820712761878966,-2.3878308963775634
development,13.0,arithmetic_quality,r3__full_grid_prediction_features,lpips,100,calibration_only,0.024813321568071842,0.021235715176444497,0.0282465472832943
development,13.0,arithmetic_quality,r3__full_grid_prediction_features,dino,100,calibration_only,-0.01660203317801157,-0.021176923205455132,-0.012079201132059085
development,13.0,arithmetic_quality,perceptual_deepjscc,psnr_db,100,calibration_only,-5.223544381459554,-5.4278491425514215,-5.015647669315338
development,13.0,arithmetic_quality,perceptual_deepjscc,lpips,100,calibration_only,-0.002752200073252121,-0.00973387226089835,0.004016148652570937
development,13.0,arithmetic_quality,perceptual_deepjscc,dino,100,calibration_only,0.17870545451839764,0.1559160727808873,0.2036792173894743
development,13.0,arithmetic_quality,wetok_8PSK_FEC,psnr_db,100,calibration_only,-2.483057804107666,-2.6491472206115723,-2.313041857083639
development,13.0,arithmetic_quality,wetok_8PSK_FEC,lpips,100,calibration_only,0.048858446317414435,0.04581503972085193,0.05181813999265432
development,13.0,arithmetic_quality,wetok_8PSK_FEC,dino,100,calibration_only,-0.030377049247423807,-0.03464289992551009,-0.02615847072005272
development,19.0,raw_quality,raw_reliability,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,raw_quality,raw_reliability,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,raw_quality,raw_reliability,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,raw_quality,raw_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,raw_quality,raw_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,raw_quality,raw_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,arithmetic_reliability,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,arithmetic_reliability,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,arithmetic_reliability,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,arithmetic_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,arithmetic_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,arithmetic_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,raw_quality,arithmetic_quality,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,raw_quality,arithmetic_quality,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,raw_quality,arithmetic_quality,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_m7,psnr_db,100,calibration_only,3.1420285415649416,2.8961904959678653,3.387504819154739
development,19.0,arithmetic_quality,raw_m7,lpips,100,calibration_only,-0.09790872495621443,-0.10372709688264876,-0.09227897461596876
development,19.0,arithmetic_quality,raw_m7,dino,100,calibration_only,0.07395710468292237,0.06498505599796772,0.08352533300220967
development,19.0,arithmetic_quality,raw_m8,psnr_db,100,calibration_only,1.5521042346954346,1.4296515719890595,1.6799753096103667
development,19.0,arithmetic_quality,raw_m8,lpips,100,calibration_only,-0.04124570759013295,-0.044493221805430944,-0.038049769384786485
development,19.0,arithmetic_quality,raw_m8,dino,100,calibration_only,0.03412910997867584,0.02728271046280861,0.04181752337515354
development,19.0,arithmetic_quality,raw_m9,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_m9,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_m9,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,arithmetic_m7,psnr_db,100,calibration_only,3.1420285415649416,2.8961904959678653,3.387504819154739
development,19.0,arithmetic_quality,arithmetic_m7,lpips,100,calibration_only,-0.09790872495621443,-0.10372709688264876,-0.09227897461596876
development,19.0,arithmetic_quality,arithmetic_m7,dino,100,calibration_only,0.07395710468292237,0.06498505599796772,0.08352533300220967
development,19.0,arithmetic_quality,arithmetic_m8,psnr_db,100,calibration_only,1.5521042346954346,1.4296515719890595,1.6799753096103667
development,19.0,arithmetic_quality,arithmetic_m8,lpips,100,calibration_only,-0.04124570759013295,-0.044493221805430944,-0.038049769384786485
development,19.0,arithmetic_quality,arithmetic_m8,dino,100,calibration_only,0.03412910997867584,0.02728271046280861,0.04181752337515354
development,19.0,arithmetic_quality,arithmetic_m9,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,arithmetic_m9,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,arithmetic_m9,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_reliability,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_reliability,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_reliability,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_quality,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_quality,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_quality,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,raw_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,old_raw_adaptive,psnr_db,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,old_raw_adaptive,lpips,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,old_raw_adaptive,dino,100,calibration_only,0.0,0.0,0.0
development,19.0,arithmetic_quality,r2__full_grid_innovation,psnr_db,100,calibration_only,-2.7227991040547694,-2.840810473124186,-2.6036183972358704
development,19.0,arithmetic_quality,r2__full_grid_innovation,lpips,100,calibration_only,0.03190948556177318,0.02824279921075019,0.03545292005563776
development,19.0,arithmetic_quality,r2__full_grid_innovation,dino,100,calibration_only,-0.022098864714304604,-0.026404759680231406,-0.017784277394413947
development,19.0,arithmetic_quality,r3__full_grid_prediction_features,psnr_db,100,calibration_only,-2.793562138875325,-2.9145121903419495,-2.6705281216303516
development,19.0,arithmetic_quality,r3__full_grid_prediction_features,lpips,100,calibration_only,0.03525816597975791,0.031950194327160716,0.03847688321769237
development,19.0,arithmetic_quality,r3__full_grid_prediction_features,dino,100,calibration_only,-0.02214685559272767,-0.026409796719749776,-0.017883241653442395
development,19.0,arithmetic_quality,perceptual_deepjscc,psnr_db,100,calibration_only,-5.639519036610921,-5.877901740233103,-5.400212015628815
development,19.0,arithmetic_quality,perceptual_deepjscc,lpips,100,calibration_only,0.005524417863537869,-0.0015920543226723867,0.012396151828424384
development,19.0,arithmetic_quality,perceptual_deepjscc,dino,100,calibration_only,0.15109458496173223,0.12917174331347148,0.17573517265419164
development,19.0,arithmetic_quality,wetok_8PSK_FEC,psnr_db,100,calibration_only,-2.4955884170532228,-2.662613937854767,-2.325080762863159
development,19.0,arithmetic_quality,wetok_8PSK_FEC,lpips,100,calibration_only,0.049084740597754715,0.04603289576107636,0.05204912542598322
development,19.0,arithmetic_quality,wetok_8PSK_FEC,dino,100,calibration_only,-0.030539249777793886,-0.03485291104018688,-0.026320123001933097
development,primary_1_4_7,raw_quality,raw_reliability,psnr_db,100,calibration_only,0.4926875580681694,0.4516307343377005,0.5346838144196403
development,primary_1_4_7,raw_quality,raw_reliability,lpips,100,calibration_only,-0.013223446911821762,-0.014363754655182772,-0.012119006640691722
development,primary_1_4_7,raw_quality,raw_reliability,dino,100,calibration_only,0.0106895864672131,0.008432576765616736,0.013196359051598442
development,primary_1_4_7,raw_quality,raw_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,primary_1_4_7,raw_quality,raw_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,primary_1_4_7,raw_quality,raw_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,primary_1_4_7,arithmetic_quality,arithmetic_reliability,psnr_db,100,calibration_only,0.0,0.0,0.0
development,primary_1_4_7,arithmetic_quality,arithmetic_reliability,lpips,100,calibration_only,0.0,0.0,0.0
development,primary_1_4_7,arithmetic_quality,arithmetic_reliability,dino,100,calibration_only,0.0,0.0,0.0
development,primary_1_4_7,arithmetic_quality,arithmetic_goodput,psnr_db,100,calibration_only,0.0,0.0,0.0
development,primary_1_4_7,arithmetic_quality,arithmetic_goodput,lpips,100,calibration_only,0.0,0.0,0.0
development,primary_1_4_7,arithmetic_quality,arithmetic_goodput,dino,100,calibration_only,0.0,0.0,0.0
development,primary_1_4_7,raw_quality,arithmetic_quality,psnr_db,100,calibration_only,-0.04252129978603806,-0.07691900791062296,-0.016860994948281267
development,primary_1_4_7,raw_quality,arithmetic_quality,lpips,100,calibration_only,0.0011831624019477095,0.0002675553356400788,0.002165379768858352
development,primary_1_4_7,raw_quality,arithmetic_quality,dino,100,calibration_only,-0.0004863073759608727,-0.00158008596466647,0.0009154576725430107
development,primary_1_4_7,arithmetic_quality,raw_m7,psnr_db,100,calibration_only,1.5948882897694907,1.468732909997304,1.7202468554443788
development,primary_1_4_7,arithmetic_quality,raw_m7,lpips,100,calibration_only,-0.052179376257376536,-0.05528842447061713,-0.04916998843641745
development,primary_1_4_7,arithmetic_quality,raw_m7,dino,100,calibration_only,0.037734405232800375,0.032365195862121054,0.04325171166244479
development,primary_1_4_7,arithmetic_quality,raw_m8,psnr_db,100,calibration_only,1.0160145579444038,0.8917552529705897,1.1509299011495377
development,primary_1_4_7,arithmetic_quality,raw_m8,lpips,100,calibration_only,-0.032346891444176434,-0.03632671966641727,-0.02866513611552201
development,primary_1_4_7,arithmetic_quality,raw_m8,dino,100,calibration_only,0.04230729492174254,0.03524307587949767,0.049965299621638315
development,primary_1_4_7,arithmetic_quality,raw_m9,psnr_db,100,calibration_only,5.173670533498129,4.80802708056238,5.5569199672804945
development,primary_1_4_7,arithmetic_quality,raw_m9,lpips,100,calibration_only,-0.2866764007819196,-0.29880079586503816,-0.2747476541977893
development,primary_1_4_7,arithmetic_quality,raw_m9,dino,100,calibration_only,0.5172868288401514,0.5052153534530144,0.5292516135049519
development,primary_1_4_7,arithmetic_quality,arithmetic_m7,psnr_db,100,calibration_only,1.5707760439978704,1.444031934340795,1.697354337983661
development,primary_1_4_7,arithmetic_quality,arithmetic_m7,lpips,100,calibration_only,-0.05145128299999568,-0.0545354611527485,-0.04845448831960352
development,primary_1_4_7,arithmetic_quality,arithmetic_m7,dino,100,calibration_only,0.03790079593658447,0.03264649246798621,0.043252335228853744
development,primary_1_4_7,arithmetic_quality,arithmetic_m8,psnr_db,100,calibration_only,1.5460088009304473,1.4027646670341491,1.6931364654832415
development,primary_1_4_7,arithmetic_quality,arithmetic_m8,lpips,100,calibration_only,-0.06973436156080828,-0.07629442294562856,-0.06326460423196356
development,primary_1_4_7,arithmetic_quality,arithmetic_m8,dino,100,calibration_only,0.08312978527612155,0.072271231893657,0.09447369160813592
development,primary_1_4_7,arithmetic_quality,arithmetic_m9,psnr_db,100,calibration_only,3.5777353816562227,3.349664893600676,3.814501027743022
development,primary_1_4_7,arithmetic_quality,arithmetic_m9,lpips,100,calibration_only,-0.1978343132034772,-0.2070048179754263,-0.18847439706087527
development,primary_1_4_7,arithmetic_quality,arithmetic_m9,dino,100,calibration_only,0.24636515220730676,0.22996897130997646,0.26329176897053713
development,primary_1_4_7,arithmetic_quality,raw_reliability,psnr_db,100,calibration_only,0.5352088578542076,0.4889742901855047,0.5831804785463546
development,primary_1_4_7,arithmetic_quality,raw_reliability,lpips,100,calibration_only,-0.014406609313769468,-0.015888459083365475,-0.0129711221714711
development,primary_1_4_7,arithmetic_quality,raw_reliability,dino,100,calibration_only,0.011175893843173976,0.0085430911100573,0.013941435708767831
development,primary_1_4_7,arithmetic_quality,raw_quality,psnr_db,100,calibration_only,0.04252129978603806,0.016860994948281225,0.07691900791062296
development,primary_1_4_7,arithmetic_quality,raw_quality,lpips,100,calibration_only,-0.0011831624019477095,-0.0021653797688583527,-0.0002675553356400789
development,primary_1_4_7,arithmetic_quality,raw_quality,dino,100,calibration_only,0.0004863073759608727,-0.000915457672543011,0.0015800859646664695
development,primary_1_4_7,arithmetic_quality,raw_goodput,psnr_db,100,calibration_only,0.04252129978603806,0.016860994948281225,0.07691900791062296
development,primary_1_4_7,arithmetic_quality,raw_goodput,lpips,100,calibration_only,-0.0011831624019477095,-0.0021653797688583527,-0.0002675553356400789
development,primary_1_4_7,arithmetic_quality,raw_goodput,dino,100,calibration_only,0.0004863073759608727,-0.000915457672543011,0.0015800859646664695
development,primary_1_4_7,arithmetic_quality,old_raw_adaptive,psnr_db,100,calibration_only,0.04252129978603806,0.016860994948281225,0.07691900791062296
development,primary_1_4_7,arithmetic_quality,old_raw_adaptive,lpips,100,calibration_only,-0.0011831624019477095,-0.0021653797688583527,-0.0002675553356400789
development,primary_1_4_7,arithmetic_quality,old_raw_adaptive,dino,100,calibration_only,0.0004863073759608727,-0.000915457672543011,0.0015800859646664695
development,primary_1_4_7,arithmetic_quality,r2__full_grid_innovation,psnr_db,100,calibration_only,-1.3360204177432593,-1.4488294795354208,-1.2176126825809481
development,primary_1_4_7,arithmetic_quality,r2__full_grid_innovation,lpips,100,calibration_only,-0.037962515743242366,-0.043173639743485384,-0.03304148350542204
development,primary_1_4_7,arithmetic_quality,r2__full_grid_innovation,dino,100,calibration_only,0.1306701248884201,0.1166493063312438,0.14522185565945173
development,primary_1_4_7,arithmetic_quality,r3__full_grid_prediction_features,psnr_db,100,calibration_only,-1.2100713867611352,-1.3354094165696038,-1.080536835140652
development,primary_1_4_7,arithmetic_quality,r3__full_grid_prediction_features,lpips,100,calibration_only,-0.03615146664902568,-0.041101465314626696,-0.031498676869604315
development,primary_1_4_7,arithmetic_quality,r3__full_grid_prediction_features,dino,100,calibration_only,0.12971000565422905,0.11631422211353974,0.1433658952895138
development,primary_1_4_7,arithmetic_quality,perceptual_deepjscc,psnr_db,100,calibration_only,-4.709164051479763,-4.8981561463409005,-4.519192568937937
development,primary_1_4_7,arithmetic_quality,perceptual_deepjscc,lpips,100,calibration_only,-0.02271095122521122,-0.030580003124816967,-0.015027007178144742
development,primary_1_4_7,arithmetic_quality,perceptual_deepjscc,dino,100,calibration_only,0.34280226611221837,0.317549995850099,0.3680547984993706
development,primary_1_4_7,arithmetic_quality,wetok_8PSK_FEC,psnr_db,100,calibration_only,10.1436572154363,9.491207160923217,10.815263782792623
development,primary_1_4_7,arithmetic_quality,wetok_8PSK_FEC,lpips,100,calibration_only,-0.522700391355902,-0.5440304806555828,-0.5017661088213015
development,primary_1_4_7,arithmetic_quality,wetok_8PSK_FEC,dino,100,calibration_only,0.8725640984629799,0.8582471748056381,0.8865058476598674
development,transition_5_6,raw_quality,raw_reliability,psnr_db,100,calibration_only,0.3849011214574176,0.3149919229348497,0.45178015454610176
development,transition_5_6,raw_quality,raw_reliability,lpips,100,calibration_only,-0.01143618566604952,-0.01347683482531769,-0.009442758763674649
development,transition_5_6,raw_quality,raw_reliability,dino,100,calibration_only,0.006571642458438872,0.0029258307193716416,0.0103840926066041
development,transition_5_6,raw_quality,raw_goodput,psnr_db,100,calibration_only,0.3849011214574176,0.3149919229348497,0.45178015454610176
development,transition_5_6,raw_quality,raw_goodput,lpips,100,calibration_only,-0.01143618566604952,-0.01347683482531769,-0.009442758763674649
