method,rows,data_N,metadata_N,total_N,max_abs_energy_error,checkpoint_sha256,noise_identity_checks,fallbacks_retained,metadata_CRC_rejected,legal_rejected_candidates_retained,metadata_inexact,historical_TX_mean_ms,historical_RX_mean_ms,timing_scope
swin_ra32,1500,4096,402,4498,0.0015806309929757845,eaa56bc7ba82c2d145afced4b54f563253e7e9c59dba2f868076ee8a0066887c,1500,0,0,0,0,5.838065285390863,5.57738415338099,"historical native torch1.12.1; CPU4 threads, one warmup/rate; not uniform current six-thread timing"
swin_ra64,1500,8192,562,8754,0.0031740258855279535,eaa56bc7ba82c2d145afced4b54f563253e7e9c59dba2f868076ee8a0066887c,1500,0,0,0,0,6.011025313346181,6.251761250741159,"historical native torch1.12.1; CPU4 threads, one warmup/rate; not uniform current six-thread timing"
swin_ra96,1500,12288,664,12952,0.004595282876834972,eaa56bc7ba82c2d145afced4b54f563253e7e9c59dba2f868076ee8a0066887c,1500,0,1,1,1,6.202016165809861,7.358197912787243,"historical native torch1.12.1; CPU4 threads, one warmup/rate; not uniform current six-thread timing"
adjscc_c2,1500,4096,0,4096,0.0014831668468104908,c29d7610eb7b2e475a5ff029d16f0031fc43ac89f316d461b154cef993753c54,1500,0,0,0,0,3.470569858327508,24.17052856941397,"historical native torch1.12.1; CPU4 threads, one warmup/rate; not uniform current six-thread timing"
adjscc_c4,1500,8192,0,8192,0.0034272836746822577,53c9620f0a9d02c729bffc254693cb73189ab1373c9fc5df135bc3e2e9ee98d6,1500,0,0,0,0,3.3089767735606683,24.25085197618076,"historical native torch1.12.1; CPU4 threads, one warmup/rate; not uniform current six-thread timing"
adjscc_c6,1500,12288,0,12288,0.006038930478098337,755b2077c6bd689d310e9514308b35da88c7ec707e20723b8321e8e24209890f,1500,0,0,0,0,3.332966741931159,24.307150873937644,"historical native torch1.12.1; CPU4 threads, one warmup/rate; not uniform current six-thread timing"
