method,source_index,image_id,snr_db,seed,mse,lpips_alex,normalized_latent,utility,U_image,header_ok,body_crc_ok
H8-V,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4101,0.010161934420466423,0.2648463249206543,0.7087184190750122,0.04373375326395035,0.03664656728506088,1,0
H8-V,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4101,0.011602513492107391,0.2072506994009018,0.6827801465988159,0.03915538638830185,0.03232758492231369,1,0
H8-V,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4101,0.005824634339660406,0.1637122631072998,0.4943203330039978,0.02713906392455101,0.022195860743522644,1,0
H8-V,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4101,0.002096987096592784,0.12361595034599304,0.3891763687133789,0.018350346013903618,0.014458582736551762,1,0
H8-V,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4101,0.005371390841901302,0.14219629764556885,0.46836212277412415,0.024274641647934914,0.019591020420193672,1,0
H8-V,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4101,0.0038978997617959976,0.15288139879703522,0.3593365550041199,0.022779403254389763,0.01918603852391243,1,0
H8-V,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4101,0.014785898849368095,0.3090250492095947,0.6799297332763672,0.052487701177597046,0.04568840563297272,1,0
H8-V,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4101,0.019824810326099396,0.2679194211959839,0.9603123664855957,0.056219879537820816,0.04661675542593002,1,0
H8-V,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4101,0.012990793213248253,0.1875237375497818,0.7647953629493713,0.03939112275838852,0.03174316883087158,1,0
H8-V,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4101,0.006743292324244976,0.1474265605211258,0.4887709319591522,0.02637365832924843,0.0214859489351511,1,0
H8-V,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4101,0.00949702039361,0.1873053014278412,1.0440618991851807,0.03866817057132721,0.02822755090892315,1,0
H8-V,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4101,0.005987836979329586,0.116474948823452,0.4661221504211426,0.02229655347764492,0.01763533242046833,1,0
H8-V,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4101,0.020059216767549515,0.22648698091506958,0.6303855180740356,0.04901176691055298,0.042707912623882294,1,0
H8-V,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4101,0.009589530527591705,0.140885591506958,0.6938645839691162,0.03061673603951931,0.023678090423345566,1,0
H8-V,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4101,0.012019038200378418,0.1420285701751709,0.5579898953437805,0.03180179372429848,0.026221895590424538,1,0
H8-V,15,n01558993/ILSVRC2012_val_00029417_n01558993,1,4101,0.00856713019311428,0.10977683961391449,0.39477548003196716,0.023492569103837013,0.0195448137819767,1,0
H8-V,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4102,0.011966150254011154,0.2460189014673233,0.6747747659683228,0.043315786868333817,0.036568038165569305,1,0
H8-V,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4102,0.012306157499551773,0.23028764128684998,0.6969108581542969,0.04230403155088425,0.03533492237329483,1,0
H8-V,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4102,0.0041457414627075195,0.13235963881015778,0.4520925283432007,0.021902630105614662,0.017381705343723297,1,0
H8-V,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4102,0.0026226963382214308,0.12461946904659271,0.41187843680381775,0.01920342817902565,0.015084643848240376,1,0
H8-V,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4102,0.0055313752964138985,0.15748929977416992,0.49064260721206665,0.026186734437942505,0.021280307322740555,1,0
H8-V,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4102,0.004317189566791058,0.17012540996074677,0.333834707736969,0.024668077006936073,0.02132973074913025,1,0
H8-V,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4102,0.011258793994784355,0.21617387235164642,0.6134295463562012,0.03901047632098198,0.03287618234753609,1,0
H8-V,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4102,0.016467038542032242,0.20088547468185425,0.9059779644012451,0.04561536759138107,0.036555588245391846,1,0
H8-V,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4102,0.01205679401755333,0.1711166352033615,0.7791825532913208,0.036960285156965256,0.02916845865547657,1,0
H8-V,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4102,0.005918385460972786,0.12165568023920059,0.45409637689590454,0.022624915465712547,0.018083952367305756,1,0
H8-V,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4102,0.017223095521330833,0.2589430809020996,1.073531985282898,0.05385272204875946,0.043117403984069824,1,0
H8-V,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4102,0.005962164606899023,0.12133053690195084,0.45739346742630005,0.022669151425361633,0.018095217645168304,1,0
H8-V,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4102,0.012570086866617203,0.15620335936546326,0.5295343399047852,0.033485766500234604,0.02819042280316353,1,0
H8-V,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4102,0.0090812211856246,0.12490949779748917,0.6955642104148865,0.028527813032269478,0.021572170779109,1,0
H8-V,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4102,0.01149631105363369,0.14327040314674377,0.5460084676742554,0.031283434480428696,0.025823350995779037,1,0
H8-V,15,n01558993/ILSVRC2012_val_00029417_n01558993,1,4102,0.008682123385369778,0.10717733204364777,0.39390769600868225,0.023338934406638145,0.0193998571485281,1,0
H8-V,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4103,0.00925732683390379,0.2075418084859848,0.657092809677124,0.03658243641257286,0.030011508613824844,1,0
H8-V,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4103,0.012092570774257183,0.22102215886116028,0.6945939660072327,0.04114072769880295,0.034194786101579666,1,0
H8-V,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4103,0.007575906813144684,0.1819194257259369,0.5121831297874451,0.030889680609107018,0.025767849758267403,1,0
H8-V,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4103,0.0051645333878695965,0.15744370222091675,0.4199680685997009,0.025108585134148598,0.020908905193209648,1,0
H8-V,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4103,0.0060161082074046135,0.15682031214237213,0.513806939125061,0.026836208999156952,0.02169813960790634,1,0
H8-V,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4103,0.004783386364579201,0.14172226190567017,0.35250988602638245,0.022480711340904236,0.018955612555146217,1,0
H8-V,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4103,0.01275038905441761,0.23471254110336304,0.6581165790557861,0.04280281066894531,0.03622164577245712,1,0
H8-V,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4103,0.01696586422622204,0.25209513306617737,0.9590260982513428,0.05176563933491707,0.042175378650426865,1,0
