method,source_index,image_id,snr_db,seed,mse,lpips_alex,normalized_latent,utility,U_image,header_ok,body_crc_ok
H8-V,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4101,0.009764106944203377,0.26851001381874084,0.7127270698547363,0.043742381036281586,0.03661511093378067,1,0
H8-V,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4101,0.011176243424415588,0.21222281455993652,0.6916210651397705,0.03931473568081856,0.0323985256254673,1,0
H8-V,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4101,0.006130414083600044,0.15552212297916412,0.49460428953170776,0.02662866935133934,0.021682627499103546,1,0
H8-V,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4101,0.0018137268489226699,0.11328966170549393,0.39293211698532104,0.01707201451063156,0.013142692856490612,1,0
H8-V,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4101,0.005177504848688841,0.12806907296180725,0.47354263067245483,0.022719837725162506,0.017984412610530853,1,0
H8-V,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4101,0.004485784564167261,0.1458612084388733,0.36569082736968994,0.02272881381213665,0.019071904942393303,1,0
H8-V,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4101,0.01640993170440197,0.33355772495269775,0.6955889463424683,0.05672159418463707,0.049765706062316895,1,0
H8-V,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4101,0.01894889585673809,0.27742278575897217,0.9624491333961487,0.05631566792726517,0.0466911755502224,1,0
H8-V,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4101,0.013467291370034218,0.1896313577890396,0.7661661505699158,0.04009208828210831,0.03243042528629303,1,0
H8-V,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4101,0.0071434136480093,0.14934781193733215,0.48958778381347656,0.026974070817232132,0.022078193724155426,1,0
H8-V,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4101,0.010003925301134586,0.1863364279270172,1.043145775794983,0.039069026708602905,0.028637569397687912,1,0
H8-V,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4101,0.005940738134086132,0.11916230618953705,0.46934953331947327,0.022550463676452637,0.017856968566775322,1,0
H8-V,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4101,0.01842970959842205,0.20821332931518555,0.6499492526054382,0.045750536024570465,0.039251044392585754,1,0
H8-V,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4101,0.009372477419674397,0.13835372030735016,0.6920875310897827,0.03012872487306595,0.023207850754261017,1,0
H8-V,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4101,0.011923047713935375,0.1442023068666458,0.5627102255821228,0.03197038173675537,0.02634327858686447,1,0
H8-V,15,n01558993/ILSVRC2012_val_00029417_n01558993,1,4101,0.008601422421634197,0.1104753389954567,0.4035269618034363,0.023684225976467133,0.019648956134915352,1,0
H8-V,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4102,0.012013167142868042,0.2454746514558792,0.6815496683120728,0.0433761291205883,0.03656063228845596,1,0
H8-V,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4102,0.01269297581166029,0.23648664355278015,0.7036941647529602,0.04337858408689499,0.03634164109826088,1,0
H8-V,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4102,0.004450021777302027,0.12825965881347656,0.4538622796535492,0.021814610809087753,0.017275987192988396,1,0
H8-V,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4102,0.0025708486791700125,0.13871152698993683,0.417446494102478,0.02061646617949009,0.01644200086593628,1,0
H8-V,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4102,0.006227186881005764,0.16216391324996948,0.49761486053466797,0.02741972729563713,0.022443577647209167,1,0
H8-V,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4102,0.004069909453392029,0.1634901463985443,0.3411138951778412,0.02383006364107132,0.02041892521083355,1,0
H8-V,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4102,0.011137319728732109,0.21177314221858978,0.6220695376396179,0.038535330444574356,0.03231463581323624,1,0
H8-V,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4102,0.016034036874771118,0.20027434825897217,0.9058101773262024,0.045119576156139374,0.036061473190784454,1,0
H8-V,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4102,0.012067761272192001,0.17415282130241394,0.7794931530952454,0.03727797418832779,0.029483044520020485,1,0
H8-V,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4102,0.005713528022170067,0.1208331435918808,0.45765551924705505,0.022373396903276443,0.017796842381358147,1,0
H8-V,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4102,0.018121078610420227,0.2664457857608795,1.0820212364196777,0.055585868656635284,0.0447656586766243,1,0
H8-V,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4102,0.00572735583409667,0.12220598012208939,0.4625105857849121,0.022573059424757957,0.017947953194379807,1,0
H8-V,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4102,0.01276949979364872,0.1484430730342865,0.5377557277679443,0.03299136459827423,0.0276138074696064,1,0
H8-V,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4102,0.009174334816634655,0.11922220885753632,0.6964077949523926,0.028060633689165115,0.02109655551612377,1,0
H8-V,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4102,0.011448979377746582,0.143511563539505,0.5504575371742249,0.03130470961332321,0.025800134986639023,1,0
H8-V,15,n01558993/ILSVRC2012_val_00029417_n01558993,1,4102,0.008112197741866112,0.11997348070144653,0.4053484797477722,0.024163030087947845,0.020109545439481735,1,0
H8-V,0,n01440764/ILSVRC2012_val_00045866_n01440764,1,4103,0.009294461458921432,0.2134772688150406,0.6646495461463928,0.03728868439793587,0.03064218908548355,1,0
H8-V,1,n01443537/ILSVRC2012_val_00044095_n01443537,1,4103,0.012154947966337204,0.2270084023475647,0.7025957107543945,0.0418817475438118,0.03485579043626785,1,0
H8-V,2,n01484850/ILSVRC2012_val_00029481_n01484850,1,4103,0.008204152807593346,0.18974018096923828,0.511833906173706,0.03229651227593422,0.027178172022104263,1,0
H8-V,3,n01491361/ILSVRC2012_val_00049000_n01491361,1,4103,0.006210099905729294,0.15664172172546387,0.42134934663772583,0.026087766513228416,0.02187427319586277,1,0
H8-V,4,n01494475/ILSVRC2012_val_00027283_n01494475,1,4103,0.0060456739738583565,0.16224849224090576,0.5178833603858948,0.027449356392025948,0.022270523011684418,1,0
H8-V,5,n01496331/ILSVRC2012_val_00041248_n01496331,1,4103,0.006832352839410305,0.1476709097623825,0.36268267035484314,0.025226270779967308,0.02159944362938404,1,0
H8-V,6,n01498041/ILSVRC2012_val_00030470_n01498041,1,4103,0.013242794200778008,0.24217334389686584,0.6650388240814209,0.04411051794886589,0.03746012970805168,1,0
H8-V,7,n01514668/ILSVRC2012_val_00016052_n01514668,1,4103,0.015870165079832077,0.23463942110538483,0.9582664370536804,0.0489167720079422,0.03933410719037056,1,0
H8-V,8,n01514859/ILSVRC2012_val_00006195_n01514859,1,4103,0.014240190386772156,0.2221008539199829,0.8007341623306274,0.04445761442184448,0.03645027428865433,1,0
H8-V,9,n01518878/ILSVRC2012_val_00033181_n01518878,1,4103,0.010032467544078827,0.19611422717571259,0.5352506637573242,0.034996397793293,0.029643891379237175,1,0
H8-V,10,n01530575/ILSVRC2012_val_00027374_n01530575,1,4103,0.013612709008157253,0.2738633155822754,1.1534526348114014,0.05253356695175171,0.04099904000759125,1,0
H8-V,11,n01531178/ILSVRC2012_val_00025888_n01531178,1,4103,0.006143953651189804,0.15517836809158325,0.45746541023254395,0.02623644657433033,0.02166179195046425,1,0
H8-V,12,n01532829/ILSVRC2012_val_00030042_n01532829,1,4103,0.013680795207619667,0.1221538782119751,0.5520337820053101,0.03141652047634125,0.025896184146404266,1,0
H8-V,13,n01534433/ILSVRC2012_val_00030911_n01534433,1,4103,0.009807156398892403,0.14087611436843872,0.7312741875648499,0.031207509338855743,0.023894768208265305,1,0
H8-V,14,n01537544/ILSVRC2012_val_00031716_n01537544,1,4103,0.010129505768418312,0.13272497057914734,0.5340617299079895,0.02874261885881424,0.023402001708745956,1,0
H8-V,15,n01558993/ILSVRC2012_val_00029417_n01558993,1,4103,0.009911082684993744,0.17400148510932922,0.44245445728302,0.031735777854919434,0.027311231940984726,1,0
H8-V,0,n01440764/ILSVRC2012_val_00045866_n01440764,4,4101,0.004871480166912079,0.11702094972133636,0.526952862739563,0.02184310182929039,0.016573574393987656,1,1
H8-V,1,n01443537/ILSVRC2012_val_00044095_n01443537,4,4101,0.009646235965192318,0.17184153199195862,0.6040631532669067,0.03287102282047272,0.026830390095710754,1,1
H8-V,2,n01484850/ILSVRC2012_val_00029481_n01484850,4,4101,0.0038474665489047766,0.09860320389270782,0.38821807503700256,0.01758996769785881,0.013707787729799747,1,0
H8-V,3,n01491361/ILSVRC2012_val_00049000_n01491361,4,4101,0.0012696010526269674,0.07299378514289856,0.3135911822319031,0.011704891920089722,0.008568979799747467,1,1
H8-V,4,n01494475/ILSVRC2012_val_00027283_n01494475,4,4101,0.0031540419440716505,0.08551890403032303,0.3847273588180542,0.015553206205368042,0.011705933138728142,1,1
H8-V,5,n01496331/ILSVRC2012_val_00041248_n01496331,4,4101,0.0012376795057207346,0.06528186053037643,0.2503456473350525,0.01026932243257761,0.007765865884721279,1,1
H8-V,6,n01498041/ILSVRC2012_val_00030470_n01498041,4,4101,0.007377376779913902,0.14567476511001587,0.5167412161827087,0.027112266048789024,0.02194485440850258,1,1
H8-V,7,n01514668/ILSVRC2012_val_00016052_n01514668,4,4101,0.010247359052300453,0.15117894113063812,0.7895554304122925,0.033260807394981384,0.025365252047777176,1,1
H8-V,8,n01514859/ILSVRC2012_val_00006195_n01514859,4,4101,0.009895963594317436,0.1417265385389328,0.654995322227478,0.030618568882346153,0.024068616330623627,1,1
H8-V,9,n01518878/ILSVRC2012_val_00033181_n01518878,4,4101,0.0038985013961791992,0.08529067039489746,0.3776920437812805,0.016204489395022392,0.012427568435668945,1,1
H8-V,10,n01530575/ILSVRC2012_val_00027374_n01530575,4,4101,0.007124004419893026,0.13333821296691895,0.9054994583129883,0.02951282076537609,0.020457826554775238,1,1
H8-V,11,n01531178/ILSVRC2012_val_00025888_n01531178,4,4101,0.004273034166544676,0.07914062589406967,0.3673447370529175,0.0158605445176363,0.01218709722161293,1,1
