population,image_index,image_id,family,budget,mode,renderer,snr_db,seed,raw_payload_bits,actual_payload_bits,header_accepted,body_crc_accepted,accepted_correct,source_complete,psnr_db,lpips
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,1.0,4101,5088,4025,1,0,0,1,14.735198020935059,0.465383380651474
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,1.0,4102,5088,4025,1,0,0,1,14.196471214294434,0.507836103439331
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,1.0,4103,5088,4025,1,0,0,1,15.53311538696289,0.4470386505126953
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,4.0,4101,5088,4025,1,1,1,1,22.87276840209961,0.1258692592382431
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,4.0,4102,5088,4025,1,1,1,1,22.87276840209961,0.1258692592382431
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,4.0,4103,5088,4025,1,1,1,1,22.87276840209961,0.1258692592382431
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,7.0,4101,5088,4025,1,1,1,1,22.87276840209961,0.1258692592382431
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,7.0,4102,5088,4025,1,1,1,1,22.87276840209961,0.1258692592382431
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,7.0,4103,5088,4025,1,1,1,1,22.87276840209961,0.1258692592382431
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,13.0,4101,5088,4025,1,1,1,1,22.87276840209961,0.1258692592382431
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,13.0,4102,5088,4025,1,1,1,1,22.87276840209961,0.1258692592382431
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,arithmetic,4084,9,Dc,13.0,4103,5088,4025,1,1,1,1,22.87276840209961,0.1258692592382431
