population,image_index,image_id,family,budget,mode,renderer,snr_db,seed,raw_payload_bits,actual_payload_bits,header_accepted,body_crc_accepted,accepted_correct,source_complete,psnr_db,lpips
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,1.0,4101,3060,3060,1,0,0,1,21.109649658203125,0.16611003875732422
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,1.0,4102,3060,3060,1,0,0,1,21.182960510253906,0.1655764877796173
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,1.0,4103,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,4.0,4101,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,4.0,4102,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,4.0,4103,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,7.0,4101,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,7.0,4102,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,7.0,4103,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,13.0,4101,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,13.0,4102,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,13.0,4103,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,19.0,4101,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,19.0,4102,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,0,n01440764/ILSVRC2012_val_00045866_n01440764,raw,4084,8,Dc,19.0,4103,3060,3060,1,1,1,1,21.239696502685547,0.15857872366905212
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,1.0,4101,3060,3060,1,0,0,1,18.752504348754883,0.21217478811740875
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,1.0,4102,3060,3060,1,0,0,1,14.037776947021484,0.3551466763019562
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,1.0,4103,3060,3060,1,0,0,1,18.53144073486328,0.2215489149093628
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,4.0,4101,3060,3060,1,1,1,1,18.801456451416016,0.21449695527553558
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,4.0,4102,3060,3060,1,1,1,1,18.801456451416016,0.21449695527553558
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,4.0,4103,3060,3060,1,1,1,1,18.801456451416016,0.2144969403743744
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,7.0,4101,3060,3060,1,1,1,1,18.801456451416016,0.21449695527553558
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,7.0,4102,3060,3060,1,1,1,1,18.801456451416016,0.21449695527553558
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,7.0,4103,3060,3060,1,1,1,1,18.801456451416016,0.21449695527553558
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,13.0,4101,3060,3060,1,1,1,1,18.801456451416016,0.2144969403743744
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,13.0,4102,3060,3060,1,1,1,1,18.801456451416016,0.21449695527553558
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,13.0,4103,3060,3060,1,1,1,1,18.801456451416016,0.2144969403743744
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,19.0,4101,3060,3060,1,1,1,1,18.801456451416016,0.21449695527553558
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,19.0,4102,3060,3060,1,1,1,1,18.801456451416016,0.2144969403743744
calibration,1,n01443537/ILSVRC2012_val_00044095_n01443537,raw,4084,8,Dc,19.0,4103,3060,3060,1,1,1,1,18.801456451416016,0.21449695527553558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,1.0,4101,3060,3060,1,0,0,1,22.47884750366211,0.14481805264949799
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,1.0,4102,3060,3060,1,0,0,1,21.896726608276367,0.1454864740371704
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,1.0,4103,3060,3060,1,0,0,1,22.193370819091797,0.14118504524230957
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,4.0,4101,3060,3060,1,1,1,1,22.448293685913086,0.1514412760734558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,4.0,4102,3060,3060,1,1,1,1,22.448293685913086,0.1514412760734558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,4.0,4103,3060,3060,1,1,1,1,22.448293685913086,0.1514412760734558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,7.0,4101,3060,3060,1,1,1,1,22.448293685913086,0.15144126117229462
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,7.0,4102,3060,3060,1,1,1,1,22.448293685913086,0.1514412760734558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,7.0,4103,3060,3060,1,1,1,1,22.448293685913086,0.1514412760734558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,13.0,4101,3060,3060,1,1,1,1,22.448293685913086,0.1514412760734558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,13.0,4102,3060,3060,1,1,1,1,22.448293685913086,0.15144126117229462
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,13.0,4103,3060,3060,1,1,1,1,22.448293685913086,0.1514412760734558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,19.0,4101,3060,3060,1,1,1,1,22.448293685913086,0.1514412760734558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,19.0,4102,3060,3060,1,1,1,1,22.448293685913086,0.1514412760734558
calibration,2,n01484850/ILSVRC2012_val_00029481_n01484850,raw,4084,8,Dc,19.0,4103,3060,3060,1,1,1,1,22.448293685913086,0.15144126117229462
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,1.0,4101,3060,3060,1,0,0,1,26.957929611206055,0.0942903459072113
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,1.0,4102,3060,3060,1,0,0,1,27.249605178833008,0.10011617094278336
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,1.0,4103,3060,3060,1,0,0,1,18.99284553527832,0.2051425278186798
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,4.0,4101,3060,3060,1,1,1,1,27.006343841552734,0.08876064419746399
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,4.0,4102,3060,3060,1,1,1,1,27.006343841552734,0.08876064419746399
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,4.0,4103,3060,3060,1,1,1,1,27.006343841552734,0.08876064419746399
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,7.0,4101,3060,3060,1,1,1,1,27.006343841552734,0.08876064419746399
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,7.0,4102,3060,3060,1,1,1,1,27.006343841552734,0.08876064419746399
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,7.0,4103,3060,3060,1,1,1,1,27.006343841552734,0.08876064419746399
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,13.0,4101,3060,3060,1,1,1,1,27.006343841552734,0.08876065164804459
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,13.0,4102,3060,3060,1,1,1,1,27.006343841552734,0.08876064419746399
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,13.0,4103,3060,3060,1,1,1,1,27.006343841552734,0.08876065164804459
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,19.0,4101,3060,3060,1,1,1,1,27.006343841552734,0.08876064419746399
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,19.0,4102,3060,3060,1,1,1,1,27.006343841552734,0.08876065164804459
calibration,3,n01491361/ILSVRC2012_val_00049000_n01491361,raw,4084,8,Dc,19.0,4103,3060,3060,1,1,1,1,27.006343841552734,0.08876064419746399
calibration,4,n01494475/ILSVRC2012_val_00027283_n01494475,raw,4084,8,Dc,1.0,4101,3060,3060,1,0,0,1,23.04837989807129,0.12484148889780045
