method,selected_mode,source_index,image_id,snr_db,seed,N,E,psnr_db,lpips_alex,dino_cosine
arithmetic_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,7.0,2003,4084,8168,22.625530242919922,0.10557176172733307,0.9031752347946167
raw_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2001,4084,8168,22.625530242919922,0.10557174682617188,0.9031752347946167
arithmetic_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2001,4084,8168,22.625530242919922,0.10557174682617188,0.9031752347946167
raw_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2002,4084,8168,22.625530242919922,0.10557176172733307,0.9031752347946167
arithmetic_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2002,4084,8168,22.625530242919922,0.10557176172733307,0.9031752347946167
raw_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2003,4084,8168,22.625530242919922,0.10557175427675247,0.9031752347946167
arithmetic_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,13.0,2003,4084,8168,22.625530242919922,0.10557175427675247,0.9031752347946167
raw_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2001,4084,8168,22.625530242919922,0.10557176172733307,0.9031752347946167
arithmetic_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2001,4084,8168,22.625530242919922,0.10557176172733307,0.9031752347946167
raw_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2002,4084,8168,22.625530242919922,0.10557174682617188,0.9031752347946167
arithmetic_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2002,4084,8168,22.625530242919922,0.10557174682617188,0.9031752347946167
raw_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2003,4084,8168,22.625530242919922,0.10557176172733307,0.9031752347946167
arithmetic_adaptive_m789_Dc,9,47,n03109150/ILSVRC2012_val_00032588_n03109150,19.0,2003,4084,8168,22.625530242919922,0.10557176172733307,0.9031752347946167
raw_adaptive_m789_Dc,8,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2001,4084,8168,17.840831756591797,0.14387740194797516,0.9151777029037476
arithmetic_adaptive_m789_Dc,8,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2001,4084,8168,18.500215530395508,0.14143230020999908,0.9231227040290833
raw_adaptive_m789_Dc,8,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2002,4084,8168,17.66718864440918,0.1492900252342224,0.9089802503585815
arithmetic_adaptive_m789_Dc,8,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2002,4084,8168,18.500215530395508,0.14143230020999908,0.9231227040290833
raw_adaptive_m789_Dc,8,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2003,4084,8168,17.784040451049805,0.14534178376197815,0.9214081764221191
arithmetic_adaptive_m789_Dc,8,48,n03127747/ILSVRC2012_val_00003732_n03127747,1.0,2003,4084,8168,17.450510025024414,0.1687084436416626,0.9115042686462402
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2001,4084,8168,19.68816375732422,0.1133773997426033,0.906872034072876
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2001,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2002,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2002,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2003,4084,8168,19.515575408935547,0.11734325438737869,0.9070402979850769
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,4.0,2003,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2001,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2001,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2002,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2002,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2003,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,7.0,2003,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2001,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2001,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2002,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2002,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2003,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,13.0,2003,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2001,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2001,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2002,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2002,4084,8168,19.70635986328125,0.11622083187103271,0.9173010587692261
raw_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2003,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
arithmetic_adaptive_m789_Dc,9,48,n03127747/ILSVRC2012_val_00003732_n03127747,19.0,2003,4084,8168,19.70635986328125,0.11622083932161331,0.9173010587692261
raw_adaptive_m789_Dc,8,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2001,4084,8168,19.5119571685791,0.16562846302986145,0.841517448425293
arithmetic_adaptive_m789_Dc,8,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2001,4084,8168,19.5119571685791,0.16562846302986145,0.841517448425293
raw_adaptive_m789_Dc,8,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2002,4084,8168,20.198219299316406,0.1628926396369934,0.8448303937911987
arithmetic_adaptive_m789_Dc,8,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2002,4084,8168,19.5119571685791,0.16562846302986145,0.841517448425293
raw_adaptive_m789_Dc,8,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2003,4084,8168,19.328571319580078,0.18306252360343933,0.7072947025299072
arithmetic_adaptive_m789_Dc,8,49,n03220513/ILSVRC2012_val_00006359_n03220513,1.0,2003,4084,8168,19.5119571685791,0.16562846302986145,0.841517448425293
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2001,4084,8168,21.6551513671875,0.11887992173433304,0.8694078326225281
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2001,4084,8168,21.6551513671875,0.11887992173433304,0.8694078326225281
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2002,4084,8168,21.659500122070312,0.12188875675201416,0.8622190952301025
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2002,4084,8168,21.6551513671875,0.11887992173433304,0.8694078326225281
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2003,4084,8168,21.06004524230957,0.1313895285129547,0.8696783781051636
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,4.0,2003,4084,8168,21.6551513671875,0.11887992173433304,0.8694078326225281
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2001,4084,8168,21.6551513671875,0.11887992173433304,0.8694078326225281
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2001,4084,8168,21.6551513671875,0.11887992173433304,0.8694078326225281
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2002,4084,8168,21.6551513671875,0.11887992173433304,0.8694078326225281
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2002,4084,8168,21.6551513671875,0.11887992173433304,0.8694078326225281
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2003,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,7.0,2003,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2001,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2001,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2002,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2002,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2003,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,13.0,2003,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2001,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2001,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2002,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2002,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
raw_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2003,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
arithmetic_adaptive_m789_Dc,9,49,n03220513/ILSVRC2012_val_00006359_n03220513,19.0,2003,4084,8168,21.6551513671875,0.11887992173433304,0.8694077134132385
raw_adaptive_m789_Dc,8,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2001,4084,8168,17.721660614013672,0.1871350258588791,0.6273105144500732
arithmetic_adaptive_m789_Dc,8,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2001,4084,8168,16.466716766357422,0.21976806223392487,0.8261034488677979
raw_adaptive_m789_Dc,8,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2002,4084,8168,15.720232963562012,0.20697179436683655,0.824565589427948
arithmetic_adaptive_m789_Dc,8,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2002,4084,8168,18.10037612915039,0.16786885261535645,0.674659013748169
raw_adaptive_m789_Dc,8,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2003,4084,8168,18.128543853759766,0.18376044929027557,0.6532912254333496
arithmetic_adaptive_m789_Dc,8,50,n03372029/ILSVRC2012_val_00034937_n03372029,1.0,2003,4084,8168,18.10037612915039,0.16786885261535645,0.674659013748169
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2001,4084,8168,20.35155487060547,0.11819721013307571,0.894692063331604
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2001,4084,8168,20.729156494140625,0.11304771900177002,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2002,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2002,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2003,4084,8168,20.417747497558594,0.11749747395515442,0.7419046759605408
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,4.0,2003,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2001,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2001,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2002,4084,8168,20.729156494140625,0.11304771900177002,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2002,4084,8168,20.729156494140625,0.11304771900177002,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2003,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,7.0,2003,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2001,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2001,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2002,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2002,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2003,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,13.0,2003,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2001,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2001,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2002,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2002,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2003,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
arithmetic_adaptive_m789_Dc,9,50,n03372029/ILSVRC2012_val_00034937_n03372029,19.0,2003,4084,8168,20.729156494140625,0.11304770410060883,0.8675154447555542
raw_adaptive_m789_Dc,8,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2001,4084,8168,20.551849365234375,0.1962655633687973,0.8837732672691345
arithmetic_adaptive_m789_Dc,8,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2001,4084,8168,20.478931427001953,0.19743961095809937,0.9019578695297241
raw_adaptive_m789_Dc,8,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2002,4084,8168,19.68877601623535,0.2107854038476944,0.8104772567749023
arithmetic_adaptive_m789_Dc,8,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2002,4084,8168,19.849319458007812,0.21021784842014313,0.8770116567611694
raw_adaptive_m789_Dc,8,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2003,4084,8168,19.476531982421875,0.2368115484714508,0.8415406942367554
arithmetic_adaptive_m789_Dc,8,51,n03388549/ILSVRC2012_val_00022928_n03388549,1.0,2003,4084,8168,20.478931427001953,0.19743961095809937,0.9019578695297241
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2001,4084,8168,22.26242446899414,0.14211969077587128,0.8794528245925903
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2001,4084,8168,22.35361099243164,0.14050860702991486,0.9087530374526978
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2002,4084,8168,21.0200138092041,0.1642134189605713,0.8578424453735352
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2002,4084,8168,22.35361099243164,0.14050860702991486,0.9087530374526978
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2003,4084,8168,22.011699676513672,0.1418922245502472,0.8894166946411133
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,4.0,2003,4084,8168,22.35361099243164,0.14050859212875366,0.9087530374526978
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2001,4084,8168,22.35361099243164,0.14050860702991486,0.9087530374526978
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2001,4084,8168,22.35361099243164,0.14050860702991486,0.9087530374526978
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2002,4084,8168,22.35361099243164,0.14050860702991486,0.9087530374526978
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2002,4084,8168,22.35361099243164,0.14050860702991486,0.9087530374526978
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2003,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,7.0,2003,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2001,4084,8168,22.35361099243164,0.14050859212875366,0.9087532758712769
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2001,4084,8168,22.35361099243164,0.14050859212875366,0.9087532758712769
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2002,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2002,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2003,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,13.0,2003,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2001,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2001,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2002,4084,8168,22.35361099243164,0.14050859212875366,0.9087532758712769
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2002,4084,8168,22.35361099243164,0.14050859212875366,0.9087532758712769
raw_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2003,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
arithmetic_adaptive_m789_Dc,9,51,n03388549/ILSVRC2012_val_00022928_n03388549,19.0,2003,4084,8168,22.35361099243164,0.14050860702991486,0.9087532758712769
raw_adaptive_m789_Dc,8,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2001,4084,8168,17.31319808959961,0.1773066520690918,0.9451934099197388
arithmetic_adaptive_m789_Dc,8,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2001,4084,8168,17.407896041870117,0.16453582048416138,0.9531077146530151
raw_adaptive_m789_Dc,8,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2002,4084,8168,17.33958625793457,0.166082501411438,0.9543935060501099
arithmetic_adaptive_m789_Dc,8,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2002,4084,8168,17.407896041870117,0.16453582048416138,0.9531077146530151
raw_adaptive_m789_Dc,8,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2003,4084,8168,17.284738540649414,0.16729307174682617,0.9468250274658203
arithmetic_adaptive_m789_Dc,8,52,n03424325/ILSVRC2012_val_00006147_n03424325,1.0,2003,4084,8168,17.407896041870117,0.16453582048416138,0.9531077146530151
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2001,4084,8168,18.733192443847656,0.13782888650894165,0.9714267253875732
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2001,4084,8168,18.811017990112305,0.13680535554885864,0.9697223901748657
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2002,4084,8168,18.626483917236328,0.13587608933448792,0.9722077250480652
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2002,4084,8168,18.811017990112305,0.13680535554885864,0.9697223901748657
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2003,4084,8168,18.78227996826172,0.1373119354248047,0.9673752784729004
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,4.0,2003,4084,8168,18.811017990112305,0.13680535554885864,0.9697223901748657
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2001,4084,8168,18.811017990112305,0.13680535554885864,0.9697223901748657
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2001,4084,8168,18.811017990112305,0.13680535554885864,0.9697223901748657
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2002,4084,8168,18.811017990112305,0.13680535554885864,0.9697223901748657
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2002,4084,8168,18.811017990112305,0.13680535554885864,0.9697223901748657
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2003,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,7.0,2003,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2001,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2001,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2002,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2002,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2003,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,13.0,2003,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2001,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2001,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2002,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2002,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
raw_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2003,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
arithmetic_adaptive_m789_Dc,9,52,n03424325/ILSVRC2012_val_00006147_n03424325,19.0,2003,4084,8168,18.811017990112305,0.13680535554885864,0.969722330570221
raw_adaptive_m789_Dc,8,53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2001,4084,8168,17.989974975585938,0.21066993474960327,0.793367326259613
arithmetic_adaptive_m789_Dc,8,53,n03447721/ILSVRC2012_val_00006942_n03447721,1.0,2001,4084,8168,13.190871238708496,0.4253350794315338,0.5088801383972168
