method,selected_mode,source_index,image_id,snr_db,seed,N,E,psnr_db,lpips_alex,dino_cosine
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2002,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2002,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2003,4084,8168,17.340242385864258,0.19899776577949524,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2003,4084,8168,17.340242385864258,0.19899776577949524,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2001,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2001,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2002,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2002,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2003,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2003,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2001,4084,8168,17.340242385864258,0.19899776577949524,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2001,4084,8168,17.340242385864258,0.19899776577949524,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2002,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2002,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2003,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2003,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2001,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2001,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2002,4084,8168,17.340242385864258,0.19899776577949524,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2002,4084,8168,17.340242385864258,0.19899776577949524,0.9142552018165588
raw_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2003,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
arithmetic_adaptive_m789_Dc,9,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2003,4084,8168,17.340242385864258,0.19899775087833405,0.9142552018165588
raw_adaptive_m789_Dc,8,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2001,4084,8168,23.024547576904297,0.13158449530601501,0.8573550581932068
arithmetic_adaptive_m789_Dc,8,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2001,4084,8168,23.415687561035156,0.12663491070270538,0.8615432977676392
raw_adaptive_m789_Dc,8,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2002,4084,8168,23.470653533935547,0.12879648804664612,0.7907352447509766
arithmetic_adaptive_m789_Dc,8,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2002,4084,8168,23.415687561035156,0.12663491070270538,0.8615432977676392
raw_adaptive_m789_Dc,8,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2003,4084,8168,23.188831329345703,0.1285124570131302,0.8317317962646484
arithmetic_adaptive_m789_Dc,8,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2003,4084,8168,23.415687561035156,0.12663491070270538,0.8615432977676392
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2001,4084,8168,24.25949478149414,0.10665450990200043,0.8438165187835693
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2001,4084,8168,24.243255615234375,0.10360540449619293,0.8519211411476135
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2002,4084,8168,24.11207389831543,0.10493402183055878,0.8444199562072754
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2002,4084,8168,24.243255615234375,0.10360541939735413,0.8519211411476135
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2003,4084,8168,24.260353088378906,0.10379152745008469,0.8609504699707031
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2003,4084,8168,24.243255615234375,0.10360541939735413,0.8519211411476135
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2001,4084,8168,24.243255615234375,0.10360541939735413,0.8519211411476135
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2001,4084,8168,24.243255615234375,0.10360541939735413,0.8519211411476135
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2002,4084,8168,24.243255615234375,0.10360540449619293,0.8519211411476135
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2002,4084,8168,24.243255615234375,0.10360540449619293,0.8519211411476135
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2003,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2003,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2001,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2001,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2002,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2002,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2003,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2003,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2001,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2001,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2002,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2002,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
raw_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2003,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
arithmetic_adaptive_m789_Dc,9,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2003,4084,8168,24.243255615234375,0.10360541939735413,0.8519209623336792
raw_adaptive_m789_Dc,8,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2001,4084,8168,20.279024124145508,0.1635751873254776,0.8542414903640747
arithmetic_adaptive_m789_Dc,8,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2001,4084,8168,20.410213470458984,0.1517513543367386,0.8400803804397583
raw_adaptive_m789_Dc,8,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2002,4084,8168,19.865489959716797,0.16280828416347504,0.8395109176635742
arithmetic_adaptive_m789_Dc,8,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2002,4084,8168,20.410213470458984,0.1517513543367386,0.8400803804397583
raw_adaptive_m789_Dc,8,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2003,4084,8168,19.8275203704834,0.1717643290758133,0.8303583860397339
arithmetic_adaptive_m789_Dc,8,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2003,4084,8168,19.329103469848633,0.20668748021125793,0.7859911918640137
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2001,4084,8168,20.792409896850586,0.14309124648571014,0.8252800703048706
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2001,4084,8168,21.199905395507812,0.13142171502113342,0.8492817878723145
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2002,4084,8168,21.199905395507812,0.13142171502113342,0.8492817878723145
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2002,4084,8168,21.199905395507812,0.13142171502113342,0.8492817878723145
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2003,4084,8168,21.258792877197266,0.13160324096679688,0.8567622900009155
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2003,4084,8168,21.199905395507812,0.13142170011997223,0.8492817878723145
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2001,4084,8168,21.199905395507812,0.13142170011997223,0.8492817878723145
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2001,4084,8168,21.199905395507812,0.13142170011997223,0.8492817878723145
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2002,4084,8168,21.199905395507812,0.13142171502113342,0.8492817878723145
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2002,4084,8168,21.199905395507812,0.13142171502113342,0.8492817878723145
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2003,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2003,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2001,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2001,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2002,4084,8168,21.199905395507812,0.13142170011997223,0.8492816686630249
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2002,4084,8168,21.199905395507812,0.13142170011997223,0.8492816686630249
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2003,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2003,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2001,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2001,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2002,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2002,4084,8168,21.199905395507812,0.13142171502113342,0.8492816686630249
raw_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2003,4084,8168,21.199905395507812,0.13142170011997223,0.8492816686630249
arithmetic_adaptive_m789_Dc,9,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2003,4084,8168,21.199905395507812,0.13142170011997223,0.8492816686630249
raw_adaptive_m789_Dc,8,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2001,4084,8168,20.278770446777344,0.1829107105731964,0.7885080575942993
arithmetic_adaptive_m789_Dc,8,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2001,4084,8168,20.59864044189453,0.1617002785205841,0.7654160261154175
raw_adaptive_m789_Dc,8,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2002,4084,8168,20.663816452026367,0.16023989021778107,0.7936793565750122
arithmetic_adaptive_m789_Dc,8,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2002,4084,8168,17.249116897583008,0.27692711353302,0.6286194324493408
raw_adaptive_m789_Dc,8,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2003,4084,8168,20.360214233398438,0.17102786898612976,0.8126280307769775
arithmetic_adaptive_m789_Dc,8,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2003,4084,8168,20.59864044189453,0.1617002785205841,0.7654160261154175
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2001,4084,8168,21.801795959472656,0.13105198740959167,0.8798646926879883
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2001,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2002,4084,8168,21.610389709472656,0.1360633373260498,0.8628895878791809
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2002,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2003,4084,8168,21.764461517333984,0.13310326635837555,0.8754501342773438
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2003,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2001,4084,8168,21.837318420410156,0.13310904800891876,0.8845616579055786
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2001,4084,8168,21.837318420410156,0.13310904800891876,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2002,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2002,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2003,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2003,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2001,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2001,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2002,4084,8168,21.837318420410156,0.13310904800891876,0.8845616579055786
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2002,4084,8168,21.837318420410156,0.13310904800891876,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2003,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2003,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2001,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2001,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2002,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2002,4084,8168,21.837318420410156,0.13310903310775757,0.8845616579055786
raw_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2003,4084,8168,21.837318420410156,0.13310904800891876,0.8845616579055786
arithmetic_adaptive_m789_Dc,9,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2003,4084,8168,21.837318420410156,0.13310904800891876,0.8845616579055786
raw_adaptive_m789_Dc,8,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2001,4084,8168,28.344310760498047,0.10622856765985489,0.9107897877693176
arithmetic_adaptive_m789_Dc,8,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2001,4084,8168,28.49810791015625,0.1067175343632698,0.8716034889221191
raw_adaptive_m789_Dc,8,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2002,4084,8168,28.363372802734375,0.1018611490726471,0.9178785085678101
arithmetic_adaptive_m789_Dc,8,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2002,4084,8168,28.49810791015625,0.1067175343632698,0.8716034889221191
raw_adaptive_m789_Dc,8,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2003,4084,8168,28.81818962097168,0.10511904209852219,0.9051166772842407
arithmetic_adaptive_m789_Dc,8,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2003,4084,8168,28.49810791015625,0.1067175418138504,0.8716034889221191
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2001,4084,8168,29.07383155822754,0.08601934462785721,0.9277520775794983
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2001,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2002,4084,8168,29.35819435119629,0.0812268853187561,0.9486088156700134
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2002,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2003,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2003,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2001,4084,8168,29.50008773803711,0.08266765624284744,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2001,4084,8168,29.50008773803711,0.08266765624284744,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2002,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2002,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2003,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2003,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2001,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2001,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2002,4084,8168,29.50008773803711,0.08266765624284744,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2002,4084,8168,29.50008773803711,0.08266765624284744,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2003,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2003,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2001,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2001,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2002,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2002,4084,8168,29.50008773803711,0.08266766369342804,0.9518203735351562
raw_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2003,4084,8168,29.50008773803711,0.08266765624284744,0.9518203735351562
arithmetic_adaptive_m789_Dc,9,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2003,4084,8168,29.50008773803711,0.08266765624284744,0.9518203735351562
raw_adaptive_m789_Dc,8,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2001,4084,8168,15.608440399169922,0.21559342741966248,0.8786360025405884
arithmetic_adaptive_m789_Dc,8,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2001,4084,8168,15.877307891845703,0.21495535969734192,0.8706560134887695
raw_adaptive_m789_Dc,8,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2002,4084,8168,15.759148597717285,0.22265098989009857,0.8838321566581726
arithmetic_adaptive_m789_Dc,8,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2002,4084,8168,13.250161170959473,0.3644023537635803,0.6956806182861328
raw_adaptive_m789_Dc,8,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2003,4084,8168,15.877307891845703,0.21495535969734192,0.8706560134887695
arithmetic_adaptive_m789_Dc,8,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2003,4084,8168,15.254182815551758,0.2513735294342041,0.8829647302627563
raw_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2001,4084,8168,16.72452735900879,0.17462745308876038,0.8896850347518921
arithmetic_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2001,4084,8168,16.72452735900879,0.17462745308876038,0.8896850347518921
raw_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2002,4084,8168,16.671321868896484,0.17261181771755219,0.890867292881012
arithmetic_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2002,4084,8168,16.72452735900879,0.17462745308876038,0.8896850347518921
raw_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2003,4084,8168,16.72452735900879,0.17462745308876038,0.8896850347518921
arithmetic_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2003,4084,8168,16.72452735900879,0.17462745308876038,0.8896850347518921
raw_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2001,4084,8168,16.72452735900879,0.17462745308876038,0.8896850347518921
arithmetic_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2001,4084,8168,16.72452735900879,0.17462745308876038,0.8896850347518921
raw_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2002,4084,8168,16.72452735900879,0.17462745308876038,0.8896850347518921
arithmetic_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2002,4084,8168,16.72452735900879,0.17462745308876038,0.8896850347518921
raw_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2003,4084,8168,16.72452735900879,0.17462745308876038,0.889684796333313
arithmetic_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2003,4084,8168,16.72452735900879,0.17462745308876038,0.889684796333313
raw_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2001,4084,8168,16.72452735900879,0.17462745308876038,0.889684796333313
arithmetic_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2001,4084,8168,16.72452735900879,0.17462745308876038,0.889684796333313
raw_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2002,4084,8168,16.72452735900879,0.17462745308876038,0.889684796333313
arithmetic_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2002,4084,8168,16.72452735900879,0.17462745308876038,0.889684796333313
raw_adaptive_m789_Dc,9,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2003,4084,8168,16.72452735900879,0.17462745308876038,0.889684796333313
