method,source_index,image_id,snr_db,seed,N,E,psnr_db,lpips_alex,dino_cosine
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,4.0,2003,4084,8168,17.419639587402344,0.20867474377155304,0.8437826037406921
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2001,4084,8168,17.585330963134766,0.2026853859424591,0.8617007732391357
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2002,4084,8168,17.576862335205078,0.19558987021446228,0.8522777557373047
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,7.0,2003,4084,8168,17.56852149963379,0.20425529778003693,0.8433657288551331
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2001,4084,8168,17.743106842041016,0.19853006303310394,0.8597460985183716
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2002,4084,8168,17.724130630493164,0.19481228291988373,0.8429250121116638
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,13.0,2003,4084,8168,17.725299835205078,0.20044903457164764,0.8409157991409302
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2001,4084,8168,17.787931442260742,0.19900178909301758,0.8533663153648376
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2002,4084,8168,17.772859573364258,0.19705751538276672,0.8432509899139404
m8_plus_latent_512_fold_N4084,26,n02123159/ILSVRC2012_val_00025723_n02123159,19.0,2003,4084,8168,17.776500701904297,0.20022223889827728,0.840116560459137
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2001,4084,8168,23.397994995117188,0.1243884265422821,0.8270736932754517
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2002,4084,8168,23.589366912841797,0.12937697768211365,0.7541784048080444
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,1.0,2003,4084,8168,23.595399856567383,0.11866028606891632,0.8057489991188049
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2001,4084,8168,24.11078643798828,0.11677418649196625,0.8564218878746033
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2002,4084,8168,24.062376022338867,0.11317155510187149,0.8379303216934204
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,4.0,2003,4084,8168,24.159652709960938,0.11701636016368866,0.8655230402946472
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2001,4084,8168,24.260913848876953,0.1151299998164177,0.8606590628623962
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2002,4084,8168,24.20913314819336,0.1125401183962822,0.8470667600631714
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,7.0,2003,4084,8168,24.273731231689453,0.1156095415353775,0.8610713481903076
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2001,4084,8168,24.38311004638672,0.11325661092996597,0.8682153224945068
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2002,4084,8168,24.34267234802246,0.11295484006404877,0.8632792234420776
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,13.0,2003,4084,8168,24.37015151977539,0.11448191106319427,0.8620473742485046
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2001,4084,8168,24.411832809448242,0.11306610703468323,0.8681290149688721
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2002,4084,8168,24.386920928955078,0.11324526369571686,0.8674330711364746
m8_plus_latent_512_fold_N4084,27,n02134084/ILSVRC2012_val_00020332_n02134084,19.0,2003,4084,8168,24.40085220336914,0.113911934196949,0.866713285446167
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2001,4084,8168,20.411836624145508,0.1712813675403595,0.7975372672080994
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2002,4084,8168,20.555116653442383,0.169010728597641,0.7547906637191772
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,1.0,2003,4084,8168,20.95977020263672,0.1487540602684021,0.7967545986175537
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2001,4084,8168,21.14392852783203,0.13705849647521973,0.8623205423355103
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2002,4084,8168,21.228946685791016,0.135580375790596,0.8321442604064941
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,4.0,2003,4084,8168,21.33577537536621,0.1388816088438034,0.8382174968719482
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2001,4084,8168,21.255884170532227,0.1347704976797104,0.8636700510978699
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2002,4084,8168,21.312862396240234,0.13314515352249146,0.8389682769775391
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,7.0,2003,4084,8168,21.38421630859375,0.1339021623134613,0.8463249206542969
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2001,4084,8168,21.352331161499023,0.13245762884616852,0.8626986742019653
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2002,4084,8168,21.378393173217773,0.13131701946258545,0.8514629006385803
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,13.0,2003,4084,8168,21.409223556518555,0.13188934326171875,0.8566093444824219
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2001,4084,8168,21.380226135253906,0.13199305534362793,0.8600120544433594
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2002,4084,8168,21.392744064331055,0.1319008469581604,0.8571045398712158
m8_plus_latent_512_fold_N4084,28,n02168699/ILSVRC2012_val_00040132_n02168699,19.0,2003,4084,8168,21.407583236694336,0.1316618174314499,0.8582431077957153
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2001,4084,8168,20.881511688232422,0.17055778205394745,0.776671826839447
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2002,4084,8168,21.437265396118164,0.16615846753120422,0.764026403427124
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,1.0,2003,4084,8168,20.713993072509766,0.21452534198760986,0.7258427143096924
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2001,4084,8168,21.900760650634766,0.14476166665554047,0.7392231822013855
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2002,4084,8168,21.95728302001953,0.15285944938659668,0.7262204885482788
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,4.0,2003,4084,8168,21.89194107055664,0.1411253660917282,0.7462799549102783
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2001,4084,8168,22.10059356689453,0.14110781252384186,0.7346118688583374
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2002,4084,8168,22.136194229125977,0.14726614952087402,0.6987612247467041
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,7.0,2003,4084,8168,22.096921920776367,0.13648664951324463,0.7344722747802734
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2001,4084,8168,22.290115356445312,0.13694116473197937,0.7326512336730957
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2002,4084,8168,22.315853118896484,0.14026997983455658,0.7108252048492432
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,13.0,2003,4084,8168,22.29667854309082,0.1342940628528595,0.7313878536224365
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2001,4084,8168,22.351675033569336,0.1356973648071289,0.7314528226852417
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2002,4084,8168,22.366933822631836,0.13715212047100067,0.7167050838470459
m8_plus_latent_512_fold_N4084,29,n02233338/ILSVRC2012_val_00016160_n02233338,19.0,2003,4084,8168,22.36005973815918,0.1343250572681427,0.7248522639274597
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2001,4084,8168,25.9407958984375,0.18189813196659088,0.7301225066184998
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2002,4084,8168,29.039623260498047,0.11658386886119843,0.9090856909751892
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,1.0,2003,4084,8168,28.979312896728516,0.09832565486431122,0.927408754825592
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2001,4084,8168,29.904510498046875,0.08871038258075714,0.9124213457107544
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2002,4084,8168,29.73422622680664,0.08930368721485138,0.9210715293884277
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,4.0,2003,4084,8168,29.793983459472656,0.08490751683712006,0.9253793954849243
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2001,4084,8168,30.082103729248047,0.08429413288831711,0.9251594543457031
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2002,4084,8168,29.943401336669922,0.08630044758319855,0.9231778979301453
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,7.0,2003,4084,8168,29.978313446044922,0.08396565914154053,0.9297361969947815
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2001,4084,8168,30.24763298034668,0.08145706355571747,0.9295210838317871
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2002,4084,8168,30.170785903930664,0.0827195942401886,0.9285548329353333
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,13.0,2003,4084,8168,30.187070846557617,0.08157215267419815,0.9318128228187561
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2001,4084,8168,30.28075408935547,0.08129142224788666,0.9313190579414368
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2002,4084,8168,30.244159698486328,0.08176060765981674,0.9306271076202393
m8_plus_latent_512_fold_N4084,30,n02264363/ILSVRC2012_val_00027803_n02264363,19.0,2003,4084,8168,30.247554779052734,0.08104579150676727,0.9318664073944092
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2001,4084,8168,16.183429718017578,0.2486313283443451,0.7527994513511658
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2002,4084,8168,16.358142852783203,0.23977123200893402,0.8174501657485962
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,1.0,2003,4084,8168,16.290569305419922,0.21863971650600433,0.8877484202384949
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2001,4084,8168,16.75070571899414,0.19971439242362976,0.8825891613960266
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2002,4084,8168,16.698047637939453,0.21083007752895355,0.8779736757278442
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,4.0,2003,4084,8168,16.774614334106445,0.20203563570976257,0.8847661018371582
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2001,4084,8168,16.866168975830078,0.19791804254055023,0.8887722492218018
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2002,4084,8168,16.815397262573242,0.20711851119995117,0.8832314610481262
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,7.0,2003,4084,8168,16.878259658813477,0.20182129740715027,0.8860363960266113
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2001,4084,8168,16.975067138671875,0.1975020319223404,0.8877121806144714
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2002,4084,8168,16.951311111450195,0.20102255046367645,0.8878717422485352
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,13.0,2003,4084,8168,16.975051879882812,0.20145857334136963,0.8853179216384888
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,19.0,2001,4084,8168,17.00349998474121,0.19796212017536163,0.8857097625732422
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,19.0,2002,4084,8168,16.993343353271484,0.19905716180801392,0.8872803449630737
m8_plus_latent_512_fold_N4084,31,n02277742/ILSVRC2012_val_00015608_n02277742,19.0,2003,4084,8168,17.00372886657715,0.19947515428066254,0.8852401375770569
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,1.0,2001,4084,8168,20.520469665527344,0.17663663625717163,0.9173399806022644
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,1.0,2002,4084,8168,18.24042320251465,0.3923749327659607,0.4210532009601593
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,1.0,2003,4084,8168,19.883033752441406,0.18031400442123413,0.9111935496330261
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,4.0,2001,4084,8168,20.97414779663086,0.1577252745628357,0.9361979365348816
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,4.0,2002,4084,8168,20.827104568481445,0.15628685057163239,0.9244939088821411
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,4.0,2003,4084,8168,20.825138092041016,0.1564878672361374,0.9272671937942505
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,7.0,2001,4084,8168,21.22023582458496,0.1526976376771927,0.9339523315429688
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,7.0,2002,4084,8168,21.132266998291016,0.15065793693065643,0.9282236099243164
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,7.0,2003,4084,8168,21.12863540649414,0.15110734105110168,0.9287407994270325
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,13.0,2001,4084,8168,21.471271514892578,0.1476937085390091,0.9292957782745361
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,13.0,2002,4084,8168,21.444984436035156,0.14653366804122925,0.9275161623954773
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,13.0,2003,4084,8168,21.443431854248047,0.14676685631275177,0.9286669492721558
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,19.0,2001,4084,8168,21.548173904418945,0.14695297181606293,0.9279141426086426
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,19.0,2002,4084,8168,21.542316436767578,0.14634588360786438,0.92685866355896
m8_plus_latent_512_fold_N4084,32,n02325366/ILSVRC2012_val_00024858_n02325366,19.0,2003,4084,8168,21.54083251953125,0.14624780416488647,0.9291562438011169
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,1.0,2001,4084,8168,20.229223251342773,0.18288394808769226,0.8489354848861694
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,1.0,2002,4084,8168,20.031620025634766,0.17267818748950958,0.8278218507766724
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,1.0,2003,4084,8168,20.248199462890625,0.1724715381860733,0.8401287794113159
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,4.0,2001,4084,8168,20.55271339416504,0.15845245122909546,0.8852434158325195
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,4.0,2002,4084,8168,20.603254318237305,0.15829995274543762,0.8523839712142944
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,4.0,2003,4084,8168,20.649520874023438,0.15999944508075714,0.8321180939674377
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,7.0,2001,4084,8168,20.740291595458984,0.15257588028907776,0.8803523182868958
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,7.0,2002,4084,8168,20.78083038330078,0.1522645354270935,0.8533809185028076
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,7.0,2003,4084,8168,20.815858840942383,0.15537422895431519,0.8327831625938416
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,13.0,2001,4084,8168,20.93248748779297,0.14671050012111664,0.8627713918685913
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,13.0,2002,4084,8168,20.953529357910156,0.14843173325061798,0.8498845100402832
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,13.0,2003,4084,8168,20.984622955322266,0.1499706208705902,0.8424320220947266
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,19.0,2001,4084,8168,20.999967575073242,0.14485910534858704,0.8543471097946167
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,19.0,2002,4084,8168,21.008533477783203,0.14670783281326294,0.8512614369392395
m8_plus_latent_512_fold_N4084,33,n02398521/ILSVRC2012_val_00018354_n02398521,19.0,2003,4084,8168,21.026336669921875,0.14708250761032104,0.8496106266975403
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,1.0,2001,4084,8168,22.720375061035156,0.12656499445438385,0.8551994562149048
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,1.0,2002,4084,8168,22.323883056640625,0.13027071952819824,0.8176746368408203
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,1.0,2003,4084,8168,22.22903060913086,0.13607722520828247,0.8661822080612183
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,4.0,2001,4084,8168,23.74185562133789,0.11057177931070328,0.84234619140625
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,4.0,2002,4084,8168,23.49835205078125,0.1094261184334755,0.8278703689575195
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,4.0,2003,4084,8168,23.48890495300293,0.1187991127371788,0.8439794182777405
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,7.0,2001,4084,8168,23.89479637145996,0.10784544050693512,0.8530005812644958
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,7.0,2002,4084,8168,23.71810531616211,0.10764465481042862,0.8460673689842224
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,7.0,2003,4084,8168,23.70009422302246,0.1148892268538475,0.8499318361282349
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,13.0,2001,4084,8168,24.043025970458984,0.10374504327774048,0.8633968234062195
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,13.0,2002,4084,8168,23.96733856201172,0.10449089854955673,0.8690512180328369
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,13.0,2003,4084,8168,23.958223342895508,0.10674823075532913,0.8662956953048706
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,19.0,2001,4084,8168,24.096599578857422,0.1018209308385849,0.8684027791023254
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,19.0,2002,4084,8168,24.059783935546875,0.10185688734054565,0.8744228482246399
m8_plus_latent_512_fold_N4084,34,n02410509/ILSVRC2012_val_00022568_n02410509,19.0,2003,4084,8168,24.057443618774414,0.10352589935064316,0.8720266819000244
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,1.0,2001,4084,8168,16.32522964477539,0.28859707713127136,0.8001329898834229
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,1.0,2002,4084,8168,16.437774658203125,0.27042099833488464,0.8370071649551392
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,1.0,2003,4084,8168,16.32332992553711,0.2589719891548157,0.8179091215133667
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,4.0,2001,4084,8168,16.878368377685547,0.24275316298007965,0.8696326613426208
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,4.0,2002,4084,8168,16.89092445373535,0.253326952457428,0.8646547794342041
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,4.0,2003,4084,8168,16.853607177734375,0.24031899869441986,0.8704321384429932
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,7.0,2001,4084,8168,16.989591598510742,0.23821106553077698,0.8765432834625244
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,7.0,2002,4084,8168,16.985763549804688,0.24730296432971954,0.8705450296401978
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,7.0,2003,4084,8168,16.970834732055664,0.23530788719654083,0.8743448853492737
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,13.0,2001,4084,8168,17.09271812438965,0.232355535030365,0.8865673542022705
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,13.0,2002,4084,8168,17.081745147705078,0.23729489743709564,0.8784536123275757
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,13.0,2003,4084,8168,17.083744049072266,0.2317960411310196,0.8752087354660034
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,19.0,2001,4084,8168,17.120553970336914,0.23110784590244293,0.8865516781806946
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,19.0,2002,4084,8168,17.113628387451172,0.23424094915390015,0.8818399310112
m8_plus_latent_512_fold_N4084,35,n02437312/ILSVRC2012_val_00006245_n02437312,19.0,2003,4084,8168,17.115697860717773,0.23105114698410034,0.8791061043739319
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,1.0,2001,4084,8168,21.666778564453125,0.16159865260124207,0.789923906326294
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,1.0,2002,4084,8168,22.438701629638672,0.13519078493118286,0.801917314529419
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,1.0,2003,4084,8168,22.683185577392578,0.1239323765039444,0.8717048168182373
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,4.0,2001,4084,8168,23.51017189025879,0.11624757945537567,0.8949511051177979
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,4.0,2002,4084,8168,23.62140655517578,0.11085757613182068,0.9063140153884888
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,4.0,2003,4084,8168,23.435333251953125,0.11516084522008896,0.8956410884857178
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,7.0,2001,4084,8168,23.765003204345703,0.1111079752445221,0.899623453617096
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,7.0,2002,4084,8168,23.864795684814453,0.1069134995341301,0.9071077108383179
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,7.0,2003,4084,8168,23.657936096191406,0.10974523425102234,0.8966690301895142
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,13.0,2001,4084,8168,24.02337074279785,0.10369701683521271,0.9062633514404297
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,13.0,2002,4084,8168,24.06231689453125,0.10151752829551697,0.9086110591888428
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,13.0,2003,4084,8168,23.929420471191406,0.10384950786828995,0.901386022567749
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,19.0,2001,4084,8168,24.076345443725586,0.10115550458431244,0.9108692407608032
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,19.0,2002,4084,8168,24.090192794799805,0.09997551143169403,0.910718560218811
m8_plus_latent_512_fold_N4084,36,n02486410/ILSVRC2012_val_00009799_n02486410,19.0,2003,4084,8168,24.024208068847656,0.10130138695240021,0.9088031053543091
m8_plus_latent_512_fold_N4084,37,n02509815/ILSVRC2012_val_00014423_n02509815,1.0,2001,4084,8168,20.147216796875,0.17985479533672333,0.8313645124435425
m8_plus_latent_512_fold_N4084,37,n02509815/ILSVRC2012_val_00014423_n02509815,1.0,2002,4084,8168,22.397235870361328,0.1498277187347412,0.9066771864891052
m8_plus_latent_512_fold_N4084,37,n02509815/ILSVRC2012_val_00014423_n02509815,1.0,2003,4084,8168,21.983339309692383,0.1670638471841812,0.774587869644165
m8_plus_latent_512_fold_N4084,37,n02509815/ILSVRC2012_val_00014423_n02509815,4.0,2001,4084,8168,23.66185188293457,0.12771189212799072,0.9126763343811035
m8_plus_latent_512_fold_N4084,37,n02509815/ILSVRC2012_val_00014423_n02509815,4.0,2002,4084,8168,23.679718017578125,0.12099573761224747,0.9144919514656067
m8_plus_latent_512_fold_N4084,37,n02509815/ILSVRC2012_val_00014423_n02509815,4.0,2003,4084,8168,23.69860076904297,0.12354366481304169,0.9111031293869019
